机构ID	机构名称	报表时间	本年度捐赠收入_现金	来自境内的捐赠_现金	来自境内自然人的捐赠_现金	来自境内法人或者其他组织的捐赠_现金	来自境外的捐赠_现金	来自境外自然人的捐赠_现金	来自境外法人或者其他组织的捐赠_现金	接受非公益性捐赠情况_现金	本年度捐赠收入_非现金	来自境内的捐赠_非现金	来自境内自然人的捐赠_非现金	来自境内法人或者其他组织的捐赠_非现金	来自境外的捐赠_非现金	来自境外自然人的捐赠_非现金	来自境外法人或者其他组织的捐赠_非现金	接受非公益性捐赠情况_非现金	上年度基金余额	本年度总支出	本年度用于公益事业的支出	工作人员工资福利支出	行政办公支出	捐赠主体ID	捐赠主体名称	捐赠额_现金_限定	捐赠额_非现金_限定	捐赠额_现金_非限定	捐赠额_非现金_非限定	用途
ricf_oid	ba_cn	fp_dt	ao_ad	ao_dd	ao_ddc	ao_ddi	ao_od	ao_odn	ao_odi	ao_nni	ao_adn	ao_ddn	ao_ddnn	ao_ddin	ao_odnn	ao_odnn	ao_odin	ao_nnin	ao_lst	ao_ate	ao_cc	ao_slr	ao_adex	ao_did	ao_dn	ao_dcae	ao_ncae	ao_dcan	ao_ncan	ao_use
525	北京化工大学教育基金会	2013	53870000	53870000	3470000	50400000	0	0	0	0	0	0	0	0	0	0	0	0		4386969.38	4324600	8400	53969.38							
526	北京北方阳光文化慈善基金会	2013	857378.35	857378.35	0	857378.35	0	0	0	0	0	0	0	0	0	0	0	0		372115.71	357378.35	0	9858.88							
527	北京医学奖励基金会	2013	49757344	49757344	100000	49657344	0	0	0	0	0	0	0	0	0	0	0	0		35189508.9	34175041.53	147678.72	553809.75							
528	北京华严慈善基金会	2013	564633.8	564633.8	114633.8	450000	0	0	0	0	0	0	0	0	0	0	0	0		807882.29	753413.19	0	54143.6							
529	北京华亚艺术基金会	2013	1750000	1750000	350000	1400000	0	0	0	0	0	0	0	0	0	0	0	0		1699817.09	1570896.31	103724.14	25196.64							
530	北京华北电力大学教育基金会	2013	16512275	16145435	507200	15638235	366840	0	366840	0	0	0	0	0	0	0	0	0		11709348.84	11513637.5	89727.01	72565.33							
531	北京华彩扶贫助学慈善基金会	2013	5400000	5400000	0	5400000	0	0	0	0	0	0	0	0	0	0	0	0		5391614.3	5356434.2	9976.78	25203.32							
532	北京华彬文化基金会	2013	29000000	29000000	0	29000000	0	0	0	0	0	0	0	0	0	0	0	0		12779281.8	11776545.23	281147.72	716272.7							
533	北京华益公益基金会	2013	2000000	2000000	2000000	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0							
534	北京华育助学基金会	2013	584530.3	584530.3	250849.6	333680.7	0	0	0	0	0	0	0	0	0	0	0	0		4377825.02	3959868.25	282665.54	135291.23							
535	北京协和医学基金会	2013	104000	104000	104000	0	0	0	0	0	0	0	0	0	0	0	0	0		684785.04	632127.56	0	52311.14							
536	北京协和医学院教育基金会	2013	1868000	1868000	20000	1848000	0	0	0	0	0	0	0	0	0	0	0	0		1355685.78	1334296.78	0	21389							
537	北京卓越企业家成长研究基金会	2013	1742500	1742500	0	1742500	0	0	0	0	0	0	0	0	0	0	0	0		1783757.5	1728973.97	0	54783.53							
538	北京厚德善行慈善基金会	2013	3803000	3803000	3000	3800000	0	0	0	0	0	0	0	0	0	0	0	0		211729.65	197625	0	9642.05							
539	北京原点文化经济创新基金会	2013	1500000	1500000	200000	1300000	0	0	0	0	0	0	0	0	0	0	0	0		1338023.05	1227896.22	63040	47086.83							
540	北京友好传承文化基金会	2013	2463229	2463229	2363229	100000	0	0	0	0	0	0	0	0	0	0	0	0		1514923.3	1137734.49	308080	69108.81							
541	北京同仁张晓楼眼科公益基金会	2013	2000000	2000000	0	2000000	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0							
542	北京君和创新公益基金会	2013	20000000	20000000	0	20000000	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0							
543	北京启明星辰慈善公益基金会	2013	1142442.63	1142442.63	142442.63	1000000	0	0	0	0	0	0	0	0	0	0	0	0		1625168.2	1618268	0	6900.2							
544	北京启行青年发展基金会	2013	4831800	4831800	1331800	3500000	0	0	0	0	0	0	0	0	0	0	0	0		3045694.78	2559058.27	367862.92	81654.03							
545	北京吴祖泽科技发展基金会	2013	5612455.03	5612455.03	0	5612455.03	0	0	0	0	0	0	0	0	0	0	0	0		6040483.5	6000000	19200	21283.5							
546	北京吴英恺医学发展基金会	2013	4651418.15	4651418.15	0	4651418.15	0	0	0	0	0	0	0	0	0	0	0	0		1738823.55	1672032.05	46400	20391.5							
547	北京和平发展基金会	2013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		242.92	0	0	0							
548	北京善德关心下一代公益基金会	2013	2000000	2000000	2000000	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0							
549	北京四中校友促进教育基金会	2013	8486698.12	8425965.89	2505895.89	5920070	60732.23	0	60732.23	0	0	0	0	0	0	0	0	0		4344436.97	3900303.92	228718	65112.02							
550	北京四存教育基金会	2013	2041000	2041000	11000	2030000	0	0	0	0	0	0	0	0	0	0	0	0		1015858.75	915026.25	92400	8247							
551	北京围棋基金会	2013	1148660.5	1148660.5	100000	1048660.5	0	0	0	0	0	0	0	0	0	0	0	0		1109203.12	1000053.86	55898.15	53251.11							
552	北京国珍爱心基金会	2013	3179699.64	3179699.64	1972620.5	1207079.14	0	0	0	0	0	0	0	0	0	0	0	0		3699991.64	3658782.64	0	40875							
554	北京国际和平文化基金会	2013	6753750	6753750	0	6753750	0	0	0	0	0	0	0	0	0	0	0	0		2523487.72	1155217.26	0	1368270.46							
555	北京国际城市论坛基金会	2013	1250000	1250000	0	1250000	0	0	0	0	0	0	0	0	0	0	0	0		2074886.32	2007083.38	261	65910.94							
556	北京国际艺苑美术基金会	2013	160000	160000	0	160000	0	0	0	0	0	0	0	0	0	0	0	0		836093.03	170000	50817.85	16419.16							
557	北京国际音乐节艺术基金会	2013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		45587427.31	42502513.82	1897238.77	1187674.72							
558	北京圆明园遗址保护基金会	2013	2000000	2000000	0	2000000	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0							
559	北京培黎教育基金会	2013	333500	333500	4000	329500	0	0	0	0	0	0	0	0	0	0	0	0		334350.98	334350.98	0	0							
560	北京复兴大国学文化基金会	2013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		212372.12	206900	0	5472.12							
561	北京夕阳秀中老年文化事业发展基金会	2013	1743420	1743420	1733420	10000	0	0	0	0	0	0	0	0	0	0	0	0		1747013.79	1691409.85	0	55603.94							
562	北京外国语大学教育基金会	2013	2922964	2922964	0	2922964	0	0	0	0	0	0	0	0	0	0	0	0		3667629.96	3639275	0	28354.96							
563	北京大学教育基金会	2013	1395841805.72	1280144136.77	51058958.11	1229085178.66	115697668.95	7051661.45	108646007.5	0	0	0	0	0	0	0	0	0		175105873.51	209366023.28	3111731	3998929.11							
564	北京天使妈妈慈善基金会	2013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0							
565	北京太阳谷慈善基金会	2013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		459210.9	413840.93	13536.28	31833.69							
566	北京奥运城市发展基金会	2013	8900000	8900000	0	8900000	0	0	0	0	0	0	0	0	0	0	0	0		8629462.9	8263648.56	155713	210101.34							
567	北京妇女儿童发展基金会	2013	10397144.73	10317424.58	20000	10297424.58	79720.15	0	79720.15	0	0	0	0	0	0	0	0	0		16477949.76	15502550.2	669503.35	291896.21							
569	北京宏昆慈善基金会	2013	3069669.2	3069669.2	1390798	1678871.2	0	0	0	0	0	0	0	0	0	0	0	0		3631907.11	3607441.72	0	22791							
570	北京对外经济贸易大学教育基金会	2013	28570319.7	26378935.7	16557935.7	9821000	2191384	1580000	611384	0	0	0	0	0	0	0	0	0		13589704.27	12739063.19	0	768331.69							
571	北京尚善公益基金会	2013	1600000	1600000	1400000	200000	0	0	0	0	0	0	0	0	0	0	0	0		881391.13	816558.7	50000	14782.43							
572	北京屈正爱心基金会	2013	2262437.7	1818361	532000	1286361	444076.7	0	444076.7	0	0	0	0	0	0	0	0	0		2245563.65	2072590.47	138643.78	29644.4							
573	北京山花工程慈善基金会	2013	4030442	4030442	1899692	2130750	0	0	0	0	0	0	0	0	0	0	0	0		2029131.4	1967121.9	57000	4644							
574	北京岐黄中医药文化发展基金会	2013	160000	160000	80000	80000	0	0	0	0	0	0	0	0	0	0	0	0		799980	714590.58	0	14674.92							
575	北京工业大学教育基金会	2013	1647223.43	1647223.43	99030	1548193.43	0	0	0	0	0	0	0	0	0	0	0	0		1073851.64	992935.64	44300	36616							
576	北京工商大学教育基金会	2013	1309338.08	1309338.08	50004.08	1259334	0	0	0	0	0	0	0	0	0	0	0	0		1465585	1416115	0	9470							
577	北京巧女公益基金会	2013	6570501	6570501	6570501	0	0	0	0	0	0	0	0	0	0	0	0	0		1317802.45	1237207.9	0	80594.55							
578	北京市中华世纪坛艺术基金会	2013	395100	395100	0	395100	0	0	0	0	0	0	0	0	0	0	0	0		811316.06	726385.91	7542.84	22857.07							
579	北京市中国人民大学教育基金会	2013	110862957.79	69881758.49	21690456.8	48191301.69	40981199.3	39681034.14	1300165.16	0	0	0	0	0	0	0	0	0		94469531.93	91910335.68	123734.38	2435461.87							
580	北京市书院中国文化发展基金会	2013	1600000	1600000	500000	1100000	0	0	0	0	0	0	0	0	0	0	0	0		1594337.75	1480968.75	52915.96	60453.04							
581	北京市二十一世纪公益基金会	2013	2825000	2825000	2305000	520000	0	0	0	0	0	0	0	0	0	0	0	0		822668.44	754590.44	49568	18510							
582	北京市于若木慈善基金会	2013	374250	374250	0	374250	0	0	0	0	0	0	0	0	0	0	0	0		588521	569831	0	18690							
583	北京市仁爱慈善基金会	2013	4205748.16	4205748.16	2621754.85	1583993.31	0	0	0	0	0	0	0	0	0	0	0	0		2470570.58	2411330.3	0	59240.28							
584	北京市企业家环保基金会	2013	35646735.67	34888633.3	5273700	29614933.3	758102.37	102814.55	655287.82	0	0	0	0	0	0	0	0	0		0	36979553.05	0	0							
585	北京市传统文化保护发展基金会	2013	725000	725000	0	725000	0	0	0	0	0	0	0	0	0	0	0	0		721543.94	657315	34510.15	28297.04							
586	北京市体育基金会	2013	25031000	25031000	13855000	11176000	0	0	0	0	0	0	0	0	0	0	0	0		23330533.3	21585066.8	514699.24	1230767.26							
587	北京市公安民警抚助基金会	2013	16405000	16405000	105000	16300000	0	0	0	0	0	0	0	0	0	0	0	0		13157080.68	13095104.96	17000	44975.72							
589	北京市刘光鼎地球物理科学基金会	2013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		460895	428650	24000	7559							
590	北京市刘鸿儒金融教育基金会	2013	7876034.98	7876034.98	1859034.98	6017000	0	0	0	0	0	0	0	0	0	0	0	0		7746761.23	7040777.36	403797.8	296508.48							
591	北京市华侨事业基金会	2013	1550489.5	1550489.5	24531	1525958.5	0	0	0	0	0	0	0	0	0	0	0	0		896636.92	809976.94	0	82813.82							
592	北京市华夏中医药发展基金会	2013	3500	3500	3500	0	0	0	0	0	0	0	0	0	0	0	0	0		9337	3000	0	6337							
593	北京市华夏人慈善基金会	2013	4377300	4377300	2319400	2057900	0	0	0	0	0	0	0	0	0	0	0	0		3636415.92	3146238	86580	129597							
594	北京市华夏医疗保健基金会	2013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		474390	474000	0	390							
595	北京市发展侨务事业基金会	2013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		131945.53	122903.51	0	9042.02							
596	北京市吴秉铨病理学发展基金会	2013	110000	110000	110000	0	0	0	0	0	0	0	0	0	0	0	0	0		158234.4	151463.9	0	6770.5							
598	北京市国际高尔夫发展基金会	2013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		690937.64	651676.02	12000	27086.12							
599	北京市壹嘉壹慈善基金会	2013	2000000	2000000	0	2000000	0	0	0	0	0	0	0	0	0	0	0	0		181841.8	180000	0	1150							
600	北京市希思科临床肿瘤学研究基金会	2013	14611453.5	14611453.5	0	14611453.5	0	0	0	0	0	0	0	0	0	0	0	0		7133962.72	6713269.76	67783.21	352909.75							
601	北京市希望公益基金会	2013	316720	316720	316720	0	0	0	0	0	0	0	0	0	0	0	0	0		4153594.63	3822195.31	201160.48	130238.84							
604	北京市惠民医药卫生事业发展基金会	2013	12400000	12400000	0	12400000	0	0	0	0	0	0	0	0	0	0	0	0		3796087.04	3517190.58	137364	141532.46							
605	北京市慈善基金会	2013	5000000	5000000	0	5000000	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0							
606	北京市戈友公益援助基金会	2013	2183312.37	2183312.37	1130796.37	1052516	0	0	0	0	0	0	0	0	0	0	0	0		1429975.92	1288922.99	109729.43	31323.5							
607	北京市戏曲艺术发展基金会	2013	700000	700000	700000	0	0	0	0	0	0	0	0	0	0	0	0	0		7889156.02	7211231.22	60130.3	290138.83							
608	北京市搜候中国城市文化基金会	2013	9000000	9000000	0	9000000	0	0	0	0	0	0	0	0	0	0	0	0		11723125	11723125	0	0							
609	北京市教育基金会	2013	5427000	5427000	5177000	250000	0	0	0	0	0	0	0	0	0	0	0	0		739050.49	680600	33600	24850.49							
610	北京市曾宪义法学教育与法律文化基金会	2013	276196.25	276196.25	0	276196.25	0	0	0	0	0	0	0	0	0	0	0	0		313958.61	302665.6	0	10874.26							
611	北京市李桓英医学基金会	2013	80000	80000	80000	0	0	0	0	0	0	0	0	0	0	0	0	0		1416613	1408313	0	8300							
612	北京市梅兰芳艺术基金会	2013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		254223	227981	7200	12322							
613	北京市残疾人福利基金会	2013	4598610.01	4598610.01	591424.11	4007185.9	0	0	0	0	0	0	0	0	0	0	0	0		6842882.43	6454005.22	272886.9	115990.31							
614	北京市永源公益基金会	2013	9907669.28	9907669.28	4600406.28	5307263	0	0	0	0	0	0	0	0	0	0	0	0		4175596.25	3815960.49	316840.49	42795.27							
615	北京市法律援助基金会	2013	5741206	5741206	0	5741206	0	0	0	0	0	0	0	0	0	0	0	0		7247499.4	6865276.71	276912.74	85627.98							
616	北京市海淀教育基金会	2013	42000	42000	0	42000	0	0	0	0	0	0	0	0	0	0	0	0		255245.17	0	145000	110245.17							
617	北京市温暖基金会	2013	25921405.75	25921405.75	2094543.01	23826862.74	0	0	0	0	0	0	0	0	0	0	0	0		21124650.46	20814801.49	172192.13	137656.84							
618	北京市王忠诚医学基金会	2013	1185954.4	1185954.4	60000	1125954.4	0	0	0	0	0	0	0	0	0	0	0	0		1714093.97	1371948.13	188348	153797.84							
619	北京市环亚青年交流发展基金会	2013	2000000	2000000	2000000	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0							
620	北京市第八十中学校友促进教育基金会	2013	8398861	8398861	146100	8252761	0	0	0	0	0	0	0	0	0	0	0	0		1554986.91	1509387.4	0	45599.51							
621	北京市精益职业教育基金会	2013	5000	5000	5000	0	0	0	0	0	0	0	0	0	0	0	0	0		1217285	1100000	107100	10185							
622	北京市紧急救援基金会	2013	984490.1	984490.1	670000	314490.1	0	0	0	0	0	0	0	0	0	0	0	0		14550263.58	13149291.37	936817.07	423298.33							
623	北京市红十字基金会	2013	16362227.71	16176018.75	482237.39	15693781.36	186208.96	186208.96	0	0	0	0	0	0	0	0	0	0		105940184.58	104946912.95	591117.36	402154.27							
624	北京市美疆助学基金会	2013	2952195.33	2952195.33	835450.33	2116745	0	0	0	0	0	0	0	0	0	0	0	0		4165464.54	3055001.95	16800	252309.14							
625	北京市育英学校校友促进教育基金会	2013	1384000	1384000	14000	1370000	0	0	0	0	0	0	0	0	0	0	0	0		1088881.45	1007915	60000	20966.45							
626	北京市董辅礽经济科学发展基金会	2013	1150000	1150000	150000	1000000	0	0	0	0	0	0	0	0	0	0	0	0		1693534.84	1525355	154563.65	12444.88							
627	北京市西部阳光农村发展基金会	2013	17117492.53	11751947.54	1222774.31	10529173.23	5365544.99	312340.51	5053204.48	0	0	0	0	0	0	0	0	0		12869886.79	11771682.16	972748.91	66926.56							
628	北京市金杜公益基金会	2013	1038676	1038676	311356	727320	0	0	0	0	0	0	0	0	0	0	0	0		1093278	1085320	0	7958							
629	北京市长江科技扶贫基金会	2013	18169236.08	18168986	7601311	10567675	250.08	250.08	0	0	0	0	0	0	0	0	0	0		12857018.08	12372343.1	321475.2	161535.55							
630	北京市阳光保险爱心基金会	2013	6137044.66	6137044.66	14023.66	6123021	0	0	0	0	0	0	0	0	0	0	0	0		2540433.4	2526793.3	0	13640.1							
631	北京市陆学艺社会学发展基金会	2013	90000	90000	40000	50000	0	0	0	0	0	0	0	0	0	0	0	0		214210.18	213848.74	0	360							
632	北京市黄胄美术基金会	2013	356000	356000	18000	338000	0	0	0	0	0	0	0	0	0	0	0	0		1399838.85	1289188.64	102871.31	7778.9							
633	北京师范大学教育基金会	2013	172285232.47	152723732.07	4554768.26	148168963.81	19561500.4	1012774.79	18548725.61	0	0	0	0	0	0	0	0	0		76430192.91	72480109.55	1328279.82	266446.29							
634	北京幽兰文化基金会	2013	1000000	1000000	0	1000000	0	0	0	0	0	0	0	0	0	0	0	0		3312261.16	2993578.2	199541	119141.96							
635	北京康万家慈善基金会	2013	360000	360000	270000	90000	0	0	0	0	0	0	0	0	0	0	0	0		211732.67	205000	0	6732.67							
636	北京康盟慈善基金会	2013	25538513	25538513	30000	25508513	0	0	0	0	0	0	0	0	0	0	0	0		23265457.87	20678293.44	1250204.52	154239.85							
637	北京弘毅慈善基金会	2013	1901025.2	1898353.8	1299692.7	598661.1	2671.4	2671.4	0	0	0	0	0	0	0	0	0	0		1484667.16	1440000	0	5999.95							
638	北京当代艺术基金会	2013	1889152.17	1889152.17	70000	1819152.17	0	0	0	0	0	0	0	0	0	0	0	0		153611.83	136155.35	0	14956.48							
639	北京彩虹公益基金会	2013	2083000	2083000	2083000	0	0	0	0	0	0	0	0	0	0	0	0	0		19000	0	16500	2500							
640	北京彩虹桥慈善基金会	2013	1017811.65	1017811.65	381814.65	635997	0	0	0	0	0	0	0	0	0	0	0	0		522601.45	471313.5	50245.43	816.72							
641	北京德恒公益基金会	2013	3500000	3500000	1500000	2000000	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0							
642	北京志愿服务基金会	2013	300000	300000	0	300000	0	0	0	0	0	0	0	0	0	0	0	0		13116476.96	13107364.96	0	9055							
644	北京怡海公益基金会	2013	2439526.79	2404981.22	185179.52	2219801.7	34545.57	0	34545.57	0	0	0	0	0	0	0	0	0		1116298.81	1096403.6	0	19208.79							
645	北京惠兰医学基金会	2013	179888.5	179888.5	179888.5	0	0	0	0	0	0	0	0	0	0	0	0	0		187159.83	179888.5	0	7271.33							
646	北京感恩公益基金会	2013	2082370.23	2082370.23	242867.24	1839502.99	0	0	0	0	0	0	0	0	0	0	0	0		4925729.16	4559283.55	270970.68	93903.93							
647	北京慈寿公益基金会	2013	2020000	2020000	2020000	0	0	0	0	0	0	0	0	0	0	0	0	0		10023	0	3406	6617							
648	北京慈弘慈善基金会	2013	6269203.48	6269203.48	0	6269203.48	0	0	0	0	0	0	0	0	0	0	0	0		5351969.47	5327876.06	0	24093.41							
649	北京慧众慈善基金会	2013	666016.61	666016.61	666016.61	0	0	0	0	0	0	0	0	0	0	0	0	0		1364065.03	1320111	0	43954.03							
650	北京憨福儿公益基金会	2013	2000000	2000000	2000000	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0							
651	北京戏曲艺术教育基金会	2013	213494.4	213494.4	50000	163494.4	0	0	0	0	0	0	0	0	0	0	0	0		1216501.61	1110462.35	82650	23389.26							
652	北京成达教育基金会	2013	2500000	2500000	500000	2000000	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0							
653	北京成龙慈善基金会	2013	23029633.22	23029633.22	241173	22788460.22	0	0	0	0	0	0	0	0	0	0	0	0		29655795.33	29190559.71	268679.94	196536.98							
654	北京扶助贫困儿童就医健康基金会	2013	4586200.82	4586200.82	1724481.62	2861719.2	0	0	0	0	0	0	0	0	0	0	0	0		3874340.39	3857929.65	0	16410.74							
655	北京探路者公益基金会	2013	2000000	2000000	0	2000000	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0							
656	北京故宫文物保护基金会	2013	2000000	2000000	0	2000000	0	0	0	0	0	0	0	0	0	0	0	0		1002800.53	915810.93	42657	44332.6							
658	北京文化发展基金会	2013	8106839.03	8106839.03	700000	7406839.03	0	0	0	0	0	0	0	0	0	0	0	0		8228416.14	7964624.92	178385.11	85406.11							
659	北京文化艺术基金会	2013	5050000	5050000	0	5050000	0	0	0	0	0	0	0	0	0	0	0	0		7335802.28	7129792.12	155219.81	50111.85							
660	北京文物保护基金会	2013	810000	810000	10000	800000	0	0	0	0	0	0	0	0	0	0	0	0		995395.31	910000	71240	14155.31							
661	北京新发展慈善基金会	2013	220780.5	220780.5	10780.5	210000	0	0	0	0	0	0	0	0	0	0	0	0		177548	170000	0	6977							
662	北京新徽商慈善基金会	2013	2140974	2140974	298974	1842000	0	0	0	0	0	0	0	0	0	0	0	0		2063187.55	877000	78418.1	24424.19							
663	北京新阳光慈善基金会	2013	16340660.49	16271617	226110	16045507	69043.49	0	69043.49	0	0	0	0	0	0	0	0	0		14830070.35	12609595.3	1069146.69	222064.12							
664	北京春晖博爱儿童救助公益基金会	2013	9814280.51	8741452.08	491964.74	8249487.34	1072828.43	783259.96	289568.47	0	0	0	0	0	0	0	0	0		10167740.64	9650211.19	428696.8	88832.65							
665	北京春苗儿童救助基金会	2013	12603574.77	12360390.77	6041005.77	6319385	243184	243184	0	0	0	0	0	0	0	0	0	0		11056267.58	10107799.49	823453.05	80454.54							
666	北京晓星芭蕾艺术发展基金会	2013	330000	330000	0	330000	0	0	0	0	0	0	0	0	0	0	0	0		3043699.13	2752209.64	236017.12	55472.37							
667	北京景山教育基金会	2013	13830000	13830000	12410000	1420000	0	0	0	0	0	0	0	0	0	0	0	0		8571915.34	8322858.47	114962	134094.87							
668	北京曹雪芹文化发展基金会	2013	11560000	11560000	0	11560000	0	0	0	0	0	0	0	0	0	0	0	0		1961340.34	1907132	20000	34208.34							
669	北京杏霖健康公益基金会	2013	2060000	2060000	2000000	60000	0	0	0	0	0	0	0	0	0	0	0	0		229210.95	55622.56	113367.9	60220.49							
670	北京林业大学教育基金会	2013	13119172.43	12923169.03	6305400	6617769.03	196003.4	151917.93	44085.47	0	0	0	0	0	0	0	0	0		14052366.62	13985949.91	0	49180							
671	北京桂馨慈善基金会	2013	6907770.33	6907770.33	0	6907770.33	0	0	0	0	0	0	0	0	0	0	0	0		4750993.35	4193868.84	0	469976.24							
672	北京桥爱慈善基金会	2013	5631220	5631220	11220	5620000	0	0	0	0	0	0	0	0	0	0	0	0		2632426.01	2579851.25	0	52574.76							
673	北京歌华文化创意产业发展基金会	2013	1041560	1041560	0	1041560	0	0	0	0	0	0	0	0	0	0	0	0		2698864.74	2565454.69	55384.77	52836.8							
674	北京民族文化遗产保护基金会	2013	180000	180000	0	180000	0	0	0	0	0	0	0	0	0	0	0	0		398392.58	377620	13000	7772.58							
675	北京民生中国书法公益基金会	2013	9000000	9000000	0	9000000	0	0	0	0	0	0	0	0	0	0	0	0		1418479.81	1290066.03	0	128413.78							
676	北京民生文化艺术基金会	2013	84610000	84610000	0	84610000	0	0	0	0	0	0	0	0	0	0	0	0		86777589.24	86550000	126068.73	101520.51							
677	北京水墨公益基金会	2013	3020000	3020000	820000	2200000	0	0	0	0	0	0	0	0	0	0	0	0		1519706.88	1320240.55	48000	100631.43							
678	北京水源保护基金会	2013	6827868.01	3517249.84	108339.12	3408910.72	3310618.17	0	3310618.17	0	0	0	0	0	0	0	0	0		6947680.98	6660187.21	226520.84	60972.93							
679	北京永青农村发展基金会	2013	7351750	3000	3000	0	7348750	0	7348750	0	0	0	0	0	0	0	0	0		5347486.85	5014632.9	203495.46	128658.17							
680	北京河南进京务工创业人员志愿服务基金会	2013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		682091.31	608667.68	37900	29096.65							
681	北京济生疼痛医学基金会	2013	992950	992950	1700	991250	0	0	0	0	0	0	0	0	0	0	0	0		1448515.41	1230035.62	102735.64	7674							
682	北京海鹰脊柱健康公益基金会	2013	467000	467000	95000	372000	0	0	0	0	0	0	0	0	0	0	0	0		784996.71	763683.73	9600	11707.48							
684	北京爱它动物保护公益基金会	2013	4666771	4666771	626134	4040637	0	0	0	0	0	0	0	0	0	0	0	0		6798836.14	6280237.89	401307.79	117290.46							
685	北京爱心万里公益基金会	2013	6000000	6000000	0	6000000	0	0	0	0	0	0	0	0	0	0	0	0		125175.4	123678	0	1497.4							
686	北京爱思开幸福公益基金会	2013	2000000	0	0	0	2000000	0	2000000	0	0	0	0	0	0	0	0	0		0	0	0	0							
687	北京爱晚公益基金会	2013	2000000	2000000	1500000	500000	0	0	0	0	0	0	0	0	0	0	0	0		2712.25	0	0	2712.25							
688	北京环球时报公益基金会	2013	1315170	1315170	15170	1300000	0	0	0	0	0	0	0	0	0	0	0	0		1307931.1	1305000	0	2931.1							
689	北京球爱的天空慈善基金会	2013	1674993.12	1674993.12	1042535.37	632457.75	0	0	0	0	0	0	0	0	0	0	0	0		654083.05	464709.3	47712.94	17247.39							
690	北京理工大学教育基金会	2013	23694956.81	21042991.44	6569191.46	14473799.98	2651965.37	0	2651965.37	0	0	0	0	0	0	0	0	0		24636137.41	23636006.13	173338.5	826792.78							
691	北京瑞普华老年救助基金会	2013	80000	80000	0	80000	0	0	0	0	0	0	0	0	0	0	0	0		442628.92	399483.04	35204.38	7941.5							
692	北京电影学院教育基金会	2013	5000000	5000000	3000000	2000000	0	0	0	0	0	0	0	0	0	0	0	0		675826.59	397504.5	0	55777.49							
693	北京百度公益基金会	2013	18829138.36	18829138.36	347874.96	18481263.4	0	0	0	0	0	0	0	0	0	0	0	0		21146412.3	20825362.23	2768	318282.07							
694	北京百高建筑科技基金会	2013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0							
695	北京益公公益基金会	2013	2000000	2000000	2000000	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0							
696	北京祥和公益基金会	2013	2500000	2500000	0	2500000	0	0	0	0	0	0	0	0	0	0	0	0		357321.54	327310	30011.54	0							
697	北京科学教育发展基金会	2013	45865000	45865000	0	45865000	0	0	0	0	0	0	0	0	0	0	0	0		30133439.38	27595992.68	1008243.3	1529203.4							
698	北京科技大学教育发展基金会	2013	18305876	18305876	7737899	10567977	0	0	0	0	0	0	0	0	0	0	0	0		4219617.52	4203977	0	15640.52							
699	北京第二外国语学院教育发展基金会	2013	2000000	2000000	0	2000000	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0							
700	北京精瑞人居发展基金会	2013	3242397	3242397	398047	2844350	0	0	0	0	0	0	0	0	0	0	0	0		3471894.27	3125039.47	230581.28	115821.29							
701	北京紫檀文化基金会	2013	4150000	4150000	1000000	3150000	0	0	0	0	0	0	0	0	0	0	0	0		3320256.03	3191950.3	94290.5	33584.73							
702	北京红社会公益基金会	2013	2200000	2200000	200000	2000000	0	0	0	0	0	0	0	0	0	0	0	0		200000	200000	0	0							
703	北京绿化基金会	2013	1225036.02	1225036.02	54350	1170686.02	0	0	0	0	0	0	0	0	0	0	0	0		5577676.81	5348162.21	126501.6	103013							
704	北京绿能煤炭经济研究基金会	2013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		948456.67	857993.2	73200	17263.47							
705	北京绿色未来环境基金会	2013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1817319.99	1803024.39	0	14295.6							
