ricf_oid	ba_cn	nacao_uscc	name_set
6446	湖南尚善助残慈善基金会	53430000MJJ550209N	湖南尚善助残慈善基金会
6447	湖南省德信慈善基金会	53430000MJJ550217H	湖南省德信慈善基金会
6448	湖南省比苛慈善基金会	53430000MJJ550225C	湖南省比苛慈善基金会
6449	岳阳市云溪区教育基金会	53430000MJJ5502337	岳阳市云溪区教育基金会
6450	深圳市海鲸教育基金会	53440300MJL180782J	深圳市海鲸教育基金会
6451	珠海市浙商慈善基金会	53440400MJL4480481	珠海市浙商慈善基金会
6452	成都信息工程大学科技教育基金会	53510000777900411J	成都信息工程大学科技教育基金会
6453	陕西省国民慈善基金会	536100005521557052	陕西省国民慈善基金会
6454	新疆维吾尔自治区人民医院米东医院	53650109328810170N	新疆维吾尔自治区人民医院米东医院
6455	克拉玛依12.8专项基金会	53650203505263754E	克拉玛依12.8专项基金会
6456	哈密市见义勇为基金会	536522003134109679	哈密市见义勇为基金会
6457	新疆亚夏尔律师事务所	53652922328727633U	新疆亚夏尔律师事务所
6458	新疆七合律师事务所	53659001670207983B	新疆七合律师事务所
6459	南平市延平区罗源村福生源合作基金会	53350702MJC460008T	南平市延平区罗源村福生源合作基金会
6460	龙岩市新罗区传统文化保护与传承基金会	53350802MJC570004X	龙岩市新罗区传统文化保护与传承基金会
6461	上杭县古田中心小学教育基金会	53350823MJY09305XM	上杭县古田中心小学教育基金会
6462	漳平市晖德荣梅教育慈善基金会	53350881MJY10277X5	漳平市晖德荣梅教育慈善基金会
6463	莒县文心教育基金会	53371122MJE7501133	莒县文心教育基金会
6464	武汉供电局汉阳分局职工合股基金会	53420105724692225Y	武汉供电局汉阳分局职工合股基金会
6465	武汉市汉阳区江堤乡农村合作基金会	53420105931297578E	武汉市汉阳区江堤乡农村合作基金会
6466	武汉市汉阳区永丰乡农村合作基金会	53420105K28043147K	武汉市汉阳区永丰乡农村合作基金会
6467	武汉市汉阳区永丰乡江汉合作基金会	53420105YA2119439Q	武汉市汉阳区永丰乡江汉合作基金会
6468	武汉市汉阳区职工送温暖基金会	53420105YA2135930U	武汉市汉阳区职工送温暖基金会
6469	武汉路石教育改革基金会	53420106501234016C	武汉路石教育改革基金会
6470	武昌区见义勇为奖励基金会	53420106522721761K	武昌区见义勇为奖励基金会
6471	中南财经大学奖学基金会	53420106522725412D	中南财经大学奖学基金会
6472	洪山区余家湖合作基金会	534201067071767209	洪山区余家湖合作基金会
6473	武汉市武昌区残疾人福利基金会	53420106737549866L	武汉市武昌区残疾人福利基金会
6474	武昌区星达住宅实业公司退休基金会	534201069312702525	武昌区星达住宅实业公司退休基金会
6475	王天眷基金会	53420106D21506347H	王天眷基金会
6476	武钢工会职工互助保险基金会	534201079312713192	武钢工会职工互助保险基金会
6477	长沙市天心区中南大学湘雅三医院景熙门诊部	53430103593257329L	长沙市天心区中南大学湘雅三医院景熙门诊部
6478	长沙市天心区慈善基金会	53430103MJJ618269T	长沙市天心区慈善基金会
6479	宁乡县夏铎铺镇先锋幼儿园	53430124089713014U	宁乡县夏铎铺镇先锋幼儿园
6480	茶陵县基督教福音堂	53430224661694142L	茶陵县基督教福音堂
6481	茶陵县思聪乡辉山村民委员会	53430224780897743X	茶陵县思聪乡辉山村民委员会
6482	茶陵县潞水镇碣石村民委员会	534302247828661665	茶陵县潞水镇碣石村民委员会
6483	广东省促进高新技术产业发展奖励基金会	53440000515355775P	广东省促进高新技术产业发展奖励基金会
6484	佛山市老年基金会	53440000515356161F	佛山市老年基金会
6485	汕头市吴垂强教育基金会	53440500MJL5077578	汕头市吴垂强教育基金会
6486	汕头市下厝福友公益基金会	53440500MJL5077653	汕头市下厝福友公益基金会
6487	佛山市弘扬法治公益基金会	53440600MJL599006H	佛山市弘扬法治公益基金会
6488	重庆市武隆区扶贫基金会	53500000057783245D	重庆市武隆区扶贫基金会
6489	四川西华大学教育发展基金会	53510000MJQ053598A	四川西华大学教育发展基金会
6490	自贡市关心下一代基金会	53510000MJQ070734W	自贡市关心下一代基金会
6491	新疆生产建设兵团天牧农扶贫帮困基金会	53660000MJX950865T	新疆生产建设兵团天牧农扶贫帮困基金会
6492	福鼎市太姥山平兴寺三行基金会	53350982746384768P	福鼎市太姥山平兴寺三行基金会
6493	武汉市洪山区花山镇人民政府农村合作基金会	53420111010883820H	武汉市洪山区花山镇人民政府农村合作基金会
6494	武汉市洪山区青菱乡农村合作基金会	53420111010889237H	武汉市洪山区青菱乡农村合作基金会
6495	洪山区星星合作基金会	534201117071633562	洪山区星星合作基金会
6496	武汉市洪山区洪山乡合作基金会	53420111707169838X	武汉市洪山区洪山乡合作基金会
6497	武汉市洪山区和平乡柴林合作基金会	53420111931283926T	武汉市洪山区和平乡柴林合作基金会
6498	武汉新洪农村合作基金会	534201119312972016	武汉新洪农村合作基金会
6499	九峰乡农村合作基金会	53420111YA210435XW	九峰乡农村合作基金会
6500	武汉市洪山区洪联农村合作基金会	53420111YA2131091T	武汉市洪山区洪联农村合作基金会
6501	武汉市洪山区四海学校	53420111YA2136052X	武汉市洪山区四海学校
6502	武汉市汉南区纱帽镇农村合作基金会	534201137071240667	武汉市汉南区纱帽镇农村合作基金会
6503	阳新县抢救晚期血吸虫病人基金会	534202227739156089	阳新县抢救晚期血吸虫病人基金会
6504	湖北省宜昌思源慈善基金会	53420500068427852H	湖北省宜昌思源慈善基金会
6505	茶陵县潞水镇双关村民委员会	53430224785357535T	茶陵县潞水镇双关村民委员会
6506	茶陵县潞水镇大元村村民委员会	534302247853629241	茶陵县潞水镇大元村村民委员会
6507	潞水镇龙溪村村民委员会	53430224785394483D	潞水镇龙溪村村民委员会
6508	茶陵县潞水镇元王村村民委员会	53430224790321924X	茶陵县潞水镇元王村村民委员会
6509	湘潭市见义勇为基金会	53430300MJJ7778848	湘潭市见义勇为基金会
6510	湘潭市南方公益基金会	53430300MJJ7778923	湘潭市南方公益基金会
6511	湘乡市白田镇红苹果幼儿园	534303813217133277	湘乡市白田镇红苹果幼儿园
6512	湘乡市中沙镇红太阳幼儿园	534303813414841112	湘乡市中沙镇红太阳幼儿园
6513	湘乡市金天教育集团	53430381550723510A	湘乡市金天教育集团
6514	衡山县精益家教中心	53430423095019328X	衡山县精益家教中心
6515	常宁市合江青少年体育俱乐部	53430482597583746U	常宁市合江青少年体育俱乐部
6516	隆回县三阁司乡冠军宝贝幼儿园	534305240516716990	隆回县三阁司乡冠军宝贝幼儿园
6517	隆回县大瑶山玫瑰花协会	534305243940328804	隆回县大瑶山玫瑰花协会
6518	岳阳县麻塘镇和兴村村民委员会	53430621554934104E	岳阳县麻塘镇和兴村村民委员会
6519	岳阳县东洞庭湖江豚保护协会	53430621743182351P	岳阳县东洞庭湖江豚保护协会
6520	广东省电视艺术文化发展基金会	534400007929999665	广东省电视艺术文化发展基金会
6521	佛山市顺德区创展公益基金会	53440606MJL6794365	佛山市顺德区创展公益基金会
6522	湖北省宜昌思源慈善基金会	53420503068427852W	湖北省宜昌思源慈善基金会
6523	秭归县教育奖励基金会	534205275036228133	秭归县教育奖励基金会
6524	枣阳市见义勇为奖励基金会	534206835036436652	枣阳市见义勇为奖励基金会
6525	京山县坪坝思源教育基金会	53420821MJH777653K	京山县坪坝思源教育基金会
6526	黄冈市文化艺术基金会	53421100MJH942866X	黄冈市文化艺术基金会
6527	黄冈市黄州区宝莲教育基金会	53421102MJH9475798	黄冈市黄州区宝莲教育基金会
6528	英山县关爱教育基金会	53421124MJH968177X	英山县关爱教育基金会
6529	蕲春县李时珍中医药教育基金会	53421126MJH983078K	蕲春县李时珍中医药教育基金会
6530	岳阳县城关镇集镇社区居民委员会	53430621B90720270Q	岳阳县城关镇集镇社区居民委员会
6531	岳阳县城关镇南街社区居民委员会	53430621B907203181	岳阳县城关镇南街社区居民委员会
6532	常德市公安民警基金会	53430700MJK0481142	常德市公安民警基金会
6533	常德市鼎城区南城阳光家园	5343070358490204XX	常德市鼎城区南城阳光家园
6534	安乡县教育基金会	53430721MJK079711N	安乡县教育基金会
6535	桃源县桃纺医院	5343072574593297XU	桃源县桃纺医院
6536	桃源县沅水局医院	53430725758002376Q	桃源县沅水局医院
6537	石门县壶瓶山镇泥沙社区老年人协会	53430726355544656G	石门县壶瓶山镇泥沙社区老年人协会
6538	市向日葵社会工作服务中心	53430800321662347M	市向日葵社会工作服务中心
6539	市侨辉少年航空学校	534308004467557820	市侨辉少年航空学校
6540	零溪镇二斗岗村农民用水户协会	53430821B910650448	零溪镇二斗岗村农民用水户协会
6541	郴州科泰计算机学校	53431003758015337H	郴州科泰计算机学校
6542	永州怀素书画研究院	534311005975903054	永州怀素书画研究院
6543	贵州安泰公益扶助基金会	535200003224818122	贵州安泰公益扶助基金会
6544	贵州火炬青年创业扶持基金会	5352000033727690XJ	贵州火炬青年创业扶持基金会
6545	西安沐浴阳光教育公益慈善基金会	53610100MJU3514373	西安沐浴阳光教育公益慈善基金会
6546	祁阳县关心下一代基金会	53431121336406020W	祁阳县关心下一代基金会
6547	祁阳县大忠桥镇明德扶贫基金会	53431121MJK266779T	祁阳县大忠桥镇明德扶贫基金会
6548	道县大坪铺幼儿园	53431124053875994P	道县大坪铺幼儿园
6549	新田县茂家乡小乖乖幼儿园	534311280642164680	新田县茂家乡小乖乖幼儿园
6550	沅陵县知行学校	53431222599447924U	沅陵县知行学校
6551	会同县商贸城商会	53431225099483494B	会同县商贸城商会
6552	会同县东门阁商会	53431225099486433P	会同县东门阁商会
6553	娄底长彬英语培训学校	534313025676796249	娄底长彬英语培训学校
6554	娄底市娄星区双江教育助学基金会	53431302MJK377014Q	娄底市娄星区双江教育助学基金会
6555	新化县众帮助学基金会	53431322MJK393516W	新化县众帮助学基金会
6556	湘西土家族苗族自治州公安民警基金会	53433100336450216G	湘西土家族苗族自治州公安民警基金会
6557	泸溪县小新星英语学校	53433122770092562R	泸溪县小新星英语学校
6558	广东省阳江市阳江职业技术学院教育发展基金会	53441700MJM2830110	广东省阳江市阳江职业技术学院教育发展基金会
6559	贵州同善公益基金会	53520000MJR822061M	贵州同善公益基金会
6560	贵州蓝海公益基金会	53520000MJY093260M	贵州蓝海公益基金会
6561	六盘水市老年基金会	53520200517650225Y	六盘水市老年基金会
6562	西安市西外附校教育公益慈善基金会	53610100MJU351445X	西安市西外附校教育公益慈善基金会
6563	西安城市建设学院教育公益慈善基金会	53610100MJU351453Q	西安城市建设学院教育公益慈善基金会
6564	西安市盛华新业助学助老公益慈善基金会	53610100MJU351461K	西安市盛华新业助学助老公益慈善基金会
6565	西安市华夏教育慈善基金会	53610100MJU35147XB	西安市华夏教育慈善基金会
6566	西安市扶贫公益慈善基金会	53610100MJU351488B	西安市扶贫公益慈善基金会
6567	南昌洪达江华助学基金会	53360100MJC758197Q	南昌洪达江华助学基金会
6568	洲尚教育基金会	53360100MJC75820X9	洲尚教育基金会
6569	铜鼓中学爱心基金会	53360900MJD147304J	铜鼓中学爱心基金会
6570	铜川市耀州区华光教育基金会	53610200MJU459819F	铜川市耀州区华光教育基金会
6571	宝鸡市青年慈善基金会	53610300MJU477996A	宝鸡市青年慈善基金会
6572	韩城市慈善基金会	53610581MJU987996K	韩城市慈善基金会
6573	榆林市希望青少年发展基金会	53610800MJU783993D	榆林市希望青少年发展基金会
6574	广东省生命之光肿瘤慈善基金会	53440000059963661M	广东省生命之光肿瘤慈善基金会
6575	深圳市施惠零铅工程慈善基金会	534403005700477401	深圳市施惠零铅工程慈善基金会
6576	深圳大运留学基金会	53440300582701690N	深圳大运留学基金会
6577	重庆市巫山县教育基金会	53500000MJP558172M	重庆市巫山县教育基金会
6578	新密市见义勇为基金会办公室	53410183580309441W	新密市见义勇为基金会办公室
6579	新密市惠警救助基金会	53410183MJF81801XE	新密市惠警救助基金会
6580	洛阳市老龄产业发展基金会	53410300MJF919443L	洛阳市老龄产业发展基金会
6581	平顶山市金盾公安英烈基金会	53410400MJF986005M	平顶山市金盾公安英烈基金会
6582	安阳市金盾公安民警英烈基金会	53410500MJG063501L	安阳市金盾公安民警英烈基金会
