ricf_oid	ba_cn	nacao_uscc	name_set
2982	贵州省铜仁市见义勇为基金会		贵州省铜仁市见义勇为基金会
2983	贵州省青少年发展基金会	53520000517556968J	贵州省青少年发展基金会
2984	贵州省青年创业就业基金会	53520000692714898L	贵州省青年创业就业基金会
2985	贵州省青年志愿服务基金会	535200005566249948	贵州省青年志愿服务基金会
2986	贵州省黔东南州见义勇为基金会	5352000059077104X4	贵州省黔东南州见义勇为基金会
2987	贵州省黔南州见义勇为基金会	53520000599353602T	贵州省黔南州见义勇为基金会
2988	贵州省黔西南州见义勇为基金会	53520000050844041D	贵州省黔西南州见义勇为基金会
2989	资阳市关心下一代基金会	535100000603135860	资阳市关心下一代基金会
2990	资阳市雁江区教育基金会	53510000522807282H	资阳市雁江区教育基金会
2991	赣州市红十字博爱基金会	53360000576122246D	赣州市红十字博爱基金会
2992	赣州市青少年发展基金会		赣州市青少年发展基金会
2993	赣州市青少年科技创新基金会	53360000MJC7300710	赣州市青少年科技创新基金会
2994	赣榆县见义勇为基金会	53320000509160672Y	赣榆县见义勇为基金会
2995	赤峰市人民教育基金会	53150000082169511C	赤峰市人民教育基金会
2996	赤峰绿化基金会	53150400564188563M	赤峰绿化基金会
2997	辽宁光达优抚爱心基金会	53210000692659593C	辽宁光达优抚爱心基金会
2998	辽宁爱之光防盲基金会	532100007948052997	辽宁爱之光防盲基金会
2999	辽宁现代公益扶助基金会	53210000598079541T	辽宁现代公益扶助基金会
3000	辽宁省东北财经大学教育基金会	53210000577207997F	辽宁省东北财经大学教育基金会
3001	辽宁省体育基金会	53210000507405701G	辽宁省体育基金会
3002	辽宁省光大文化艺术基金会		辽宁省光大文化艺术基金会
3003	辽宁省光彩事业基金会		辽宁省光彩事业基金会
3004	辽宁省公安民警英烈救助基金会	532100005909488022	辽宁省公安民警英烈救助基金会
3005	辽宁省公益基金会	53210000781648722H	辽宁省公益基金会
3006	辽宁省兴隆大家庭大病救助基金会	53210000699401026P	辽宁省兴隆大家庭大病救助基金会
3007	辽宁省周延慈善基金会	53210000673753656G	辽宁省周延慈善基金会
3008	辽宁省国防教育基金会	532100000517825755	辽宁省国防教育基金会
3009	辽宁省大连交通大学教育基金会	53210000587336776K	辽宁省大连交通大学教育基金会
3010	辽宁省大连海事大学博联助学基金会		辽宁省大连海事大学博联助学基金会
3011	辽宁省大连海事大学教育发展基金会	53210000570906859B	辽宁省大连海事大学教育发展基金会
3012	辽宁省大连海洋大学教育发展基金会	53210000564639096L	辽宁省大连海洋大学教育发展基金会
3013	辽宁省大连理工大学教育发展基金会	532100006837433984	辽宁省大连理工大学教育发展基金会
3014	辽宁省妇女儿童基金会	53210000774630620L	辽宁省妇女儿童基金会
3015	辽宁省抚顺市爱心教育基金会	53210000507550378U	辽宁省抚顺市爱心教育基金会
3016	辽宁省教育基金会	5321000050740643XG	辽宁省教育基金会
3017	辽宁省残疾人福利基金会	53210000507408099G	辽宁省残疾人福利基金会
3018	辽宁省沈阳农业大学教育基金会	5321000059092590X6	辽宁省沈阳农业大学教育基金会
3019	辽宁省沈阳化工大学教育基金会	53210000594823038W	辽宁省沈阳化工大学教育基金会
3020	辽宁省沈阳师范大学教育基金会	53210000555365863C	辽宁省沈阳师范大学教育基金会
3021	辽宁省沈阳理工大学教育基金会	53210000580738123G	辽宁省沈阳理工大学教育基金会
3022	辽宁省红十字基金会	53210000059823722Y	辽宁省红十字基金会
3023	辽宁省老年基金会		辽宁省老年基金会
3024	辽宁省职工慈善基金会		辽宁省职工慈善基金会
3025	辽宁省见义勇为基金会	5321000050741005X8	辽宁省见义勇为基金会
3026	辽宁省辽宁大学教育基金会	53210000590926427Y	辽宁省辽宁大学教育基金会
3027	辽宁省辽宁工业大学教育基金会	532100005525912321	辽宁省辽宁工业大学教育基金会
3028	辽宁省辽宁工程技术大学教育基金会	532100006926569236	辽宁省辽宁工程技术大学教育基金会
3029	辽宁省辽宁师范大学教育基金会	532100005760658277	辽宁省辽宁师范大学教育基金会
3030	辽宁省辽宁水利职业学院教育基金会	532100000853374021	辽宁省辽宁水利职业学院教育基金会
3031	辽宁省辽宁石油化工大学教育发展基金会	53210000580729024D	辽宁省辽宁石油化工大学教育发展基金会
3032	辽宁省闽商公益基金会	53210000051778031U	辽宁省闽商公益基金会
3033	辽宁省青少年发展基金会	53210000507410519J	辽宁省青少年发展基金会
3034	辽宁省青年创业基金会	53210000676863332X	辽宁省青年创业基金会
3035	辽源市公安局道路交通事故生活救助基金会	532200005846224943	辽源市公安局道路交通事故生活救助基金会
3036	辽源市公安民警优抚基金会	53220000584632641P	辽源市公安民警优抚基金会
3037	辽源市兴学弘泰教育基金会	532200000819131775	辽源市兴学弘泰教育基金会
3038	辽源市平安基金会	53220000594476523Y	辽源市平安基金会
3039	辽源市见义勇为基金会	532200005699744409	辽源市见义勇为基金会
3040	辽阳辽化教育奖励基金会	53210000464600557C	辽阳辽化教育奖励基金会
3041	达州市教育基金会	535100005049639194	达州市教育基金会
3042	达拉特旗人民教育基金会	53150000695947136N	达拉特旗人民教育基金会
3043	连云港公安大病特困救助基金会	53320000509161026B	连云港公安大病特困救助基金会
3044	连云港市兴港助保基金会	53320000509158652Y	连云港市兴港助保基金会
3045	连云港市慈善基金会	533200005091597946	连云港市慈善基金会
3046	连云港市新浦区慈善基金会		连云港市新浦区慈善基金会
3047	连云港市新浦区见义勇为基金会	53320000509160744P	连云港市新浦区见义勇为基金会
3048	连云港市海州区慈善基金会	53320000509158740D	连云港和谐海州慈善基金会#连云港市海州区慈善基金会
3049	连云港市海州区见义勇为基金会	533200005091606644	连云港市海州区见义勇为基金会
3050	连云港市见义勇为基金会	53320000510190174A	连云港市见义勇为基金会
3051	连云港市连云区见义勇为基金会	53320000509160736W	连云港市连云区见义勇为基金会
3052	连云港市连云慈善基金会	53320000509159524K	连云港市连云慈善基金会
3053	连云港师范高等专科学校教育发展基金会	533200005091613927	连云港师范高等专科学校教育发展基金会
3054	连云港正大天晴爱心基金会	53320000509160904Y	连云港正大天晴爱心基金会
3055	连云港经济技术开发区见义勇为基金会	5332000050916071X2	连云港经济技术开发区见义勇为基金会
3056	连云港职业技术学院教育发展基金会	53320000509160437Y	连云港职业技术学院教育发展基金会
3057	通化市公安民警优抚基金会	53220000054076975M	通化市公安民警优抚基金会
3058	通化矿业集团扶贫济困基金会	5322000068695537X5	通化矿业集团扶贫济困基金会
3059	通辽市扶贫基金会	53150000699496213C	通辽市扶贫基金会
3060	通辽市科尔沁民歌基金会	53150500564196950G	通辽市科尔沁民歌基金会
3061	遂宁市关心下一代基金会	53510000080718687B	遂宁市关心下一代基金会
3062	遂昌县人民教育基金会	53330000778296172T	遂昌县人民教育基金会
3063	邳州市慈善基金会	533200005091605338	邳州市慈善基金会
3064	邳州市见义勇为基金会	53320000509161544K	邳州市见义勇为基金会
3065	邵东县教育基金会	534300007700806258	邵东县教育基金会#邵东县教师奖励基金会
3066	邵阳市教育基金会	534300000558485514	邵阳市教育基金会
3067	郑州市法律援助基金会	53410000061380617H	郑州市法律援助基金会
3068	都江堰友爱教育基金会	53510000692297684E	都江堰友爱教育基金会
3069	都江堰市教育发展基金会	53510000692286993E	都江堰市教育发展基金会
3070	鄂尔多斯东联教育基金会	531506026609905052	鄂尔多斯东联教育基金会
3071	鄂尔多斯东胜教育发展基金会		鄂尔多斯东胜教育发展基金会
3072	鄂尔多斯市东胜环境卫生事业发展基金会	53150602070122281E	鄂尔多斯市东胜环境卫生事业发展基金会
3073	鄂尔多斯市人民教育基金会	5315000067439873X4	鄂尔多斯市人民教育基金会
3074	鄂尔多斯市成吉思汗基金会	531500005027003308	鄂尔多斯市成吉思汗基金会
3075	鄂尔多斯市残疾人福利基金会	53150600660990484L	鄂尔多斯市残疾人福利基金会
3076	鄂尔多斯市莲之心慈善基金会	531500005528251588	鄂尔多斯市莲之心慈善基金会
3077	鄂尔多斯市蒙嘉慈善基金会	5315000058175730XJ	鄂尔多斯市蒙佳慈善基金会#鄂尔多斯市蒙嘉慈善基金会
3078	鄂托克前旗教育发展基金会	531506235641969425	鄂托克前旗教师奖励基金会#鄂托克前旗教育发展基金会
3079	鄂托克旗教育基金会	531500006959279605	鄂托克旗教育基金会
3080	酒泉市春光爱心基金会	5362090007676455XW	酒泉市春光爱心基金会
3081	重庆光彩事业基金会	53500000060517861D	重庆光彩事业基金会
3082	重庆协信公益基金会		重庆协信公益基金会
3083	重庆大学教育发展基金会	53100000717835304J	重庆大学教育发展基金会
3084	重庆大德公益基金会	53500000080199020Y	重庆大德公益基金会
3085	重庆市万州区教育基金会		重庆市万州区教育基金会
3086	重庆市人口福利基金会	535000000605400840	重庆市人口福利基金会
3087	重庆市医疗救助基金会		重庆市医疗救助基金会
3088	重庆市南川区教育基金会	53500000559034164A	重庆市南川区教育基金会
3089	重庆市卢作孚教育基金会	5350000055678025XM	重庆市卢作孚教育基金会
3090	重庆市开县教育基金会		重庆市开县教育基金会
3091	重庆市彭水教育基金会	53500000597980485D	重庆市彭水教育基金会
3092	重庆市武隆县扶贫基金会		重庆市武隆县扶贫基金会
3093	重庆市沈铁梅文化发展基金会	5350000006565059X4	重庆市沈铁梅文化发展基金会
3094	重庆市科技发展基金会	535000005889204563	重庆市科技发展基金会#重庆市科技事业发展基金会
3095	重庆市科普发展基金会	535000000605345300	重庆市科普发展基金会
3096	重庆市老年事业发展基金会	535000005590317219	重庆市老年事业发展基金会
3097	重庆市长寿区聚商公益慈善基金会	53500000073662849X	重庆市长寿区聚商公益慈善基金会
3098	重庆市青年志愿服务基金会	53500000066162440Y	重庆市青年志愿服务基金会
3099	重庆师范大学教育发展基金会	535000005889007891	重庆师范大学教育发展基金会
3100	重庆社会救助基金会	5350000058148433XM	重庆社会救助基金会
3101	重庆西南大学教育基金会	53500000581470608X	重庆西南大学教育基金会
3102	重庆西南政法大学教育基金会	535000005967189285	重庆西南政法大学教育基金会
3103	重庆邮电大学教育基金会	5350000006053387XP	重庆邮电大学教育基金会
3104	重庆金平法学教育基金会	53500000559047360N	重庆金平法学教育基金会
3105	重庆陈玉仙慈善基金会	53500000083098612Y	重庆陈玉仙慈善基金会
3106	金华市人民教育基金会	5333000078047568XT	金华市人民教育基金会
3107	金华市外国语学校教育发展基金会	53330000A933765351	金华市外国语学校教育发展基金会
3108	金华市永远的荣光艺术教育基金会	53330000A933761725	金华市永远的荣光艺术教育基金会
3109	金华市见义勇为基金会	533300005018842110	金华市见义勇为基金会
3110	金华市金兰公益基金会	5333070008945370XN	金华市金兰公益基金会
3111	金华职业技术学院教育发展基金会	53330000501883841X	金华职业技术学院教育发展基金会
3112	常州市金坛区见义勇为基金会	53320000509158249W	金坛市见义勇为基金会#常州市金坛区见义勇为基金会
3113	金湖县见义勇为基金会	5332000050916127X3	金湖县见义勇为基金会
3114	金肯职业技术学院教育发展基金会	53320000509160218L	金肯职业技术学院教育发展基金会
3115	金陵科技学院教育发展基金会	53320000509159890F	金陵科技学院教育发展基金会
3116	金龙鱼慈善公益基金会	531000007178363073	金龙鱼慈善公益基金会
3117	钦州市政协爱心慈善基金会	534507005998311680	钦州市政协爱心慈善基金会
3118	铁岭市公安民警救助基金会	53210000699437168A	铁岭市公安民警救助基金会
3119	铜山区慈善基金会		铜山区慈善基金会#铜山县慈善基金会
3120	锡林郭勒盟扶贫基金会	531500000821824176	锡林郭勒盟扶贫基金会
3121	锡林郭勒盟青少年交流发展基金会	531500005581055067	锡林郭勒盟青少年交流发展基金会
3122	锦州市公安民警救助基金会	53210000686620684J	锦州市公安民警救助基金会
3123	锦树爱心慈善基金会	53640000MJX1736217	宁夏回族自治区锦树爱心慈善基金会#锦树爱心慈善基金会
3124	镇江市丹徒区见义勇为基金会	5332000050915837XK	镇江市丹徒区见义勇为基金会
3125	镇江市京口区见义勇为基金会	533200005091587675	镇江市京口区见义勇为基金会
3126	镇江市新区见义勇为基金会	53320000509158505D	镇江市新区见义勇为基金会
3127	镇江市润州区见义勇为基金会	53320000509158759A	镇江市润州区见义勇为基金会
3128	镇江市见义勇为基金会	5332000050915917XF	镇江市见义勇为基金会
3129	长安大学教育基金会	5361000056379625X3	长安大学教育基金会
3130	长春工业大学人文信息学院陈坚奖学基金会	532200005699927295	长春工业大学人文信息学院陈坚奖学基金会
3131	长春工程学院教育基金会	532200005597675442	长春工程学院教育基金会
3132	长春市公安民警优抚基金会	53220000584604130E	长春市公安民警优抚基金会
3133	长春市教育基金会	53220000013829889J	长春市教育基金会
3134	长春市残疾人福利基金会	53220000791128800Q	长春市残疾人福利基金会
3135	长春市见义勇为基金会	53220000508326298H	长春市见义勇为基金会
3136	长春市青少年发展基金会	53220000664257925K	长春市青少年发展基金会#长春市青联助学发展基金会
3137	长春师范大学教育基金会	53220000696119113E	长春师范大学教育基金会#长春师范学院教育基金会
3138	长春建筑学院教育基金会	53220000555278807H	长春建筑学院教育基金会#吉林建筑工程学院建筑装饰学院教育基金会
3139	长春理工大学教育基金会	53220000574086480F	长春理工大学教育基金会
3140	长江大学教育发展基金会	53420000553937821X	长江大学教育发展基金会
3141	长沙县教育基金会	53430000768031111E	长沙县教育基金会
3142	长沙市体育发展基金会	534300000538999292	长沙市体育发展基金会
3143	长沙市关心下一代基金会	53430000565923152A	长沙市关心下一代基金会
3144	长沙市志愿服务基金会	53430000559546530A	长沙市志愿服务基金会
3145	长沙市慈善基金会	534300005849060086	长沙市慈善基金会
3146	长沙市教育基金会	53430000501427512P	长沙市教育基金会
3147	长沙市望城区教育基金会	53430000768039594G	长沙市望城区教育基金会#望城县教育基金会
3148	长沙市见义勇为基金会	53430000687436694D	长沙市见义勇为基金会
3149	长沙市雨花区教育基金会	534300005507102693	长沙市雨花区教育基金会
3150	长沙市青少年发展基金会	53430000444914268D	长沙市青少年发展基金会
3151	闽江学院教育发展基金会	53350000680898335N	闽江学院教育发展基金会
3152	闽都中小银行教育发展基金会	533500006850562097	闽都中小银行教育发展基金会
3153	阜宁县见义勇为基金会	53320000509161405W	阜宁县见义勇为基金会
3154	阜新市公安民警救助基金会	532100000556694305	阜新市公安民警救助基金会
3155	阴法唐西藏教育基金会	535400000646613691	阴法唐西藏教育基金会
3156	阿坝藏族羌族自治州教育基金会	53510000505081002A	阿坝藏族羌族自治州教育基金会
3157	阿拉善生态基金会	53152900566934910X	阿拉善生态基金会
3158	阿里巴巴公益基金会	53100000717831565A	阿里巴巴公益基金会
3159	陆河县振兴教育基金会		陆河县振兴教育基金会
3160	陈嘉庚科学奖基金会	53100000500019250A	陈嘉庚科学奖基金会
3161	陈香梅公益基金会	53100000500021852G	陈香梅公益基金会
3162	陕西中实弘扬法治教育基金会	5361000058354907XP	陕西中实弘扬法治教育基金会
3163	陕西中洲知青帮助基金会	53610000562232399G	陕西中洲知青帮助基金会
3164	陕西九九老龄事业基金会	536100005735156935	陕西九九老龄事业基金会
3165	陕西众泰慈善基金会	536100005521544461	陕西众泰慈善基金会
3166	陕西名嘉文化艺术发展基金会		陕西名嘉文化艺术发展基金会
3167	陕西国运教育慈善基金会	536100006815714815	陕西国运教育慈善基金会
3168	陕西大唐西市历史文化遗址保护基金会	53610000694945542E	陕西大唐西市历史文化遗址保护基金会
3169	陕西妇女儿童发展基金会	53610000694948284D	陕西妇女儿童发展基金会
3170	陕西存义公益基金会	53610000598761671Y	陕西存义公益基金会
3171	陕西宏府慈善基金会	5361000068799520X4	陕西宏府慈善基金会
3172	陕西峰丽文化慈善基金会	53610000583508462K	陕西峰丽文化慈善基金会
3173	陕西师范大学教育基金会	5361000056714024X9	陕西师范大学教育基金会
3174	陕西文学基金会	536100005869770968	陕西文学基金会
3175	陕西新华少年儿童公益基金会	536100000569095391	陕西新华少年儿童公益基金会
3176	陕西榆林平安妇女儿童基金会	53610000056908763M	陕西榆林贵平妇女儿童基金会#陕西榆林平安妇女儿童基金会
3177	陕西法门寺慈善基金会	53610000687966943F	陕西法门寺慈善基金会
3178	陕西泰尔文化教育基金会	53610000059698722Y	陕西泰尔文化教育基金会
3179	陕西爱君慈善基金会		陕西爱君慈善基金会
3180	陕西爱心海基金会	53610000081723437B	陕西爱心海基金会
3181	陕西省世联慈善基金会	53610000081715453P	陕西省世联慈善基金会
3182	陕西省公安民警英烈基金会	536100005637955993	陕西省公安民警英烈基金会
3183	陕西省关爱基金会	536100000745319633	陕西省关爱基金会
3184	陕西省农业发展基金会	53610000779900968W	陕西省农业发展基金会
3185	陕西华夏文化艺术发展基金会	53610000081720738R	陕西省华夏文化艺术发展基金会#陕西华夏文化艺术发展基金会
3186	陕西省唐大明宫遗址文物保护基金会	53610000681574607G	陕西省唐大明宫遗址文物保护基金会
3187	陕西省国际文化交流基金会	536100005201557518	陕西省国际文化交流基金会
3188	陕西省天骄煤矿子弟助学基金会	53610000559383727K	陕西省天骄煤矿子弟助学基金会
3189	陕西省宋庆龄基金会	5361000052015891XU	陕西省宋庆龄基金会
3190	陕西省宝鸡市老龄事业发展基金会	53610000520210140H	陕西省宝鸡市老龄事业发展基金会#宝鸡市老年基金会
3191	陕西省府谷县城乡居民大病医疗救助基金会	5361000056376424XC	陕西省府谷县城乡居民大病医疗救助基金会
3192	陕西省府谷县教育基金会	53610000563764231L	陕西省府谷县教育基金会
3193	陕西省技能扶贫助学基金会		陕西省技能扶贫助学基金会
3194	陕西省教育基金会	53610000520156885L	陕西省教育基金会
3195	陕西省易信慈善基金会	53610000698416701E	陕西省易信慈善基金会
3196	陕西省楠竹教育基金会	53610000677924205A	陕西省楠竹教育基金会
3197	陕西省残疾人福利基金会	53610000520156236G	陕西省残疾人福利基金会
3198	陕西省民生社会福利基金会		陕西省民生社会福利基金会
3199	陕西省汉中市老龄事业发展基金会		陕西省汉中市老龄事业发展基金会
3200	陕西省爱心敬老基金会	536100007941232716	陕西省爱心护理基金会#陕西省爱心敬老基金会
3201	陕西省现代科技创业基金会	53610000671533000G	陕西省现代科技创业基金会
3202	陕西省社会公益基金会	53610000783662608P	陕西省社会公益基金会
3203	陕西省社会福利事业发展基金会	536100000679365325	陕西省社会福利事业发展基金会
3204	陕西省神州汉文化保护发展基金会	536100005835477013	陕西省神州汉文化保护发展基金会
3205	陕西省神木县民生慈善基金会	536100005756400922	陕西省神木县民生慈善基金会
3206	陕西省红十字基金会	53610000687950423X	陕西省红十字基金会
3207	陕西省老龄事业发展基金会	53610000520156332R	陕西省老龄事业发展基金会
3208	陕西省联众慈善救助基金会	536100006949263920	陕西省联众慈善救助基金会
3209	陕西省联谊贫困救助基金会	53610000776978794M	陕西省联谊贫困救助基金会
3210	陕西省西安华侨慈善基金会	53610000575643664W	陕西省西安华侨慈善基金会
3211	陕西省西安城墙保护基金会	53610000586952286Y	陕西省西安城墙保护基金会
3212	陕西省西安市老龄事业发展基金会	53610000520956567C	陕西省西安市老龄事业发展基金会
3213	陕西省西安残疾人福利基金会	53610000729980795Y	陕西省西安残疾人福利基金会
3214	陕西省西部发展基金会	53610000520156228M	陕西省西部发展基金会
3215	陕西省阳光慈善基金会	53610000681572265B	陕西省阳光慈善基金会
3216	陕西省青少年发展基金会	53610000586978267T	陕西省青少年发展基金会
3217	陕西省青年创业就业基金会	536100005735193364	陕西省青年创业就业基金会
3218	陕西省鸿云文化创业基金会	53610000567139222W	陕西省鸿云文化创业基金会
3219	陕西省黄土地陕北民歌发展基金会	536100006984245688	陕西省黄土地陕北民歌发展基金会
3220	陕西福智慈善基金会	53610000590288154D	陕西福智慈善基金会
3221	陕西纯山教育基金会	536100007907937106	陕西纯山教育基金会
3222	陕西美术事业发展基金会	53610000562239953E	陕西美术事业发展基金会
3223	陕西荣华慈善基金会	53610000573531992M	陕西荣华慈善基金会
3224	陕西荣禾老年基金会	53610000562233412F	陕西荣禾老年基金会
3225	陕西蔡路帮困助学基金会	536100005869784865	陕西蔡路帮困助学基金会
3226	陕西长庆温暖工程基金会		陕西长庆温暖工程基金会
3227	陕西鱼化龙创业基金会	536100006984417553	陕西鱼化龙创业基金会
3228	陶行知教育基金会	53100000717836294D	陶行知教育基金会
3229	隆回县教育基金会	53430000570297184P	隆回县教育基金会
3230	雅安市关心下一代基金会	53510000060348738P	雅安市关心下一代基金会
3231	雅安市教育基金会	53510000669586461M	雅安市教育基金会
3232	霞浦县振兴教育基金会	5335000005614154XW	霞浦县振兴教育基金会
3233	青岛农业大学教育发展基金会	53370000MJD675510X	青岛农业大学教育发展基金会
3234	青岛大学教育发展基金会	53370000MJD6753266	青岛大学教育发展基金会
3235	青岛市华泰公益基金会	53370000MJD675190F	青岛市华泰公益基金会
3236	青岛市天泰公益基金会	53370000MJD67506XG	青岛市天泰公益基金会
3237	青岛市教育发展基金会	53370000MJD67522XP	青岛市教育发展基金会
3238	青岛市残疾人福利基金会	53370000MJD6754497	青岛市残疾人福利基金会
3239	青岛市残疾儿童医疗康复基金会	53370000MJD675318B	青岛市残疾儿童医疗康复基金会
3240	青岛市爱国健身公益基金会	53370000MJD675676C	青岛市爱国健身公益基金会
3241	青岛市老龄事业发展基金会	53370000MJD675668H	青岛市老龄事业发展基金会
3242	青岛市见义勇为基金会	53370000MJD6752110	青岛市见义勇为基金会
3243	青岛市青少年发展基金会	53370000MJD675422F	青岛市青少年发展基金会
3244	青岛求实职业技术学院教育基金会	53370000MJD675836K	青岛求实职业技术学院教育基金会
3245	青岛滨海学院教育发展基金会	53370000MJD675078G	青岛滨海学院教育发展基金会
3246	青岛科技大学教育发展基金会	53370000MJD675588X	青岛科技大学教育发展基金会
3247	青岛绿华资源利用基金会	53370000MJD6753859	青岛绿华资源利用基金会
3248	青海三工公益基金会	53630000074585267K	青海三工公益基金会#青海省三工公益基金会
3249	青海佛教慈善基金会	53630000564947400K	青海佛教慈善基金会
3250	青海冬虫夏草与人类健康研究发展基金会	536300006791741022	青海冬虫夏草与人类健康研究发展基金会
3251	青海省天佑德教育基金会		青海省天佑德教育基金会#青海天佑德教育基金会
3252	青海妇女儿童发展基金会	53630000564903459Q	青海妇女儿童发展基金会
3253	青海省关心下一代基金会	53630000074559632D	青海省关心下一代基金会
3254	青海省噶千慈爱基金会		青海省噶千慈爱基金会
3255	青海省困难职工帮扶基金会		青海省困难职工帮扶基金会
3256	青海省希望明德关爱青少年基金会	536300005950364310	青海省希望明德关爱青少年基金会
3257	青海省持修慈善基金会		青海省持修慈善基金会
3258	青海省教育发展基金会	53630000698540331H	青海省教育发展基金会
3259	青海省格萨尔公益基金会	5363000071055557XW	青海省格萨尔公益基金会
3260	青海省残疾人福利基金会	53630000521836794X	青海省残疾人福利基金会
3261	青海省汇爱公益基金会	53630000074573178U	青海省汇爱公益基金会
3262	青海省治理荒漠化基金会	5363000057992405XP	青海省治理荒漠化基金会
3263	青海省消防抚恤救助基金会	53630000074560860C	青海省消防抚恤救助基金会
3264	青海省玉树州困难职工帮扶基金会	53630000579942944D	青海省玉树州困难职工帮扶基金会
3265	青海省福瑞慈善基金会	536300007814435246	青海省福瑞慈善基金会
3266	青海省西宁市国开教育公益基金会		青海省西宁市国开教育公益基金会
3267	青海省见义勇为基金会	53630000521836217J	青海省见义勇为基金会
3268	青海省贫困学生助学慈善基金会	53630000710517469P	青海省贫困学生助学基金会#青海省贫困学生助学慈善基金会
3269	青海省雪域仁济慈善基金会	536300006791583647	青海省雪域仁济慈善基金会
3270	青海省青少年发展基金会	53630000521836639H	青海省青少年发展基金会
3271	青海苏曼竹巴慈善基金会		青海苏曼竹巴慈善基金会
3272	青海阿尼玛卿雪域慈善基金会		青海阿尼玛卿雪域慈善基金会
3273	青田县人民教育基金会	5333000076522556X2	青田县人民教育基金会
3274	靖江市慈善基金会		靖江市慈善基金会
3275	靖江市见义勇为基金会	533200005091582300	靖江市见义勇为基金会
3276	鞍山市公安民警英烈救助基金会	53210000068348214A	鞍山市公安民警英烈救助基金会
3277	鞍山市教育基金会	53210000E478008914	鞍山市教育基金会
3278	鞍山市见义勇为基金会	53210000076270488R	鞍山市见义勇为基金会
3279	韩美林艺术基金会	53100000717835427K	韩美林艺术基金会
3280	韬奋基金会	53100000500018602T	韬奋基金会
3281	韶关市帮扶困难职工基金会	53440000762911492H	韶关市帮扶困难职工基金会
3282	韶关市教育基金会	5344000072919046X7	韶关市教育基金会
3283	顶新公益基金会		顶新公益基金会
3284	顺丰公益基金会	53100000717836171C	顺丰公益基金会
3285	饶平县教育基金会	534400007629107991	饶平县教育基金会
3286	首都师范大学教育基金会	53110000579000092T	首都师范大学教育基金会
3287	首都文明工程基金会	5311000050030828X4	首都文明工程基金会
3288	首都文化艺术公益基金会	53110000071687436D	首都爱心公益基金会#首都文化艺术公益基金会
3289	首都见义勇为基金会	53110000500312385U	首都见义勇为基金会
3290	香江社会救助基金会	531000005000198080	香江社会救助基金会
3291	马海德基金会	53100000500009466H	马海德基金会
3292	马鞍山二中教育基金会	53340500080329710H	马鞍山二中教育基金会
3293	马鞍山市见义勇为基金会	53340000062458367N	马鞍山市见义勇为基金会
3294	广东省肇庆市高要区教育基金会	5344000057789650XB	高要市教育基金会#广东省肇庆市高要区教育基金会
3295	高邮市慈善基金会	53320000509158791M	高邮市慈善基金会
3296	高邮市见义勇为基金会	53320000509160568T	高邮市见义勇为基金会
3297	鲁山县人民教育基金会	53410000671668466G	鲁山县人民教育基金会
3298	鲁迅文化基金会	53100000717833544K	鲁迅文化基金会
3299	鸡西市残疾人福利基金会	53230000795041470G	鸡西市残疾人福利基金会
3300	鹤岗市检察人员救助基金会	532300006926177215	鹤岗市检察人员救助基金会
3301	黄冈市见义勇为基金会	53420000503589953D	黄冈市见义勇为基金会
3302	黄冈市青少年发展基金会		黄冈市青少年发展基金会
3303	黄奕聪慈善基金会		黄奕聪慈善基金会
3304	黄帝陵基金会	53610000520156789B	黄帝陵基金会
3305	黑河市见义勇为奖励基金会	53230000560632452P	黑河市见义勇为奖励基金会
3306	黑龙江中医药大学教育发展基金会	53230000578681842G	黑龙江中医药大学教育发展基金会
3307	黑龙江垦区一戎水稻科技奖励基金会	53230000695212658C	黑龙江垦区一戎水稻科技奖励基金会
3308	黑龙江大学教育发展基金会	532300005651725392	黑龙江大学教育发展基金会
3309	黑龙江工程学院教育发展基金会	53230000583833011W	黑龙江工程学院教育发展基金会
3310	黑龙江恢先地震工程学基金会	53230000739693247Q	黑龙江恢先地震工程学基金会
3311	黑龙江省东北林业大学教育发展基金会	532300005513265848	黑龙江省东北林业大学教育发展基金会
3312	黑龙江省东北石油大学教育发展基金会	53230000560619450L	黑龙江省东北石油大学教育发展基金会
3313	黑龙江省中华文化发展基金会		黑龙江省中华文化发展基金会
3314	黑龙江省亚布力(中国)企业家论坛发展研究基金会	532300005742330578	黑龙江省亚布力(中国)企业家论坛发展研究基金会
3315	黑龙江省仁爱残疾人福利基金会	532300005927353846	黑龙江省仁爱残疾人福利基金会
3316	黑龙江省体育发展基金会	532300005606045587	黑龙江省体育发展基金会
3317	黑龙江省佳木斯大学教育发展基金会	532300005927346488	黑龙江省佳木斯大学教育发展基金会
3318	黑龙江省佳木斯市阳光教育发展基金会	53230000073319047N	黑龙江省佳木斯市阳光教育发展基金会
3319	黑龙江省公安民警英烈基金会	53230000769237496G	黑龙江省公安民警英烈基金会
3320	黑龙江省华侨经济文化基金会	532300007819142348	黑龙江省华侨经济文化基金会
3321	黑龙江省哈尔滨工业大学附属中学校教育发展基金会	53230000588107625Y	黑龙江省哈尔滨工业大学附属中学校教育发展基金会
3322	黑龙江省哈尔滨师范大学附属中学教育发展基金会	53230000057433632K	黑龙江省哈尔滨师范大学附属中学教育发展基金会
3323	黑龙江省大庆市妇女儿童基金会	532300005927491539	黑龙江省大庆市妇女儿童基金会
3324	黑龙江省大庆市见义勇为奖励基金会	5323000006919531XP	黑龙江省大庆市见义勇为奖励基金会
