机构ID	机构名称	捐赠收入_限定	会费收入_限定	提供服务收入_限定	商品销售收入_限定	政府补助收入_限定	投资收益_限定	其他收入_限定	收入合计_限定	业务活动成本_限定	管理费用_限定	筹资费用_限定	其他费用_限定	费用合计_限定	限定性净资产转为非限定性净资产_限定	净资产变动额（若为净资产减少额，以“-”号填列）_限定	捐赠收入_非限定	会费收入_非限定	提供服务收入_非限定	商品销售收入_非限定	政府补助收入_非限定	投资收益_非限定	其他收入_非限定	收入合计_非限定	业务活动成本_非限定	管理费用_非限定	筹资费用_非限定	其他费用_非限定	费用合计_非限定	限定性净资产转为非限定性净资产_非限定	净资产变动额（若为净资产减少额，以“-”号填列）_非限定
ricf_oid	ba_cn	fa_dine	fa_asine	fa_sine	fa_pine	fa_gine	fa_inine	fa_otine	fa_intoe	fa_accoe	fa_adexe	fa_fuexe	fa_otexe	fa_cotoe	fa_etoue	fa_neche	fa_dinu	fa_asinu	fa_sinu	fa_pinu	fa_ginu	fa_ininu	fa_otinu	fa_intou	fa_accou	fa_adexu	fa_fuexu	fa_otexu	fa_cotou	fa_etouu	fa_nechu
2769	福建张天福茶叶发展基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20000	0	0	0	0	0	310450.76	330450.76	290240.04	19628.04	0	0	309868.08	0	20582.68
2770	福建新华都慈善基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300000000	0	0	0	0	3215672.76	1098781.89	304314454.65	155847648	3413438.67	0	55346.37	159316433.04	0	144998021.61
2771	福建江夏慈善基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3671200	0	0	0	0	2366666.67	14073.88	6051940.55	3970600	342150.28	0	0	4312750.28	0	1739190.27
2772	福建海西青年创业基金会	0	0	0	0	385118	0	403.93	385521.93	108042.3	0	0	0	108042.3	0	277479.63	922912.14	0	0	0	22000	0	15827.16	960739.3	1653924.2	170892.87	4582.4	0	1829399.47	0	-868660.17
2773	福建益闽干部教育基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1000000	0	0	0	0	0	473.7	1000473.7	897000	34934.24	0	0	931934.24	0	68539.46
2775	福建省中小学幼儿教师奖励基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	398000	0	0	0	0	156000	469988.58	1023988.58	578064.5	46375.67	0	0	624440.17	0	399548.41
2777	福建省人口福利基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150000	0	0	0	1000000	43879.45	2889.31	1196768.76	1170000	124823.63	0	345	1295168.63	0	-98399.87
2778	福建省侨联事业发展基金会	599574.15	0	0	0	0	0	0	599574.15	306000	0	0	0	306000	-108000	185574.15	0	0	0	0	0	0	94625.97	94625.97	295523.7	10161.5	0	0	305685.2	108000	-103059.23
2779	福建省公安民警英烈基金会	6723000	0	0	0	0	0	0	6723000	0	0	0	0	0	0	6723000	4566911.86	0	0	0	0	0	471254.12	5038165.98	3101974	244413.51	0	0	3346387.51	0	1691778.47
2780	福建省兴业慈善基金会	8326242.23	0	0	0	0	0	0	8326242.23	3918814.85	0	0	0	3918814.85	-1003	4406424.38	20555124.29	0	0	0	0	1290252.31	0.14	21845376.74	1916765.6	135834.1	16317	0	2068916.7	1003	19777463.04
2781	福建省农爱工程慈善基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150000	0	0	0	0	258000	2342.99	410342.99	250000	10282.08	0	0	260282.08	0	150060.91
2783	福建省博源文献艺术基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1178313.87	1003.77	1179317.64	80000	32116.13	0	0	112116.13	0	1067201.51
2784	福建省厦门红树林湿地自然保护基金会	0.00	0.00	0.00	0.00	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			0.00	0.00	0.00	0.00	0.00	0	191,005.76	191,005.76	177,660.00	14,128.68	0.00	0.00	191,788.68		
2785	福建省发展体育事业基金会	2639000	0	0	0	1084000	0	0	3723000	2279620	0	0	0	2279620	0	1443380	0	0	0	0	82200	0	144627.37	226827.37	0	32362.89	0	0	32362.89	0	194464.48
2786	福建省同心慈善基金会	6340643.42	0	0	0	0	0	0	6340643.42	4760115.26	0	0	0	4760115.26	0	1780528.16	729219.96	0	0	0	0	44243.31	94250.64	867713.91	595017.23	201005.24	50318.5	0	846340.97	0	21372.94
2788	福建省商盟公益基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	360000	0	0	0	0	0	90013.76	450013.76	450000	3126.86	0	0	453126.86	0	-3113.1
2789	福建省夕阳红助老基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200000	0	0	0	0	0	4.91	200004.91	180000	17688.27	0	0	197688.27	0	2316.64
2790	福建省妇女儿童发展基金会	600000	0	0	0	0	0	0	600000	2242538	0	0	0	2242538	0	-1642538	2632237.2	0	0	0	0	0	774650.03	3406887.23	1741228.9	172944.76	0	0	1914173.66	0	1492713.57
2791	福建省少数民族发展基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	893000	0	0	0	1000000	0	103002.87	1996002.87	1448000	112263.55	0	0	1560263.55	0	435739.32
2793	福建省志愿服务基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5039039.33	0	0	0	0	0	18588.83	5057628.16	1400000	18603.26	0	0	1418603.26	0	3639024.9
2794	福建省恒申慈善基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000000	0	0	0	0	0	130790.07	5130790.07	2952016.6	288047.86	0	4456.68	3244521.14	0	1886268.93
2795	福建省扶贫基金会	6890000	0	0	0	2710000	0	0	9600000	3650000	0	0	0	3650000	0	5950000	4756102	0	0	0	0	0	0	4756102	3332346.96	319750.48	0	0	3652097.44	0	1140964.1
2796	福建省拓福文教基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1700000	0	0	0	0	0	0	1700000	1512607.52	161056.48	-131.2	0	1673532.8	0	26467.2
2797	福建省教育考试发展基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11833.04	11833.04	817000	4714.5	0	0	821714.5	0	-809881.46
2798	福建省林森基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11756197.86	0	0	0	3952220	0	12119.06	15720536.92	12850941.74	266492.23	0	0	13117433.97	0	2603102.95
2799	福建省正荣公益基金会	3880186.11	0	0	0	0	0	0	3880186.11	3867667.59	0	0	0	3867667.59	0	12518.52	9212608.02	0	0	0	0	0	47484.06	9260092.08	6198773.02	344326.16	0	0	6543099.18	0	2716992.9
2800	福建省残疾人福利基金会	11429999	0	0	0	1240000	0	0	12669999	12870513	0	0	0	12870513	0	-200514	9729978.92	0	0	0	0	0	0	9729978.92	7959738.39	1157537.25	184644.3	0	9301919.94	0	1417557.47
2801	福建省泉州第五中学教育基金会	0	0	0	0	0	0	0	0	919696	0	0	73898	993594	0	-993594	2791312.5	0	0	0	0	0	159826.01	2951138.51	4319273.8	124930.65	0	545991	4990195.45	0	-2039056.94
2802	福建省泉州贤銮福利基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2711898.09	2711898.09	2193111.63	185495.22	0	0	2378606.85	0	333291.24
2804	福建省海西原生态发展基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	420000	0	0	0	0	0	0	420000	775948	22310.1	0	536.85	798794.95	0	341868.36
2805	福建省消防事业发展基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	462000	0	0	0	0	0	50560.93	512560.93	389781	40122.79	0	0	429903.79	0	82657.14
2806	福建省漳州中扬梅香慈善基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25000	0	0	0	0	200000	0	225000	64000	45140	0	255.87	109395.87	0	115604.13
2809	福建省王清海职业教育基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1100000	0	0	0	0	0	14224.43	1114224.43	1101701.8	11921.2	0	0	1113623	0	601.43
2811	福建省石狮市卢祖荫教育基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	405263.42	405263.42	434400	12120	0	0	446520	0	-41256.58
2812	福建省石竹慈善基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10041605	0	0	0	0	0	33655.04	10075260.04	9700000	252247.52	0	0	9952247.52	0	123012.52
2813	福建省老龄事业发展基金会	650040	0	0	0	2000000	0	0	2650040	1158840	0	0	0	1158840	0	1491200	325000	0	0	0	1000000	264715.21	5679.43	1595394.64	1392800	81768.18	0	0	1474568.18	0	120826.46
2815	福建省见义勇为基金会	400000	0	0	0	0	0	0	400000	0	0	0	0	0	0	-1490500	5520080	0	0	0	2900000	1126892.85	35638.52	9582611.37	3645717	807567.49	124607	0	4577891.49	0	5004719.88
2817	福建省逸仙教育基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	232172.75	232172.75	570000	22526	0	70171.87	662697.87	0	-430525.12
2818	福建省邓子基教育基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	960000	0	0	0	0	0	28431.67	988431.67	2260481.3	134721.29	0	0	2395202.59	0	-1406770.92
2819	福建省郭文梯教育基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	899000	0	0	0	0	0	2266934.24	3165934.24	4816412.94	174168.6	0	0	4990581.54	0	-1824647.3
2821	福建省闽商文化发展基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200000	300611.82	0	0	0	0	0	500611.82	797783.33	80394.65	0	0	878177.98	0	-377566.16
2822	福建省青少年发展基金会	17940856.31	0	0	0	80000	0	0	18020856.31	14750062.38	0	0	0	14750062.38	-125720.33	3145073.6	155193.23	0	0	0	0	0	0	155193.23	97842.6	1345394.42	145446	0	1588683.02	125720.33	286791.48
2823	福建省黄仲咸教育基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18594137.42	0	0	2884398.42	314719.39	21793255.23	18180449.44	1637076.25	27491.23	19980.18	19864997.1	0	1928258.13
2824	福建省龙岩市李新炎慈善基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51790000	0	0	0	0	158247.17	5381976.39	57330223.56	10301885	608834.83	0	0	10910719.83	0	46419503.73
2825	福建省龙岩市邱家宗慈善基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225580.48	0	0	0	0	0	0	225580.48	220000	10806.5	0	0	230806.5	0	-5226.02
2826	福建省龙岩扶贫基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	410000	0	0	0	0	0	701565.35	1111565.35	1190000	95520	0	0	1285520	0	-173954.65
2827	福建福光基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1423874.77	0	0	0	0	0	1362532.86	2786407.63	2492875.2	57802.18	-647360.91	0	1903316.47	0	883091.16
2828	福建福海文教基金会	0	0	0	0	200000	0	0	200000	250075.27	0	0	0	250075.27	0	-50075.27	8065	0	0	0	0	0	334.84	8399.84	93000	8482.93	0	0	101482.93	0	-93083.09
2829	福建自然门教育发展基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20000	0	0	0	0	0	53879.15	73879.15	182200	1282.5	0	0	183482.5	0	109603.35
2831	福建运盛青年基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220000	296166.67	1715.78	517882.45	397820	33397.28	0	0	431217.28	0	86665.17
2832	福建闽西陈景河教育基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1505000	0	0	0	0	0	1314110.79	2819110.79	1684100	112085.4	0	0	1796185.4	0	1022925.39
2833	福建陈燕平慈善基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	370000	0	0	0	0	0	126709.38	496709.38	828041	45144.8	0	0	873185.8	0	-376476.42
2834	福建集美大学教育发展基金会	9316221.23	0	0	0	0	0	0	9316221.23	6996322.93	0	0	0	6996322.93	0	2319898.3	0	0	0	0	0	0	34009.4	34009.4	3687371.56	13198.12	0	0	3700569.68	0	-3666560.28
2835	福鼎市家景助学基金会	150000	0	0	0	0	0	0	150000	0	0	0	0	0	0	150000	0	0	0	0	0	0	0	0	99000	2331.76	-92.02	0	101239.74	0	-101239.74
2837	科左后旗扶贫助学基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114345	0	0	0	200000	0	115.43	314460.43	435772	38082.92	0	0	473854.92	0	-159394.49
2838	秦皇岛市志愿服务基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	955878.35	0	0	0	0	0	15000.62	970878.97	2071731.61	120852.6	0	0	2192584.21	0	-1221705.24
2841	紫金矿业慈善基金会	49869354.3	0	0	0	0	0	0	49869354.3	0	0	0	0	0	-57869354.3	-8000000	27281200	0	0	0	0	15000000	116186.62	42397386.62	78192796.63	966867	0	826	79160489.63	57869354.3	21106251.29
2842	红河哈尼族彝族自治州见义勇为基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84450.7	84450.7	0	14165	0	0	14165	0	70285.7
2843	纪念苏天·横河仪器仪表人才发展基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	680280	0	0	0	80440.52	760720.52	1069326.23	115530.9	0	0	1184857.13	0	-424136.61
2844	纺织之光科技教育基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	-688003.18	-688003.18	5100000	0	0	0	0	7133145.47	166335.2	12399480.67	9298565.14	943352.1	0	0	10241917.24	688003.18	2845566.61
2846	绍兴市柯桥区人民教育基金会	119165200	0	0	0	0	0	0	119165200	64530000	0	0	0	64530000	0	54635200	27661120	0	0	0	0	0	104254.85	27765374.85	15631035	5212.28	0	0	15636247.28	0	12129127.57
2847	绍兴市柯桥区小百花越剧基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4866.18	4866.18	0	239717.5	0	0	239717.5	0	-234851.32
2848	绍兴市上虞区人民教育基金会	24338000	0	0	0	0	0	0	24338000	24338000	0	0	0	24338000	0	0	0	0	0	0	0	0	30235.75	30235.75	0	194	0	3800	3994	0	0
2849	绍兴市人民教育基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1360800	0	0	0	0	0	470198.99	1830998.99	5034327.94	9523.64	0	0	5043851.58	0	-3212852.59
2850	绍兴市见义勇为基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1362000	0	0	0	1269500	0	11966.18	2643466.18	1202260	47186.06	0	2064	1251510.06	0	1391956.12
2851	绍兴市越城区人民教育基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1023200	0	0	0	0	0	36292.39	1059492.39	3331700	1600	0	0	3333300	0	-2273807.61
2852	绩溪县教育基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69600	0	0	0	0	0	181213.52	250813.52	252851.79	2816	0	0	255667.79	0	-4854.27
2853	绵阳市关心下一代基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	500000	0	0	0	0	19422.22	17749.07	537171.29	688000	38342	0	0	726342	680000	490829.29
2854	绵阳市教育基金会	0	0	0	0	0	0	0	0	589000	9888.5	0	0	598888.5	0	-431111.24	133194.16	0	0	0	0	31419.94	3163.16	167777.26	0	0	0	0	0	0	0
2855	绵阳市涪城区益生教育基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184800	0	0	0	0	113437.5	547.81	298785.31	234408	3683.6	0	0	238091.6	0	60693.71
2856	缙云县人民教育基金会	697930	0	0	0	0	0	0	697930	3425550	0	0	0	3425550	0	-2727620	25000	0	0	0	0	0	220.27	25220.27	2073738.13	42035.4	0	0	2115773.53	0	-2090553.26
2857	罗定市泗纶庭英教育基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	694.87	694.87	169000	13168	0	0	182168	0	-181473.13
2858	罗定市泷州教育基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4076700	0	0	0	360000	59238.16	0	4495938.16	6715199	249678.75	22824.47	0	6987702.22	0	-2491764.06
2859	老牛基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1533989006.31	0	0	0	0	-13600822.22	51649022.61	1572037206.7	179462642.57	5255836.75	20632.64	0	184739111.96	0	1387298094.7
2860	聊城大学教育发展基金会	60000	0	0	0	0	0	0	60000	455050	0	0	0	455050	0	-395050	0	0	0	0	0	0	13391.82	13391.82	0	13885	0	0	13885	0	-493.18
2861	聊城市牧琳爱爱心基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10498.61	0	10498.61	193198	3000	0	0	196198	0	-185699.39
2862	聊城市见义勇为基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2271761.34	46491.17	2318252.51	595060	311536.05	0	0	906596.05	0	1411656.46
2863	聊城市陈光教育基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	358643	358643	245050	7625	0	0	252675	0	105968
2864	肇庆市教育基金会	2220000	0	0	0	0	0	0	2220000	3232176	0	0	0	3232176	0	-1012176	0	0	0	0	0	699119.99	29258.45	728378.44	674035.53	21100.9	0	0	695136.43	0	33242.01
2867	肇庆市见义勇为基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3606.29	3606.29	83000	21731	0	0	104731	0	-101124.71
2868	胡文虎基金会(福建)	0.00	0.00	0.00	0.00	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			2,000,000.00	0.00	0.00	0.00	0.00	0	3,585.70	2,003,585.70	2,782,644.00	24,342.19	0.00	3,000.00	2,809,986.19		
2869	腾讯公益慈善基金会	9266185.2	0	0	0	0	0	0	9266185.2	12185130.84	0	0	0	12185130.84	0	-2918945.64	470503299.97	0	0	0	0	0	17154703.78	487658003.75	215458336.98	3748507.61	0	0	219206844.59	0	268451159.16
2870	舟山市人民教育基金会	1900297.17	0	0	0	0	0	0	1900297.17	688191	0	0	0	688191	0	1212106.17	0	0	0	0	0	0	508802.62	508802.62	25391426.8	91929	0	9971.87	25493327.67	0	-24984525.05
2871	舟山市伟兴教育基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	850000	0	0	0	0	0	6964.36	856964.36	649860	1880	0	0	651740	0	205224.36
2872	舟山市农业技术推广基金会	417500	0	0	0	0	0	0	417500	0	0	0	0	0	0	417500	0	0	0	0	1408200	0	594406.36	2002606.36	1632274	122021.28	0	0	1754295.28	0	248311.08
2873	舟山市定海区人民教育基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1392183.4	0	0	0	0	0	130958.33	1523141.73	1711188	5000	0	1293.55	1717481.55	0	-194399.82
2874	舟山市普陀区人民教育基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100000	0	0	0	0	0	0	100000	5441305	10500	0	0	5451805	0	-5351805
2875	芜湖市爱心助学基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200000	0	0	0	0	1136357.13	17058.37	1353415.5	940267	0	0	49297.56	989564.56	0	363850.94
2876	芜湖市牵手扶困助学基金会	150000	0	0	0	0	0	0	150000	200000	0	0	0	200000	0	-50000	248600	0	0	0	0	0	324893.57	573493.57	328600	38283	170.74	0	367053.74	0	206439.83
2877	芜湖市见义勇为基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10714.5	10714.5	84000	0	0	0	84000	0	-73285.5
2878	芜湖慈善基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1218300	0	0	0	0	1544639.98	3024	2765963.98	1245674	59120.3	0	0	1304794.3	0	242869.68
2879	苍南县社会组织发展基金会	0.00	0.00	0.00	0.00	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			0.00	0.00	0.00	0.00	0.00	0	12,693.94	12,693.94	150,900.00	3,550.00	0.00	0.00	154,450.00		
2879	苍南县人民教育基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1972000	0	0	0	0	0	533742	2505742	6713208	43892.4	0	0	6757100.4	0	-4251358.4
2885	苏州大学教育发展基金会	23088315.06	0	0	0	0	0	0	23088315.06	9542018.3	0	0	0	9542018.3	35996.04	13582292.8	14796211.53	0	0	0	0	0	1335643.76	16131855.29	20533969	341437.74	1134.6	0	20876541.34	-35996.04	-4780682.09
2894	苏州市吴江区慈善基金会	0	0	0	0	0	0	0	0	0	0	0	297.5	297.5	0	0	66874829.2	0	0	0	0	0	2071043.29	68945872.49	61693790	0	0	0	61693790	0	7251784.99
2896	苏州市姑苏区慈善基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11810428.14	0	0	0	850000	0	392807.77	13053235.91	16022041.86	301877.62	0	0	16323919.48	0	-3270683.57
2897	苏州市慈善基金会	11927398.67	0	0	0	0	0	0	11927398.67	7093056.7	0	0	0	7093056.7	761798.1	5596140.07	5256438.46	0	0	0	0	1071399.6	143537	6471375.06	7074060	989144.21	0	0	8063204.21	-761798.1	-2353627.25
2902	苏州市相城区慈善基金会	1836330	0	0	0	0	0	0	1836330	2680720.6	0	0	0	2680720.6	0	-844390.6	804444.97	0	0	3756000	0	4108700	48148.62	8717293.59	6511412.1	0	0	950	6512362.1	0	2204931.49
2909	苏州汇凯爱心基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110000	0	0	0	0	0	294.28	110294.28	130000	9840	1505	0	141345	0	-31050.72
2911	苏州高新区慈善基金会	1260500	0	0	0	0	0	0	1260500	603706.9	0	0	0	603706.9	0	656793.1	764755	0	0	0	272149	0	176394.78	1213298.78	560009	386354.54	0	0	946363.54	0	266935.24
2914	茂名市见义勇为基金会	0	0	0	0	0	0	100000	100000	100000	0	0	0	100000	0	0	0	0	0	0	0	315000	1681.4	316681.4	21028	0	0	0	21028	0	295653.4
2918	莘县卓越教育基金会	0	0	0	0	0	0	1390.38	1390.38	845200	24052.05	0	0	869252.05	0	1107138.33	1975000	0	0	0	0	0	0	1975000	0	0	0	0	0	0	0
2919	莫力达瓦达斡尔族自治旗达斡尔族教育基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12000	0	0	0	0	0	272572.03	284572.03	248500	40840	0	0	289340	0	-4767.97
2920	莱芜市见义勇为基金会	200000	0	0	0	0	0	0	200000	0	0	0	0	0	-40000	200000	0	0	0	0	0	0	0	0	38456.4	3967	0	0	42423.4	40000	25411.21
2921	菏泽市见义勇为基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	505049.56	505049.56	106621	1206.5	0	0	107827.5	0	397222.06
2922	营口市公安民警救助基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42400.85	42400.85	179000	4577.69	0	0	183577.69	0	-141176.84
2923	营口市鲅鱼圈区慈善基金会	1218965.5	0	0	0	0	0	166964.49	1385929.99	0	0	0	0	0	-1385929.99	0	0	0	0	0	0	0	0	0	1234981.5	195811.2	0	0	1430792.7	1385929.99	-44862.71
2924	萨马兰奇体育发展基金会	1000000	0	0	0	0	0	0	1000000	543569.38	0	0	0	543569.38	0	456430.62	18177884.72	0	0	0	0	1023054.57	0	19200939.29	18580793.76	534418.68	3238.79	0	19118451.23	0	83147.34
2925	葫芦岛市公安民警救助基金会	389100	0	0	0	0	0	19143.02	408243.02	184362	0	0	0	184362	0	223881.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2926	葫芦岛市见义勇为基金会	0.00	0.00	0.00	0.00	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			336,000.00	0.00	0.00	0.00	0.00	0	265,168.86	601,168.86	306,646.47	38,795.96	0.00	0.00	345,442.43		
2928	蚌埠市人民群众见义勇为奖励基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8934.8	480	0	4049	13463.8	0	0
2929	衡东县教育基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141500	0	0	0	300000	6787	198019.07	646306.07	392333.5	8774.6	0	0	401108.1	0	245197.97
2930	衡阳市教育基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1640560	0	0	0	500000	800000	19920.37	2960480.37	1691294	64082	0	0	1755376	0	1205104.37
2931	衢州市孔子教育基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7474000	0	0	0	0	0	1400	7475400	8113600	2900	0	0	8116500	0	-641100
2932	衢州市衢江区人民教育基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10568230	0	0	0	0	0	0	10568230	11346149.5	0	0	0	11346149.5	0	-777919.5
2934	襄城县成就未来助学基金会	0	0	0	0	0	0	0	0	1013760	0	0	0	1013760	0	-1013760	500000	0	0	0	0	0	598251.53	1098251.53	623000	17360	0	0	640360	0	457891.53
2936	西北农林科技大学教育发展基金会	14615698.02	0	0	0	0	0	21504.29	14637202.31	14557286.76	0	0	0	14557286.76	0	142539.2	0	0	0	0	0	360395.23	675419.4	1035814.63	0	187788.4	0	17184.24	204972.64	0	830841.99
2937	西北工业大学教育基金会	46346596.66	0	0	0	0	0	0	46346596.66	0	0	0	0	0	-45648905.5	697691.16	16738460.2	0	0	0	0	9541605.63	10194372.29	36474438.12	51458301.5	7283889.17	49612.4	0	58791803.07	45648905.5	23331540.55
2938	西安交通大学教育基金会	38143325.09	0	0	0	0	979425.96	27340.61	39150091.66	20734642.21	0	0	0	20734642.21	0	18415449.45	43767.02	0	0	0	0	1877074.61	2753477.75	4674319.38	11010	822070.47	355478.81	381817.71	1570376.99	0	3103942.39
2939	西安电子科技大学教育基金会	18792483.8	0	0	0	0	0	0	18792483.8	3576089.6	0	0	0	3576089.6	0	15216394.2	73000	0	0	0	0	0	52356.54	125356.54	0	15902.17	0	0	15902.17	0	109454.37
2940	西安高新第一中学教育基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	860000	0	0	0	0	0	76614.01	936614.01	3283652.13	9487	20.75	0	3293159.88	0	-2356545.87
2941	西昌市关心下一代基金会	150000	0	0	0	0	0	0	150000	154659	0	0	0	154659	0	-4659	1468203.35	0	0	0	40000	140397.27	9852.41	1658453.03	1037688	49078	0	1060	1087826	0	570627.03
2944	西藏珠穆朗玛文学基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95260.38	95260.38	0	0	0	2	2	0	95258.38
2946	西藏自治区珠峰冰川环保基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132530.99	0	0	0	0	0	114989.76	247520.75	111860	47367	0	8.73	159235.73	0	88285.02
2947	西藏自治区生态建设与环境保护基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1560000	0	0	0	0	0	0	1560000	1537000	69625.14	0	0	1606625.14	0	-46625.14
2950	西藏青少年发展基金会	7823828.96	0	0	0	0	0	0	7823828.96	3823609	0	0	0	3823609	0	4000219.96	103577.03	0	0	0	0	0	62081.93	165658.96	354000	325948.59	0	0	679948.59	0	-514289.63
2951	西藏高山文化发展基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2140000	0	0	0	0	0	0	2140000	104050.92	325549.11	-1073.08	1850	430376.95	0	1709623.08
2952	詹天佑科学技术发展基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	850000	0	0	0	160000	0	3022714.35	4032714.35	2768431.74	191233.9	0	0	2959665.64	0	1073449.71
2953	诸暨市九鼎教育基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200160.66	200160.66	184550	10510	0	0	195060	0	5100.66
2954	诸暨市人民教育基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1761500	0	0	0	0	0	746181.73	2507681.73	1574050	6699.2	0	0	1580749.2	0	926932.53
