机构ID	机构名称	捐赠收入_限定	会费收入_限定	提供服务收入_限定	商品销售收入_限定	政府补助收入_限定	投资收益_限定	其他收入_限定	收入合计_限定	业务活动成本_限定	管理费用_限定	筹资费用_限定	其他费用_限定	费用合计_限定	限定性净资产转为非限定性净资产_限定	净资产变动额（若为净资产减少额，以“-”号填列）_限定	捐赠收入_非限定	会费收入_非限定	提供服务收入_非限定	商品销售收入_非限定	政府补助收入_非限定	投资收益_非限定	其他收入_非限定	收入合计_非限定	业务活动成本_非限定	管理费用_非限定	筹资费用_非限定	其他费用_非限定	费用合计_非限定	限定性净资产转为非限定性净资产_非限定	净资产变动额（若为净资产减少额，以“-”号填列）_非限定
ricf_oid	ba_cn	fa_dine	fa_asine	fa_sine	fa_pine	fa_gine	fa_inine	fa_otine	fa_intoe	fa_accoe	fa_adexe	fa_fuexe	fa_otexe	fa_cotoe	fa_etoue	fa_neche	fa_dinu	fa_asinu	fa_sinu	fa_pinu	fa_ginu	fa_ininu	fa_otinu	fa_intou	fa_accou	fa_adexu	fa_fuexu	fa_otexu	fa_cotou	fa_etouu	fa_nechu
2956	象山县人民教育基金会	2350000	0	0	0	0	0	0	2350000	0	0	0	0	0	0	2350000	1651587.8	0	0	0	180000	0	3125749.49	4957337.29	3880486	173737.87	15020	0	4069243.87	0	888093.42
2957	贵州省安泰公益基金会	0.00	0.00	0.00	0.00	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			0.00	0.00	0.00	0.00	0.00	0	0.00	0.00	256,438.00	31,072.93	-5,711.21	0.00	281,799.72		
2958	贵州文化薪火乡村发展基金会	1308138.51	0	0	0	0	0	0	1308138.51	1523605.51	0	0	0	1523605.51	0	-215467	14987.24	0	0	0	0	71946.64	1345.07	88278.95	294516.97	140425.29	0	0	434942.26	0	-346663.31
2959	贵州省人口福利基金会	28965845.9	0	0	0	200000	0	0	29165845.9	24200535.45	0	0	0	24200535.45	1183715.05	6149025.5	2885855.1	0	0	0	0	4161055.19	76531.22	7123441.51	0	2236338.97	624038.4	0	2860377.37	-1183715.05	3079349.09
2960	贵州省体育发展基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1781666	0	0	0	0	0	34448.58	1816114.58	295107	27801	0	200000	522908	0	1293206.58
2961	贵州省信合公益基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38460000	0	0	0	0	0	4728164.33	43188164.33	77421088.54	248418.3	0	0	77669506.84	0	0
2963	贵州省六盘水市见义勇为基金会	0	0	0	0	285000	384033.74	49500	718533.74	559813.46	56813.75	0	90	616717.21	0	101816.53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2964	贵州省励业帮扶基金会	17000	0	0	0	100000	0	0	117000	33645	0	0	0	33645	0	83355	3200000	0	0	0	0	0	88.59	3200088.59	3754521.82	162854.33	0	0	3917376.15	0	-717287.56
2965	贵州省同心光彩事业基金会	1128150.5	0	0	0	0	0	0	1128150.5	3077154.4	0	0	0	3077154.4	0	-1949003.9	0.1	0	0	0	0	0	15821.6	15821.7	9138	166708.15	0	6857.39	182703.54	0	-166881.84
2966	贵州省妇女儿童发展基金会	22126302.76	0	0	0	0	0	0	22126302.76	22333293.44	0	0	0	22333293.44	0	-206990.68	1393803.22	0	0	0	0	343000	17908.03	1754711.25	1419619.5	318740.07	67744	0	1806103.57	0	-51392.32
2967	贵州省孔学堂发展基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40000000	0	598000	0	0	0	7640674.15	48238674.15	6351988	508774.43	199315.3	0	7060077.73	0	41178596.42
2968	贵州省安顺市见义勇为基金会	1,681,550.00	0.00	0.00	0.00	0.00	0	34,488.18	1,716,038.18	422,076.00	6,804.00	0.00	4,200.30	433,080.30			0.00	0.00	0.00	0.00	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00		
2969	贵州省宏立城公益基金会																						12664.51	12664.51	38964720	1018455.35	14008.2	8299.5	40005483.05		-39992818.54
2970	贵州省扶贫基金会	589687.79	0	0	0	0	0	0	589687.79	696460	0	0	0	696460	0	-106772.21	4439051.46	0	0	0	0	0	130647.63	4569699.09	7100000	377015.78	304.77	0	7477320.55	0	-2907621.49
2971	贵州省教育发展基金会	31537137.34	0	0	0	0	0	0	31537137.34	0	0	0	0	0	0	31537137.34	4619268.03	0	0	0	0	1125211.3	140000	5884479.33	38748026.94	1579984.67	-1683.64	0	40326327.97	0	-34441848.64
2972	贵州省春晖行动发展基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4078489.18	0	0	0	0	0	1655.34	4080144.52	3672318.74	441899.22	1362	0	4115579.96	0	-35435.44
2973	贵州省残疾人福利基金会	0	1270000	0	0	0	0	0	1270000	1270075	75696.99	0	0	1345771.99	0	-75	1270000	0	0	0	0	92102.46	13234.19	1375336.65	0	0	0	0	0	0	29639.66
2974	贵州省毕节市见义勇为基金会	160,000.00	0.00	0.00	0.00	0.00	0	0.00	160,000.00	0.00	0.00	0.00	0.00	0.00			0.00	0.00	0.00	0.00	500,000.00	0	131,061.99	631,061.99	0.00	964.00	0.00	0.00	964.00		
2975	贵州省禁毒基金会	0	0	0	0	120000	0	0	120000	120000	0	0	0	120000	0	0	372665.1	0	0	0	0	0	0	372665.1	42000	0	0	-58002.37	-16002.37	0	388667.47
2977	贵州省见义勇为基金会	2366200	0	0	0	2150000	0	120815.78	4637015.78	1790170.32	122542.66	1671.68	0	1914384.66	0	2722631.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2978	贵州省贵阳市生态文明基金会	207521.3	0	0	0	0	1405503.84	218945.42	1831970.56	1436080.11	222227.44	0	0	1658307.55	0	173663.01	0	0	0	0	0	0	179610.41	179610.41	0	0	0	0	0	0	179610.41
2979	贵州省贵阳市见义勇为基金会	76500	0	0	0	520000	0	48777.5	645277.5	745202	0	0	0	745202	0	-99924.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2980	贵州省送温暖基金会	47700	0	0	0	0	0	0	47700	1275700	0	0	0	1275700	0	-1228000	900000	0	0	0	0	0	66964.06	966964.06	2028446	7788.3	0	736	2036970.3	0	-1070006.24
2981	贵州省遵义市见义勇为基金会	0	0	0	0	0	0	272931.23	272931.23	988000	65904.74	0	165	1054069.74	0	-781138.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2982	贵州省铜仁市见义勇为基金会	0	0	0	0	31500	0	137357.32	168857.32	193774	52115	0	0	245889	0	-77031.68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2983	贵州省青少年发展基金会	145570916.37	0	0	0	0	0	0	145570916.37	0	0	0	0	0	-142422467.69	3148448.68	43449	0	0	0	1841300	868961.76	84537.15	2838247.91	145984309.31	3321375.9	55350	0	149361035.21	142422467.69	-4100319.61
2984	贵州省青年创业就业基金会	1000000	0	0	0	0	0	0	1000000	0	0	0	0	0	0	1000000	2072800	0	0	0	100000	0	0	2172800	4119308.04	494136.13	0	0	4613444.17	0	-2440644.17
2985	贵州省青年志愿服务基金会	3051855	0	0	0	0	0	0	3051855	0	0	0	0	0	0	3051855	21220.1	0	0	0	0	0	0	21220.1	3387972.3	167480.5	-8657.06	0	3546795.74	0	-3525575.64
2986	贵州省黔东南州见义勇为基金会	36000	0	0	0	60000	169453.69	2625.29	268078.98	212348.8	11526.73	0	0	223875.53	0	44203.45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2987	贵州省黔南州见义勇为基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27000	0	0	0	100000	0	14467	141467	276000	42659	0	0	318659	0	-177192
2988	贵州省黔西南州见义勇为基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127000	0	3572.19	130572.19	315996	2000	0	0	317996	0	-187423.81
2989	资阳市关心下一代基金会	1718238.9	0	0	0	80000	0	0	1798238.9	767925.5	0	0	0	767925.5	0	1030313.4	322837	0	0	0	0	81753.42	10961.33	415551.75	504264.5	52910	0	0	557174.5	0	-141622.75
2990	资阳市雁江区教育基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	664256	0	0	0	0	0	219132.9	883388.9	822257.8	55874.3	0	0	878132.1	0	5256.8
2995	赤峰市人民教育基金会	517486							517486	2017300				2017300		-1499814	900615						208559.49	1109174.49		169135.65		1205	170340.65		938833.84
2996	赤峰绿化基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1110800	0	0	0	0	0	18614.99	1129414.99	0	28241.9	1740	0	29981.9	0	1099433.09
2997	辽宁光达优抚爱心基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1000	0	0	0	0	0	71732.2	72732.2	57185	40337.72	0	0	97522.72	0	-24790.52
2998	辽宁爱之光防盲基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3096826.53	0	0	0	0	0	178019.98	3274846.51	4507365.42	331603.52	0	0	4838968.94	0	-1564122.43
3000	辽宁省东北财经大学教育基金会	692202	0	0	0	0	0	0	692202	0	0	0	0	0	-308520	383682	1400657.4	0	0	0	0	0	17669.69	1418327.09	523520	9699.26	0	0	533219.26	308520	1193627.83
3001	辽宁省体育基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135430.58	135430.58	9600	853068.83	0	0	862668.83	0	-727238.25
3004	辽宁省公安民警英烈救助基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17082100	0	0	0	4540000	0	104766.86	21726866.86	26813631.38	22398.64	0	0	26836030.02	0	-5109163.16
3005	辽宁省公益基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3231740.34	0	0	0	0	0	5799.1	3237539.44	1573679.4	87322.03	0	0	1661001.43	0	1576538.01
3006	辽宁省兴隆大家庭大病救助基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000000	0	0	0	0	0	2826.58	2002826.58	1946610.28	5165	0	0	1951775.28	0	51051.3
3007	辽宁省周延慈善基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100000	0	0	0	0	0	1254.17	101254.17	95106	3227	0	0	98333	0	2921.17
3008	辽宁省国防教育基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	346500	0	0	0	148000	0	15439.45	509939.45	395963.89	85461.22	0	0	481425.11	0	28514.34
3009	辽宁省大连交通大学教育基金会	1110000	0	0	0	0	0	0	1110000	0	0	0	0	0	-1308185.32	-198185.32	0	0	0	0	0	0	43142.16	43142.16	1308185.32	9846.54	0	0	1318031.86	1308185.32	33295.62
3010	辽宁省大连海事大学博联助学基金会	817060	0	0	0	0	0	0	817060	0	0	0	0	0	-270628	546432	2810	0	0	0	0	0	449728.93	452538.93	270628	11677.35	0	0	282305.35	270628	440861.58
3011	辽宁省大连海事大学教育发展基金会	6063030.8	0	0	0	0	0	173386.35	6236417.15	0	0	0	0	0	-4002902.87	2133162.08	800000	0	0	0	0	0	173386.35	973386.35	5739564.94	14031.55	0	0	5753596.49	4002902.87	-777307.27
3012	辽宁省大连海洋大学教育发展基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	414000	0	0	0	0	0	66594.06	480594.06	372250	9739.6	586	0	382575.6	0	98018.46
3013	辽宁省大连理工大学教育发展基金会	23518840.22	0	0	0	0	0	0	23518840.22	0	0	0	0	0	-7314220.54	16204619.68	5697211.01	0	0	0	0	0	941081.37	6638292.38	18748342.49	335153.51	86704.67	0	19170200.67	7314220.54	-5217687.75
3014	辽宁省妇女儿童基金会	2,094,568.10	0.00	0.00	0.00	0.00	0	0.00	2,094,568.10	2,081,000.00	0.00	0.00	0.00	2,081,000.00			339,423.03	0.00	0.00	0.00	0.00	0	253,539.03	592,962.06	295,912.00	7,021.75	0.00	0.00	302,933.75		
3015	辽宁省抚顺市爱心教育基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1721965	0	0	0	0	0	118542.26	1840507.26	1520234.6	12850	0	0	1533084.6	0	307422.66
3016	辽宁省教育基金会	5371030	0	0	0	0	0	0	5371030	5367553.86	0	0	0	5367553.86	0	3476.14	0	0	0	0	0	0	1337106.6	1337106.6	431427.5	265745.36	0	0	697172.86	0	639933.74
3017	辽宁省残疾人福利基金会	631406.9	0	0	0	0	0	0	631406.9	624155.58	0	0	0	624155.58	0	7251.32	11939423.2	0	0	0	0	0	107545.98	12046969.18	13613634.4	187940.19	0	0	13801574.59	0	-1754605.41
3018	辽宁省沈阳农业大学教育基金会	5126290	0	0	0	0	0	0	5126290	4732618.14	0	0	0	4732618.14	0	393671.86	917052.71	0	0	0	0	0	4255.16	921307.87	253884.68	234666.61	0	0	488551.29	0	432756.58
3019	辽宁省沈阳化工大学教育基金会	40000	0	0	0	0	0	0	40000	501970	0	0	0	501970	0	-461970	0	0	0	0	0	0	3964.52	3964.52	0	16261.8	0	0	16261.8	0	-12297.28
3020	辽宁省沈阳师范大学教育基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90000	0	0	0	0	0	5153.67	95153.67	504309.5	10136.8	0	0	514446.3	0	-419292.63
3021	辽宁省沈阳理工大学教育基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	360094.1	0	0	0	0	0	21264.32	381358.42	300000	24627	0	0	324627	0	56731.42
3022	辽宁省红十字基金会	4825156.74	0	0	0	0	0	0	4825156.74	4825413.76	0	0	0	4825413.76	-130000	-130257.02	258520	0	0	0	0	0	9419.21	267939.21	154585	113333.04	0	0	267918.04	130000	130021.17
3023	辽宁省老年基金会	0	0	0	0	0	0	0	0	126300	0	0	0	126300	0	-126300	0	0	0	0	0	236952.05	0	236952.05	301357.07	282158.81	0	0	583515.88	0	-346563.83
3025	辽宁省见义勇为基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2644753.32	0	46198.61	2690951.93	259772.12	429012.33	0	0	688784.45	0	2002167.48
3026	辽宁省辽宁大学教育基金会	10284696.8	0	0	0	0	0	0	10284696.8	0	0	0	0	0	-17500	10267196.8	565960	0	0	0	0	0	107337.59	673297.59	838265	10411	0	0	848676	17500	-157878.41
3028	辽宁省辽宁工程技术大学教育基金会	100000	0	0	0	0	0	0	100000	151000	0	0	0	151000	0	-51000	50000	0	0	0	0	0	1303.89	51303.89	38400	24629	0	0	63029	0	-11725.11
3029	辽宁省辽宁师范大学教育基金会	288418	0	0	0	0	0	9750	298168	0	0	0	0	0	-288418	9750	0	0	0	0	0	0	11243.01	11243.01	288418	13092.48	0	0	301510.48	288418	-1849.47
3030	辽宁省辽宁水利职业学院教育基金会	163600	0	0	0	0	0	0	163600	163600	0	0	0	163600	0	0	0	0	0	0	0	0	40348.93	40348.93	0	7419.5	0	0	7419.5	0	0
3031	辽宁省辽宁石油化工大学教育发展基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2115586.91	0	0	0	0	0	107684.69	2223271.6	660406.5	15289.56	0	0	675696.06	0	1547575.54
3032	辽宁省闽商公益基金会	5267155	0	0	0	0	0	0	5267155	3050000	0	0	0	3050000	0	2217155	2360000	0	0	0	0	0	54939.47	2414939.47	240070	58028	0	0	298098	0	2116841.47
3033	辽宁省青少年发展基金会	7832497.23	0	0	0	0	0	0	7832497.23	6133334	0	0	0	6133334	0	1699163.23	0	0	0	0	0	0	12568.65	12568.65	75003.8	38027.75	0	0	113031.55	0	-100462.9
3034	辽宁省青年创业基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4500000	0	0	0	0	0	403325.28	4903325.28	3790105.04	134493	1716.5	0	3926314.54	0	977010.74
3036	辽源市公安民警优抚基金会	0.00	0.00	0.00	0.00	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			0.00	0.00	0.00	0.00	0.00	0	2,738.37	2,738.37	1,554,156.70	15,185.00	0.00	0.00	1,569,341.70		
3037	辽源市兴学弘泰教育基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10900	0	0	0	0	0	9353.01	20253.01	532900	13917	0	485	547302	0	-527048.99
3038	辽源市平安基金会	0.00	0.00	0.00	0.00	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			10,175,000.00	0.00	0.00	0.00	0.00	0	437,293.58	10,612,293.58	5,353,639.04	279,113.94	0.00	0.00	5,632,752.98		
3039	辽源市见义勇为基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106100	0	0	0	0	0	301012.92	407112.92	660760.7	29539.29	0	0	690299.99	0	-283187.07
3040	辽阳辽化教育奖励基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141943.48	101.16	142044.64	132653	13500	0	565	146718	0	-4673.36
3041	达州市教育基金会	410000	0	0	0	0	0	0	410000	310000	0	0	0	310000	0	100000	0	0	0	0	0	0	783.53	783.53	0	11917	0	0	11917	0	-11133.47
3042	达拉特旗人民教育基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1075357	0	0	0	0	2356.12	0	1077713.12	1183332	10340	0	0	1193672	0	-115958.88
3049	连云港市海州区见义勇为基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135578.43	135578.43	311842.44	11514	0	0	323356.44	0	-187778.01
3055	连云港经济技术开发区见义勇为基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80000	0	0	0	0	597777.75	36598.97	714376.72	989466	9640.64	0	0	999106.64	0	-284729.92
3057	通化市公安民警优抚基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8926.95	8926.95	385000	3700	0	0	388700	0	-379773.05
3059	通辽市扶贫基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1800000	0	0	0	311178.09	0	661.19	2111839.28	1800000	195751.89	0	2240	1997991.89	0	113847.39
3061	遂宁市关心下一代基金会	1321200	0	0	0	0	0	0	1321200	1117409	0	0	0	1117409	0	203791	1476000	0	0	0	0	469002	10736.64	1955738.64	1673540	62452.9	95041	0	1831033.9	0	124704.74
3062	遂昌县人民教育基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1105900	0	0	0	0	0	5532.17	1111432.17	974016	3500	0	0	977516	0	133916.17
3064	邳州市见义勇为基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154370.54	154370.54	118000	0	0	600	118600	0	35770.54
3065	邵东县教育基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40000	0	947568.99	987568.99	142305	29751	2150	0	174206	0	813362.99
3066	邵阳市教育基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1660000	1121472	6889.62	2788361.62	2026503	94707.95	0	13137	2134347.95	0	654013.67
3067	郑州市法律援助基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	-1870000	1870000	1300	0	0	0	2000000	505608.2	16499.22	2523407.42	3769136.7	20250	0	0	3789386.7	1870000	-3135979.28
3068	都江堰友爱教育基金会	336634	0	0	0	0	0	0	336634	306875.17	0	0	0	306875.17	0	29758.83	643000	0	0	0	0	0	304724.97	947724.97	771228.62	72914.94	0	0	844143.56	0	103581.41
3069	都江堰市教育发展基金会	2190505.5	0	0	0	0	0	0	2190505.5	2872544.5	0	0	0	2872544.5	0	-682039	0	0	0	0	0	0	333264.62	333264.62	30000	11495	0	0	41495	0	291769.62
3070	鄂尔多斯东联教育基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43900	0	0	0	0	210000	96.88	253996.88	14000	108433.74	0	0	122433.74	0	131563.14
3071	鄂尔多斯东胜教育发展基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19338599.5	0	0	0	0	990000	31430.83	20360030.33	21785002.56	137899	0	0	21922901.56	0	-1562871.23
3072	鄂尔多斯市东胜环境卫生事业发展基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10605.98	10605.98	1364100	34629.4	0	0	1398729.4	0	-1388123.42
3073	鄂尔多斯市人民教育基金会	300000	0	0	0	0	0	0	300000	300000	0	0	0	300000	0	0	0	0	0	0	0	0	7808.6	7808.6	840000	20025	0	0	860025	0	-852216.4
3074	鄂尔多斯市成吉思汗基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350000	0	0	0	3000000	0	12403.98	3362403.98	570264	170631.32	156000	0	896895.32	0	2465508.66
3075	鄂尔多斯市残疾人福利基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1000000	0	24260.22	1024260.22	1450190	14696.5	0	0	1464886.5	0	-440626.28
3078	鄂托克前旗教育发展基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	698664.84	698664.84	398000	6526	0	0	404526	0	294138.84
3079	鄂托克旗教育基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	494000	0	0	0	0	200000	12224.99	706224.99	693000	150536.6	0	1196	844732.6	0	-138507.61
3081	重庆光彩事业基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11810000	0	0	0	0	0	17553.66	11827553.66	10230000	173832	646.2	0	10404478.2	0	1423075.46
3082	重庆协信公益基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3768888	0	0	0	0	0	10168.13	3779056.13	3885057	17711.06	975.25	0	3903743.31	0	-124687.18
3083	重庆大学教育发展基金会	19296468.59	0	0	0	2401268	0	0	21697736.59	34881387.16	0	0	0	34881387.16	0	-13183650.57	595762	0	0	0	0	0	4767566.88	5363328.88	6549901.5	845787.8	371162.7	0	7766852	0	-2403523.12
3084	重庆大德公益基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1846045.75	0	0	0	0	0	165957.64	2012003.39	1734173.74	164171.24	0	0	1898344.98	0	113658.41
3085	重庆市万州区教育基金会	2564299.5	0	0	0	0	0	0	2564299.5	6200000	0	0	0	6200000	0	-3635700.5	6476000	0	0	0	0	1094570.08	11867.07	7582437.15	1494271.2	180803.5	0	0	1675074.7	0	5907362.45
3086	重庆市人口福利基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13926.07	13926.07	0	0	0	0	0	0	23889.11
3088	重庆市南川区教育基金会	580000	0	0	0	0	0	0	580000	0	0	0	0	0	-869600	-289600	0	0	0	0	0	0	10730.8	10730.8	869600	13293.8	0	0	882893.8	869600	-2563
3089	重庆市卢作孚教育基金会	1342430.72	0	0	0	0	86355.59	3375.11	1432161.42	3670750	8793.8	0	0	3679543.8	0	-2247382.38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3090	重庆市开县教育基金会	1663300	0	0	0	0	0	0	1663300	1370906.25	0	0	0	1370906.25	0	292393.75	2300	0	0	0	100000	0	44980.49	147280.49	93538	154855.7	81079	0	329472.7	0	-182192.21
3091	重庆市彭水教育基金会	2928573	0	0	0	150000	0	0	3078573	4561785.7	0	0	0	4561785.7	0	-1483212.7	483500	0	0	0	0	146408.22	106012.21	735920.43	196800	226134.64	15931	0	438865.64	0	297054.79
3092	重庆市武隆县扶贫基金会	620000	0	0	0	0	0	0	620000	1112000	0	0	0	1112000	0	-492000	19502642.5	0	0	0	0	0	385037.01	19887679.51	18003850	246967.89	0	0	18250817.89	0	1636861.62
3093	重庆市沈铁梅文化发展基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115000	0	0	0	0	85000	3497.91	203497.91	163057	11146.29	102.1	0	174305.39	0	29192.52
3094	重庆市科技事业发展基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	500000	0	0	0	100000	0	102891.12	702891.12	256060.6	19505	0	0	275565.6	0	427325.52
3095	重庆市科普发展基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	400000	0	0	0	640000	68120.55	6452.71	1114573.26	875758.69	28469.3	1790.16	0	906018.15	0	208555.11
3096	重庆市老年事业发展基金会	9879607.95	0	0	0	3500000	0	0	13379607.95	11599074.32	0	0	0	11599074.32	0	1780533.63	43000	0	0	0	0	0	11662.77	54662.77	0	403302.26	0	0	403302.26	0	-348639.49
3098	重庆市青年志愿服务基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1039755.95	0	0	0	0	0	67995.74	1107751.69	674007.74	28798.33	243	0	703049.07	0	404702.62
3099	重庆师范大学教育发展基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	840095	0	0	0	0	0	12305.8	852400.8	1251456.3	135941.51	552	3750	1391699.81	0	-3539299.01
3100	重庆社会救助基金会	850000	0	0	0	0	0	0	850000	0	0	0	0	0	0	850000	0	0	0	0	12040000	0	666606.6	12706606.6	16424132.71	1001197.65	0	0	17425330.36	0	-4718723.76
3101	重庆西南大学教育基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19125685.86	0	0	0	150000	1503553.35	144571.32	20923810.53	15001396.64	214212.24	0	0	15215608.88	0	5808289.95
3102	重庆西南政法大学教育基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66372.15	0	0	0	0	378000	9701.25	454073.4	593863	63279.5	565	0	657707.5	0	-203634.1
3103	重庆邮电大学教育基金会	2588288	0	0	0	0	0	0	2588288	3810135	18610	0	0	3828745	0	-1240457	0	0	0	0	0	0	242802.12	242802.12	0	0	0	0	0	0	242802.12
3104	重庆金平法学教育基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2978800.02	0	0	0	0	200000	9719.39	3188519.41	1432708.28	47038.74	1697	0	1481444.02	0	1707075.39
3106	金华市人民教育基金会	147250	0	0	0	0	0	0	147250	2510000	0	0	0	2510000	0	-2362750	7750	0	0	0	0	0	188449.08	196199.08	0	70326.8	0	82288	152614.8	0	43584.28
3107	金华市外国语学校教育发展基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17312504	0	0	0	0	0	0	17312504	17300000	17000	-28523.65	0	17288476.35	0	24027.65
3108	金华市永远的荣光艺术教育基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	260000	0	0	0	0	0	1042808.85	1302808.85	1105899.1	98361	0	0	1204260.1	0	98548.75
3109	金华市见义勇为基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1104000	0	223264.74	1327264.74	1241000	2210	0	0	1243210	0	84054
3110	金华市金兰公益基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	240000	0	0	0	0	360000	3380.81	603380.81	672671	54247.66	0	0	726918.66	0	-123537.85
3111	金华职业技术学院教育发展基金会	268449.97	0	0	0	0	0	99000	367449.97	342150	0	0	0	342150	0	25299.97	1097500	0	0	0	1260000	11041.1	1753959.64	4122500.74	1880050	190241.5	0	0	2070291.5	0	2052209.24
3113	金湖县见义勇为基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111720	11993	-2785.65	0	120927.35	0	-120927.35
3115	金陵科技学院教育发展基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1007140.36	80000	0	0	0	0	0	18728.64	98728.64	1096712	9157	0	0	1105869	0	0
3116	金龙鱼慈善公益基金会	1718872	0	0	0	0	0	0	1718872	1718872	0	0	0	1718872	0	0	16000000	0	0	0	0	816403.54	10681.76	16827085.3	16591853.31	6680	4591.45	0	16603124.76	0	223960.54
3117	钦州市政协爱心慈善基金会	1800000	0	0	0	0	0	0	1800000	4713500	0	0	0	4713500	0	0	60000	0	0	0	0	0	13487.56	73487.56	0	22300	17300	3000	42600	0	0
3118	铁岭市公安民警救助基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1892000	0	0	0	0	0	28131.06	1920131.06	1394100	3125	0	0	1397225	0	522906.06
