,ba_cn,fa_accoe_last,fa_accoe_this,fa_accos_last,fa_accos_this,fa_accou_last,fa_accou_this,fa_adexe_last,fa_adexe_this,fa_adexs_last,fa_adexs_this,fa_adexu_last,fa_adexu_this,fa_asine_last,fa_asine_this,fa_asins_last,fa_asins_this,fa_asinu_last,fa_asinu_this,fa_cotoe_last,fa_cotoe_this,fa_cotos_last,fa_cotos_this,fa_cotou_last,fa_cotou_this,fa_dine_last,fa_dine_this,fa_dins_last,fa_dins_this,fa_dinu_last,fa_dinu_this,fa_etoue_last,fa_etoue_this,fa_etous_last,fa_etous_this,fa_etouu_last,fa_etouu_this,fa_fuexe_last,fa_fuexe_this,fa_fuexs_last,fa_fuexs_this,fa_fuexu_last,fa_fuexu_this,fa_gine_last,fa_gine_this,fa_gins_last,fa_gins_this,fa_ginu_last,fa_ginu_this,fa_gse_last,fa_gse_this,fa_gss_last,fa_gss_this,fa_gsu_last,fa_gsu_this,fa_inine_last,fa_inine_this,fa_inins_last,fa_inins_this,fa_ininu_last,fa_ininu_this,fa_intoe_last,fa_intoe_this,fa_intos_last,fa_intos_this,fa_intou_last,fa_intou_this,fa_neche_last,fa_neche_this,fa_nechs_last,fa_nechs_this,fa_nechu_last,fa_nechu_this,fa_otexe_last,fa_otexe_this,fa_otexs_last,fa_otexs_this,fa_otexu_last,fa_otexu_this,fa_otine_last,fa_otine_this,fa_otins_last,fa_otins_this,fa_otinu_last,fa_otinu_this,fa_pine_last,fa_pine_this,fa_pins_last,fa_pins_this,fa_pinu_last,fa_pinu_this,fa_sine_last,fa_sine_this,fa_sins_last,fa_sins_this,fa_sinu_last,fa_sinu_this,fp_yr,name,ricf_oid
116,晋江市安海中心小学种胜教育基金会,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"9,837.00",0.00,"9,837.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"9,837.00",0.00,"9,837.00",0.00,0.00,0.00,"2,500,000.00",0.00,"2,500,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0,0,0,0,0,0,0.00,0.00,0.00,"2,620,959.71",0.00,"2,620,959.71",0.00,0.00,0.00,"2,611,122.71",0.00,"2,611,122.71",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"120,959.71",0.00,"120,959.71",0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2015,晋江市安海中心小学种胜教育基金会,4676.0
117,天津市南开中学教育基金会,0.00,0.00,"7,603,549.27","7,005,976.53","7,603,549.27","7,005,976.53",0.00,0.00,"371,603.86","340,886.56","371,603.86","340,886.56",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"7,975,153.13","7,346,863.09","7,975,153.13","7,346,863.09",0.00,0.00,"706,800.00","490,770.00","706,800.00","490,770.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0,0,6577604.33,1931250,6577604.33,1931250,0.00,0.00,"7,331,270.57","2,517,890.21","7,331,270.57","2,517,890.21",0.00,0.00,"-643,882.56","-4,828,972.88","-643,882.56","-4,828,972.88",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"46,866.24","95,870.21","46,866.24","95,870.21",0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2015,天津市南开中学教育基金会,1070.0
118,宁波诺丁汉大学教育发展基金会,"2,252,615.40",0.00,"2,252,615.40","2,321,036.35",0.00,"2,321,036.35",0.00,0.00,735.05,"88,713.40",735.05,"88,713.40",0.00,0.00,0.00,0.00,0.00,0.00,"2,252,615.40",0.00,"2,253,350.45","2,409,749.75",735.05,"2,409,749.75","954,687.86",0.00,"954,687.86","24,209,293.21",0.00,"24,209,293.21","-940,352.06","-25,751,755.66",0.00,0.00,"940,352.06","25,751,755.66",0.00,0.00,0.00,0.00,0.00,0.00,"962,000.00",0.00,"962,000.00","120,000.00",0.00,"120,000.00",,,,,,,0,0,0,0,0,0,"1,916,687.86",0.00,"2,974,640.02","26,597,848.63","1,057,952.16","26,597,848.63","-1,276,279.60","-25,751,755.66","721,289.57","24,188,098.88","1,997,569.17","49,939,854.54",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,057,952.16","2,268,555.42","1,057,952.16","2,268,555.42",0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2015,宁波诺丁汉大学教育发展基金会,1186.0
119,新疆维吾尔自治区青少年发展基金会,"8,933,410.36","9,659,046.95","8,933,410.36","9,659,046.95",0.00,0.00,0.00,0.00,"952,664.57","1,300,431.96","952,664.57","1,300,431.96",0.00,0.00,0.00,0.00,0.00,0.00,"8,933,410.36","9,659,046.95","9,886,074.93","10,959,478.91","952,664.57","1,300,431.96","11,264,985.71","14,298,858.32","11,264,985.71","14,298,858.32",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"803,208.80","916,647.35","803,208.80","916,647.35",,,,,,,0,0,462784.24,348520.55,462784.24,348520.55,"11,264,985.71","14,298,858.32","12,647,103.30","15,678,114.51","1,382,117.59","1,379,256.19","2,331,575.35","4,639,811.37","2,761,028.37","4,718,635.60","429,453.02","78,824.23",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"116,124.55","114,088.29","116,124.55","114,088.29",0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2015,新疆维吾尔自治区青少年发展基金会,3389.0
120,福州市人口福利基金会,"821,000.00","10,000.00","2,882,026.00","1,622,075.56","2,061,026.00","1,612,075.56",0.00,"10,000.00","250,098.71","187,488.58","250,098.71","177,488.58",0.00,0.00,0.00,0.00,0.00,0.00,"821,000.00","20,000.00","3,132,536.71","1,812,728.03","2,311,536.71","1,792,728.03","60,000.00",0.00,"60,000.00","346,000.00",0.00,"346,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,412.00,"3,163.89",412.00,"3,163.89",0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0,0,0,0,0,0,"60,000.00",0.00,"948,470.59","1,186,289.67","888,470.59","1,186,289.67","-761,000.00","-10,000.00","-2,184,066.12","-616,438.36","-1,423,066.12","-606,438.36",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"888,470.59","840,289.67","888,470.59","840,289.67",0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2015,福州市人口福利基金会,2749.0
121,临沂市见义勇为基金会,0.00,0.00,"1,476,331.20","1,192,266.32","1,476,331.20","1,192,266.32",0.00,0.00,"74,654.29","74,043.07","74,654.29","74,043.07",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,550,985.49","1,266,774.39","1,550,985.49","1,266,774.39",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0,0,1400000,1400000,1400000,1400000,0.00,0.00,"1,403,778.90","1,402,579.21","1,403,778.90","1,402,579.21",0.00,0.00,"-147,206.59","135,804.82","-147,206.59","135,804.82",0.00,0.00,0.00,465.00,0.00,465.00,0.00,0.00,"3,778.90","2,579.21","3,778.90","2,579.21",0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2015,临沂市见义勇为基金会,287.0
122,云南同行公益基金会,"75,000.00","316,832.18","365,936.00","1,658,013.09","290,936.00","1,341,180.91",0.00,0.00,"37,540.04","55,422.96","37,540.04","55,422.96",0.00,0.00,0.00,0.00,0.00,0.00,"75,000.00","316,832.18","396,050.50","1,711,174.39","321,050.50","1,394,342.21","325,000.00","100,000.00","1,432,707.00","795,433.00","1,107,707.00","695,433.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"-7,425.54","-2,261.66","-7,425.54","-2,261.66",0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0,0,30000,498947.32,30000,498947.32,"325,000.00","100,000.00","1,462,707.00","1,294,380.32","1,137,707.00","1,194,380.32","250,000.00","-216,832.18","1,066,656.50","-416,794.07","816,656.50","-199,961.89",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2015,云南同行公益基金会,313.0
123,湖北省人口福利基金会,0.00,"316,030.00",0.00,"316,030.00",0.00,0.00,0.00,0.00,0.00,510.00,0.00,510.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"316,030.00",0.00,"316,540.00",0.00,510.00,0.00,"19,575,010.00",0.00,"19,586,743.00",0.00,"11,733.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"4,000,000.00",0.00,"4,000,000.00",0.00,0.00,,,,,,,0,0,0,0,0,0,0.00,"23,575,010.00",0.00,"23,600,780.79",0.00,"25,770.79",0.00,"23,258,980.00",0.00,"23,284,240.79",0.00,"25,260.79",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"14,037.79",0.00,"14,037.79",0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2015,湖北省人口福利基金会,4648.0
124,波司登公益基金会,"14,134,797.00",0.00,"19,681,263.00","9,374,872.80","5,546,466.00","9,374,872.80",0.00,0.00,"310,392.99","701,304.03","310,392.99","701,304.03",0.00,0.00,0.00,0.00,0.00,0.00,"14,134,797.00",0.00,"19,991,655.99","10,076,176.83","5,856,858.99","10,076,176.83","14,134,797.00",0.00,"14,134,797.00","6,845,938.00",0.00,"6,845,938.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0,0,7594086.68,6364083.34,7594086.68,6364083.34,"14,134,797.00",0.00,"21,751,516.78","13,245,141.83","7,616,719.78","13,245,141.83",0.00,0.00,"1,759,860.79","3,168,965.00","1,759,860.79","3,168,965.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"22,633.10","35,120.49","22,633.10","35,120.49",0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2015,德康博爱基金会,1677.0
125,吉林省老龄事业发展基金会,0.00,0.00,"3,172,525.81","2,587,684.10","3,172,525.81","2,587,684.10","505,678.69",0.00,"630,514.96","90,205.87","124,836.27","90,205.87",0.00,0.00,0.00,0.00,0.00,0.00,"505,678.69",0.00,"3,805,090.88","2,678,989.82","3,299,412.19","2,678,989.82",0.00,0.00,"2,683,314.00","1,000,000.00","2,683,314.00","1,000,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,450,000.00",0.00,"1,450,000.00","1,064,389.07",0.00,"1,064,389.07",,,,,,,0,0,0,0,0,0,"1,450,000.00",0.00,"4,360,571.56","2,360,232.55","2,910,571.56","2,360,232.55","944,321.31",0.00,"555,480.68","-318,757.27","-388,840.63","-318,757.27",0.00,0.00,"2,050.11","1,099.85","2,050.11","1,099.85",0.00,0.00,"227,257.56","295,843.48","227,257.56","295,843.48",0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2015,吉林省老龄事业发展基金会,932.0
126,天诺慈善基金会,0.00,0.00,"5,123,581.74","1,740,724.63","5,123,581.74","1,740,724.63",0.00,0.00,"582,542.86","176,577.09","582,542.86","176,577.09",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"5,706,124.60","1,917,301.72","5,706,124.60","1,917,301.72",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0,0,410842.65,107450,410842.65,107450,0.00,0.00,"426,059.34","123,878.32","426,059.34","123,878.32",0.00,0.00,"-5,280,065.26","-1,793,423.40","-5,280,065.26","-1,793,423.40",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"15,216.69","16,428.32","15,216.69","16,428.32",0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2015,天诺慈善基金会,1111.0
127,天津桃李源文化基金会,0.00,0.00,"28,291,856.52","809,623.93","28,291,856.52","809,623.93",0.00,0.00,"524,231.44","147,970.41","524,231.44","147,970.41",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"28,816,830.66","958,438.04","28,816,830.66","958,438.04",0.00,0.00,"1,470,000.00",0.00,"1,470,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,742.70,843.70,742.70,843.70,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0,0,0,0,0,0,0.00,0.00,"1,667,575.70","49,047.35","1,667,575.70","49,047.35",0.00,0.00,"-27,149,254.96","-909,390.69","-27,149,254.96","-909,390.69",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"197,575.70","49,047.35","197,575.70","49,047.35",0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2015,天津桃李源文化基金会,1109.0
128,中华农业科教基金会,0.00,0.00,"3,116,323.93","6,086,631.10","3,116,323.93","6,086,631.10",0.00,0.00,"427,093.95","542,477.17","427,093.95","542,477.17",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"4,735,868.70","8,424,116.26","4,735,868.70","8,424,116.26",0.00,0.00,"750,000.00",0.00,"750,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0,0,3771272.79,13581716.32,3771272.79,13581716.32,0.00,0.00,"4,783,815.61","13,714,213.32","4,783,815.61","13,714,213.32",0.00,0.00,"47,946.91","5,290,097.06","47,946.91","5,290,097.06",0.00,0.00,"1,192,450.82","1,795,007.99","1,192,450.82","1,795,007.99",0.00,0.00,"262,542.82","132,497.00","262,542.82","132,497.00",0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2015,中华农业科教基金会,180.0
129,中国航天基金会,0.00,0.00,"38,337,066.07","37,509,519.69","38,337,066.07","37,509,519.69",0.00,0.00,"2,915,474.06","3,118,641.15","2,915,474.06","3,118,641.15",0.00,0.00,"34,792,452.89","26,716,981.17","34,792,452.89","26,716,981.17",0.00,0.00,"44,961,543.25","44,357,978.41","44,961,543.25","44,357,978.41","4,853,100.00","2,440,799.27","5,003,100.00","5,990,799.27","150,000.00","3,550,000.00","-4,853,100.00","-2,440,799.27",0.00,0.00,"4,853,100.00","2,440,799.27",0.00,0.00,"3,702,104.38","3,726,808.66","3,702,104.38","3,726,808.66",0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0,0,9976264.53,10431208.86,9976264.53,10431208.86,"4,853,100.00","2,440,799.27","49,832,239.45","43,169,772.87","44,979,139.45","40,728,973.60",0.00,0.00,"4,870,696.20","-1,188,205.54","4,870,696.20","-1,188,205.54",0.00,0.00,"6,898.74","3,008.91","6,898.74","3,008.91",0.00,0.00,"60,422.03","30,783.57","60,422.03","30,783.57",0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2015,中国航天基金会,271.0
130,中国健康促进基金会,0.00,0.00,"59,778,539.10","124,535,046.50","59,778,539.10","124,535,046.50",0.00,0.00,"4,728,845.33","5,133,875.23","4,728,845.33","5,133,875.23",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"64,507,885.43","129,669,757.73","64,507,885.43","129,669,757.73","76,311,039.20","147,445,758.50","76,311,039.20","147,445,758.50",0.00,0.00,"-55,354,372.09","-115,144,017.13",0.00,0.00,"55,354,372.09","115,144,017.13",0.00,0.00,0.00,0.00,0.00,0.00,"1,000,000.00","1,000,000.00","1,000,000.00","1,000,000.00",0.00,0.00,,,,,,,0,0,2151125,2304219.17,2151125,2304219.17,"77,311,039.20","148,445,758.50","85,648,383.29","162,555,634.71","8,337,344.09","14,109,876.21","21,956,667.11","33,301,741.37","21,140,497.86","32,885,876.98","-816,169.25","-415,864.39",0.00,0.00,501.00,836.00,501.00,836.00,0.00,0.00,"48,704.12","74,169.57","48,704.12","74,169.57",0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,"6,137,514.97","11,731,487.47","6,137,514.97","11,731,487.47",2015,中国健康促进基金会,206.0
131,中国职工发展基金会,0.00,0.00,"3,992,160.00","3,250,000.00","3,992,160.00","3,250,000.00",0.00,0.00,"18,873.50","16,095.00","18,873.50","16,095.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"4,011,033.50","3,266,095.00","4,011,033.50","3,266,095.00",0.00,0.00,"992,160.00","300,000.00","992,160.00","300,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0,0,0,0,0,0,0.00,0.00,"1,569,914.86","953,904.15","1,569,914.86","953,904.15",0.00,0.00,"-2,441,118.64","-2,312,190.85","-2,441,118.64","-2,312,190.85",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"577,754.86","653,904.15","577,754.86","653,904.15",0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2015,中国职工发展基金会,269.0
132,南安市芙蓉基金会,0.00,0.00,"13,214,619.52","6,432,836.03","13,214,619.52","6,432,836.03",0.00,0.00,"874,383.93","495,505.05","874,383.93","495,505.05",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"14,089,003.45","7,128,341.08","14,089,003.45","7,128,341.08",0.00,0.00,0.00,"51,934.38",0.00,"51,934.38",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"10,000.00","10,000.00","10,000.00","10,000.00",,,,,,,0.00,0.00,"70,452.70","63,082.32","70,452.70","63,082.32",0.00,0.00,"8,741,354.06","9,203,999.93","8,741,354.06","9,203,999.93",0.00,0.00,"-5,347,649.39","2,075,658.85","-5,347,649.39","2,075,658.85",0.00,0.00,0.00,"200,000.00",0.00,"200,000.00",0.00,0.00,"8,660,901.36","9,078,983.23","8,660,901.36","9,078,983.23",0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2015,南安市芙蓉基金会,827.0
133,天津市老年基金会,0.00,0.00,"1,043,241.50","1,776,877.80","1,043,241.50","1,776,877.80",0.00,0.00,"221,983.25","206,227.51","221,983.25","206,227.51",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,265,584.75","1,983,105.31","1,265,584.75","1,983,105.31",0.00,0.00,"516,500.00","666,009.00","516,500.00","666,009.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"500,000.00","600,000.00","500,000.00","600,000.00",,,,,,,0,0,1503289.7,1660583.72,1503289.7,1660583.72,0.00,0.00,"2,523,619.43","2,932,468.51","2,523,619.43","2,932,468.51",0.00,0.00,"1,258,034.68","949,363.20","1,258,034.68","949,363.20",0.00,0.00,360.00,0.00,360.00,0.00,0.00,0.00,"3,829.73","5,875.79","3,829.73","5,875.79",0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2015,天津市老年基金会,1097.0
134,中国海洋发展基金会,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"34,000,000.00",0.00,"34,000,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0,0,0,0,0,0,0.00,0.00,0.00,"34,000,000.00",0.00,"34,000,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2015,中国海洋发展基金会,4884.0
135,云南东陆教育发展基金会,0.00,"158,000.00","87,000.00","158,000.00","87,000.00",0.00,0.00,0.00,"2,345.00","3,260.00","2,345.00","3,260.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"158,000.00","90,835.50","161,427.88","90,835.50","3,427.88",0.00,"150,000.00",0.00,"150,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,167.88,0.00,167.88,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0,0,0,0,0,0,0.00,"153,840.39",629.39,"153,840.39",629.39,0.00,0.00,"-7,587.49","-90,206.11","-7,587.49","-90,206.11",0.00,0.00,0.00,"1,490.50",0.00,"1,490.50",0.00,0.00,"3,840.39",629.39,"3,840.39",629.39,0.00,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2015,云南东陆教育发展基金会,308.0
136,浙江省舟山中学教育发展基金会,0.00,0.00,"1,591,474.00","1,396,131.00","1,591,474.00","1,396,131.00",0.00,0.00,"12,360.00","4,180.00","12,360.00","4,180.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,603,834.00","1,400,311.00","1,603,834.00","1,400,311.00",0.00,0.00,"480,132.11",0.00,"480,132.11",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0,0,140000,0,140000,0,0.00,0.00,"631,886.25","48,630.84","631,886.25","48,630.84",0.00,0.00,"-971,947.75","-1,351,680.16","-971,947.75","-1,351,680.16",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"11,754.14","48,630.84","11,754.14","48,630.84",0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2015,浙江省舟山中学教育发展基金会,2303.0
137,李可染艺术基金会,0.00,0.00,"4,277,368.54","2,848,441.47","4,277,368.54","2,848,441.47",0.00,0.00,"123,725.80","245,308.11","123,725.80","245,308.11",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"4,378,705.67","2,964,501.02","4,378,705.67","2,964,501.02",0.00,0.00,"3,335,000.00","2,159,520.76","3,335,000.00","2,159,520.76",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"-22,388.67","-129,248.56","-22,388.67","-129,248.56",0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0,0,420221.91,73013.7,420221.91,73013.7,0.00,0.00,"4,111,170.00","2,568,918.16","4,111,170.00","2,568,918.16",0.00,0.00,"-267,535.67","-395,582.86","-267,535.67","-395,582.86",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"39,451.57","95,165.04","39,451.57","95,165.04",0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,"316,496.52","241,218.66","316,496.52","241,218.66",2015,李可染艺术基金会,1798.0
138,福建省龙岩市邱家宗慈善基金会,0.00,0.00,"185,200.00","220,000.00","185,200.00","220,000.00",0.00,0.00,"21,724.20","10,806.50","21,724.20","10,806.50",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"206,924.20","230,806.50","206,924.20","230,806.50",0.00,0.00,"105,827.00","225,580.48","105,827.00","225,580.48",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"105,914.27","225,660.96","105,914.27","225,660.96",0.00,0.00,"-101,009.93","-5,226.02","-101,009.93","-5,226.02",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,87.27,80.48,87.27,80.48,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2015,福建省龙岩市邱家宗慈善基金会,2825.0
139,浙江横店文荣慈善基金会,0.00,0.00,"3,824,800.00","3,973,100.00","3,824,800.00","3,973,100.00",0.00,0.00,"12,415.30","4,699.80","12,415.30","4,699.80",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"3,837,215.30","3,977,799.80","3,837,215.30","3,977,799.80",0.00,0.00,"4,378,300.00","4,324,640.00","4,378,300.00","4,324,640.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0,0,0,0,0,0,0.00,0.00,"4,493,706.57","4,347,277.86","4,493,706.57","4,347,277.86",0.00,0.00,"656,491.27","369,478.06","656,491.27","369,478.06",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"115,406.57","22,637.86","115,406.57","22,637.86",0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2015,浙江横店文荣慈善基金会,2238.0
140,河南省老龄产业发展基金会,"5,000,000.00",0.00,"7,146,288.73","207,640.20","2,146,288.73","207,640.20",0.00,0.00,"64,275.93","39,873.16","64,275.93","39,873.16",0.00,0.00,0.00,0.00,0.00,0.00,"5,000,000.00",0.00,"7,230,235.87","266,603.31","2,230,235.87","266,603.31","5,000,000.00",0.00,"5,074,633.60","151,630.00","74,633.60","151,630.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0,0,0,0,0,0,"5,000,000.00",0.00,"5,074,633.60","151,630.00","74,633.60","151,630.00",0.00,0.00,"-2,153,269.97","-114,973.31","-2,153,269.97","-114,973.31",0.00,0.00,"19,671.21","19,089.95","19,671.21","19,089.95",0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2015,河南省老龄产业发展基金会,2149.0
141,济宁市见义勇为基金会,0.00,0.00,0.00,"186,004.00",0.00,"186,004.00",0.00,0.00,0.00,221.00,0.00,221.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"186,225.00",0.00,"186,225.00",0.00,0.00,0.00,"367,081.42",0.00,"367,081.42",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0,0,0,0,0,0,0.00,0.00,"15,808.70","383,133.17","15,808.70","383,133.17",0.00,0.00,"15,808.70","196,908.17","15,808.70","196,908.17",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"15,808.70","16,051.75","15,808.70","16,051.75",0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2015,济宁市见义勇为基金会,2196.0
