	ricf_oid	ba_cn	fp_yr	cf_doc	cf_soc	cf_srvc	cf_proc	cf_govc	cf_otca	cf_atci	cf_dopc	cf_stpc	cf_psc	cf_otpc	cf_atco	cf_anc	cf_inc	cf_inrc	cf_assc	cf_oc	cf_itci	cf_aspc	cf_invs	cf_oinc	cf_tinc	cf_intc	cf_leca	cf_tfc	cf_tfic	cf_bopc	cf_inpc	cf_ofc	cf_tfoc	cf_nfl	cf_exch	cf_ninc
558	1088	天津市海河文化发展基金会	2015	2,408,282.40	0.00	0.00	0.00	0.00	1,063.12	2,409,345.52	2,428,384.40	206,234.23	0.00	397,391.44	3,032,010.07	-622,664.55	990,000.00	356,400.00	0.00	0.00	1,346,400.00	0.00	0.00	0.00	0.00	1,346,400.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	723,735.45
559	3096	重庆市老年事业发展基金会	2015	5,669,257.95	0.00	0.00	0.00	3,500,000.00	2,191,730.44	11,360,988.39	7,653,724.32	271,094.77	0.00	1,099,615.99	9,024,435.08	2,336,553.31	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2,336,553.31
560	3118	铁岭市公安民警救助基金会	2015	1,892,000.00	0.00	0.00	0.00	0.00	28,131.06	1,920,131.06	1,394,100.00	0.00	0.00	3,125.00	1,397,225.00	522,906.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	522,906.06
561	3955	山东省泰山文化基金会	2015	0.00	0.00	0.00	0.00	0.00	13,915.18	13,915.18	0.00	0.00	0.00	600.00	600.00	13,315.18	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	13,315.18
562	1069	天津市华夏未来文化艺术基金会	2015	2,160,486.64	0.00	4,000,000.00	0.00	5,600,000.00	33,576.70	11,794,063.34	11,298,751.59	105,986.44	0.00	1,267,159.32	12,671,897.35	-877,834.01	-15,243,407.47	0.00	0.00	3,511,189.14	-11,732,218.33	0.00	0.00	0.00	0.00	-11,732,218.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-12,610,052.34
563	3917	天津市和富文化发展基金会	2015	2,023,022.65	0.00	0.00	0.00	0.00	6,647.45	2,029,670.10	100,000.00	31,179.76	353,614.00	1,634,787.69	2,119,581.45	-89,911.35	160,000.00	1,675.36	0.00	0.00	161,675.36	6,579.00	2,900,000.00	0.00	2,906,579.00	-2,744,903.64	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2,834,814.99
564	323	云南宝华福田慈善基金会	2015	86,900.00	0.00	0.00	0.00	0.00	387.71	87,287.71	84,804.50	0.00	0.00	2,408.00	87,212.50	75.21	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	75.21
565	4399	中天爱心慈善基金会	2015	50,224,914.34	0.00	0.00	0.00	0.00	321,166.97	50,546,081.31	10,515,000.00	0.00	0.00	95,277.60	10,610,277.60	39,935,803.71	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	39,935,803.71
566	3010	辽宁省大连海事大学博联助学基金会	2015	819,870.00	0.00	0.00	0.00	0.00	449,728.93	1,269,598.93	270,628.00	0.00	0.00	11,677.35	282,305.35	987,293.58	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	987,293.58
567	2973	贵州省残疾人福利基金会	2015	1,270,000.00	0.00	0.00	0.00	0.00	0.00	1,270,000.00	1,270,000.00	63,777.00	4,810.50	1,188.00	1,339,775.50	-69,775.50	4,600,000.00	92,544.00	0.00	0.00	4,692,544.00	0.00	0.00	0.00	0.00	4,692,544.00	0.00	12,792.65	12,792.65	0.00	0.00	0.00	0.00	12,792.65	0.00	4,635,561.15
568	3237	青岛市教育发展基金会	2015	37,194,133.19	0.00	0.00	0.00	0.00	815,042.55	38,009,175.74	24,830,663.73	0.00	102,945.00	296,551.26	25,230,159.99	12,779,015.75	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
569	324	云南慧邦尼公益基金会	2015	0.00	0.00	0.00	0.00	0.00	200,000.00	200,000.00	143,600.00	19,000.00	0.00	0.00	162,600.00	37,400.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	37,400.00
570	2743	磐安县周大庆体育发展基金会	2015	0.00	0.00	0.00	0.00	0.00	50,141.75	50,141.75	30,000.00	0.00	2,533.00	1,800,000.00	1,832,533.00	-1,782,391.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1,782,391.25
571	1160	宁波华茂教育基金会	2015	4,233,228.00	0.00	0.00	0.00	0.00	88,418.66	4,321,646.66	19,624,431.90	75,594.00	46,446,364.83	33,489,417.47	99,635,808.20	-95,314,161.54	186,000,000.00	8,691,111.30	0.00	0.00	194,691,111.30	5,105,150.00	95,000,000.00	0.00	100,105,150.00	94,585,961.30	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-728,200.24
572	1290	山东省南山老龄事业发展基金会	2015	43,212,720.00	0.00	0.00	0.00	0.00	13,800.14	43,226,520.14	42,680,243.88	107,405.10	114.40	295,338.03	43,083,101.41	143,418.73	0.00	0.00	1,951.60	0.00	1,951.60	0.00	0.00	0.00	0.00	1,951.60	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	145,370.33
573	3238	青岛市残疾人福利基金会	2015	2,054,858.32	0.00	0.00	0.00	0.00	22,146.08	2,077,004.40	1,659,403.48	342,721.44	66,560.95	0.00	2,068,685.87	8,318.53	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8,318.53
574	2967	贵州省孔学堂发展基金会	2015	40,000,000.00	0.00	0.00	0.00	0.00	7,640,674.15	47,640,674.15	6,318,500.00	187,113.51	0.00	611,812.50	7,117,426.01	40,523,248.14	0.00	0.00	0.00	0.00	0.00	21,849.80	0.00	0.00	21,849.80	-21,849.80	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	40,501,398.34
575	199	中国京剧艺术基金会	2015	100,000.00	0.00	0.00	0.00	4,300,000.00	138,780.38	4,538,780.38	0.00	227,175.31	111,202.63	3,707,230.06	4,045,608.00	493,172.38	84,075,912.61	1,173,684.43	0.00	0.00	85,249,597.04	10,343.00	79,579,430.59	0.00	79,589,773.59	5,659,823.45	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6,152,995.83
576	2971	贵州省教育发展基金会	2015	23,932,030.37	0.00	0.00	0.00	0.00	416,646.84	24,348,677.21	26,523,651.94	1,199,960.71	507,265.14	88,046.90	28,318,924.69	-3,970,247.48	16,506,837.60	912,500.00	0.00	0.00	17,419,337.60	0.00	8,724,616.36	0.00	8,724,616.36	8,694,721.24	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4,724,473.76
577	1409	平顶山市人民教育基金会	2015	568,624.10	0.00	0.00	0.00	0.00	248,311.61	816,935.71	880,466.00	0.00	0.00	56,484.53	936,950.53	-120,014.82	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-120,014.82
578	2764	福建宏利基金会	2015	590,000.00	0.00	0.00	0.00	0.00	3,137.94	593,137.94	478,134.60	33,000.00	45,874.56	28,856.06	585,865.22	7,272.72	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7,272.72
579	1060	天津外国语大学教育发展基金会	2015	1,857,511.18	0.00	0.00	0.00	0.00	19,931.75	1,877,442.93	702,000.00	13,200.00	21,381.46	0.00	736,581.46	1,140,861.47	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1,140,861.47
580	2201	浙江中信金通教育基金会	2015	0.00	0.00	0.00	0.00	0.00	11,294.67	11,294.67	0.00	0.00	0.00	633,855.69	633,855.69	-622,561.02	0.00	2,629,874.07	0.00	0.00	2,629,874.07	0.00	1,720,634.46	0.00	1,720,634.46	909,239.61	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	286,678.59
581	1181	宁波市鄞州区正始中学教育发展基金会	2015	216,000.00	0.00	0.00	0.00	0.00	1,454.19	217,454.19	500,100.00	0.00	0.00	2,260.00	502,360.00	-284,905.81	0.00	338,250.00	0.00	0.00	338,250.00	0.00	0.00	0.00	0.00	338,250.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	53,344.19
582	3398	重庆市彭水王应田教育基金会	2015	0.00	0.00	0.00	0.00	0.00	1,202,623.14	1,202,623.14	300,000.00	0.00	0.00	33,950.50	333,950.50	868,672.64	0.00	403,303.72	0.00	0.00	403,303.72	0.00	0.00	0.00	0.00	403,303.72	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1,271,976.36
583	1310	山东英才学院教育发展基金会	2015	6,663,851.00	0.00	0.00	0.00	0.00	8,446.09	6,672,297.09	3,184,523.00	0.00	0.00	4,960.73	3,189,483.73	3,482,813.36	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3,482,813.36
584	1793	曲阜师范大学孔子教育基金会	2015	1,154,876.00	0.00	0.00	0.00	0.00	5,178.89	1,160,054.89	124,300.00	0.00	11,569.00	360.00	136,229.00	1,023,825.89	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1,023,825.89
585	3450	重庆市星星灾害救助基金会	2015	100,000.00	0.00	0.00	0.00	0.00	2,353,000.00	2,453,000.00	172,980.00	0.00	0.00	2,007,648.00	2,180,628.00	272,372.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	664.95	664.95	0.00	0.00	80.00	80.00	584.95	0.00	272,956.95
586	1276	山东墨子基金会	2015	0.00	0.00	0.00	0.00	0.00	104.29	104.29	0.00	0.00	0.00	4,323.50	4,323.50	-4,219.21	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-4,219.21
587	1652	建德市见义勇为基金会	2015	0.00	0.00	0.00	0.00	0.00	781,291.90	781,291.90	311,170.00	17,400.00	0.00	10,692.00	339,262.00	442,029.90	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
588	3232	霞浦县振兴教育基金会	2015	500,000.00	0.00	0.00	0.00	1,300,000.00	878,189.06	2,678,189.06	2,163,500.00	0.00	0.00	120,316.26	2,283,816.26	394,372.80	0.00	0.00	0.00	0.00	0.00	3,199.00	0.00	0.00	3,199.00	-3,199.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	391,173.80
589	294	丽水市莲都区人民教育基金会	2015	168,000.00	0.00	0.00	0.00	0.00	2,264,210.99	2,432,210.99	1,305,906.00	6,000.00	0.00	26,899.50	1,338,805.50	1,093,405.49	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1,093,405.49
590	3137	长春师范大学教育基金会	2015	670,030.00	0.00	0.00	0.00	0.00	457,644.14	1,127,674.14	1,460,000.00	0.00	0.00	17,270.50	1,477,270.50	-349,596.36	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-349,596.36
591	2821	福建省闽商文化发展基金会	2015	200,000.00	0.00	0.00	0.00	0.00	300,611.82	500,611.82	770,385.99	57,726.00	22,668.65	0.00	850,780.64	-350,168.82	128,054.03	0.00	0.00	0.00	128,054.03	10,600.00	0.00	0.00	10,600.00	117,454.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-232,714.79
592	249	中国海油海洋环境与生态保护公益基金会	2015	91,004,200.00	0.00	0.00	0.00	0.00	1,016,102.56	92,020,302.56	112,000,000.00	0.00	0.00	2,261,260.27	114,261,260.27	-22,240,957.71	30,000,000.00	36,086,362.49	0.00	0.00	66,086,362.49	100,620.00	30,000,000.00	0.00	30,100,620.00	35,985,742.49	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	13,744,784.78
593	2752	福州市鼓楼春芽教育基金会	2015	3,648,997.70	0.00	0.00	0.00	0.00	19,805.84	3,668,803.54	807,213.00	0.00	3,095.00	4,800.00	815,108.00	2,853,695.54	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2,853,695.54
594	2086	河南大相国寺慈善基金会	2015	21,785.00	0.00	0.00	0.00	0.00	619.92	22,404.92	28,240.00	39,000.00	0.00	6,882.00	74,122.00	-51,717.08	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
595	4510	云南华人科技公益基金会	2015	68,560.79	0.00	0.00	0.00	0.00	4,077.53	72,638.32	34,000.00	0.00	209,222.00	33.00	243,255.00	-170,616.68	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2,000,000.00	2,000,000.00	0.00	0.00	1,911.20	1,911.20	1,998,088.80	0.00	1,827,472.12
596	1781	晋江市英林中心小学教育基金会	2015	397,800.00	0.00	0.00	0.00	0.00	4,209.61	402,009.61	424,013.00	12,000.00	3,756.00	0.00	439,769.00	-37,759.39	0.00	92,758.13	0.00	0.00	92,758.13	0.00	0.00	0.00	0.00	92,758.13	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	54,998.74
597	3403	重庆市儿童医疗救助基金会	2015	2,078,524.99	0.00	0.00	0.00	3,500,000.00	437,203.50	6,015,728.49	4,371,477.71	256,152.00	63,512.05	83,297.00	4,774,438.76	1,241,289.73	0.00	0.00	25,000.00	0.00	25,000.00	239,856.15	0.00	0.00	239,856.15	-214,856.15	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-1,026,433.58
598	2300	浙江省网易慈善基金会	2015	2,350,000.00	0.00	0.00	0.00	0.00	8,988.33	2,358,988.33	2,580,000.00	0.00	0.00	5,005.00	2,585,005.00	-226,016.67	0.00	0.00	0.00	225,793.06	225,793.06	0.00	0.00	0.00	0.00	225,793.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-223.61
599	4285	晋江市慈善基金会	2015	12,764,710.00	0.00	0.00	0.00	0.00	32,914.33	12,797,624.33	500,000.00	0.00	0.00	36.00	500,036.00	12,297,588.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	12,297,588.33
600	857	南阳油田中小学教师奖励基金会	2015	751,000.00	0.00	0.00	0.00	0.00	21,604.10	772,604.10	893,110.00	0.00	0.00	9,632.10	902,742.10	-130,138.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-130,138.00
601	4194	湖北师范学院教育发展基金会	2015	640,618.65	0.00	0.00	0.00	0.00	7,007.43	647,626.08	0.00	0.00	0.00	460.00	460.00	647,166.08	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	647,166.08
602	3949	武汉市第十二中学教育发展基金会	2015	46,000.00	0.00	0.00	0.00	0.00	129,839.54	175,839.54	100,500.00	12,200.00	0.00	3,072.00	115,772.00	60,067.54	2,150,000.00	0.00	0.00	0.00	2,150,000.00	0.00	0.00	2,300,000.00	2,300,000.00	-150,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
603	2095	河南省丹阳助老基金会	2015	176,600.00	0.00	0.00	0.00	0.00	7,825.72	184,425.72	157,500.00	18,000.00	3,708.72	7,917.00	187,125.72	-2,700.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-2,700.00
604	2697	甘肃省兰州市城关区教育发展基金会	2015	652,347.50	0.00	0.00	0.00	0.00	18,124.21	670,471.71	1,875,300.00	0.00	0.00	82,684.30	1,957,984.30	-1,287,512.59	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	467,291.11	467,291.11	0.00	0.00	0.00	0.00	467,291.11	0.00	-820,221.48
605	251	中国煤矿文化宣传基金会	2015	1,000,000.00	0.00	0.00	0.00	0.00	528,421.54	1,528,421.54	0.00	0.00	941,219.11	28,418.50	969,637.61	558,783.93	7,666,666.67	706,505.35	0.00	0.00	8,373,172.02	0.00	10,000,000.00	0.00	10,000,000.00	-1,626,827.98	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-1,068,044.05
606	1786	晋江市青阳教育发展基金会	2015	28,219,234.00	0.00	0.00	0.00	0.00	3,855,517.94	32,074,751.94	16,009,317.50	6,000.00	162,990.00	0.00	16,178,307.50	15,896,444.44	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	15,896,444.44
607	2997	辽宁光达优抚爱心基金会	2015	1,000.00	0.00	0.00	0.00	0.00	71,732.20	72,732.20	30,000.00	33,830.16	0.00	2,530,352.00	2,594,182.16	-2,521,449.96	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-2,521,449.96
608	861	厦门双十中学教育基金会	2015	1,930,000.00	0.00	0.00	0.00	0.00	9,034,573.48	10,964,573.48	1,537,730.00	0.00	11,729.53	5,287,710.15	6,837,169.68	4,127,403.80	500,000.00	0.00	0.00	0.00	500,000.00	0.00	1,000,000.00	0.00	1,000,000.00	-500,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-872,596.20
609	253	中国生物多样性保护与绿色发展基金会	2015	11,767,441.17	0.00	0.00	0.00	1,200,000.00	444,677.99	13,412,119.16	4,679,710.18	146,930.92	0.00	1,320,332.21	6,146,973.31	7,265,145.85	15,000,000.00	475,520.55	0.00	0.00	15,475,520.55	23,477.00	28,800,000.00	0.00	28,823,477.00	-13,347,956.45	0.00	0.00	0.00	0.00	0.00	1,323.70	1,323.70	-1,323.70	3,351.80	-6,080,782.50
610	1036	国家电网公益基金会	2015	20,200,000.00	0.00	0.00	0.00	0.00	128,333.83	20,328,333.83	15,998,840.00	0.00	0.00	45,000.00	16,043,840.00	4,284,493.83	0.00	7,074,259.30	0.00	0.00	7,074,259.30	0.00	0.00	762,124.14	762,124.14	6,312,135.16	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	10,596,628.99
611	2695	甘肃省世恩慈善基金会	2015	91,600.00	0.00	0.00	0.00	0.00	9,646.53	101,246.53	167,500.00	26,400.00	0.00	53,365.62	247,265.62	-146,019.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-146,019.09
612	3015	辽宁省抚顺市爱心教育基金会	2015	561,100.00	0.00	0.00	0.00	0.00	118,542.26	679,642.26	319,100.00	12,260.00	0.00	90,824.60	422,184.60	257,457.66	0.00	0.00	0.00	0.00	0.00	2,770.00	0.00	0.00	2,770.00	-2,770.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	254,687.66
613	3	万科公益基金会	2015	96,223,190.85	0.00	0.00	0.00	0.00	0.00	96,223,190.85	27,188,645.64	0.00	0.00	170,794.15	27,359,439.79	68,863,751.06	0.00	5,423,562.67	0.00	0.00	5,423,562.67	0.00	79,832,173.13	0.00	79,832,173.13	-74,408,610.46	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-248,414.00	-5,793,273.40
614	2863	聊城市陈光教育基金会	2015	0.00	0.00	0.00	0.00	0.00	358,643.00	358,643.00	245,050.00	0.00	0.00	7,625.00	252,675.00	105,968.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	49,710.00	0.00	0.00	49,710.00	-49,710.00	0.00	56,258.00
615	1861	武汉张培刚发展经济学研究基金会	2015	200,000.00	0.00	0.00	0.00	0.00	662,284.74	862,284.74	930,855.97	60,566.30	28,198.90	15,000.00	1,034,621.17	-172,336.43	4,500,000.00	981,941.09	0.00	0.00	5,481,941.09	0.00	5,500,000.00	0.00	5,500,000.00	-18,058.91	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-190,395.34
616	3102	重庆西南政法大学教育基金会	2015	66,372.15	0.00	0.00	0.00	0.00	9,701.25	76,073.40	578,000.00	15,781.00	8,386.50	26,382.50	628,550.00	-552,476.60	7,000,000.00	378,000.00	0.00	0.00	7,378,000.00	0.00	6,000,000.00	0.00	6,000,000.00	1,378,000.00	0.00	0.00	0.00	0.00	0.00	565.00	565.00	-565.00	0.00	824,958.40
617	863	厦门大学教育发展基金会	2015	370,617,466.95	0.00	0.00	0.00	0.00	739,920.44	371,357,387.39	39,304,691.25	0.00	668.50	4,549,202.58	43,854,562.33	327,502,825.06	0.00	15,672,750.00	0.00	0.00	15,672,750.00	308,700.00	90,000,000.00	0.00	90,308,700.00	-74,635,950.00	0.00	0.00	0.00	0.00	0.00	2,046,457.28	2,046,457.28	-2,046,457.28	0.00	250,820,417.78
618	2742	石狮市蔡辉煌教育基金会	2015	0.00	0.00	0.00	0.00	0.00	804,971.06	804,971.06	543,560.00	12,000.00	501.00	114,865.00	670,926.00	134,045.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	134,045.06
619	3005	辽宁省公益基金会	2015	3,231,740.34	0.00	0.00	0.00	0.00	5,799.10	3,237,539.44	1,573,679.40	79,680.00	0.00	7,642.03	1,661,001.43	1,576,538.01	0.00	0.00	49,442.03	0.00	49,442.03	1,355.00	0.00	0.00	1,355.00	48,087.03	0.00	673,788.71	673,788.71	0.00	0.00	0.00	0.00	673,788.71	0.00	2,298,413.75
620	2276	浙江省富阳市老龄事业发展基金会	2015	0.00	0.00	0.00	0.00	1,120,000.00	0.00	1,120,000.00	309,200.00	49,684.72	104,915.00	0.00	463,799.72	656,200.28	0.00	0.00	0.00	448,626.63	448,626.63	0.00	0.00	0.00	0.00	448,626.63	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1,104,826.91
621	3081	重庆光彩事业基金会	2015	11,810,000.00	0.00	0.00	0.00	0.00	17,553.66	11,827,553.66	10,230,000.00	15,000.00	0.00	159,478.20	10,404,478.20	1,423,075.46	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
622	4025	湖北省望长珍慈善基金会	2015	0.00	0.00	0.00	0.00	0.00	305.45	305.45	2,138,100.00	0.00	1,094.40	173.35	2,139,367.75	-2,139,062.30	100,000.00	7,332.28	0.00	0.00	107,332.28	0.00	0.00	0.00	0.00	107,332.28	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-2,031,730.02
623	4141	中信改革发展研究基金会	2015	290,000.00	0.00	0.00	0.00	0.00	2,078.66	292,078.66	5,460,334.18	0.00	20,000.00	159,719.88	5,640,054.06	-5,347,975.40	14,250,000.00	1,876,583.33	0.00	0.00	16,126,583.33	39,030.00	10,000,000.00	0.00	10,039,030.00	6,087,553.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	739,577.93
624	1078	天津市张君秋艺术基金会	2015	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
625	2766	尚德教育基金会	2015	3,675,000.00	0.00	0.00	0.00	0.00	6,340.12	3,681,340.12	4,183,250.00	377,249.97	59,171.28	1,476,700.00	6,096,371.25	-2,415,031.13	41,070,308.00	2,619,774.89	0.00	0.00	43,690,082.89	0.00	2,003,690.00	0.00	2,003,690.00	41,686,392.89	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	39,271,361.76
626	2294	浙江省理想慈善基金会	2015	476,633.85	0.00	0.00	0.00	0.00	454.51	477,088.36	342,400.00	0.00	0.00	64,554.28	406,954.28	70,134.08	0.00	3,723.29	0.00	0.00	3,723.29	0.00	0.00	0.00	0.00	3,723.29	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	73,857.37
627	6264	中华慈善总会	2015	249,168,949.48	198,000.00	0.00	0.00	1,000,000.00	8,501,972.89	258,868,922.37	237,788,509.84	6,979,403.64	0.00	5,551,977.55	250,319,891.03	8,549,031.34	931,000,000.00	5,827,585.33	0.00	0.00	936,827,585.33	778,687.00	970,000,000.00	0.00	970,778,687.00	-33,951,101.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-25,402,070.33
628	1107	天津广播电视大学教育发展基金会	2015	20,000.00	0.00	0.00	0.00	0.00	6,972.74	26,972.74	0.00	0.00	0.00	0.00	0.00	26,972.74	0.00	12,509.77	0.00	0.00	12,509.77	0.00	200,000.00	1,900,000.00	2,100,000.00	-2,087,490.23	0.00	0.00	0.00	0.00	0.00	45.00	45.00	-45.00	0.00	-2,302,794.67
629	2690	甘肃妇女儿童发展基金会	2015	13,566,955.23	0.00	0.00	0.00	0.00	36,147.17	13,603,102.40	18,671,922.99	4,800.00	0.00	30,635.80	18,707,358.79	-5,104,256.39	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-5,104,916.39
630	946	周培源基金会	2015	824,961.50	0.00	217,520.01	0.00	0.00	1,820.94	1,044,302.45	0.00	58,949.13	0.00	415,659.24	474,608.37	569,694.08	6,181,600.00	449,235.54	0.00	0.00	6,630,835.54	3,718.00	7,400,000.00	0.00	7,403,718.00	-772,882.46	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-203,188.38
