Unnamed: 0	ba_cn	fp_agas_begin	fp_agas_end	fp_agd_begin	fp_agd_end	fp_asto_begin	fp_asto_end	fp_clas_begin	fp_clas_end	fp_csh_begin	fp_csh_end	fp_deex_begin	fp_deex_end	fp_det_begin	fp_det_end	fp_fias_begin	fp_fias_end	fp_fide_begin	fp_fide_end	fp_fifx_begin	fp_fifx_end	fp_fior_begin	fp_fior_end	fp_fito_begin	fp_fito_end	fp_flde_begin	fp_flde_end	fp_fra_begin	fp_fra_end	fp_inbu_begin	fp_inbu_end	fp_ldto_begin	fp_ldto_end	fp_lims_begin	fp_lims_end	fp_lobo_begin	fp_lobo_end	fp_lode_begin	fp_lode_end	fp_lopa_begin	fp_lopa_end	fp_lost_begin	fp_lost_end	fp_loto_begin	fp_loto_end	fp_noas_begin	fp_noas_end	fp_ntt_begin	fp_ntt_end	fp_ode_begin	fp_ode_end	fp_onin_begin	fp_onin_end	fp_otde_begin	fp_otde_end	fp_otfl_begin	fp_otfl_end	fp_otld_begin	fp_otld_end	fp_prde_begin	fp_prde_end	fp_prex_begin	fp_prex_end	fp_prp_begin	fp_prp_end	fp_rec_begin	fp_rec_end	fp_rm_begin	fp_rm_end	fp_shbo_begin	fp_shbo_end	fp_shpa_begin	fp_shpa_end	fp_shsa_begin	fp_shsa_end	fp_shta_begin	fp_shta_end	fp_sti_begin	fp_sti_end	fp_tofl_begin	fp_tofl_end	fp_tt_begin	fp_tt_end	fp_unls_begin	fp_unls_end	fp_yr	ricf_oid
3807	攀枝花市教育基金会		0.00		0.00		6,243,461.11		0.00		6,042,939.31		0.00		0.00		200,521.80		3,554.20		0.00		204,076.00		200,521.80		0.00				0.00		0.00		200,000.00		0.00		0.00		0.00		0.00		0.00		0.00		6,243,461.11		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00				0.00		0.00		0.00		0.00		0.00		6,042,939.31		6,243,461.11		6,043,461.11	2015	4495
3808	上海盈浦社区基金会	0	0	0.0	0.0	0.0	5002085.56	0.0	0.0	0.0	4992072.56	0.0	0.0	0.0	0.0	0.0	10013.0	0.0	0.0	0	0	0.0	10013.0	0.0	10013.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5002085.56	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5002085.56	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4992072.56	0.0	5002085.56	0.0	5002085.56	2015	4488
3809	北京润生农村发展公益基金会		0.00		0.00		7,902,536.59		0.00		6,411,484.49		420,484.65		11,862.95		7,990.00		0.00		0.00		7,990.00		7,990.00		11,862.95				0.00		0.00		6,000,000.00		0.00		0.00		0.00		0.00		0.00		0.00		7,890,476.51		0.00		0.00		0.00		0.00		0.00		0.00		0.00		880,590.70		181,986.75				0.00		8,860.81		0.00		3,002.14		0.00		7,894,546.59		7,902,339.46		1,890,476.51	2015	4489
3810	上海天鹭金盾基金会	0	0	0.0	0.0	0.0	2004128.93	0.0	0.0	0.0	2004128.93	0.0	0.0	0.0	800.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	800.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2003328.93	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2003328.93	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	800.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2004128.93	0.0	2004128.93	0.0	2003328.93	2015	4490
3811	上海游族公益基金会	0	0	0.0	0.0	0.0	3052211.12	0.0	0.0	0.0	3052211.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3052211.12	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3052211.12	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3052211.12	0.0	3052211.12	0.0	3052211.12	2015	4496
3812	北京十方缘公益基金会		0.00		0.00		2,228,526.17		0.00		2,228,526.17		0.00		200,000.00		0.00		0.00		0.00		0.00		0.00		200,000.00				0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		2,028,526.17		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00				0.00		0.00		0.00		0.00		0.00		2,228,526.17		2,228,526.17		2,028,526.17	2015	4501
3813	上海慧佳慈善基金会	0	0	0.0	0.0	0.0	23536442.8	0.0	0.0	0.0	468752.8	0.0	0.0	0.0	21516635.9	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	21516635.9	0.0	21514435.13	0.0	0.0	0.0	0.0	0.0	2019806.9	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2019806.9	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2200.77	0.0	23067690.0	0.0	23536442.8	0.0	23536442.8	0.0	2019806.9	2015	4497
3814	上海随手公益基金会	0	0	0.0	0.0	0.0	2331862.53	0.0	0.0	0.0	529346.13	0.0	1500.0	0.0	25703.6	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	25703.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2153342.17	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2306158.93	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	208602.18	0.0	11750.0	0.0	80664.22	0.0	0.0	0.0	9203.6	0.0	16401.0	0.0	99.0	0.0	1500000.0	0.0	2331862.53	0.0	2331862.53	0.0	2153342.17	2015	4498
3815	石狮市蔡辉煌教育基金会	0	0	0	0	2,381,019.25	2,393,329.75	0	0	2,063,121.93	2,197,166.99	118,079.55	20,725.65	300,000	300,000	199,817.77	175,437.11	58,170.71	82,551.37	0	0	257,988.48	257,988.48	199,817.77	175,437.11	300,000	300,000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2,081,019.25	2,093,329.75	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	300,000	300,000	0	0	0	0	0	0	2,181,201.48	2,217,892.64	2,381,019.25	2,393,329.75	2,081,019.25	2,093,329.75	2015	2742
3816	北京远程光明公益基金会		0.00		0.00		1,331,931.16		0.00		1,331,931.16		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00				0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		1,331,931.16		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00				0.00		0.00		0.00		0.00		0.00		1,331,931.16		1,331,931.16		1,331,931.16	2015	4491
3817	上海宏信公益基金会	0	0	0.0	0.0	0.0	2039172.59	0.0	0.0	0.0	2039172.59	0.0	0.0	0.0	18600.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	18600.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2020572.59	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2020572.59	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18600.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2039172.59	0.0	2039172.59	0.0	2020572.59	2015	4509
3818	辽宁省光复眼病防治基金会	0	0	0	0	0	17,750,444.8	0	0	0	17,747,444.8	0	0	0	103.2	0	0	0	0	0	0	0	0	0	0	0	103.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17,750,341.6	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	3,000	0	0	0	0	0	103.2	0	0	0	0	0	0	0	17,750,444.8	0	17,750,444.8	0	17,750,341.6	2015	4499
3819	厦门市泉水慈善基金会		0.00		0.00		2,909,537.96		0.00		2,132,161.40		0.00		39,720.75		3,867.51		332.49		0.00		4,200.00		3,867.51		39,720.75				0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		2,869,817.21		0.00		0.00		0.00		0.00		0.00		0.00		39,499.00		0.00		1,803.05				0.00		0.00		0.00		221.75		0.00		2,905,670.45		2,909,537.96		2,869,817.21	2015	4506
3820	广东省梅州市大埔县客家文化生态保护基金会		0.00		0.00		4,103,017.59		0.00		4,077,263.09		0.00		0.00		25,754.50		1,485.50		0.00		27,240.00		25,754.50		0.00				0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		4,103,017.59		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00				0.00		0.00		0.00		0.00		0.00		4,077,263.09		4,103,017.59		4,103,017.59	2015	4418
3821	重庆市江津区教育基金会	0	0	0	0	0	2,424,403.46	0	0	0	2,424,403.46	0	0	0	66,074.8	0	0	0	0	0	0	0	0	0	0	0	66,074.8	0	0	0	0	0	0	0	110,000	0	0	0	0	0	0	0	0	0	0	0	0	0	2,358,328.66	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40,274.8	0	25,800	0	0	0	0	0	2,424,403.46	0	2,424,403.46	0	2,248,328.66	2015	4502
3822	云南华人科技公益基金会	0	0	0	0	0	1,953,611.12	0	0	0	1,827,472.12	0	0	0	2,987	0	0	0	0	0	0	0	0	0	0	0	2,987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,950,624.12	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	123,152	0	0	0	2,987	0	0	0	2,987	0	0	0	0	0	0	0	1,953,611.12	0	1,953,611.12	0	1,950,624.12	2015	4510
3823	中国互联网发展基金会	0	0	0	0	0	255,861,142.96	0	0	0	104,769,825.26	0	317,424.63	0	421,170.15	0	262,537.47	0	22,431.53	0	0	0	284,969	0	262,537.47	0	421,170.15	0	0	0	0	0	0	0	2,115,000	0	0	0	0	0	0	0	0	0	0	0	20,125	0	255,439,972.81	0	0	0	0	0	0	0	0	0.0	0	0	0	0	30,000	0	0	0	450,780.6	0	40,450	0	0	0	94,969.25	0	79,661.22	0	216,539.68	0	150,000,000	0	255,578,480.49	0	255,861,142.96	0	253,324,972.81	2015	4475
3824	石狮市蔡友玉教育基金会	0	0	0	0	4,018,819.17	3,345,349.92	0	0	3,992,025.34	3,313,358.1	0	0	22,500	22,500	6,923.83	12,121.82	122,773.17	124,689.18	0	0	129,697	136,811	15,243.83	20,441.82	22,500	22,500	0	0	8,320	8,320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3,996,319.17	3,322,849.92	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	11,550	11,550	0	0	0	0	22,500	22,500	0	0	0	0	0	0	4,003,575.34	3,324,908.1	4,018,819.17	3,345,349.92	3,996,319.17	3,322,849.92	2015	2740
3825	黑龙江省聚善贫困救助基金会																																																																																					2015	4511
3826	内蒙古社会扶贫基金会		0.00		0.00		10,663,815.28		0.00		10,662,815.28		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00				0.00		0.00		6,000,000.00		0.00		0.00		0.00		0.00		0.00		0.00		10,663,815.28		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		1,000.00				0.00		0.00		0.00		0.00		0.00		10,663,815.28		10,663,815.28		4,663,815.28	2015	4519
3827	浙江省阳光圆梦基金会		0.00		0.00		3,631,874.50		0.00		2,131,874.50		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00				0.00		0.00		1,626,081.95		0.00		0.00		0.00		1,500,000.00		1,500,000.00		0.00		3,631,874.50		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00				0.00		0.00		0.00		0.00		0.00		2,131,874.50		3,631,874.50		2,005,792.55	2015	4492
3828	山西省信林公益基金会		0.00		0.00		2,021,572.37		0.00		2,021,572.37		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00				0.00		0.00		1,800,000.00		0.00		0.00		0.00		0.00		0.00		0.00		2,021,572.37		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00				0.00		0.00		0.00		0.00		0.00		2,021,572.37		2,021,572.37		221,572.37	2015	4512
3829	山东省鲁东大学教育发展基金会	0	0	0	0	0	7,473,875.54	0	0	0	1,973,875.54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164,750	0	0	0	0	0	0	0	0	0	0	0	0	0	7,473,875.54	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	5,500,000	0	0	0	0	0	0	0	0	0	0	0	0	0	7,473,875.54	0	7,473,875.54	0	7,309,125.54	2015	4516
3830	威海市文登仁济基金会		0.00		0.00		98,790,181.79		0.00		3,790,181.79		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00				0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		98,790,181.79		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00				0.00		0.00		0.00		0.00		95,000,000.00		98,790,181.79		98,790,181.79		98,790,181.79	2015	4503
3831	杭州市富阳区关瑞慈善基金会		0.00		0.00		1,855,206.91		0.00		855,206.91		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00				0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		1,855,206.91		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00				0.00		0.00		0.00		0.00		1,000,000.00		1,855,206.91		1,855,206.91		1,855,206.91	2015	4521
3832	无锡市滨湖区横山慈善基金会		0.00		0.00		2,060,456.00		0.00		60,456.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00				0.00		0.00		2,030,000.00		0.00		0.00		0.00		0.00		0.00		0.00		2,060,456.00		0.00		0.00		0.00		2,000,000.00		0.00		0.00		0.00		0.00		0.00				0.00		0.00		0.00		0.00		0.00		2,060,456.00		2,060,456.00		30,456.00	2015	4517
3833	深圳市深装总公益基金会		0.00		0.00		2,979,285.75		0.00		1,656,785.75		0.00		2,002,100.35		0.00		0.00		0.00		0.00		1,292,500.00		2,002,100.35				1,292,500.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		977,185.40		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		30,000.00				0.00		2,002,100.00		0.00		0.00		0.00		1,686,785.75		2,979,285.75		977,185.40	2015	4528
3834	深圳市艾比森公益基金会		0.00		0.00		2,116,938.47		0.00		2,116,938.47		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00				0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		2,116,938.47		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00				0.00		0.00		0.00		0.00		0.00		2,116,938.47		2,116,938.47		2,116,938.47	2015	4522
3835	寿宁县教育发展基金会	0	0	0	0	22,349,547.45	24,128,382.51	0	0	7,087,899.45	11,593,113.87	0	0	1,040,000	870,000	261,648	235,268.64	1,880	28,259.36	0	0	263,528	263,528	261,648	235,268.64	1,040,000	870,000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21,309,547.45	23,258,382.51	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	15,000,000	12,300,000	0	0	0	0	1,040,000	870,000	0	0	0	0	0	0	22,087,899.45	23,893,113.87	22,349,547.45	24,128,382.51	21,309,547.45	23,258,382.51	2015	1269
3836	中山市西区长洲老人协会福利基金会																																																																																					2015	4513
3837	常州温康纳公益基金会		0.00		0.00		1,876,201.00		0.00		1,876,201.00		0.00		2,401.00		0.00		0.00		0.00		0.00		0.00		2,401.00				0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		1,873,800.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00				0.00		2,401.00		0.00		0.00		0.00		1,876,201.00		1,876,201.00		1,873,800.00	2015	4500
3838	连云港中医药高等职业技术学校教育发展基金会		0.00		0.00		2,003,858.28		0.00		2,003,858.28		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00				0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		2,003,858.28		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00				0.00		0.00		0.00		0.00		0.00		2,003,858.28		2,003,858.28		2,003,858.28	2015	4507
3839	淮安鸿升博爱基金会																																																																																					2015	4514
3840	响水县美德基金会																																																																																					2015	4487
3841	内蒙古体育发展基金会		0.00		0.00		16,652,963.97		0.00		16,560,056.19		5,220.04		50.86		77,854.40		1,655.60		0.00		79,510.00		77,854.40		50.86				0.00		0.00		10,000,000.00		0.00		0.00		0.00		0.00		0.00		9,833.34		16,652,913.11		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00				0.00		0.00		0.00		50.86		0.00		16,565,276.23		16,652,963.97		6,652,913.11	2015	4523
3842	柘荣县第一中学教育发展基金会		0.00		0.00		3,061,696.92		0.00		3,057,196.92		0.00		0.00		4,500.00		0.00		0.00		4,500.00		4,500.00		0.00				0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		3,061,696.92		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00				0.00		0.00		0.00		0.00		0.00		3,057,196.92		3,061,696.92		3,061,696.92	2015	4524
3843	南京市建邺区新城教育基金会																																																																																					2015	4515
3844	潮州市韩愈教育发展基金会																																																																																					2015	4531
3845	武平县蓝启林慈善教育基金会		0.00		0.00		5,878,963.04		0.00		238,963.04		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00				0.00		0.00		0.00		0.00		0.00		0.00		450,000.00		450,000.00		0.00		5,878,963.04		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		5,190,000.00				0.00		0.00		0.00		0.00		0.00		5,428,963.04		5,878,963.04		5,878,963.04	2015	1849
3846	潮州文化公益基金会																																																																																					2015	4532
3847	北京向往助老公益基金会		0.00		0.00		2,990,930.14		0.00		1,290,930.14		0.00		6,950.00		0.00		0.00		0.00		0.00		0.00		6,950.00				0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		2,983,980.14		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		1,700,000.00				0.00		6,950.00		0.00		0.00		0.00		2,990,930.14		2,990,930.14		2,983,980.14	2015	4518
3848	大连市天巳教育基金会																																																																																					2015	4533
3849	四川省惠民慈善基金会		0.00		0.00		1,079,693.01		0.00		1,079,693.01		0.00		12,137.80		0.00		0.00		0.00		0.00		0.00		12,137.80				0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		1,067,555.21		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00				0.00		12,137.80		0.00		0.00		0.00		1,079,693.01		1,079,693.01		1,067,555.21	2015	4541
3850	云南吴征镒科学基金会	0	0	0	0	0	2,329,305.53	0	0	0	329,305.53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2,329,305.53	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2,000,000	0	2,329,305.53	0	2,329,305.53	0	2,329,305.53	2015	4536
3851	兰州市教育发展基金会	0	0	0	0	15,052,948.14	18,051,967.44	0	0	15,052,948.14	18,051,967.44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15,052,948.14	18,051,967.44	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15,052,948.14	18,051,967.44	15,052,948.14	18,051,967.44	15,052,948.14	18,051,967.44	2015	4306
3852	甘肃陈玉福教育基金会																																																																																					2015	4485
3853	甘肃美慈教育基金会	0	0	0	0	0	2,005,210.84	0	0	0	2,005,210.84	0	0	0	15,000	0	0	0	0	0	0	0	0	0	0	0	15,000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,990,210.84	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15,000	0	0	0	0	0	0	0	2,005,210.84	0	2,005,210.84	0	1,990,210.84	2015	4423
3854	甘肃吉瑞公益基金会	0	0	0	0	0	1,906,084.65	0	0	0	1,906,084.65	0	0	0	1,168	0	0	0	0	0	0	0	0	0	0	0	1,168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,904,916.65	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,168	0	0	0	0	0	0	0	1,906,084.65	0	1,906,084.65	0	1,904,916.65	2015	4482
3855	北京市思诚朝阳门社区基金会		0.00		0.00		4,056,493.99		0.00		4,053,673.99		0.00		4,782.37		0.00		0.00		0.00		0.00		0.00		4,782.37				0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		4,084,017.92		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		2,820.00				0.00		0.00		0.00		4,782.37		0.00		4,056,493.99		4,088,800.29		4,084,017.92	2015	4546
3856	厦门大学教育发展基金会	0	0	0	0	356,871,138.95	697,758,395.18	0	0	4,921,735.84	255,742,153.62	0	0	32,795.72	56,960.72	240,703.11	336,441.56	962,812.4	1,175,773.95	0	0	1,203,515.51	1,512,215.51	240,703.11	336,441.56	32,795.72	56,960.72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	356,838,343.23	697,701,434.46	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	56,708,700	56,679,800	0	0	0	0	32,795.72	56,960.72	0	0	0	0	295,000,000	385,000,000	356,630,435.84	697,421,953.62	356,871,138.95	697,758,395.18	356,838,343.23	697,701,434.46	2015	863
3857	重庆市沙坪坝区教育发展基金会	0	0	0	0	0	23,482,893.14	0	0	0	23,476,793.14	0	0	0	1,506,500	0	6,100	0	0	0	0	0	6,100	0	6,100	0	1,506,500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21,976,393.14	0	0	0	0	0	1,506,500	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23,476,793.14	0	23,482,893.14	0	21,976,393.14	2015	4374
3858	重庆基石教育基金会	0	0	0	0	0	18,428,702.48	0	0	0	18,428,702.48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18,428,702.48	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18,428,702.48	0	18,428,702.48	0	18,428,702.48	2015	4504
3859	重庆市前进公益基金会	0	0	0	0	2,000,000	1,752,888	0	0	2,000,000	1,752,888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2,000,000	1,752,888	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2,000,000	1,752,888	2,000,000	1,752,888	2,000,000	1,752,888	2015	4291
3860	重庆市大足区教育发展基金会	0	0	0	0	6,825,926.51	11,045,191.96	0	0	6,825,926.51	2,545,191.96	0	0	1,000,000	37,000	0	0	0	3,010	0	0	0	3,010	0	0	1,000,000	37,000	0	0	0	0	0	0	541,500	1,363,919	0	0	0	0	0	0	0	0	0	0	0	0	5,825,926.51	11,008,191.96	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	1,000,000	0	0	37,000	0	0	0	0	0	8,500,000	6,825,926.51	11,045,191.96	6,825,926.51	11,045,191.96	5,284,426.51	9,644,272.96	2015	4227
3861	重庆德勤公益基金会	0	0	0	0	0	1,846,186.47	0	0	0	1,846,186.47	0	0	0	18,939.04	0	0	0	0	0	0	0	0	0	0	0	18,939.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,827,247.43	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9,305.41	0	7,000	0	2,633.63	0	0	0	1,846,186.47	0	1,846,186.47	0	1,827,247.43	2015	4542
3862	重庆市合川区教育基金会	0	0	0	0	2,070,995.51	2,816,532.37	0	0	2,070,995.51	773,272.37	0	0	200	200	0	0	0	0	0	0	0	0	0	0	200	200	0	0	0	0	0	0	2,000,000	2,000,000	0	0	0	0	0	0	0	0	0	0	0	0	2,070,795.51	2,816,332.37	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	43,260	0	0	0	0	200	200	0	0	0	0	0	2,000,000	2,070,995.51	2,816,532.37	2,070,995.51	2,816,532.37	70,795.51	816,332.37	2015	4262
3863	宣威市西宁街道留守儿童基金会																																																																																					2015	4527
3864	鲁甸关强公益基金会																																																																																					2015	4520
3865	大理市喜洲教育基金会																																																																																					2015	4479
3866	厦门第一中学教育基金会		0.00		0.00		20,057,605.01		0.00		19,978,433.02		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00				0.00		0.00		1,881,570.04		0.00		0.00		0.00		0.00		0.00		0.00		20,057,605.01		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		79,171.99				0.00		0.00		0.00		0.00		0.00		20,057,605.01		20,057,605.01		18,176,034.97	2015	878
3867	苏州国际外语学校教育基金会		0.00		0.00		3,735,010.50		0.00		3,735,010.50		0.00		225,855.00		0.00		0.00		0.00		0.00		0.00		225,855.00				0.00		0.00		1,512,863.00		0.00		0.00		0.00		0.00		0.00		0.00		3,509,155.50		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00				0.00		225,855.00		0.00		0.00		0.00		3,735,010.50		3,735,010.50		1,996,292.50	2015	4547
3868	慈溪中学教育基金会		0.00		0.00		2,009,574.88		0.00		2,009,574.88		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00				0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		2,009,574.88		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00				0.00		0.00		0.00		0.00		0.00		2,009,574.88		2,009,574.88		2,009,574.88	2015	4543
3869	上海张涤生整形外科发展基金会	0	0	0.0	0.0	0.0	2200326.26	0.0	0.0	0.0	2200326.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2200326.26	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2200326.26	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2200326.26	0.0	2200326.26	0.0	2200326.26	2015	4555
