Unnamed: 0	ricf_oid	ba_cn	fp_yr	fp_csh_begin	fp_sti_begin	fp_rec_begin	fp_prp_begin	fp_rm_begin	fp_deex_begin	fp_onin_begin	fp_otfl_begin	fp_tofl_begin	fp_lost_begin	fp_lode_begin	fp_loto_begin	fp_fior_begin	fp_fide_begin	fp_fias_begin	fp_inbu_begin	fp_clas_begin	fp_fifx_begin	fp_fito_begin	fp_noas_begin	fp_agas_begin	fp_asto_begin	fp_shbo_begin	fp_shpa_begin	fp_shsa_begin	fp_shta_begin	fp_fra_begin	fp_prex_begin	fp_prde_begin	fp_ode_begin	fp_otde_begin	fp_flde_begin	fp_lobo_begin	fp_lopa_begin	fp_otld_begin	fp_ldto_begin	fp_agd_begin	fp_det_begin	fp_unls_begin	fp_lims_begin	fp_ntt_begin	fp_tt_begin	fp_csh_end	fp_sti_end	fp_rec_end	fp_prp_end	fp_rm_end	fp_deex_end	fp_onin_end	fp_otfl_end	fp_tofl_end	fp_lost_end	fp_lode_end	fp_loto_end	fp_fior_end	fp_fide_end	fp_fias_end	fp_inbu_end	fp_clas_end	fp_fifx_end	fp_fito_end	fp_noas_end	fp_agas_end	fp_asto_end	fp_shbo_end	fp_shpa_end	fp_shsa_end	fp_shta_end	fp_fra_end	fp_prex_end	fp_prde_end	fp_ode_end	fp_otde_end	fp_flde_end	fp_lobo_end	fp_lopa_end	fp_otld_end	fp_ldto_end	fp_agd_end	fp_det_end	fp_unls_end	fp_lims_end	fp_ntt_end	fp_tt_end
1397	2083	河南交通职业技术学院教育发展基金会	2016	4,807,305.92	0.00	0.00	0.00 	0.00	0.00	0.00	0.00	4,807,305.92	0.00	0.00	0.00	19,000.00	5,515.29	13,484.71	0.00	0.00	0.00	13,484.71	0.00	0.00	4,820,790.63	0.00	304,580.00	0.00	0.00	26,000.00	0.00	0.00	0.00	0.00	330,580.00	0.00	0.00	0.00	0.00	0.00	330,580.00	4,490,210.63	4,490,210.63	4,490,210.63	4,820,790.63	6,027,962.44	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6,027,962.44	0.00	0.00	0.00	13,484.71	6,016.68	7,468.03	0.00	0.00	0.00	7,468.03	0.00	0.00	6,035,430.47	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2,000,000.00	0.00	0.00	0.00	0.00	0.00	2,000,000.00	4,035,430.47	4,035,430.47	4,035,430.47	6,035,430.47
1398	209	中国光彩事业基金会	2016	247,723,884.93	0.00	28,312.78	0.00 	0.00	0.00	0.00	0.00	247,752,197.71	0.00	0.00	0.00	501,684.85	203,955.11	297,729.74	0.00	0.00	0.00	297,729.74	0.00	0.00	248,049,927.45	0.00	923,232.02	0.00	1,185.84	0.00	0.00	0.00	0.00	0.00	924,417.86	0.00	0.00	0.00	0.00	0.00	924,417.86	49,914,265.68	49,914,265.68	247,125,509.59	248,049,927.45	261,665,955.25	0.00	56,484.00	0.00	0.00	0.00	0.00	0.00	261,722,439.25	0.00	0.00	0.00	535,094.85	259,667.97	275,426.88	0.00	0.00	0.00	275,426.88	0.00	0.00	261,997,866.13	0.00	21,004,909.48	0.00	9,243.05	0.00	0.00	0.00	0.00	0.00	21,014,152.53	0.00	0.00	0.00	0.00	0.00	21,014,152.53	49,653,760.66	49,653,760.66	240,983,713.60	261,997,866.13
1399	449	内蒙古自治区青少年发展基金会	2016	28,265,176.11	79,300.00	5,006,679.63	0.00 	50,000.00	0.00	0.00	0.00	33,401,155.74	200,000.00	0.00	200,000.00	1,008,444.50	512,043.90	496,400.60	0.00	0.00	0.00	496,400.60	0.00	0.00	34,097,556.34	0.00	21,048.40	0.00	1,911.30	0.00	0.00	0.00	0.00	0.00	22,959.70	0.00	0.00	0.00	0.00	0.00	22,959.70	11,499,253.00	11,499,253.00	34,074,596.64	34,097,556.34	23,191,000.85	79,300.00	5,149,674.79	0.00	50,000.00	0.00	0.00	0.00	28,469,975.64	200,000.00	0.00	200,000.00	1,008,444.50	558,139.86	450,304.64	0.00	0.00	0.00	450,304.64	0.00	0.00	29,120,280.28	0.00	23,194.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00	23,194.06	0.00	0.00	0.00	0.00	0.00	23,194.06	11,685,044.66	11,685,044.66	29,097,086.22	29,120,280.28
1400	3868	广西溢达杨元龙教育基金会	2016	2,013,011.50	0.00	0.00	0.00 	0.00	0.00	0.00	0.00	2,013,011.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2,013,011.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1,899,018.50	1,899,018.50	2,013,011.50	2,013,011.50	2,021,936.00	0.00	65,000.00	0.00	0.00	0.00	0.00	0.00	2,086,936.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2,086,936.00	0.00	0.00	0.00	0.00	0.00	90,706.20	0.00	0.00	0.00	90,706.20	0.00	0.00	0.00	0.00	0.00	90,706.20	1,996,229.80	1,996,229.80	1,996,229.80	2,086,936.00
1401	3942	重庆心之海慈善基金会	2016	20,516.98	0.00	2,006,000.00	0.00 	0.00	0.00	0.00	0.00	2,026,516.98	0.00	0.00	0.00	3,000.00	950.04	2,049.96	0.00	0.00	0.00	2,049.96	0.00	0.00	2,028,566.94	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2,028,566.94	2,028,566.94	2,028,566.94	2,028,566.94	11,172.37	0.00	2,006,000.00	0.00	0.00	0.00	0.00	0.00	2,017,172.37	0.00	0.00	0.00	4,230.00	2,192.22	2,037.78	0.00	0.00	0.00	2,037.78	0.00	0.00	2,019,210.15	0.00	1,400.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1,400.00	0.00	0.00	0.00	0.00	0.00	1,400.00	2,017,810.15	2,017,810.15	2,017,810.15	2,019,210.15
1402	3649	河南省阳光文化发展基金会	2016	77,176.27	0.00	0.00	300,000.00 	0.00	0.00	0.00	0.00	377,176.27	1,600,000.00	0.00	1,600,000.00	59,600.00	30,854.58	28,745.42	0.00	0.00	0.00	28,745.42	2,425.00	0.00	2,008,346.69	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2,008,346.69	2,008,346.69	2,008,346.69	2,008,346.69	72,607.90	0.00	0.00	300,000.00	0.00	0.00	0.00	0.00	372,607.90	1,600,000.00	0.00	1,600,000.00	59,600.00	32,978.45	26,621.55	0.00	0.00	0.00	26,621.55	2,125.00	0.00	2,001,354.45	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.01	2,001,354.44	2,001,354.44	2,001,354.44	2,001,354.45
1403	402	兰州理工大学教育发展基金会	2016	5,896,446.66	0.00	0.00	0.00 	0.00	0.00	0.00	0.00	5,896,446.66	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5,896,446.66	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5,896,446.66	5,896,446.66	5,896,446.66	5,896,446.66	5,835,682.73	0.00	5,000.00	0.00	0.00	0.00	0.00	0.00	5,840,682.73	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5,840,682.73	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5,840,682.73	5,840,682.73	5,840,682.73	5,840,682.73
1404	2482	温州市优秀历史文化保护发展基金会	2016	5,360,962.12	0.00	107,252.05	0.00 	549.00	0.00	0.00	0.00	5,468,763.17	0.00	0.00	0.00	46,944.00	44,596.00	2,348.00	0.00	0.00	0.00	2,348.00	0.00	0.00	5,471,111.17	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1,011,111.17	1,011,111.17	5,471,111.17	5,471,111.17	4,304,593.64	0.00	53,313.15	0.00	549.00	0.00	0.00	0.00	4,358,455.79	0.00	0.00	0.00	46,944.00	44,596.00	2,348.00	0.00	0.00	0.00	2,348.00	0.00	0.00	4,360,803.79	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1,015,803.79	1,015,803.79	4,360,803.79	4,360,803.79
1405	2040	河北华耐同心公益基金会	2016	288,137.70	4,600,000.00	0.00	0.00 	0.00	0.00	0.00	0.00	4,888,137.70	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4,888,137.70	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4,888,137.70	4,888,137.70	4,888,137.70	4,888,137.70	198,295.94	4,200,000.00	0.00	0.00	0.00	0.00	0.00	0.00	4,398,295.94	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4,398,295.94	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4,398,295.94	4,398,295.94	4,398,295.94	4,398,295.94
1406	318	云南国际文化交流基金会	2016	1,920.10	0.00	4,000,000.00	0.00 	0.00	0.00	0.00	0.00	4,001,920.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4,001,920.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4,001,920.10	4,001,920.10	4,001,920.10	4,001,920.10	1,467.10	0.00	4,000,000.00	0.00	0.00	0.00	0.00	0.00	4,001,467.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4,001,467.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4,001,467.10	4,001,467.10	4,001,467.10	4,001,467.10
1407	295	乌兰夫基金会	2016	10,479,730.69	0.00	4,597,285.59	0.00 	0.00	0.00	0.00	0.00	15,077,016.28	102,747,862.50	0.00	183,809,462.50	2,409,768.00	593,532.70	1,816,235.30	0.00	0.00	0.00	1,816,235.30	0.00	0.00	200,702,714.08	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	200,702,714.08	200,702,714.08	200,702,714.08	200,702,714.08	15,855,578.03	0.00	117,285.59	0.00	0.00	0.00	0.00	0.00	15,972,863.62	102,747,862.50	0.00	183,809,462.50	2,409,768.00	679,612.30	1,730,155.70	0.00	0.00	0.00	1,730,155.70	0.00	0.00	201,512,481.82	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	201,512,481.82	201,512,481.82	201,512,481.82	201,512,481.82
1408	1255	宝鸡市残疾人福利基金会	2016	1,400,678.50	7,000,000.00	0.00	0.00 	2,000,000.00	0.00	0.00	0.00	10,400,678.50	0.00	0.00	0.00	194,609.00	74,496.92	120,112.08	0.00	0.00	0.00	120,112.08	0.00	0.00	10,520,790.58	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	10,430,201.14	10,430,201.14	10,520,790.58	10,520,790.58	1,677,586.09	6,500,000.00	350,000.00	0.00	3,300.00	0.00	0.00	0.00	8,530,886.09	0.00	0.00	0.00	194,609.00	96,035.32	98,573.68	0.00	0.00	0.00	98,573.68	0.00	0.00	8,629,459.77	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8,629,459.77	8,629,459.77	8,629,459.77	8,629,459.77
1409	2118	河南省崇文教育基金会	2016	6,484,415.47	0.00	0.00	0.00 	0.00	0.00	0.00	0.00	6,484,415.47	0.00	0.00	0.00	7,935.00	1,671.70	6,263.30	0.00	0.00	0.00	6,263.30	0.00	0.00	6,490,678.77	0.00	0.00	0.00	0.00	4,450,000.00	0.00	0.00	0.00	0.00	4,450,000.00	0.00	0.00	0.00	0.00	0.00	4,450,000.00	2,040,678.77	2,040,678.77	2,040,678.77	6,490,678.77	4,197,111.54	0.00	3,905,000.00	0.00	0.00	0.00	0.00	0.00	8,102,111.54	0.00	0.00	0.00	7,935.00	4,316.70	3,618.30	0.00	0.00	0.00	3,618.30	0.00	0.00	8,105,729.84	0.00	-1,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4,449,000.00	0.00	0.00	0.00	0.00	0.00	4,449,000.00	3,656,729.84	3,656,729.84	3,656,729.84	8,105,729.84
1410	3337	黑龙江省齐齐哈尔市残疾人福利基金会	2016	5,347,705.12	0.00	3,226.00	0.00 	0.00	0.00	0.00	0.00	5,350,931.12	0.00	0.00	0.00	54,610.00	25,208.20	29,401.80	0.00	0.00	0.00	29,401.80	0.00	0.00	5,380,332.92	0.00	8,470.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8,470.00	0.00	0.00	0.00	0.00	0.00	8,470.00	1,371,862.92	1,371,862.92	5,371,862.92	5,380,332.92	5,565,548.00	0.00	1,226.00	0.00	0.00	0.00	0.00	0.00	5,566,774.00	0.00	0.00	0.00	44,630.00	31,585.78	13,044.22	0.00	0.00	0.00	13,044.22	0.00	0.00	5,579,818.22	0.00	50,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	50,000.00	0.00	0.00	0.00	0.00	0.00	50,000.00	1,529,818.22	1,529,818.22	5,529,818.22	5,579,818.22
1411	274	中国金融教育发展基金会	2016	13,440,990.38	51,300,000.00	328,022.98	0.00 	92,780.60	0.00	0.00	0.00	65,161,793.96	3,455,896.00	0.00	35,455,896.00	950,161.75	539,858.83	410,302.92	0.00	0.00	0.00	410,302.92	0.00	0.00	101,027,992.88	0.00	6,344,747.72	0.00	48,731.82	0.00	0.00	0.00	0.00	0.00	6,393,479.54	0.00	0.00	0.00	0.00	0.00	6,393,479.54	77,926,349.04	77,926,349.04	94,634,513.34	101,027,992.88	32,212,411.01	29,282,338.08	128,237.33	0.00	34,926.40	0.00	0.00	0.00	61,657,912.82	3,520,000.00	0.00	48,520,000.00	991,781.62	633,508.31	358,273.31	0.00	0.00	0.00	358,273.31	0.00	0.00	110,536,186.13	0.00	12,538.66	437,000.00	83,522.94	0.00	0.00	0.00	0.00	0.00	533,061.60	0.00	0.00	0.00	0.00	0.00	533,061.60	87,316,111.58	87,316,111.58	110,003,124.53	110,536,186.13
1412	4888	浙江凤林教育基金会	2016	2,190,551.35	0.00	0.00	0.00 	0.00	0.00	0.00	0.00	2,190,551.35	0.00	0.00	0.00	37,800.00	0.00	37,800.00	0.00	0.00	0.00	37,800.00	0.00	0.00	2,228,351.35	0.00	219,051.35	0.00	0.00	0.00	0.00	0.00	0.00	0.00	219,051.35	0.00	0.00	0.00	0.00	0.00	219,051.35	2,009,300.00	2,009,300.00	2,009,300.00	2,228,351.35	2,003,541.42	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2,003,541.42	0.00	0.00	0.00	37,800.00	7,182.00	30,618.00	0.00	0.00	0.00	30,618.00	0.00	0.00	2,034,159.42	0.00	219,051.35	0.00	0.00	0.00	0.00	0.00	0.00	0.00	219,051.35	0.00	0.00	0.00	0.00	0.00	219,051.35	1,765,108.07	1,765,108.07	1,815,108.07	2,034,159.42
1413	5969	山西省点爱公益基金会	2016	0.00	0.00	0.00	0.00 	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2,191,294.56	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2,191,294.56	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2,191,294.56	0.00	0.00	9,000.00	0.00	0.00	0.00	0.00	0.00	0.00	9,000.00	0.00	0.00	0.00	0.00	0.00	9,000.00	2,182,294.56	2,182,294.56	2,182,294.56	2,191,294.56
1414	57	上海市体育发展基金会	2016	10742062.87	40500000.0	27788.5	0.0	304564.0	6586.85	0.0	0.0	51581002.22	370000000.0	0.0	370000000.0	1579964.7	770293.49	809671.21	0.0	0.0	0.0	809671.21	0.0	0.0	422390673.43	0.0	53974.0	130128.0	0.0	0.0	0.0	0.0	0.0	0.0	184102.0	0.0	0.0	0.0	0.0	0.0	184102.0	422206571.43	0.0	422206571.43	422390673.43	11738684.64	41500000.0	112300.0	0.0	293252.9	0.0	0.0	0.0	53644237.54	370000000.0	0.0	370000000.0	1887417.19	710433.78	1176983.41	0.0	0.0	0.0	1176983.41	0.0	0.0	424821220.95	0.0	24869.0	300000.0	0.0	0.0	0.0	0.0	0.0	0.0	324869.0	0.0	0.0	0.0	0.0	0.0	324869.0	424496351.95	0.0	424496351.95	424821220.95
1415	19	上海交通大学教育发展基金会	2016	75178806.18	339047474.49	43111059.53	0.0	0.0	0.0	0.0	0.0	457337340.2	467147962.22	210000000.0	677147962.22	8001530.15	7399804.69	601725.46	0.0	655000.0	0.0	1256725.46	0.0	0.0	1135742027.88	0.0	59453.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	59453.18	0.0	0.0	0.0	0.0	151000000.0	151059453.18	214369786.99	770312787.71	984682574.7	1135742027.88	59102924.72	192235312.16	3660234.86	0.0	0.0	0.0	0.0	0.0	254998471.74	721613677.4	140957326.49	862571003.89	6964529.51	6464742.37	499787.14	0.0	655000.0	0.0	1154787.14	0.0	151000000.0	1269724262.77	0.0	57697.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	57697.18	0.0	0.0	0.0	0.0	151000000.0	151057697.18	213487442.01	905179123.58	1118666565.59	1269724262.77
1416	4942	上海弘毅生态保护基金会	2016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4897281.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4897281.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4897281.12	0.0	0.0	0.0	1142.86	0.0	0.0	0.0	0.0	0.0	1142.86	0.0	0.0	0.0	0.0	0.0	1142.86	4591748.12	304390.14	4896138.26	4897281.12
1417	115	上海民建扶帮公益基金会	2016	1342128.81	15821023.03	0.83	0.0	0.0	0.0	0.0	0.0	17163152.67	0.0	0.0	0.0	11820.0	11229.0	591.0	0.0	0.0	0.0	591.0	0.0	0.0	17163743.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16521674.37	642069.3	17163743.67	17163743.67	2333251.51	12107870.5	0.0	0.0	0.0	0.0	0.0	0.0	14441122.01	0.0	0.0	0.0	9351475.83	39248.0	9312227.83	0.0	0.0	0.0	9312227.83	0.0	0.0	23753349.84	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21305739.04	2447610.8	23753349.84	23753349.84
1418	4354	上海市杨浦区江浦社区公益基金会	2016	843842.38	1000000.0	0.0	0.0	0.0	0.0	0.0	0.0	1843842.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1843842.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1843842.38	0.0	1843842.38	1843842.38	1066209.38	1029333.33	0.0	0.0	0.0	0.0	0.0	0.0	2095542.71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2095542.71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2095542.71	0.0	2095542.71	2095542.71
1419	5314	上海国峯慈善基金会	2016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2000000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2000000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2000000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2000000.0	0.0	2000000.0	2000000.0
1420	133	上海电力学院教育发展基金会	2016	8894356.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8894356.0	1678240.0	0.0	1678240.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10572596.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8422596.0	2150000.0	10572596.0	10572596.0	7157481.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7157481.43	1678240.0	0.0	1678240.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8835721.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6685721.43	2150000.0	8835721.43	8835721.43
1421	5410	上海华扬联众公益基金会	2016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2528546.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2528546.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2528546.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2000221.03	528325.4	2528546.43	2528546.43
1422	4671	上海安慈公益基金会	2016	47203.01	3000000.0	0.0	0.0	0.0	0.0	0.0	0.0	3047203.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3047203.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3047203.01	0.0	3047203.01	3047203.01	534560.98	5320000.0	0.0	0.0	0.0	0.0	0.0	0.0	5854560.98	0.0	0.0	0.0	10027.0	264.6	9762.4	0.0	0.0	0.0	9762.4	0.0	0.0	5864323.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3605495.38	2258828.0	5864323.38	5864323.38
1423	4077	上海电机学院教育发展基金会	2016	2188071.42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2188071.42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2188071.42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	188071.42	2000000.0	2188071.42	2188071.42	2598643.98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2598643.98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2598643.98	0.0	1000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1000.0	0.0	0.0	0.0	0.0	0.0	1000.0	597643.98	2000000.0	2597643.98	2598643.98
1424	122	上海汽车工业教育基金会	2016	37765461.51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37765461.51	0.0	0.0	0.0	221977.0	199051.72	22925.28	0.0	0.0	0.0	22925.28	0.0	0.0	37788386.79	0.0	882600.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	882600.0	0.0	0.0	0.0	0.0	0.0	882600.0	36905786.79	0.0	36905786.79	37788386.79	37787842.61	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37787842.61	0.0	0.0	0.0	221977.0	207864.28	14112.72	0.0	0.0	0.0	14112.72	0.0	0.0	37801955.33	0.0	1087600.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1087600.0	0.0	0.0	0.0	0.0	0.0	1087600.0	36714355.33	0.0	36714355.33	37801955.33
1425	4776	上海卓越脑科学发展基金会	2016	2001986.99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2001986.99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2001986.99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2001986.99	0.0	2001986.99	2001986.99	1073334.62	1350000.0	0.0	0.0	0.0	0.0	0.0	0.0	2423334.62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2423334.62	0.0	0.0	0.0	3900.0	0.0	0.0	0.0	0.0	0.0	3900.0	0.0	0.0	0.0	0.0	0.0	3900.0	2419434.62	0.0	2419434.62	2423334.62
1426	4705	上海真如社区基金会	2016	3704139.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3704139.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3704139.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3704139.27	0.0	3704139.27	3704139.27	5645224.91	0.0	25500.0	0.0	0.0	0.0	0.0	0.0	5670724.91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5670724.91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5670724.91	0.0	5670724.91	5670724.91
1427	15	上海东方爱心基金会	2016	7248.73	0.0	0.0	0.0	0.0	0.0	0.0	2934.77	10183.5	1720000.0	0.0	1720000.0	690728.0	481565.56	209162.44	0.0	0.0	0.0	209162.44	0.0	0.0	1939345.94	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30695.8	30695.8	0.0	0.0	0.0	0.0	0.0	30695.8	1908650.14	0.0	1908650.14	1939345.94	156758.14	0.0	0.0	0.0	0.0	0.0	0.0	2934.77	159692.91	1720000.0	0.0	1720000.0	690728.0	549990.16	140737.84	0.0	0.0	0.0	140737.84	0.0	0.0	2020430.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	84195.8	84195.8	0.0	0.0	0.0	0.0	0.0	84195.8	1936234.95	0.0	1936234.95	2020430.75
