,ao_ad,ao_adex,ao_adn,ao_ate,ao_cc,ao_dd,ao_ddc,ao_ddi,ao_ddin,ao_ddn,ao_ddnn,ao_lst,ao_nni,ao_nnin,ao_od,ao_odi,ao_odin,ao_odn,ao_odnn,ao_odnnn,ao_oth,ao_slr,ba_cn,fp_yr,name,ricf_oid
808,"578,839.14","41,865.62",0.00,"1,274,167.81","1,274,144.00","578,839.14","578,839.14",0.00,0.00,0.00,0.00,"3,352,612.28",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"-63,317.69","21,475.88",河北省新联合公益基金会,2016,河北省新联合公益基金会,2059.0
809,"13,748,000.00",0.00,0.00,"8,560,681.94","8,352,648.25","13,748,000.00","20,000.00","13,728,000.00",0.00,0.00,0.00,"2,000,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"208,033.69",中国华夏文化遗产基金会,2016,中国华夏文化遗产基金会,218.0
810,"396,449.57","33,160.00","1,000,644.00","1,466,189.53","1,433,029.53","396,449.57","181,449.57","215,000.00","1,000,644.00","1,000,644.00",0.00,"2,657,480.05",null,null,0.00,0.00,0.00,0.00,0.00,0.00,null,0.00,青海心行慈善基金会,2016,青海心行慈善基金会,4486.0
811,"2,386,100.00",0.00,0.00,"59,624,432.22","59,623,412.22","2,386,100.00","510,000.00","1,876,100.00",0.00,0.00,0.00,"2,767,629,785.92",null,null,0.00,0.00,0.00,0.00,0.00,0.00,"1,020.00",0.00,陕西省神木县民生慈善基金会,2016,陕西省神木县民生慈善基金会,3205.0
812,"1,999,254.48","59,184.00",0.00,"2,131,200.80","2,071,013.80","1,999,254.48","669,713.18","1,329,541.30",0.00,0.00,0.00,"100,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,003.00",0.00,黑龙江省哈尔滨妇女儿童基金会,2016,黑龙江省哈尔滨妇女儿童基金会,4276.0
813,0.00,"50,067.19",0.00,"986,769.39","808,100.00",0.00,0.00,0.00,0.00,0.00,0.00,"2,543,820.22",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"80,602.20","48,000.00",浙江国际茶人之家基金会,2016,浙江国际茶人之家基金会,2268.0
814,"1,018,000.00","362,225.24",0.00,"9,145,981.48","8,443,800.00","1,018,000.00","1,018,000.00",0.00,0.00,0.00,0.00,"122,805,371.84",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"18,905.00","321,051.24",福建省龙岩市李新炎慈善基金会,2016,福建省龙岩市李新炎慈善基金会,2824.0
815,0.00,"3,270.00","300,000.00","777,600.00","774,330.00",0.00,0.00,0.00,0.00,"300,000.00","300,000.00","2,506,763.85",null,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,呼和浩特市赛罕区新希望教育发展基金会,2016,呼和浩特市赛罕区新希望教育发展基金会,948.0
816,"312,895.43","7,517.18",0.00,"147,517.18","140,000.00","312,895.43","192,895.43","120,000.00",0.00,0.00,0.00,"2,266,433.59",0.00,null,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,西安欧亚学院教育发展基金会,2016,西安欧亚学院教育发展基金会,3791.0
817,"1,200,000.00","1,597.00",0.00,"742,607.00","741,010.00","1,200,000.00",0.00,"1,200,000.00",0.00,0.00,0.00,"542,419.33",null,null,0.00,0.00,0.00,0.00,0.00,0.00,null,0.00,宁夏正丰慈善基金会,2016,宁夏正丰慈善基金会,1145.0
818,0.00,"7,225.00",0.00,"8,339.07",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"2,206,236.36",null,null,0.00,0.00,0.00,0.00,0.00,0.00,"1,114.07",0.00,陕西省鸿云文化创业基金会,2016,陕西省鸿云文化创业基金会,3218.0
819,"203,881.70","3,922.80",0.00,"208,486.80","203,240.00","203,881.70","203,881.70",0.00,0.00,0.00,0.00,"2,000,603.80",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,324.00",0.00,云南养瑞尚善公益基金会,2016,云南养瑞尚善公益基金会,4804.0
820,"2,241,964.30","128,735.91",0.00,"5,224,617.92","4,726,332.90","2,241,964.30","50,000.00","2,191,964.30",0.00,0.00,0.00,"8,430,968.55",null,null,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"369,549.11",陕西省老龄事业发展基金会,2016,陕西省老龄事业发展基金会,3207.0
821,"360,673.58","242,467.56",0.00,"977,535.76","253,772.60","360,673.58",0.00,0.00,0.00,0.00,0.00,"1,792,632.42",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,null,"481,295.60",甘肃省扶贫基金会,2016,甘肃省扶贫基金会,2701.0
822,"7,899,500.00","19,610.80",0.00,"1,853,221.50","1,813,610.70","7,899,500.00","6,579,500.00","1,320,000.00",0.00,0.00,0.00,"15,120,934.28",null,null,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"20,000.00",天津市翔宇教育基金会,2016,天津市翔宇教育基金会,1096.0
823,"22,720,724.50","31,813.23",0.00,"6,846,862.45","6,457,988.20","22,720,724.50","91,159.00","22,629,565.50",0.00,0.00,0.00,"1,060,000.00",null,null,0.00,0.00,0.00,0.00,0.00,0.00,"204,140.62","152,920.40",广西妇女儿童发展基金会,2016,广西妇女儿童发展基金会,1627.0
824,"23,000,000.00",0.00,0.00,0.00,0.00,"23,000,000.00",0.00,"23,000,000.00",0.00,0.00,0.00,0.00,null,null,0.00,0.00,0.00,0.00,0.00,0.00,null,0.00,黑龙江省佳木斯市海王卫生事业发展基金会,2016,黑龙江省佳木斯市海王卫生事业发展基金会,4870.0
825,"53,151,631.41",0.00,"228,988.00","64,939,597.44","61,177,395.04","50,170,156.41","368,708.71","49,801,447.70","228,988.00","228,988.00",0.00,"69,221,462.56",0.00,0.00,"2,981,475.00","2,981,475.00",0.00,0.00,0.00,0.00,"494,562.90","3,267,639.50",中国绿色碳汇基金会,2016,中国绿色碳汇基金会,267.0
826,0.00,"4,942.41","5,631.87","169,732.66","163,322.00",0.00,0.00,0.00,"5,631.87","5,631.87",0.00,"2,041,521.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"-5,531.75","7,000.00",河北同商公益基金会,2016,河北同商公益基金会,3978.0
827,"26,959.52","5,868.00",0.00,"153,906.48","145,825.25","26,959.52","26,959.52",0.00,0.00,0.00,0.00,"1,098,035.76",null,null,0.00,0.00,0.00,0.00,0.00,0.00,413.23,"1,800.00",浙江泰隆慈善基金会,2016,浙江泰隆慈善基金会,2243.0
828,"1,638,383.02","249,886.94","1,229,240.00","1,312,961.81","1,030,561.02","1,638,383.02","848,383.02","790,000.00","1,229,240.00","1,229,240.00",0.00,"2,018,722.22",null,null,0.00,0.00,0.00,0.00,0.00,0.00,"5,069.03","27,444.82",浙江仁泽公益基金会,2016,浙江仁泽公益基金会,4348.0
829,"5,100,000.00","105,150.00",0.00,"5,584,329.84","5,292,154.40","5,100,000.00",0.00,"5,100,000.00",0.00,0.00,0.00,"20,068,501.59",null,null,0.00,0.00,0.00,0.00,0.00,0.00,"19,369.84","167,655.60",光华工程科技奖励基金会,2016,光华工程科技奖励基金会,4446.0
830,"1,500,000.00","244,995.00",0.00,"8,317,440.50","7,991,445.50","1,500,000.00","1,020,000.00","480,000.00",0.00,0.00,0.00,"99,810,804.67",null,null,0.00,0.00,0.00,0.00,0.00,0.00,"57,000.00","24,000.00",浙江富中教育集团教育发展基金会,2016,浙江富中教育集团教育发展基金会,2226.0
831,"1,340,000.00","52,843.00",0.00,"1,395,601.10","1,254,000.00","1,340,000.00",0.00,"1,340,000.00",0.00,0.00,0.00,"1,946,427.87",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,501.15,"88,256.95",浙江省华都孝老慈善基金会,2016,浙江省华都孝老慈善基金会,4938.0
832,"20,005,465.00","6,569.10",0.00,"22,247,428.83","22,003,993.00","20,005,465.00","5,465.00","20,000,000.00",0.00,0.00,0.00,"2,134,015.09",0.00,null,0.00,0.00,0.00,0.00,0.00,0.00,"95,568.85","141,297.88",河南省善福缘老龄基金会,2016,河南省善福缘老龄基金会,2111.0
833,"199,836.00","6,290.90",0.00,"370,792.18","357,200.00","199,836.00","182,000.00","17,836.00",0.00,0.00,0.00,"808,549.13",0.00,null,0.00,0.00,0.00,0.00,0.00,0.00,690.00,"6,611.28",鲁山县人民教育基金会,2016,鲁山县人民教育基金会,3297.0
834,"3,600.00","2,300.00",0.00,"38,300.00","36,000.00","3,600.00","3,600.00",0.00,0.00,0.00,0.00,"492,665.10",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,null,0.00,贵州省禁毒基金会,2016,贵州省禁毒基金会,2975.0
835,"1,545,808.00","55,544.11",0.00,"1,347,868.95","1,220,759.04","1,545,808.00","35,808.00","1,510,000.00",0.00,0.00,0.00,"516,116.00",0.00,null,0.00,0.00,0.00,0.00,0.00,0.00,null,"71,565.80",浙江省见义勇为基金会,2016,浙江省见义勇为基金会,2306.0
836,"186,800.00","24,364.26",0.00,"288,472.19","286,708.93","186,800.00","6,800.00","180,000.00",0.00,0.00,0.00,"7,216,660.48",null,null,0.00,0.00,0.00,0.00,0.00,0.00,"-22,601.00",0.00,西安翻译学院丁祖诒教育基金会,2016,西安翻译学院丁祖诒教育基金会,4384.0
837,"644,359.30","16,212.85",0.00,"484,616.75","468,403.90","644,359.30","640,000.00","4,359.30",0.00,0.00,0.00,"7,203,267.27",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,西安高新第一小学教育基金会,2016,西安高新第一小学教育基金会,4615.0
838,"962,207.53",0.00,0.00,"2,119,573.70","1,924,955.53","962,207.53","50,200.00","912,007.53",0.00,0.00,0.00,"60,000.00",null,null,0.00,0.00,0.00,0.00,0.00,0.00,"93,932.16","100,686.01",天台县教育基金会,2016,天台县教育基金会,1055.0
839,"10,725,370.00",0.00,0.00,"3,683,503.32","3,669,530.00","10,725,370.00","10,725,370.00",0.00,0.00,0.00,0.00,"5,362,835.85",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"13,973.32",宁夏回族自治区妇女儿童发展基金会,2016,宁夏回族自治区妇女儿童发展基金会,3364.0
840,0.00,290.00,0.00,"18,290.00","18,000.00",0.00,0.00,0.00,0.00,0.00,0.00,null,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,杭州市拱墅区人民教育基金会,2016,杭州市拱墅区人民教育基金会,1809.0
841,0.00,"2,490.00",0.00,"144,518.71","145,000.00",0.00,0.00,0.00,0.00,0.00,0.00,null,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"-2,971.29",0.00,黑龙江省七台河市公安民警救助基金会,2016,黑龙江省七台河市公安民警救助基金会,4526.0
842,0.00,0.00,"200,000.00","187,000.00","170,000.00",0.00,0.00,0.00,0.00,"200,000.00",0.00,"2,010,000.00",null,null,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"17,000.00",河北省悦盛公益慈善基金会,2016,河北省悦盛公益慈善基金会,3802.0
843,"202,900.00","68,999.14",0.00,"1,747,477.64","1,606,208.50","202,900.00",0.00,"202,900.00",0.00,0.00,0.00,null,null,null,0.00,0.00,0.00,0.00,0.00,0.00,null,"72,270.00",舟山市农业技术推广基金会,2016,舟山市农业技术推广基金会,2872.0
844,"11,750,000.00",0.00,"7,161,200.00","132,197,208.03","126,072,157.37","11,750,000.00","500,000.00","11,250,000.00",0.00,"7,161,200.00","7,161,200.00","1,000,000.00",null,null,0.00,0.00,0.00,0.00,0.00,0.00,"401,297.80","5,723,752.86",中国法律援助基金会,2016,中国法律援助基金会,248.0
845,0.00,1.40,0.00,1.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"3,586,642.19",null,null,0.00,0.00,0.00,0.00,0.00,0.00,null,0.00,天津市一凡慈善基金会,2016,天津市一凡慈善基金会,6381.0
846,"319,950.00",0.00,0.00,"338,467.00","338,000.00","319,950.00",0.00,"319,950.00",0.00,0.00,0.00,"457,470.65",0.00,null,0.00,0.00,0.00,0.00,0.00,0.00,467.00,0.00,鞍山市公安民警英烈救助基金会,2016,鞍山市公安民警英烈救助基金会,3276.0
847,"305,000.00","5,574.81",0.00,"816,670.84","680,000.00","305,000.00",0.00,"305,000.00",0.00,0.00,0.00,"900,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"131,096.03",广西革命老区建设基金会,2016,广西革命老区建设基金会,1643.0
848,"13,654,974.92",0.00,0.00,"21,402,871.56","20,974,000.00","13,654,974.92","2,500,000.00","11,154,974.92",0.00,0.00,0.00,"62,420,695.70",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,918.20,"427,953.36",亨通慈善基金会,2016,亨通慈善基金会,360.0
849,"690,000.00","72,818.71",0.00,"2,532,852.57","2,385,376.86","690,000.00","600,000.00","90,000.00",0.00,0.00,0.00,"24,349,315.97",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"74,657.00",华侨茶业发展研究基金会,2016,华侨茶业发展研究基金会,751.0
850,"10,821,045.31","10,380.00",0.00,"7,822,470.47","7,806,805.47","10,433,805.86","1,416,552.67","9,017,253.19",0.00,0.00,0.00,"35,009,290.47",0.00,null,"387,239.45","383,986.78",0.00,"3,252.67",0.00,0.00,"5,285.00",0.00,兰州大学教育发展基金会,2016,兰州大学教育发展基金会,397.0
851,"1,577,142.85","32,457.26",0.00,"1,171,597.28","1,136,480.02","1,577,142.85","1,577,142.85",0.00,0.00,0.00,0.00,"80,000.00",null,null,0.00,0.00,0.00,0.00,0.00,0.00,660.00,"2,000.00",重庆市青年志愿服务基金会,2016,重庆市青年志愿服务基金会,3098.0
852,"1,107,800.00","2,535.00",0.00,"1,935,369.00","1,932,834.00","1,107,800.00",0.00,"1,107,800.00",0.00,0.00,0.00,"3,267,818.76",null,null,0.00,0.00,0.00,0.00,0.00,0.00,null,0.00,浙江省龙游中学奖教奖学基金会,2016,浙江省龙游中学奖教奖学基金会,2315.0
853,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,null,0.00,陕西泰尔文化教育基金会,2016,陕西泰尔文化教育基金会,3178.0
854,"4,177,000.00",0.00,0.00,"17,509,626.53","16,562,995.51","4,177,000.00","3,000.00","4,174,000.00",0.00,0.00,0.00,"102,834,163.46",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"946,631.02",智善公益基金会,2016,智善公益基金会,1792.0
855,"3,535,000.00","4,922.00",0.00,"4,922.00",0.00,"3,535,000.00","35,000.00","3,500,000.00",0.00,0.00,0.00,null,0.00,null,0.00,0.00,0.00,0.00,0.00,0.00,null,0.00,宁夏盐池卫生发展基金会,2016,宁夏盐池卫生发展基金会,5568.0
856,"11,200,000.00","426,811.89",0.00,"25,487,484.74","23,371,217.60","11,200,000.00","1,200,000.00","10,000,000.00",0.00,0.00,0.00,"33,958,043.07",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,689,455.25",华民慈善基金会,2016,华民慈善基金会,752.0
857,"1,500,000.00","19,794.11",0.00,"505,950.11","486,156.00",0.00,0.00,0.00,0.00,0.00,0.00,"3,067,522.70",0.00,0.00,"1,500,000.00",0.00,0.00,"1,500,000.00",0.00,0.00,0.00,0.00,浙江省惠民慈善基金会,2016,浙江省惠民慈善基金会,2284.0
858,"10,490,100.00","102,430.91",0.00,"3,753,610.49","3,066,200.88","10,490,100.00","600,000.00","9,890,100.00",0.00,0.00,0.00,"3,260,451.28",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"356,300.52","228,678.18",中国国际问题研究基金会,2016,中国国际问题研究基金会,228.0
859,"9,622,140.73","64,638.76",0.00,"91,090.26",0.00,"9,622,140.73","9,622,140.73",0.00,0.00,0.00,0.00,null,null,null,0.00,0.00,0.00,0.00,0.00,0.00,"6,051.50","20,400.00",葫芦岛市教育基金会,2016,葫芦岛市教育基金会,5514.0
860,0.00,"2,240.00",0.00,"18,492.44","6,000.00",0.00,0.00,0.00,0.00,0.00,0.00,null,null,null,0.00,0.00,0.00,0.00,0.00,0.00,-27.49,"10,279.93",云南省禁毒与防治艾滋病基金会,2016,云南省禁毒与防治艾滋病基金会,345.0
861,"1,830,601.65","36,496.92",0.00,"1,662,520.15","1,522,509.23","1,830,601.65","16,601.65","1,814,000.00",0.00,0.00,0.00,"2,030,712.71",null,null,0.00,0.00,0.00,0.00,0.00,0.00,"2,264.00","101,250.00",广西扶贫基金会,2016,广西扶贫基金会,1625.0
862,"3,450,000.00",0.00,0.00,"4,956,000.00","4,956,000.00","3,450,000.00",0.00,"3,450,000.00",0.00,0.00,0.00,"6,548,883.52",null,null,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,广西和合济困助学基金会,2016,广西和合济困助学基金会,4193.0
863,"16,833,783.43","192,103.50","5,620,740.00","18,746,462.42","18,552,992.93","16,833,783.43","3,121,207.13","13,712,576.30","5,620,740.00","5,620,740.00",0.00,"28,816,169.44",null,null,0.00,0.00,0.00,0.00,0.00,0.00,"1,365.99",0.00,思利及人公益基金会,2016,思利及人公益基金会,1681.0
864,"573,385.59","13,440.78",0.00,"443,465.59","365,905.56","573,385.59","573,385.59",0.00,0.00,0.00,0.00,"150,000.00",null,null,0.00,0.00,0.00,0.00,0.00,0.00,"64,119.25",0.00,延安教科文发展基金会,2016,延安教科文发展基金会,1648.0
865,0.00,"16,599.00",0.00,"932,799.00","870,000.00",0.00,0.00,0.00,0.00,0.00,0.00,一、扶贫支出,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"46,200.00",福建省龙岩扶贫基金会,2016,福建省龙岩扶贫基金会,2826.0
866,"5,089,995.67","232,882.71","7,067,500.00","12,281,039.50","11,892,881.00","5,089,995.67","30,000.00","5,059,995.67","7,067,500.00","7,067,500.00",0.00,"25,128,438.19",null,null,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"155,275.79",陕西省残疾人福利基金会,2016,陕西省残疾人福利基金会,3197.0
867,"25,377,130.30",0.00,0.00,"26,257,062.46","26,052,880.50",0.00,0.00,0.00,0.00,0.00,0.00,"21,348,707.96",null,null,0.00,0.00,0.00,0.00,0.00,0.00,"4,569.58","199,612.38",亿利公益基金会,2016,亿利公益基金会,363.0
868,"1,412,267.00","7,942.00",0.00,"1,402,392.00","1,394,450.00","1,412,267.00",0.00,"1,412,267.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,null,0.00,重庆市巫山县教育基金会,2016,重庆市巫山县教育基金会,6577.0
869,"3,330.00",0.00,0.00,"539,159.77","536,159.77","3,330.00",370.00,"2,960.00",0.00,0.00,0.00,"1,728,988.87",null,null,0.00,0.00,0.00,0.00,0.00,0.00,"3,000.00",0.00,浙江省百世慈善公益基金会,2016,浙江省百世慈善公益基金会,4123.0
870,0.00,"18,948.00",0.00,"1,800,123.26","1,632,558.90",0.00,0.00,0.00,0.00,0.00,0.00,"20,403,496.27",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"22,616.36","126,000.00",河南省中原发展研究基金会,2016,河南省中原发展研究基金会,2091.0
871,"14,671,515.00",0.00,0.00,"24,729,500.00","22,266,000.00","14,671,515.00","1,515.00","14,670,000.00",0.00,0.00,0.00,"2,000,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"3,000.00","2,460,500.00",中国医药卫生事业发展基金会,2016,中国医药卫生事业发展基金会,216.0
872,"163,672,989.43","146,335.60",0.00,"25,395,660.10","24,945,163.85","28,613,900.00","10,468,000.00","18,145,900.00",0.00,0.00,0.00,"147,047,271.56",0.00,0.00,"135,059,089.43","22,352,797.53",0.00,"112,706,291.90",0.00,0.00,"304,160.65",0.00,宁波大学教育发展基金会,2016,宁波大学教育发展基金会,1164.0
873,"16,920,000.00","15,891.18",0.00,"16,655,710.62","16,584,299.44","16,920,000.00",0.00,"16,920,000.00",0.00,0.00,0.00,"9,272,852.79",null,null,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"55,520.00",河南省体育发展基金会,2016,河南省体育发展基金会,2097.0
874,"20,000,000.00","82,247.93",0.00,"5,648,958.55","4,459,336.60","20,000,000.00",0.00,"20,000,000.00",0.00,0.00,0.00,"46,819,905.95",null,null,0.00,0.00,0.00,0.00,0.00,0.00,"377,492.18","729,881.84",东润公益基金会,2016,东润公益基金会,4640.0
875,"96,400.00","4,415.00",0.00,"214,961.13","209,776.00","96,400.00",400.00,"96,000.00",0.00,0.00,0.00,"2,008,565.23",0.00,null,0.00,0.00,0.00,0.00,0.00,0.00,770.13,0.00,辽宁省众德慈善基金会,2016,辽宁省众德慈善基金会,4434.0
876,"3,532,000.00","41,888.10",0.00,"4,279,640.60","4,071,452.50","3,532,000.00",0.00,"3,532,000.00",0.00,0.00,0.00,"5,592,119.05",null,null,0.00,0.00,0.00,0.00,0.00,0.00,900.00,"165,400.00",云南省老龄事业发展基金会,2016,云南省老龄事业发展基金会,347.0
877,"1,423,646.00","2,000.00",0.00,"1,242,774.00","1,240,000.00","1,423,646.00","163,646.00","1,260,000.00",0.00,0.00,0.00,"4,005,936.04",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,774.00,0.00,河北省燕山大学教育基金会,2016,河北省燕山大学教育基金会,2065.0
878,"2,803,100.00","89,052.96",0.00,"14,683,232.07","8,803,411.80","2,803,100.00","10,000.00","2,793,100.00",0.00,0.00,0.00,"67,825,373.38",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"5,187,767.31","603,000.00",浙江正泰公益基金会,2016,浙江正泰公益基金会,2239.0
879,"500,000.00",0.00,0.00,"1,199,019.20","1,193,676.60","500,000.00","500,000.00",0.00,0.00,0.00,0.00,"1,456,436.43",null,null,0.00,0.00,0.00,0.00,0.00,0.00,"5,342.60",0.00,永康市人民教育基金会,2016,永康市人民教育基金会,1873.0
880,"180,000.00","5,314.40",0.00,"175,269.10","169,547.50","180,000.00",0.00,"180,000.00",0.00,0.00,0.00,"2,100,864.03",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,407.20,0.00,浙江省陈再爱心基金会,2016,浙江省陈再爱心基金会,2309.0
881,"2,200,800.00","107,241.32",0.00,"3,445,411.16","3,334,515.00","2,200,800.00",800.00,"2,200,000.00",0.00,0.00,0.00,"3,583,942.60",0.00,null,0.00,0.00,0.00,0.00,0.00,0.00,"-7,373.66","11,028.50",浙江圣奥慈善基金会,2016,浙江圣奥慈善基金会,2217.0
882,"16,248,000.00","86,944.09",0.00,"16,546,805.23","16,459,861.14","16,248,000.00",0.00,"16,248,000.00",0.00,0.00,0.00,"21,976,393.14",null,null,0.00,0.00,0.00,0.00,0.00,0.00,null,0.00,重庆市沙坪坝区教育发展基金会,2016,重庆市沙坪坝区教育发展基金会,4374.0
883,"8,980.00","10,450.20",0.00,"170,544.90","141,502.40","8,980.00","8,980.00",0.00,0.00,0.00,0.00,0.00,null,null,0.00,0.00,0.00,0.00,0.00,0.00,"4,048.30","14,544.00",河北省蒲公英公益慈善基金会,2016,河北省蒲公英公益慈善基金会,5274.0
884,"1,700,000.00","3,200.00",0.00,"1,253,200.00","1,250,000.00","1,700,000.00","100,000.00","1,600,000.00",0.00,0.00,0.00,"1,544,234.67",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,盘锦市公安民警英烈救助基金会,2016,盘锦市公安民警英烈救助基金会,3587.0
885,0.00,0.00,0.00,"227,438.00","200,000.00",0.00,0.00,0.00,0.00,0.00,0.00,"2,216,766.39",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"5,638.00","21,800.00",河南省原动力公益基金会,2016,河南省原动力公益基金会,2108.0
886,"6,536,019.10","29,594.20",0.00,"3,444,454.70","3,414,860.50","6,536,019.10",800.00,"6,535,219.10",0.00,0.00,0.00,null,null,null,0.00,0.00,0.00,0.00,0.00,0.00,null,0.00,云南省公安民警英烈基金会,2016,云南省公安民警英烈基金会,332.0
887,"1,120,447.00","25,373.50",0.00,"966,300.50","898,423.00","1,120,447.00",0.00,"1,120,447.00",0.00,0.00,0.00,"8,396,606.53",0.00,null,0.00,0.00,0.00,0.00,0.00,0.00,"1,204.00","41,300.00",浙江省舟山市东海教育基金会,2016,浙江省舟山市东海教育基金会,2305.0
888,"161,200.00","2,005.00",0.00,"673,156.00","671,151.00","161,200.00",0.00,"161,200.00",0.00,0.00,0.00,"6,048,034.40",0.00,null,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,宁波市鄞州区正始中学教育发展基金会,2016,宁波市鄞州区正始中学教育发展基金会,1181.0
889,"2,200,000.00","115,016.60",0.00,"4,935,592.03","4,760,575.43","2,200,000.00",0.00,0.00,0.00,0.00,0.00,"3,468,157.96",null,null,0.00,0.00,0.00,0.00,0.00,0.00,null,"60,000.00",杭州市老龄事业发展基金会,2016,杭州市老龄事业发展基金会,1814.0
890,"191,567.10","19,707.50",0.00,"307,559.40","281,967.10","191,567.10",0.00,"191,567.10",0.00,0.00,0.00,"10,703,637.04",null,null,0.00,0.00,0.00,0.00,0.00,0.00,"5,884.80",0.00,辽宁省辽宁工程技术大学教育基金会,2016,辽宁省辽宁工程技术大学教育基金会,3028.0
891,"501,995.96","5,746.40",0.00,"86,875.11","90,000.00","501,995.96","167,283.96","334,712.00",0.00,0.00,0.00,"3,001,025.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"-8,871.29",0.00,西安外事学院教育基金会,2016,西安外事学院教育基金会,4968.0
892,"81,645.00","148,372.03","1,100,000.00","7,285,116.52","6,822,483.88","81,645.00","81,645.00",0.00,"1,100,000.00","1,100,000.00",0.00,"4,978,865.96",null,null,0.00,0.00,0.00,0.00,0.00,0.00,"7,053.70","307,206.91",福州见义勇为基金会,2016,福州见义勇为基金会,2753.0
893,"5,455,101.80","12,994.50",0.00,"2,294,994.50","2,282,000.00","5,455,101.80","5,455,101.80",0.00,0.00,0.00,0.00,"13,528,068.74",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,null,0.00,甘肃兴华青少年助学基金会,2016,甘肃兴华青少年助学基金会,2687.0
894,"68,202,313.32","475,067.01","32,800.00","61,623,648.18","59,715,000.12","68,202,313.32","10,537,580.33","57,664,732.99","32,800.00","32,800.00",0.00,"57,659,288.55",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"423,676.50","1,009,904.55",重庆市红十字基金会,2016,重庆市红十字基金会,3444.0
895,"550,494.20","13,280.00",0.00,"792,365.44","732,165.44","550,494.20","490,494.20","60,000.00",0.00,0.00,0.00,"1,027,004.87",null,null,0.00,0.00,0.00,0.00,0.00,0.00,"1,560.00","45,360.00",河南中原大佛基金会,2016,河南中原大佛基金会,2082.0
896,"508,050.23","15,191.80",0.00,"576,181.80","553,585.00","508,050.23","300,050.23","208,000.00",0.00,0.00,0.00,"6,735,398.46",null,null,0.00,0.00,0.00,0.00,0.00,0.00,205.00,"7,200.00",重庆西南政法大学教育基金会,2016,重庆西南政法大学教育基金会,3102.0
897,"193,001.00",0.00,0.00,"380,920.14","381,000.00","193,001.00",0.00,"193,001.00",0.00,0.00,0.00,"4,964,063.50",null,null,0.00,0.00,0.00,0.00,0.00,0.00,-79.86,0.00,浙江华坤教育基金会,2016,浙江华坤教育基金会,2211.0
898,"40,378,888.25",0.00,"1,204,115.00","19,557,332.73","19,508,766.30","38,653,748.93","22,309,296.83","16,344,452.10","1,204,115.00","1,204,115.00",0.00,"86,200,466.01",0.00,0.00,"1,725,139.32","1,330,618.31",0.00,"394,521.01",0.00,0.00,0.00,"48,566.43",中国农业大学教育基金会,2016,中国农业大学教育基金会,212.0
