ba_cn	ind_year	ricf_oid
北京长江药学发展基金会	2014	731
北京长江药学发展基金会	2015	731
北京长策经济研究基金会	2013	732
北京长策经济研究基金会	2014	732
北京长策经济研究基金会	2015	732
北京阳光知识产权与法律发展基金会	2013	733
北京阳光知识产权与法律发展基金会	2014	733
北京阳光知识产权与法律发展基金会	2015	733
北京阳光老年健康基金会	2013	734
北京阳光老年健康基金会	2014	734
北京阳光老年健康基金会	2015	734
北京青少年发展基金会	2013	735
北京青少年发展基金会	2014	735
北京青少年发展基金会	2015	735
北京青少年科学基金会	2013	736
北京青少年科学基金会	2014	736
北京青少年科学基金会	2015	736
北京青年创业就业基金会	2013	737
北京青年创业就业基金会	2014	737
北京青年创业就业基金会	2015	737
北京非物质文化遗产发展基金会	2013	738
北京非物质文化遗产发展基金会	2014	738
北京非物质文化遗产发展基金会	2015	738
北京韩红爱心慈善基金会	2013	739
北京韩红爱心慈善基金会	2014	739
北京韩红爱心慈善基金会	2015	739
北京顺峰爱心公益基金会	2013	740
北京顺峰爱心公益基金会	2014	740
北京顺峰爱心公益基金会	2015	740
北京高占祥文化艺术基金会	2013	741
北京高占祥文化艺术基金会	2014	741
北京高占祥文化艺术基金会	2015	741
北京黄河之子公益基金会	2013	742
北京黄河之子公益基金会	2014	742
北京黄河之子公益基金会	2015	742
北京龙门慈善基金会	2013	743
北京龙门慈善基金会	2014	743
北京龙门慈善基金会	2015	743
北华大学教育基金会	2013	744
北华大学教育基金会	2014	744
北华大学教育基金会	2015	744
北方民族大学教育发展基金会	2013	745
宁夏回族自治区北方民族大学教育发展基金会	2014	745
宁夏回族自治区北方民族大学教育发展基金会	2015	745
北流见义勇为慈善基金会	2013	746
北流见义勇为慈善基金会	2014	746
北流见义勇为慈善基金会	2015	746
北海天宁慈善基金会	2013	747
北海天宁慈善基金会	2014	747
北海天宁慈善基金会	2015	747
华中农业大学教育发展基金会	2013	748
华中农业大学教育发展基金会	2014	748
华中农业大学教育发展基金会	2015	748
华中师范大学教育发展基金会	2013	749
华中师范大学教育发展基金会	2014	749
华中师范大学教育发展基金会	2015	749
华中科技大学教育发展基金会	2013	750
华中科技大学教育发展基金会	2014	750
华中科技大学教育发展基金会	2015	750
华侨茶业发展研究基金会	2013	751
华侨茶业发展研究基金会	2014	751
华侨茶业发展研究基金会	2015	751
华民慈善基金会	2013	752
华民慈善基金会	2014	752
华民慈善基金会	2015	752
华润慈善基金会	2013	753
华润慈善基金会	2014	753
华润慈善基金会	2015	753
华阳慈善基金会	2013	754
华阳慈善基金会	2014	754
华阳慈善基金会	2015	754
华鼎国学研究基金会	2013	755
华鼎国学研究基金会	2014	755
华鼎国学研究基金会	2015	755
南京中医药大学教育发展基金会	2013	756
南京中医药大学教育发展基金会	2014	756
南京中医药大学教育发展基金会	2015	756
南京中国药科大学教育发展基金会	2013	757
南京中国药科大学教育发展基金会	2014	757
南京中国药科大学教育发展基金会	2015	757
南京交通职业技术学院教育发展基金会	2013	758
南京交通职业技术学院教育发展基金会	2014	758
南京交通职业技术学院教育发展基金会	2015	758
南京人口管理干部学院教育发展基金会	2013	759
南京人口管理干部学院教育发展基金会	2014	759
南京人口管理干部学院教育发展基金会	2015	759
南京体育学院体育发展基金会	2013	760
南京体育学院体育发展基金会	2014	760
南京体育学院体育发展基金会	2015	760
南京信息大学教育发展基金会	2013	761
南京信息大学教育发展基金会	2014	761
南京信息大学教育发展基金会	2015	761
南京信息职业技术学院教育发展基金会	2013	762
南京信息职业技术学院教育发展基金会	2014	762
南京信息职业技术学院教育发展基金会	2015	762
南京儿童医院医学发展医疗救助基金会	2013	763
南京儿童医院医学发展医疗救助基金会	2014	763
南京儿童医院医学发展医疗救助基金会	2015	763
南京农业大学教育发展基金会	2013	764
南京农业大学教育发展基金会	2014	764
南京农业大学教育发展基金会	2015	764
南京化工职业技术学院教育发展基金会	2013	765
南京化工职业技术学院教育发展基金会	2014	765
南京化工职业技术学院教育发展基金会	2015	765
南京医科大学教育发展基金会	2013	766
南京医科大学教育发展基金会	2014	766
南京医科大学教育发展基金会	2015	766
南京外国语学校教育基金会	2013	767
南京外国语学校教育基金会	2014	767
南京外国语学校教育基金会	2015	767
南京大吉慈善基金会	2013	768
南京大吉慈善基金会	2014	768
南京大吉慈善基金会	2015	768
南京大学教育发展基金会	2013	769
南京大学教育发展基金会	2014	769
南京大学教育发展基金会	2015	769
南京大报恩文化发展基金会	2013	770
南京大报恩文化发展基金会	2014	770
南京大报恩文化发展基金会	2015	770
南京审计学院教育发展基金会	2013	771
南京审计学院教育发展基金会	2014	771
南京审计学院教育发展基金会	2015	771
南京工业大学教育发展基金会	2013	772
南京工业大学教育发展基金会	2014	772
南京工业大学教育发展基金会	2015	772
南京工业职业技术学院教育发展基金会	2013	773
南京工业职业技术学院教育发展基金会	2014	773
南京工业职业技术学院教育发展基金会	2015	773
南京工程学院教育发展基金会	2013	774
南京工程学院教育发展基金会	2014	774
南京工程学院教育发展基金会	2015	774
南京市下关区见义勇为基金会	2013	775
南京市下关区见义勇为基金会	2014	775
南京市下关区见义勇为基金会	2015	775
南京市中小学幼儿教师奖励基金会	2013	776
南京市中小学幼儿教师奖励基金会	2014	776
南京市中小学幼儿教师奖励基金会	2015	776
南京市中小学生科技活动基金会	2013	777
南京市中小学生科技活动基金会	2014	777
南京市中小学生科技活动基金会	2015	777
南京市六合区见义勇为基金会	2013	778
南京市六合区见义勇为基金会	2014	778
南京市六合区见义勇为基金会	2015	778
南京市建邺区见义勇为基金会	2013	779
南京市建邺区见义勇为基金会	2014	779
南京市建邺区见义勇为基金会	2015	779
南京市栖霞区见义勇为基金会	2013	780
南京市栖霞区见义勇为基金会	2014	780
南京市栖霞区见义勇为基金会	2015	780
南京市残疾人福利基金会	2013	781
南京市残疾人福利基金会	2014	781
南京市残疾人福利基金会	2015	781
南京市江宁区教育发展基金会	2013	782
南京市江宁区教育发展基金会	2014	782
南京市江宁区教育发展基金会	2015	782
南京市江宁区见义勇为基金会	2013	783
南京市江宁区见义勇为基金会	2014	783
南京市江宁区见义勇为基金会	2015	783
南京市法律援助基金会	2013	784
南京市法律援助基金会	2014	784
南京市法律援助基金会	2015	784
南京市浦口区扶贫基金会	2013	785
南京市浦口区扶贫基金会	2014	785
南京市浦口区扶贫基金会	2015	785
南京市浦口区见义勇为基金会	2013	786
南京市浦口区见义勇为基金会	2014	786
南京市浦口区见义勇为基金会	2015	786
南京市溧水县见义勇为基金会	2013	787
南京市溧水区见义勇为基金会	2014	787
南京市溧水区见义勇为基金会	2015	787
南京市爱心援助特困职工基金会	2013	788
南京市爱心援助特困职工基金会	2014	788
南京市爱心援助特困职工基金会	2015	788
南京市玄武区见义勇为基金会	2013	789
南京市玄武区见义勇为基金会	2014	789
南京市玄武区见义勇为基金会	2015	789
南京市秦淮区见义勇为基金会	2013	790
南京市秦淮区见义勇为基金会	2014	790
南京市秦淮区见义勇为基金会	2015	790
南京市见义勇为基金会	2013	791
南京市见义勇为基金会	2014	791
南京市见义勇为基金会	2015	791
南京市金陵中学教育发展基金会	2013	792
南京市金陵中学教育发展基金会	2014	792
南京市金陵中学教育发展基金会	2015	792
南京市雨花台区见义勇为基金会	2013	793
南京市雨花台区见义勇为基金会	2014	793
南京市雨花台区见义勇为基金会	2015	793
南京市高淳区见义勇为基金会	2013	794
南京市高淳区见义勇为基金会	2014	794
南京市高淳区见义勇为基金会	2015	794
南京市鼓楼区见义勇为基金会	2013	795
南京市鼓楼区见义勇为基金会	2014	795
南京市鼓楼区见义勇为基金会	2015	795
南京市鼓楼教育基金会	2013	796
南京市鼓楼教育基金会	2014	796
南京市鼓楼教育基金会	2015	796
南京师范大学教育发展基金会	2013	797
南京师范大学教育发展基金会	2014	797
南京师范大学教育发展基金会	2015	797
南京师范大学泰州学院教育发展基金会	2013	798
南京师范大学泰州学院教育发展基金会	2014	798
南京师范大学泰州学院教育发展基金会	2015	798
南京师范大学附属中学教育发展基金会	2013	799
南京师范大学附属中学教育发展基金会	2014	799
南京师范大学附属中学教育发展基金会	2015	799
南京新城市慈善基金会	2013	800
南京新城市慈善基金会	2014	800
南京新城市慈善基金会	2015	800
南京晓庄学院教育发展基金会	2013	801
南京晓庄学院教育发展基金会	2014	801
南京晓庄学院教育发展基金会	2015	801
南京林业大学教育发展基金会	2013	802
南京林业大学教育发展基金会	2014	802
南京林业大学教育发展基金会	2015	802
南京柯菲平公益基金会	2013	803
南京柯菲平公益基金会	2014	803
南京柯菲平公益基金会	2015	803
南京森林警察学院教育发展基金会	2013	804
南京森林警察学院教育发展基金会	2014	804
南京森林警察学院教育发展基金会	2015	804
南京海外工商管理专修学院教育基金会	2013	805
南京海外工商管理专修学院教育基金会	2014	805
南京海外工商管理专修学院教育基金会	2015	805
南京牛首山公益慈善基金会	2013	806
南京牛首山公益慈善基金会	2014	806
南京牛首山公益慈善基金会	2015	806
南京特殊教育职业技术学院教育发展基金会	2013	807
南京特殊教育职业技术学院教育发展基金会	2014	807
南京特殊教育职业技术学院教育发展基金会	2015	807
南京理工大学教育发展基金会	2013	808
南京理工大学教育发展基金会	2014	808
南京理工大学教育发展基金会	2015	808
南京理工大学泰州科技学院教育发展基金会	2013	809
南京理工大学泰州科技学院教育发展基金会	2014	809
南京理工大学泰州科技学院教育发展基金会	2015	809
南京理工大学紫金学院教育发展基金会	2013	810
南京理工大学紫金学院教育发展基金会	2014	810
南京理工大学紫金学院教育发展基金会	2015	810
南京航空航天大学教育发展基金会	2013	811
南京航空航天大学教育发展基金会	2014	811
南京航空航天大学教育发展基金会	2015	811
南京艺术学院教育发展基金会	2013	812
南京艺术学院教育发展基金会	2014	812
南京艺术学院教育发展基金会	2015	812
南京财经大学教育发展基金会	2013	813
