	ba_cn	ind_year	ricf_oid	ba_uscc	nm_offi
3274	天津市老年基金会	2013	1097	5312000050092105X6	天津市老年基金会
3275	天津市老年基金会	2014	1097	5312000050092105X6	天津市老年基金会
3276	天津市老年基金会	2015	1097	5312000050092105X6	天津市老年基金会
3277	天津市联合助学基金会	2013	1098	531200007773066908	天津市联合助学基金会
3278	天津市联合助学基金会	2014	1098	531200007773066908	天津市联合助学基金会
3279	天津市联合助学基金会	2015	1098	531200007773066908	天津市联合助学基金会
3280	天津市自然科学团体活动基金会	2013	1099	53120000500922220U	天津市自然科学团体活动基金会
3281	天津市自然科学团体活动基金会	2014	1099	53120000500922220U	天津市自然科学团体活动基金会
3282	天津市自然科学团体活动基金会	2015	1099	53120000500922220U	天津市自然科学团体活动基金会
3283	天津市赵以成医学科学基金会	2013	1100	53120000058702769N	天津市赵以成医学科学基金会
3284	天津市赵以成医学科学基金会	2014	1100	53120000058702769N	天津市赵以成医学科学基金会
3285	天津市赵以成医学科学基金会	2015	1100	53120000058702769N	天津市赵以成医学科学基金会
3286	天津市青少年发展基金会	2013	1101	531200005009230042	天津市青少年发展基金会
3287	天津市青少年发展基金会	2014	1101	531200005009230042	天津市青少年发展基金会
3288	天津市青少年发展基金会	2015	1101	531200005009230042	天津市青少年发展基金会
3289	天津市青少年科学基金会	2013	1102	53120000718245525R	天津市青少年科学基金会
3290	天津市青少年科学基金会	2014	1102	53120000718245525R	天津市青少年科学基金会
3291	天津市青少年科学基金会	2015	1102	53120000718245525R	天津市青少年科学基金会
3292	天津市青年创业就业基金会	2013	1103	53120000690664428K	天津市青年创业就业基金会
3293	天津市青年创业就业基金会	2014	1103	53120000690664428K	天津市青年创业就业基金会
3294	天津市青年创业就业基金会	2015	1103	53120000690664428K	天津市青年创业就业基金会
3295	天津市静海一滴水慈善基金会	2013	1104	5312000006122899XP	天津市静海一滴水慈善基金会
3296	天津市静海一滴水慈善基金会	2014	1104	5312000006122899XP	天津市静海一滴水慈善基金会
3297	天津市静海一滴水慈善基金会	2015	1104	5312000006122899XP	天津市静海一滴水慈善基金会
3298	天津市音苑教育发展基金会	2013	1105	53120000749147346U	天津市音苑教育发展基金会
3299	天津市音苑教育发展基金会	2014	1105	53120000749147346U	天津市音苑教育发展基金会
3300	天津市音苑教育发展基金会	2015	1105	53120000749147346U	天津市音苑教育发展基金会
3301	天津市鹤童老年公益基金会	2013	1106	53120000797291510D	天津市鹤童老年公益基金会
3302	天津市鹤童老年公益基金会	2014	1106	53120000797291510D	天津市鹤童老年公益基金会
3303	天津市鹤童老年公益基金会	2015	1106	53120000797291510D	天津市鹤童老年公益基金会
3304	天津广播电视大学教育发展基金会	2013	1107	531200007972792042	天津广播电视大学教育发展基金会
3305	天津广播电视大学教育发展基金会	2014	1107	531200007972792042	天津广播电视大学教育发展基金会
3306	天津广播电视大学教育发展基金会	2015	1107	531200007972792042	天津广播电视大学教育发展基金会
3307	天津方放秘书学与公文写作学研究基金会	2013	1108	53120000592916740E	天津方放秘书学与公文写作学研究基金会
3308	天津方放秘书学与公文写作学研究基金会	2014	1108	53120000592916740E	天津方放秘书学与公文写作学研究基金会
3309	天津方放秘书学与公文写作学研究基金会	2015	1108	53120000592916740E	天津方放秘书学与公文写作学研究基金会
3310	天津桃李源文化基金会	2013	1109	53120000550362081K	天津桃李源文化基金会
3311	天津桃李源文化基金会	2014	1109	53120000550362081K	天津桃李源文化基金会
3312	天津桃李源文化基金会	2015	1109	53120000550362081K	天津桃李源文化基金会
3313	天津理工大学教育发展基金会	2013	1110	531200006714780721	天津理工大学教育发展基金会
3314	天津理工大学教育发展基金会	2014	1110	531200006714780721	天津理工大学教育发展基金会
3315	天津理工大学教育发展基金会	2015	1110	531200006714780721	天津理工大学教育发展基金会
3316	天诺慈善基金会	2013	1111	53100000500020892D	天诺慈善基金会
3317	天诺慈善基金会	2014	1111	53100000500020892D	天诺慈善基金会
3318	天诺慈善基金会	2015	1111	53100000500020892D	天诺慈善基金会
3319	太仓市党员关爱暨帮扶困难群众基金会	2013	1112	53320000509161640W	太仓市党员关爱暨帮扶困难群众基金会
3320	太仓市党员关爱暨帮扶困难群众基金会	2014	1112	53320000509161640W	太仓市党员关爱暨帮扶困难群众基金会
3321	太仓市党员关爱暨帮扶困难群众基金会	2015	1112	53320000509161640W	太仓市党员关爱暨帮扶困难群众基金会
3322	太仓市慈善基金会	2013	1113	53320000509159399Y	太仓市慈善基金会
3323	太仓市慈善基金会	2014	1113	53320000509159399Y	太仓市慈善基金会
3324	太仓市慈善基金会	2015	1113	53320000509159399Y	太仓市慈善基金会
3325	太仓市见义勇为基金会	2013	1114	53320000509160154N	太仓市见义勇为基金会
3326	太仓市见义勇为基金会	2014	1114	53320000509160154N	太仓市见义勇为基金会
3327	太仓市见义勇为基金会	2015	1114	53320000509160154N	太仓市见义勇为基金会
3328	太平洋国际交流基金会	2013	1115		
3329	太平洋国际交流基金会	2014	1115		
3330	太平洋国际交流基金会	2015	1115		
3331	奉化市人民教育基金会	2013	1116	53330000501883606X	奉化市人民教育基金会
3332	奉化市人民教育基金会	2014	1116	53330000501883606X	奉化市人民教育基金会
3333	奉化市人民教育基金会	2015	1116	53330000501883606X	奉化市人民教育基金会
3334	如东县教育发展基金会	2013	1117	53320000509161245M	如东县教育发展基金会
3335	如东县教育发展基金会	2014	1117	53320000509161245M	如东县教育发展基金会
3336	如东县教育发展基金会	2015	1117	53320000509161245M	如东县教育发展基金会
3337	如东县见义勇为基金会	2013	1118	53320000509160867Q	如东县见义勇为基金会
3338	如东县见义勇为基金会	2014	1118	53320000509160867Q	如东县见义勇为基金会
3339	如东县见义勇为基金会	2015	1118	53320000509160867Q	如东县见义勇为基金会
3340	如皋市慈善基金会	2013	1119	533200005091588126	如皋市慈善基金会
3341	如皋市慈善基金会	2014	1119	533200005091588126	如皋市慈善基金会
3342	如皋市慈善基金会	2015	1119	533200005091588126	如皋市慈善基金会
3343	如皋市见义勇为基金会	2013	1120	53320000509160998L	如皋市见义勇为基金会
3344	如皋市见义勇为基金会	2014	1120	53320000509160998L	如皋市见义勇为基金会
3345	如皋市见义勇为基金会	2015	1120	53320000509160998L	如皋市见义勇为基金会
3346	姜堰市教育发展基金会	2013	1121	53320000509161798G	姜堰市教育发展基金会
3347	姜堰市教育发展基金会	2014	1121	53320000509161798G	姜堰市教育发展基金会
3348	姜堰市教育发展基金会	2015	1121	53320000509161798G	姜堰市教育发展基金会
3349	姜堰市见义勇为基金会	2013	1122		
3350	泰州市姜堰区见义勇为基金会	2014	1122	53320000509161771Q	泰州市姜堰区见义勇为基金会
3351	泰州市姜堰区见义勇为基金会	2015	1122	53320000509161771Q	泰州市姜堰区见义勇为基金会
3352	威海市恒盛文化艺术发展基金会	2013	1123	53370000MJD675342U	威海市恒盛文化艺术发展基金会
3353	威海市恒盛文化艺术发展基金会	2014	1123	53370000MJD675342U	威海市恒盛文化艺术发展基金会
3354	威海市恒盛文化艺术发展基金会	2015	1123	53370000MJD675342U	威海市恒盛文化艺术发展基金会
3355	威海市见义勇为基金会	2013	1124	53370000MJD6750946	威海市见义勇为基金会
3356	威海市见义勇为基金会	2014	1124	53370000MJD6750946	威海市见义勇为基金会
3357	威海市见义勇为基金会	2015	1124	53370000MJD6750946	威海市见义勇为基金会
3358	威盛信望爱公益基金会	2013	1125		
3359	威盛信望爱公益基金会	2014	1125		
3360	威盛信望爱公益基金会	2015	1125		
3361	孙中山基金会	2013	1126	53440000707697577Q	孙中山基金会
3362	孙中山基金会	2014	1126	53440000707697577Q	孙中山基金会
3363	孙中山基金会	2015	1126	53440000707697577Q	孙中山基金会
3364	孙冶方经济科学基金会	2013	1127	53100000500017829N	孙冶方经济科学基金会
3365	孙冶方经济科学基金会	2014	1127	53100000500017829N	孙冶方经济科学基金会
3366	孙冶方经济科学基金会	2015	1127	53100000500017829N	孙冶方经济科学基金会
3367	宁乡县双凫铺镇中心学校教育基金会	2013	1128	53430000574321313J	宁乡县双凫铺镇中心学校教育基金会
3368	宁乡县双凫铺镇中心学校教育基金会	2014	1128	53430000574321313J	宁乡县双凫铺镇中心学校教育基金会
3369	宁乡县双凫铺镇中心学校教育基金会	2015	1128	53430000574321313J	宁乡县双凫铺镇中心学校教育基金会
3370	宁乡县教育基金会	2013	1129	53430000770074700H	宁乡县教育基金会
3371	宁乡县教育基金会	2014	1129	53430000770074700H	宁乡县教育基金会
3372	宁乡县教育基金会	2015	1129	53430000770074700H	宁乡县教育基金会
3373	宁夏上陵社区敬老养老基金会	2013	1130	53640000MJX17320X5	宁夏上陵社区敬老养老基金会
3374	宁夏上陵社区敬老养老基金会	2014	1130	53640000MJX17320X5	宁夏上陵社区敬老养老基金会
3375	宁夏上陵社区敬老养老基金会	2015	1130	53640000MJX17320X5	宁夏上陵社区敬老养老基金会
3376	宁夏中宁县教育慈善发展基金会	2013	1131	53640000MJX1735841	宁夏中宁县教育慈善发展基金会
3377	宁夏中宁县教育慈善发展基金会	2014	1131	53640000MJX1735841	宁夏中宁县教育慈善发展基金会
3378	宁夏中宁县教育慈善发展基金会	2015	1131	53640000MJX1735841	宁夏中宁县教育慈善发展基金会
3379	宁夏伊品爱心基金会	2013	1132		
3380	宁夏伊品爱心基金会	2014	1132		
3381	宁夏伊品爱心基金会	2015	1132		
3382	宁夏伊民慈善基金会	2013	1133	53640000MJX173656R	宁夏伊民慈善基金会
3383	宁夏伊民慈善基金会	2014	1133	53640000MJX173656R	宁夏伊民慈善基金会
3384	宁夏伊民慈善基金会	2015	1133	53640000MJX173656R	宁夏伊民慈善基金会
3385	宁夏吴忠慈善基金会	2013	1134	53640000MJX173293X	宁夏吴忠慈善基金会
3386	宁夏吴忠慈善基金会	2014	1134	53640000MJX173293X	宁夏吴忠慈善基金会
3387	宁夏吴忠慈善基金会	2015	1134	53640000MJX173293X	宁夏吴忠慈善基金会
3388	宁夏嘉峰慈善基金会	2013	1135	53640000MJX173357U	宁夏嘉峰慈善基金会
3389	宁夏嘉峰慈善基金会	2014	1135	53640000MJX173357U	宁夏嘉峰慈善基金会
3390	宁夏嘉峰慈善基金会	2015	1135	53640000MJX173357U	宁夏嘉峰慈善基金会
3391	宁夏回族自治区关心下一代基金会	2013	1136	53640000MJX173189R	宁夏回族自治区关心下一代基金会
3392	宁夏回族自治区关心下一代基金会	2014	1136	53640000MJX173189R	宁夏回族自治区关心下一代基金会
3393	宁夏回族自治区关心下一代基金会	2015	1136	53640000MJX173189R	宁夏回族自治区关心下一代基金会
