机构ID	机构名称	报表时间	本年度捐赠收入_现金	来自境内的捐赠_现金	来自境内自然人的捐赠_现金	来自境内法人或者其他组织的捐赠_现金	来自境外的捐赠_现金	来自境外自然人的捐赠_现金	来自境外法人或者其他组织的捐赠_现金	接受非公益性捐赠情况_现金	本年度捐赠收入_非现金	来自境内的捐赠_非现金	来自境内自然人的捐赠_非现金	来自境内法人或者其他组织的捐赠_非现金	来自境外的捐赠_非现金	来自境外自然人的捐赠_非现金	来自境外法人或者其他组织的捐赠_非现金	接受非公益性捐赠情况_非现金	上年度基金余额	本年度总支出	本年度用于公益事业的支出	工作人员工资福利支出	行政办公支出	捐赠主体ID	捐赠主体名称	捐赠额_现金_限定	捐赠额_非现金_限定	捐赠额_现金_非限定	捐赠额_非现金_非限定	用途
ricf_oid	ba_cn	fp_dt	ao_ad	ao_dd	ao_ddc	ao_ddi	ao_od	ao_odn	ao_odi	ao_nni	ao_adn	ao_ddn	ao_ddnn	ao_ddin	ao_odnn	ao_odnn	ao_odin	ao_nnin	ao_lst	ao_ate	ao_cc	ao_slr	ao_adex	ao_did	ao_dn	ao_dcae	ao_ncae	ao_dcan	ao_ncan	ao_use
2937	西北工业大学教育基金会	2013	53769732.23 	53648304.97 	46104116.00 	7544188.97 	121427.26 	0.00 	121427.26 	0	0	0	0	0	0	0	0	0		55278054.06 	55007459.15 	120880.00 	149714.91 							
2938	西安交通大学教育基金会	2013	20104518.12 	19481543.50 	1593596.68 	17887946.82 	622974.62 	17828.40 	605146.22 	0	0	0	0	0	0	0	0	0		15575719.34 	15110239.09 	327317.32 	138162.93 							
2939	西安电子科技大学教育基金会	2013	8629307.80 	8292807.80 	20600.00 	8272207.80 	336500.00 	0.00 	336500.00 	0	0	0	0	0	0	0	0	0		2627178.81 	2624147.80 	3000.00 	31.01 							
2941	西昌市关心下一代基金会	2013	1200000.00 	1200000.00 	0.00 	1200000.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		0.00 	0.00 	0.00 	0.00 							
2944	西藏珠穆朗玛文学基金会	2013	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		0.00 	0.00 	0.00 	0.00 							
2946	西藏自治区珠峰冰川环保基金会	2013	815767.10 	815767.10 	193390.00 	622377.10 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		130556.60 	129867.30 	0.00 	689.30 							
2950	西藏青少年发展基金会	2013	56721.85 	56721.85 	56721.85 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		8665639.82 	8624588.95 	13880.00 	4020.60 							
2952	詹天佑科学技术发展基金会	2013	1200000.00 	1200000.00 	1200000.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		3181942.21 	2945506.02 	117010.00 	119426.19 							
2953	诸暨市九鼎教育基金会	2013	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		208580.00 	203410.00 	0.00 	5170.00 							
2954	诸暨市人民教育基金会	2013	26083771.00 	26083771.00 	26083771.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		8613157.70 	8500932.00 	0.00 	5225.70 							
2955	诸暨市农民小康工程基金会	2013	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		252368.00 	250000.00 	0.00 	2368.00 							
2956	象山县人民教育基金会	2013	4956000.00 	4956000.00 	70000.00 	4886000.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		6112632.70 	5954971.00 	97131.70 	60530.00 							
2958	贵州文化薪火乡村发展基金会	2013	4241875.50 	4241875.50 	0.00 	4241875.50 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		4973649.60 	4709611.71 	217556.00 	46481.89 							
2959	贵州省人口福利基金会	2013	84784793.22 	84784793.22 	59200.00 	84725593.22 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		19932741.35 	18391117.50 	1276996.81 	234948.04 							
2960	贵州省体育发展基金会	2013	4045958.00 	4045958.00 	490000.00 	3555958.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		512780.50 	473758.00 	10000.00 	29022.50 							
2961	贵州省信合公益基金会	2013	258741802.97 	258741802.97 	0.00 	258741802.97 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		5914610.13 	5805050.61 	0.00 	109559.52 							
2962	贵州省六盘水市老年基金会	2013	200000.00 	200000.00 	0.00 	200000.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		721115.68 	656462.18 	23040.00 	41613.50 							
2963	贵州省六盘水市见义勇为基金会	2013	295800.90 	295800.90 	253000.00 	42800.90 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		551916.21 	498481.39 	0.00 	53199.82 							
2964	贵州省励业帮扶基金会	2013	170262.00 	170262.00 	170262.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		3187288.51 	2983612.60 	179284.31 	24391.60 							
2965	贵州省同心光彩事业基金会	2013	79403.00 	79403.00 	0.00 	79403.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		4206785.39 	4121801.10 	42062.07 	12482.30 							
2966	贵州省妇女儿童发展基金会	2013	28651212.50 	28651212.50 	119560.00 	28531652.50 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		17310433.61 	16917385.30 	87786.00 	133027.01 							
2967	贵州省孔学堂发展基金会	2013	4000000.00 	4000000.00 	0.00 	4000000.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		0.00 	0.00 	0.00 	0.00 							
2968	贵州省安顺市见义勇为基金会	2013	715250.00 	715250.00 	0.00 	715250.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		226063.00 	205897.00 	0.00 	20166.00 							
2969	贵州省宏立城公益基金会	2013	210000.00 	210000.00 	210000.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		33520711.10 	33496000.00 	0.00 	22588.00 							
2970	贵州省扶贫基金会	2013	3300962.69 	3240842.69 	96443.20 	3144399.49 	60120.00 	0.00 	60120.00 	0	0	0	0	0	0	0	0	0		2563745.06 	2456308.49 	57194.17 	1793.40 							
2971	贵州省教育发展基金会	2013	22642435.65 	18017701.53 	1553721.53 	16463980.00 	4624734.12 	0.00 	4624734.12 	0	0	0	0	0	0	0	0	0		8582104.07 	8121832.00 	295700.00 	225295.80 							
2972	贵州省春晖行动发展基金会	2013	4405301.47 	4405301.47 	401101.47 	4004200.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		4683252.59 	4246251.71 	387983.00 	48960.16 							
2973	贵州省残疾人福利基金会	2013	5291770.03 	5291770.03 	3630.00 	5288140.03 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		6214679.82 	6181218.33 	0.00 	33461.49 							
2974	贵州省毕节市见义勇为基金会	2013	330277.50 	330277.50 	0.00 	330277.50 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		329593.00 	329000.00 	0.00 	593.00 							
2975	贵州省禁毒基金会	2013	2872894.85 	2872894.85 	83596.25 	2789298.60 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		2290937.50 	2290200.00 	0.00 	0.00 							
2976	贵州省老龄事业发展基金会	2013	930000.00 	930000.00 	0.00 	930000.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		961848.96 	875580.00 	32400.00 	9333.70 							
2977	贵州省见义勇为基金会	2013	102800.00 	102800.00 	2800.00 	100000.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		1345238.17 	1303000.00 	0.00 	42238.17 							
2978	贵州省贵阳市生态文明基金会	2013	2437157.01 	2437157.01 	533200.00 	1903957.01 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		1665445.71 	1520910.67 	46636.41 	36323.55 							
2979	贵州省贵阳市见义勇为基金会	2013	8332.00 	8332.00 	8332.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		1386855.34 	1357378.30 	0.00 	29477.04 							
2980	贵州省送温暖基金会	2013	50000.00 	50000.00 	0.00 	50000.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		40119.20 	0.00 	30000.00 	10119.20 							
2981	贵州省遵义市见义勇为基金会	2013	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		1254355.46 	1143854.00 	87320.10 	23181.36 							
2982	贵州省铜仁市见义勇为基金会	2013	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		9000.00 	9000.00 	0.00 	0.00 							
2983	贵州省青少年发展基金会	2013	151583754.40 	151583754.40 	0.00 	151583754.40 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		206353814.06 	202786046.64 	1345985.00 	1376833.46 							
2984	贵州省青年创业就业基金会	2013	2524340.51 	2524340.51 	0.00 	2524340.51 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		2671043.09 	2275725.50 	305810.76 	89506.83 							
2985	贵州省青年志愿服务基金会	2013	2723945.78 	2723945.78 	409392.79 	2314552.99 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		2129028.80 	2050426.60 	39473.50 	39128.70 							
2986	贵州省黔东南州见义勇为基金会	2013	3000.00 	3000.00 	0.00 	3000.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		77090.60 	70664.70 	2400.00 	4025.90 							
2987	贵州省黔南州见义勇为基金会	2013	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		9522.90 	242.90 	6000.00 	3000.00 							
2988	贵州省黔西南州见义勇为基金会	2013	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		887708.00 	87000.00 	0.00 	708.00 							
2989	资阳市关心下一代基金会	2013	2715000.00 	2715000.00 	0.00 	2715000.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		1599679.10 	1488178.00 	0.00 	61510.60 							
2990	资阳市雁江区教育基金会	2013	914731.00 	914731.00 	914731.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		1119008.00 	1022924.00 	0.00 	96084.00 							
2991	赣州市红十字博爱基金会	2013	1837152.18 	1837152.18 	7620.00 	1829532.18 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		6072147.78 	5947401.60 	46854.00 	77892.18 							
2992	赣州市青少年发展基金会	2013	6306856.45 	6306856.45 	0.00 	6306856.45 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		5337384.93 	5072062.80 	112038.00 	153284.13 							
2994	赣榆县见义勇为基金会	2013	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		41000.00 	41000.00 	0.00 	0.00 							
2995	赤峰市人民教育基金会	2013	2795000.00 	2795000.00 	200000.00 	2595000.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		599299.00 	549649.50 	0.00 	49552.50 							
2996	赤峰绿化基金会	2013	904200.00 	904200.00 	904200.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		702135.30 	674888.00 	0.00 	27247.30 							
2997	辽宁光达优抚爱心基金会	2013	1170000.00 	1170000.00 	400000.00 	770000.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		1530689.81 	1467800.00 	43976.01 	18913.80 							
2998	辽宁爱之光防盲基金会	2013	3900435.48 	3900435.48 	2467235.48 	1433200.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		3518031.71 	3278789.97 	123656.97 	115584.77 							
2999	辽宁现代公益扶助基金会	2013	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		0.00 	0.00 	0.00 	0.00 							
3000	辽宁省东北财经大学教育基金会	2013	142860.00 	142860.00 	0.00 	142860.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		238576.76 	229000.00 	0.00 	9367.00 							
3001	辽宁省体育基金会	2013	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		7862557.24 	7076464.92 	128650.54 	657441.78 							
3004	辽宁省公安民警英烈救助基金会	2013	18001244.00 	18001244.00 	0.00 	18001244.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		34721648.37 	34659588.80 	43500.00 	18559.57 							
3005	辽宁省公益基金会	2013	2003623.48 	2003623.48 	0.00 	2003623.48 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		2276909.68 	2096959.36 	48000.00 	131950.32 							
3006	辽宁省兴隆大家庭大病救助基金会	2013	1000000.00 	1000000.00 	0.00 	1000000.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		848585.95 	838552.45 	0.00 	10033.50 							
3007	辽宁省周延慈善基金会	2013	850000.00 	850000.00 	850000.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		848561.33 	842049.33 	0.00 	5800.00 							
3008	辽宁省国防教育基金会	2013	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		158178.46 	0.00 	48000.00 	110178.46 							
3009	辽宁省大连交通大学教育基金会	2013	614270.00 	614270.00 	614270.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		1101877.69 	1087649.75 	0.00 	13181.40 							
3010	辽宁省大连海事大学博联助学基金会	2013	1661160.00 	1661160.00 	1661160.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		716065.77 	681402.00 	18000.00 	16321.77 							
3011	辽宁省大连海事大学教育发展基金会	2013	5139630.80 	5139630.80 	870630.80 	4269000.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		1751211.11 	1700133.81 	0.00 	51077.30 							
3012	辽宁省大连海洋大学教育发展基金会	2013	628000.00 	628000.00 	0.00 	628000.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		309093.00 	294245.00 	3000.00 	11848.00 							
3013	辽宁省大连理工大学教育发展基金会	2013	24845476.53 	24087054.83 	2043142.50 	22043912.33 	758421.70 	0.00 	758421.70 	0	0	0	0	0	0	0	0	0		17875187.83 	17658175.70 	65000.00 	137084.10 							
3014	辽宁省妇女儿童基金会	2013	2144350.00 	2144350.00 	0.00 	2144350.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		1152478.70 	1143811.00 	0.00 	8667.70 							
3015	辽宁省抚顺市爱心教育基金会	2013	12500.00 	12500.00 	0.00 	12500.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		624720.25 	583381.35 	40400.00 	938.90 							
3016	辽宁省教育基金会	2013	3789521.07 	3789521.07 	3789521.07 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		4615008.74 	4287968.52 	88000.00 	239040.22 							
3017	辽宁省残疾人福利基金会	2013	364700.00 	364700.00 	40700.00 	324000.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		3264341.21 	3087129.87 	0.00 	177211.34 							
3018	辽宁省沈阳农业大学教育基金会	2013	6796690.00 	6796690.00 	6796690.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		1010811.22 	939907.80 	0.00 	70903.42 							
3019	辽宁省沈阳化工大学教育基金会	2013	391000.00 	391000.00 	3000.00 	388000.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		341425.00 	333585.00 	0.00 	7829.00 							
3020	辽宁省沈阳师范大学教育基金会	2013	313941.40 	313941.40 	212035.40 	101906.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		443879.20 	430900.00 	0.00 	0.00 							
3021	辽宁省沈阳理工大学教育基金会	2013	2185000.00 	2185000.00 	185000.00 	2000000.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		165584.50 	153759.00 	0.00 	11825.50 							
3022	辽宁省红十字基金会	2013	2241390.43 	2241390.43 	68374.50 	2173015.93 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		1762058.97 	1631397.06 	32460.35 	98201.56 							
3023	辽宁省老年基金会	2013	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		442345.77 	16800.00 	189240.00 	236305.77 							
3025	辽宁省见义勇为基金会	2013	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		2575467.92 	2315555.87 	235755.61 	24156.44 							
3026	辽宁省辽宁大学教育基金会	2013	1322892.00 	1200000.00 	0.00 	1200000.00 	122892.00 	122892.00 	0.00 	0	0	0	0	0	0	0	0	0		638464.00 	633000.00 	0.00 	3164.00 							
3027	辽宁省辽宁工业大学教育基金会	2013	341360.00 	341360.00 	91360.00 	250000.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		505891.90 	424500.00 	0.00 	81391.90 							
3028	辽宁省辽宁工程技术大学教育基金会	2013	1911000.00 	1911000.00 	1911000.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		1423333.80 	1395000.00 	0.00 	22449.00 							
3029	辽宁省辽宁师范大学教育基金会	2013	231500.00 	231500.00 	0.00 	231500.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		307065.50 	302200.00 	0.00 	4865.50 							
3030	辽宁省辽宁水利职业学院教育基金会	2013	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		0.00 	0.00 	0.00 	0.00 							
3031	辽宁省辽宁石油化工大学教育发展基金会	2013	531115.18 	531115.18 	23000.00 	508115.18 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		709560.50 	695343.00 	0.00 	14217.50 							
3032	辽宁省闽商公益基金会	2013	3917800.00 	3917800.00 	3467700.00 	450100.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		1561772.90 	945560.00 	48000.00 	2176.00 							
3033	辽宁省青少年发展基金会	2013	8032590.60 	8032590.60 	221367.80 	7811222.80 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		8095145.52 	8045276.10 	4800.00 	45069.42 							
3034	辽宁省青年创业基金会	2013	30000.00 	30000.00 	30000.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		271643.93 	247206.19 	4948.34 	19489.40 							
3036	辽源市公安民警优抚基金会	2013	10000.00 	10000.00 	10000.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		892847.23 	863187.00 	0.00 	29660.23 							
3037	辽源市兴学弘泰教育基金会	2013	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		15260.00 	15000.00 	0.00 	0.00 							
3038	辽源市平安基金会	2013	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		1511871.00 	1498852.00 	0.00 	13019.00 							
3040	辽阳辽化教育奖励基金会	2013	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		170884.50 	155380.00 	15000.00 	0.00 							
3041	达州市教育基金会	2013	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		25560.00 	20000.00 	0.00 	0.00 							
3042	达拉特旗人民教育基金会	2013	1724409.00 	1724409.00 	0.00 	1724409.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		1813349.00 	1808133.00 	2000.00 	3216.00 							
3043	连云港公安大病特困救助基金会	2013	463000.00 	463000.00 	463000.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		32900.00 	32900.00 	0.00 	0.00 							
3047	连云港市新浦区见义勇为基金会	2013	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		4517.50 	4500.00 	0.00 	17.50 							
3049	连云港市海州区见义勇为基金会	2013	500000.00 	500000.00 	0.00 	500000.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		26092.54 	24441.74 	0.00 	1650.80 							
3051	连云港市连云区见义勇为基金会	2013	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		8036.00 	8000.00 	0.00 	36.00 							
3053	连云港师范高等专科学校教育发展基金会	2013	5519000.00 	5519000.00 	5519000.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		1146996.80 	1138750.00 	0.00 	8246.80 							
3054	连云港正大天晴爱心基金会	2013	3060970.00 	3060970.00 	582970.00 	2478000.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		761222.65 	761222.65 	0.00 	0.00 							
3055	连云港经济技术开发区见义勇为基金会	2013	60000.00 	60000.00 	0.00 	60000.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		18380.00 	18078.00 	0.00 	302.00 							
3056	连云港职业技术学院教育发展基金会	2013	1540000.00 	1540000.00 	0.00 	1540000.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		524145.00 	521000.00 	0.00 	3145.00 							
3057	通化市公安民警优抚基金会	2013	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		203547.50 	190000.00 	0.00 	13547.50 							
3058	通化矿业集团扶贫济困基金会	2013	500000.00 	500000.00 	0.00 	500000.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		425635.50 	415580.00 	0.00 	10055.50 							
3059	通辽市扶贫基金会	2013	768.85 	768.85 	768.85 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		0.00 	0.00 	0.00 	0.00 							
3060	通辽市科尔沁民歌基金会	2013	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		47271.50 	0.00 	0.00 	15695.50 							
3061	遂宁市关心下一代基金会	2013	1870582.06 	1870582.06 	0.00 	1870582.06 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		0.00 	0.00 	0.00 	0.00 							
3062	遂昌县人民教育基金会	2013	2899900.00 	2899900.00 	1999125.00 	900775.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		2611300.00 	2607530.00 	0.00 	3770.00 							
3063	邳州市慈善基金会	2013	8118000.00 	8118000.00 	8118000.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		4909741.06 	4802115.00 	100451.76 	2693.30 							
3064	邳州市见义勇为基金会	2013	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		38000.00 	38000.00 	0.00 	0.00 							
3065	邵东县教育基金会	2013	605664.00 	605664.00 	597426.00 	8238.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		712192.50 	649941.00 	17100.00 	34820.50 							
3066	邵阳市教育基金会	2013	1104406.00 	1104406.00 	1104406.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		1769269.97 	1633190.00 	106900.00 	20421.17 							
3067	郑州市法律援助基金会	2013	9465600.00 	9465600.00 	0.00 	9465600.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		425810.60 	0.00 	235362.00 	30028.70 							
3068	都江堰友爱教育基金会	2013	345267.00 	345267.00 	3600.00 	341667.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		1164229.94 	1079507.34 	53464.54 	31258.06 							
3069	都江堰市教育发展基金会	2013	2311421.54 	2311421.54 	2311421.54 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		1935727.50 	1917604.00 	0.00 	18123.50 							
3070	鄂尔多斯东联教育基金会	2013	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		596901.12 	472400.00 	2600.00 	0.00 							
3072	鄂尔多斯市东胜环境卫生事业发展基金会	2013	209650.00 	209650.00 	1000.00 	208650.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		0.00 	0.00 	0.00 	0.00 							
3073	鄂尔多斯市人民教育基金会	2013	100000.00 	100000.00 	100000.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		3034.50 	0.00 	0.00 	3034.50 							
3074	鄂尔多斯市成吉思汗基金会	2013	10000.00 	10000.00 	0.00 	10000.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		235164.24 	218664.24 	16500.00 	0.00 							
3075	鄂尔多斯市残疾人福利基金会	2013	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		1189975.76 	1096550.00 	0.00 	7039.20 							
3076	鄂尔多斯市莲之心慈善基金会	2013	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		104809.00 	100000.00 	0.00 	4809.00 							
3078	鄂托克前旗教师奖励基金会	2013	500000.00 	500000.00 	500000.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		509058.00 	503000.00 	0.00 	6058.00 							
3079	鄂托克旗教育基金会	2013	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		781692.50 	709000.00 	66000.00 	6692.50 							
3081	重庆光彩事业基金会	2013	5100000.00 	5100000.00 	0.00 	5100000.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		53650.50 	8000.00 	45415.00 	235.50 							
3082	重庆协信公益基金会	2013	780707.80 	780707.80 	449002.80 	331705.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		685342.35 	667710.00 	0.00 	17528.35 							
3083	重庆大学教育发展基金会	2013	22109492.99 	17550893.37 	184357.40 	17366535.97 	4558599.62 	0.00 	4558599.62 	0	0	0	0	0	0	0	0	0		63453730.24 	62947116.42 	82685.00 	423928.82 							
3084	重庆大德公益基金会	2013	120800.00 	120800.00 	70800.00 	50000.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		0.00 	0.00 	0.00 	0.00 							
3085	重庆市万州区教育基金会	2013	2010935.00 	2010935.00 	0.00 	2010935.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		2435645.66 	2326475.32 	0.00 	109170.34 							
3086	重庆市人口福利基金会	2013	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		0.00 	0.00 	0.00 	0.00 							
3088	重庆市南川区教育基金会	2013	400396.80 	400396.80 	0.00 	400396.80 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		227532.00 	220000.00 	0.00 	7532.00 							
3089	重庆市卢作孚教育基金会	2013	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		1225891.00 	1210500.00 	0.00 	15391.00 							
3090	重庆市开县教育基金会	2013	10631401.80 	10631401.80 	353463.30 	10277938.50 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		2894109.14 	2579486.30 	12532.00 	174660.64 							
