机构ID	机构名称	报表时间	本年度捐赠收入_现金	来自境内的捐赠_现金	来自境内自然人的捐赠_现金	来自境内法人或者其他组织的捐赠_现金	来自境外的捐赠_现金	来自境外自然人的捐赠_现金	来自境外法人或者其他组织的捐赠_现金	接受非公益性捐赠情况_现金	本年度捐赠收入_非现金	来自境内的捐赠_非现金	来自境内自然人的捐赠_非现金	来自境内法人或者其他组织的捐赠_非现金	来自境外的捐赠_非现金	来自境外自然人的捐赠_非现金	来自境外法人或者其他组织的捐赠_非现金	接受非公益性捐赠情况_非现金	上年度基金余额	本年度总支出	本年度用于公益事业的支出	工作人员工资福利支出	行政办公支出	捐赠主体ID	捐赠主体名称	捐赠额_现金_限定	捐赠额_非现金_限定	捐赠额_现金_非限定	捐赠额_非现金_非限定	用途
ricf_oid	ba_cn	fp_dt	ao_ad	ao_dd	ao_ddc	ao_ddi	ao_od	ao_odn	ao_odi	ao_nni	ao_adn	ao_ddn	ao_ddnn	ao_ddin	ao_odnn	ao_odnn	ao_odin	ao_nnin	ao_lst	ao_ate	ao_cc	ao_slr	ao_adex	ao_did	ao_dn	ao_dcae	ao_ncae	ao_dcan	ao_ncan	ao_use
851	南通理治教育发展基金会	2013	100000.00 	100000.00 	50000.00 	50000.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		250641.37 	246587.00 	0.00 	1256.37 							
852	南通纺织职业技术学院教育发展基金会	2013	1638000.00 	1638000.00 	0.00 	1638000.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		1600529.00 	1595849.00 	0.00 	4680.00 							
853	南通经济技术开发区见义勇为基金会	2013	132500.00 	132500.00 	132500.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		618344.00 	569596.00 	36760.00 	11988.00 							
854	南通职业大学教育发展基金会	2013	3058048.34 	3058048.34 	3058048.34 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		4854650.00 	4850000.00 	0.00 	4650.00 							
855	南通高等师范学校教育发展基金会	2013	12220000.00 	12220000.00 	12220000.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		11391993.50 	11390000.00 	0.00 	1993.50 							
856	南都公益基金会	2013	24356537.49 	24204983.89 	329600.00 	23875383.89 	151553.60 	7531.00 	144022.60 	0	0	0	0	0	0	0	0	0		27415263.72 	24849425.40 	2061673.17 	463273.85 							
857	南阳油田中小学教师奖励基金会	2013	819400.00 	819400.00 	0.00 	819400.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		830981.00 	800322.00 	0.00 	30659.00 							
859	厦门中山医院基金会	2013	2035000.00 	2035000.00 	2035000.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		1375587.27 	1261854.48 	48900.00 	64832.79 							
860	厦门仁爱医疗基金会	2013	5000000.00 	5000000.00 	0.00 	5000000.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		0.00 	0.00 	0.00 	0.00 							
861	厦门双十中学教育基金会	2013	2878000.00 	2878000.00 	2878000.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		3244055.47 	3212746.00 	2400.00 	16659.47 							
862	厦门大博医疗慈善基金会	2013	2000000.00 	2000000.00 	0.00 	2000000.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		-602.78 	0.00 	0.00 	0.00 							
863	厦门大学教育发展基金会	2013	125825148.41 	87384731.14 	6696478.89 	80688252.25 	38440417.27 	871070.00 	37569347.27 	0	0	0	0	0	0	0	0	0		29649836.75 	28829197.75 	0.00 	2051.00 							
864	厦门大学陈安国际法学发展基金会	2013	159400.00 	151700.00 	151700.00 	0.00 	7700.00 	7700.00 	0.00 	0	0	0	0	0	0	0	0	0		162047.90 	160047.90 	0.00 	2000.00 							
865	厦门工商旅游学校教育基金会	2013	125420.00 	125420.00 	125420.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		180791.28 	177043.78 	0.00 	3747.50 							
866	厦门市妇女儿童发展基金会	2013	2453646.30 	2453646.30 	273646.30 	2180000.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		1808640.46 	1748531.00 	53000.00 	7109.46 							
867	厦门市教育基金会	2013	52951950.01 	52951950.01 	40570780.41 	12381169.60 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		48373880.32 	46226491.40 	421137.89 	480182.03 							
868	厦门市红十字基金会	2013	9336415.56 	9336415.56 	9336415.56 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		20771378.36 	19832321.38 	618914.58 	320142.40 							
869	厦门市翔业爱心基金会	2013	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		1626578.75 	1617957.67 	6000.00 	2621.08 							
870	厦门市翔安区教育基金会	2013	11489438.49 	11489438.49 	722000.00 	10767438.49 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		10569077.37 	10287210.00 	102940.00 	178927.37 							
871	厦门市老年基金会	2013	4376200.00 	4376200.00 	275200.00 	4101000.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		6425875.33 	6046273.59 	166990.39 	212611.35 							
872	厦门市集美社公业基金会	2013	1600000.00 	1600000.00 	0.00 	1600000.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		1615188.50 	1498355.00 	76350.00 	40483.50 							
873	厦门市革命传统教育发展基金会	2013	1350000.00 	1350000.00 	0.00 	1350000.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		331583.40 	312200.00 	0.00 	19383.40 							
874	厦门建安慈善基金会	2013	1427574.00 	1427574.00 	1427574.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		3798228.58 	3673948.00 	8395.17 	115885.41 							
875	厦门春水爱心基金会	2013	2000000.00 	2000000.00 	1340000.00 	660000.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		179310.80 	172100.00 	0.00 	6345.50 							
876	厦门残疾人福利基金会	2013	1053714.60 	1053714.60 	117983.20 	935731.40 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		5275535.75 	4809855.02 	263514.40 	200609.83 							
877	厦门眼科中心光明基金会	2013	3900000.00 	3900000.00 	0.00 	3900000.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		3922780.82 	3920757.32 	0.00 	2023.50 							
878	厦门第一中学教育基金会	2013	7826131.80 	7826131.80 	5337131.80 	2489000.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		3455111.60 	3282377.00 	23920.00 	148814.60 							
879	厦门苏颂科技教育基金会	2013	3671800.00 	3671800.00 	3671800.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		377185.60 	346745.90 	0.00 	100.00 							
880	厦门观音寺慈善基金会	2013	2258953.06 	2258953.06 	2258953.06 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		2506703.00 	2459926.00 	24000.00 	19777.00 							
881	厦门集友陈嘉庚教育基金会	2013	1560051.10 	1500000.00 	0.00 	1500000.00 	60051.10 	60051.10 	0.00 	0	0	0	0	0	0	0	0	0		570798.80 	544800.00 	11220.00 	6442.20 							
882	友成企业家扶贫基金会	2013	30032806.29 	21723785.98 	2264935.50 	19458850.48 	8309020.31 	7898.00 	8301122.31 	0	0	0	0	0	0	0	0	0		34836404.57 	32696822.53 	1856896.51 	192438.38 							
883	双流县教育基金会	2013	202004.71 	202004.71 	22100.00 	179904.71 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		988105.10 	960704.50 	0.00 	27400.60 							
887	台州市老年事业发展基金会	2013	804375.00 	804375.00 	0.00 	804375.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		1730806.63 	1627551.00 	35400.00 	67855.63 							
888	台州市见义勇为基金会	2013	3225000.00 	3225000.00 	5000.00 	3220000.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		428811.00 	424791.00 	0.00 	4020.00 							
889	台州市路桥区教育发展基金会	2013	100000.00 	100000.00 	100000.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		5441221.16 	5441221.16 	0.00 	0.00 							
890	台州市黄岩区慈善基金会	2013	1047500.00 	1047500.00 	0.00 	1047500.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		793559.50 	757500.00 	27100.00 	8959.50 							
891	台州市黄岩区教育发展基金会	2013	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		6034.00 	0.00 	0.00 	6034.00 							
892	台州职业技术学院涌泉奖助基金会	2013	870836.98 	870836.98 	0.00 	870836.98 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		625134.00 	575100.00 	0.00 	26834.00 							
893	合浦县同心共建和谐基金会	2013	2010000.00 	2010000.00 	2010000.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		2021306.00 	2010000.00 	7000.00 	4206.00 							
894	合肥宝业救助特困群体基金会	2013	5490000.00 	5490000.00 	100000.00 	5390000.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		484959.45 	500000.00 	0.00 	1129.80 							
895	合肥工业大学教育基金会	2013	31683000.00 	31683000.00 	11419000.00 	20264000.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		26019104.00 	25909358.70 	0.00 	109745.30 							
896	合肥市关爱环卫工人基金会	2013	464200.00 	464200.00 	5200.00 	459000.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		22921.80 	19000.00 	0.00 	3921.80 							
897	合肥市巾帼妇女发展基金会	2013	2000000.00 	2000000.00 	0.00 	2000000.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		1170.00 	0.00 	0.00 	1170.00 							
898	合肥市幸福瑶海公益慈善基金会	2013	2190000.00 	2190000.00 	0.00 	2190000.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		166954.20 	773000.00 	5100.00 	29667.88 							
899	合肥市见义勇为奖励基金会	2013	700000.00 	700000.00 	0.00 	700000.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		326283.00 	318700.00 	0.00 	7583.00 							
900	合肥市阳光志愿服务基金会	2013	3100000.00 	3100000.00 	0.00 	3100000.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		0.00 	0.00 	0.00 	0.00 							
901	合肥火炬青年创业基金会	2013	20000.00 	20000.00 	0.00 	20000.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		220801.85 	220000.00 	0.00 	207.00 							
902	吉林大学唐敖庆教育基金会	2013	150000.00 	150000.00 	0.00 	150000.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		637278.00 	620000.00 	0.00 	17278.00 							
903	吉林大学教育基金会	2013	26367647.65 	25717501.00 	8489955.00 	17227546.00 	650146.65 	0.00 	650146.65 	0	0	0	0	0	0	0	0	0		9460875.63 	9132255.61 	0.00 	327879.90 							
905	吉林市公安民警优抚基金会	2013	200000.00 	200000.00 	0.00 	200000.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		1838610.50 	1822500.00 	0.00 	16110.50 							
906	吉林市白山发电厂爱心救助基金会	2013	123000.00 	123000.00 	123000.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		161378.00 	160000.00 	0.00 	1378.00 							
908	吉林师范大学助学基金会	2013	3181000.00 	3181000.00 	3181000.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		761453.90 	701796.00 	0.00 	59657.90 							
909	吉林康乃尔助学基金会	2013	2350000.00 	2350000.00 	0.00 	2350000.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		874305.00 	856800.00 	13200.00 	4305.00 							
910	吉林省中东爱心基金会	2013	404038.60 	404038.60 	0.00 	404038.60 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		792652.68 	783833.68 	0.00 	8819.00 							
911	吉林省交通助老基金会	2013	360000.00 	360000.00 	0.00 	360000.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		179467.64 	161446.00 	0.00 	18021.64 							
912	吉林省人口福利基金会	2013	1492700.00 	1492700.00 	0.00 	1492700.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		5616860.43 	5417527.00 	139200.00 	59226.43 							
913	吉林省人才开发基金会	2013	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		11397948.20 	11290339.00 	4800.00 	38078.20 							
914	吉林省体育事业发展基金会	2013	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		216685.76 	216277.76 	0.00 	0.00 							
915	吉林省公安民警优抚基金会	2013	1100000.00 	1100000.00 	0.00 	1100000.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		1504493.80 	1501149.50 	0.00 	3344.30 							
916	吉林省农村信用社慈善基金会	2013	23209033.91 	23209033.91 	0.00 	23209033.91 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		4899500.00 	4897000.00 	0.00 	2500.00 							
917	吉林省大禹助学基金会	2013	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		9200.00 	0.00 	0.00 	9200.00 							
918	吉林省妇女儿童福利基金会	2013	2521300.00 	2521300.00 	600.00 	2520700.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		2457382.61 	2380622.20 	12000.00 	64760.41 							
920	吉林省延边朝鲜族自治州老龄事业发展基金会	2013	500000.00 	500000.00 	500000.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		528352.00 	487000.00 	0.00 	41352.00 							
921	吉林省志愿服务发展基金会	2013	1430000.00 	1430000.00 	1430000.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		419195.52 	400000.00 	0.00 	13610.00 							
922	吉林省惠慈健康发展基金会	2013	1100.00 	1100.00 	1100.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		1494478.31 	1361989.27 	99143.10 	33345.94 							
924	吉林省振国健康事业公益基金会	2013	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		416446.27 	408755.27 	0.00 	7691.00 							
925	吉林省教育基金会	2013	14100000.00 	14100000.00 	100000.00 	14000000.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		12170964.78 	11972938.20 	0.00 	198026.58 							
926	吉林省敦化市文化发展基金会	2013	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		420.00 	0.00 	0.00 	420.00 							
927	吉林省春雨仁爱基金会	2013	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		708210.00 	704400.00 	0.00 	3810.00 							
928	吉林省残疾人福利基金会	2013	1241932.50 	1241932.50 	0.00 	1241932.50 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		7245921.82 	7229550.32 	16371.50 	0.00 							
929	吉林省社会发展基金会	2013	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		524187.25 	0.00 	0.00 	5000.00 							
930	吉林省神华社会救助基金会	2013	1373400.00 	1373400.00 	0.00 	1373400.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		1784120.41 	1776086.51 	0.00 	7400.00 							
931	吉林省绿化基金会	2013	3130310.00 	3130310.00 	0.00 	3130310.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		2517506.80 	2507056.00 	0.00 	8230.80 							
932	吉林省老龄事业发展基金会	2013	2034400.00 	2034400.00 	34400.00 	2000000.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		10246867.10 	9532096.90 	525738.00 	109567.28 							
933	吉林省荒漠化治理基金会	2013	2416694.18 	2416694.18 	0.00 	2416694.18 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		2548326.76 	2443279.60 	24000.00 	81047.16 							
934	吉林省见义勇为基金会	2013	1705000.00 	1705000.00 	1705000.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		2348000.50 	2155163.00 	61070.20 	131767.30 							
935	吉林省青少年发展基金会	2013	13984534.00 	13984534.00 	0.00 	13984534.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		14827321.64 	14350469.30 	272311.17 	204541.17 							
936	吉林省青年创业就业基金会	2013	400000.00 	400000.00 	0.00 	400000.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		3422870.55 	3200000.00 	54363.71 	165659.12 							
937	同心县同德公益慈善基金会	2013	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		755215.50 	705600.00 	21500.00 	28115.50 							
938	启东市孙锦昌助学奖学教育基金会	2013	281500.00 	281500.00 	281500.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		970963.20 	899742.00 	9600.00 	20311.20 							
939	启东市慈善基金会	2013	15812456.88 	15812456.88 	15812456.88 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		14586928.90 	14531916.00 	0.00 	55012.90 							
940	启东市见义勇为基金会	2013	966000.00 	966000.00 	0.00 	966000.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		551505.00 	503188.00 	43833.00 	4484.00 							
942	吴作人国际美术基金会	2013	1769280.00 	1769280.00 	373720.00 	1395560.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		2088542.41 	2369947.78 	205712.07 	-487117.44 							
943	吴江常青帮困基金会	2013	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		608738.34 	600000.00 	0.00 	2500.00 							
944	吴江盛虹爱心基金会	2013	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		944159.67 	890000.00 	99950.00 	0.00 							
945	吴阶平医学基金会	2013	41973801.65 	41973801.65 	0.00 	41973801.65 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		50879329.50 	48426336.69 	1088563.00 	1364429.81 							
946	周培源基金会	2013	3576542.00 	3576542.00 	6542.00 	3570000.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		1100351.96 	1000248.47 	34500.00 	52744.58 							
947	呼伦贝尔市扶贫基金会	2013	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		1125325.00 	1049000.00 	24000.00 	52325.00 							
948	呼和浩特市赛罕区新希望教育发展基金会	2013	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		107862.00 	90000.00 	0.00 	17862.00 							
950	哈尔滨医科大学发展基金会	2013	42149987.72 	42149987.72 	38803.12 	42111184.60 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		25259932.35 	24969495.78 	0.00 	290436.57 							
951	哈尔滨商业大学教育发展基金会	2013	26400.00 	26400.00 	6400.00 	20000.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		508150.55 	497500.00 	0.00 	10650.55 							
952	哈尔滨工业大学教育发展基金会	2013	90934908.16 	90511207.52 	16490965.12 	74020242.40 	423700.64 	423700.64 	0.00 	0	0	0	0	0	0	0	0	0		40016609.55 	39724536.67 	18700.00 	263780.44 							
953	哈尔滨工程大学教育发展基金会	2013	30369570.59 	30311368.55 	4986192.55 	25325176.00 	58202.04 	0.00 	58202.04 	0	0	0	0	0	0	0	0	0		5056926.94 	4881765.31 	56782.87 	118378.76 							
954	哈尔滨市公安民警救助基金会	2013	8000000.00 	8000000.00 	0.00 	8000000.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		499623.00 	492000.00 	0.00 	7623.00 							
956	哈尔滨市南岗区残疾人福利基金会	2013	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		697412.80 	629452.39 	52750.00 	15210.41 							
957	哈尔滨市残疾人福利基金会	2013	5357744.10 	5357744.10 	552698.50 	4805045.60 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		18513558.21 	18001059.94 	212282.46 	300215.81 							
958	哈尔滨市百威英博城市发展基金会	2013	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		287020.00 	284000.00 	0.00 	3020.00 							
959	哈尔滨市老年基金会	2013	3113637.00 	3113637.00 	0.00 	3113637.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		3025479.00 	2815328.00 	150000.00 	60151.00 							
960	哈尔滨市见义勇为奖励基金会	2013	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		288847.72 	267523.84 	18720.00 	2603.88 							
961	哈尔滨市道里区慈善基金会	2013	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		1604318.68 	1504400.00 	67512.57 	32406.11 							
962	哈尔滨市道里区残疾人福利基金会	2013	700000.00 	700000.00 	700000.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		1424345.59 	1370004.54 	16650.00 	37691.05 							
963	哈尔滨市香坊区教育发展基金会	2013	750433.00 	750433.00 	750433.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		2917113.23 	2707100.92 	124900.00 	85112.31 							
964	哈尔滨市香坊区残疾人福利基金会	2013	29900.00 	29900.00 	29900.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		103537.50 	94337.50 	6700.00 	2500.00 							
965	哈尔滨师范大学教育发展基金会	2013	1669085.85 	1669085.85 	401060.00 	1268025.85 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		827199.60 	787742.10 	0.00 	39457.50 							
966	哈尔滨文物保护基金会	2013	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		51558.96 	0.00 	23000.00 	28558.96 							
967	哈尔滨理工大学教育发展基金会	2013	311117.00 	311117.00 	311117.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		252655.96 	240517.00 	0.00 	12138.96 							
968	响水县见义勇为基金会	2013	257300.00 	257300.00 	0.00 	257300.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		23789.12 	13000.00 	0.00 	10789.12 							
969	嘉兴市农业技术推广基金会	2013	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		0.00 	0.00 	0.00 	0.00 							
970	嘉兴市南湖区农业技术推广基金会	2013	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		0.00 	0.00 	0.00 	0.00 							
971	嘉兴市教育基金会	2013	2127541.35 	2127541.35 	0.00 	2127541.35 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		8282792.81 	8255910.00 	6000.00 	20882.81 							
972	嘉兴市温商慈善基金会	2013	4215000.00 	4215000.00 	238000.00 	3977000.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		182921.73 	170981.83 	0.00 	2331.00 							
973	嘉兴市秀洲区农业技术推广基金会	2013	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		0.00 	0.00 	0.00 	0.00 							
974	嘉兴市见义勇为基金会	2013	900000.00 	900000.00 	0.00 	900000.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		685767.30 	670151.00 	0.00 	15616.30 							
975	嘉善县农业技术推广基金会	2013	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		0.00 	0.00 	0.00 	0.00 							
976	四会市见义勇为基金会	2013	100000.00 	100000.00 	0.00 	100000.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		67156.70 	30000.00 	37156.70 	0.00 							
977	四川仁爱医疗基金会	2013	753233.26 	551980.61 	307978.01 	244002.60 	201252.65 	0.00 	201252.65 	0	0	0	0	0	0	0	0	0		859884.72 	772169.60 	20400.00 	51726.62 							
978	四川共缘教育基金会	2013	250000.00 	250000.00 	220000.00 	30000.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		258135.00 	255000.00 	0.00 	3135.00 							
979	四川圣爱特殊儿童援助基金会	2013	248236.00 	248236.00 	126236.00 	122000.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		262864.87 	183015.50 	2246.12 	77603.25 							
980	四川大学教育基金会	2013	38840038.52 	38156102.42 	25272913.42 	12883189.00 	683936.10 	0.00 	683936.10 	0	0	0	0	0	0	0	0	0		10327296.88 	9961763.60 	0.00 	359996.13 							
981	四川孔子教育基金会	2013	3003298.00 	3003298.00 	901000.00 	2102298.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		988703.18 	918000.00 	61154.15 	7855.80 							
982	四川宜宾学院教育发展基金会	2013	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		0.00 	0.00 	0.00 	0.00 							
983	四川广安中学教育发展基金会	2013	56765.00 	56765.00 	56765.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		390459.81 	358674.63 	18275.28 	13509.90 							
984	四川德瑞教育发展基金会	2013	1700000.00 	1700000.00 	200000.00 	1500000.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		1733947.91 	1588717.62 	113056.00 	32174.29 							
985	四川成都蓝光助学基金会	2013	2361374.70 	2361374.70 	0.00 	2361374.70 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		3423606.66 	3376836.20 	37259.96 	7927.00 							
986	四川烛光教育国际交流基金会	2013	200000.00 	200000.00 	0.00 	200000.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		5510.00 	0.00 	0.00 	5510.00 							
987	四川电子科技大学教育发展基金会	2013	31182866.81 	31121795.47 	719392.40 	30402403.07 	61071.34 	0.00 	61071.34 	0	0	0	0	0	0	0	0	0		28990278.97 	28257260.34 	0.00 	732155.87 							
988	四川省体育基金会	2013	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		7359968.20 	7294082.00 	0.00 	65886.20 							
989	四川省儿童少年基金会	2013	8836571.56 	7516012.50 	0.00 	7516012.50 	1320559.06 	1320559.06 	0.00 	0	0	0	0	0	0	0	0	0		6583435.85 	6548550.06 	18098.19 	16787.60 							
990	四川省光华教育发展基金会	2013	11266280.00 	11266280.00 	4105280.00 	7161000.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		8821465.56 	7674240.00 	0.00 	369705.90 							
991	四川省关心下一代基金会	2013	7343376.20 	7343376.20 	0.00 	7343376.20 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		8951683.30 	8805105.80 	76938.00 	69639.50 							
