机构ID	数据年度	货币资金	短期投资	应收款项	预付账款	存货	待摊费用	一年内到期的长期债权投资	其他流动资产	流动资产合计	长期股权投资	长期债权投资	其他长期投资	长期投资合计	固定资产原价	累计折旧	固定资产净值	在建工程	文物文化资产	固定资产清理	固定资产合计	无形资产	受托代理资产	资产合计	短期借款	应付款项	应付工资	应交税金	预收帐款	预提费用	预计负债	一年内到期的长期负债	其他流动负债	流动负债合计	长期借款	长期应付款	其他长期负债	长期负债合计	受托代理负债	负债合计	非限定性净资产	限定性净资产	净资产合计	负债和净资产合计
ricf_oid	fp_yr	fp_csh	fp_sti	fp_rec	fp_prp	fp_rm	fp_deex	fp_onin	fp_otfl	fp_tofl	fp_lost	fp_lode	fp_loin	fp_loto	fp_fior	fp_fide	fp_fias	fp_inbu	fp_clas	fp_fifx	fp_fito	fp_noas	fp_agas	fp_asto	fp_shbo	fp_shpa	fp_shsa	fp_shta	fp_fra	fp_prex	fp_prde	fp_ode	fp_otde	fp_flde	fp_lobo	fp_lopa	fp_otld	fp_ldto	fp_agd	fp_det	fp_unls	fp_lims	fp_ntt	fp_tt
2560	2013	10524612.11	0	7632.1	30000	0	0	0	0	10562244.21	0	0	0	0	10300	2673.81	7626.19	0	0	0	7626.19	0	0	10569870.4	0	50740	0	0	0	0	0	0	0	50740	0	0	0	0	76302.47	127042.47	8945121.93	1497706	10442827.93	10569870.4
2561	2013	1805535.7	0	2054000	0	0	0	0	0	3859535.7	0	0	0	0	10000	0	10000	0	0	0	10000	0	0	3869535.7	0	40000	0	0	0	0	0	0	0	40000	0	0	0	0	0	40000	2464755.7	1364780	3829535.7	3869535.7
2563	2013	752852.73	0	3907953.95	0	0	0	0	0	4660806.68	0	0	0	0	585183.8	341152.68	244031.12	0	0	0	244031.12	0	0	4904837.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4904837.8	0	4904837.8	4904837.8
2564	2013	774058.23	0	6243856	0	0	0	0	0	7017914.23	0	0	0	0	14398	0	14398	0	0	0	14398	0	0	7032312.23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7032312.23	0	7032312.23	7032312.23
2565	2013	17832071.21	8000000	90000	0	0	0	0	0	25922071.21	0	0	0	0	4343529	425176	3918353	0	0	0	3918353	0	0	29840424.21	0	3700000	0	0	0	0	0	0	0	3700000	0	0	0	0	0	3700000	15140424.21	11000000	26140424.21	29840424.21
2566	2013	11246972.5	0	0	0	0	0	0	0	11246972.5	0	0	0	0	163130	107042	56088	0	0	0	56088	0	0	11303060.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11303060.5	11303060.5	11303060.5
2567	2013	4685128.52	0	0	0	0	0	0	0	4685128.52	0	0	0	0	0	0	0	0	0	0	0	0	0	4685128.52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4685128.52	0	4685128.52	4685128.52
2568	2013	4370834.77	40229055.96	13889100	0	0	0	0	0	58488990.73	0	75000000	0	75000000	0	0	0	0	0	0	0	0	0	133488990.7	0	-4400	0	0	0	0	0	0	0	-4400	0	0	0	0	0	-4400	133493390.7	0	133493390.7	133488990.7
2569	2013	4392867.59	8698200	0	0	0	0	0	0	13091067.59	0	0	0	0	0	0	0	0	0	0	0	0	0	13091067.59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12141067.59	950000	13091067.59	13091067.59
2570	2013	584961.89	0	0	0	0	0	0	0	584961.89	0	10000000	0	10000000	0	0	0	0	0	0	0	0	0	10584961.89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5630938.89	4954023	10584961.89	10584961.89
2571	2013	3377143.99	0	0	0	0	0	0	0	3377143.99	0	0	0	0	0	0	0	0	0	0	0	0	0	3377143.99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2006544.75	1370599.24	3377143.99	3377143.99
2572	2013	4705600.89	0	0	0	0	0	0	0	4705600.89	0	0	0	0	0	0	0	0	0	0	0	0	0	4705600.89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4705600.89	0	4705600.89	4705600.89
2573	2013	117522.44	0	20000000	0	0	0	0	0	20117522.44	0	0	0	0	0	0	0	0	0	0	0	0	0	20117522.44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20117522.44	0	20117522.44	20117522.44
2574	2013	1656466.94	0	510000	0	0	0	0	0	2166466.94	0	0	0	0	0	0	0	0	0	0	0	0	0	2166466.94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1211115.77	955351.17	2166466.94	2166466.94
2575	2013	2055633.6	0	0	0	0	0	0	0	2055633.6	0	0	0	0	0	0	0	500000	0	0	500000	0	0	2555633.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2555633.6	0	2555633.6	2555633.6
2576	2013	11448024.32	0	102600	0	0	0	0	0	11550624.32	0	0	0	0	29123.5	13753.28	15370.22	0	0	0	15370.22	0	0	11565994.54	0	30084	0	0	0	0	0	0	0	30084	0	0	0	0	0	30084	8288866.52	3247044.02	11535910.54	11565994.54
2577	2013	3107714.94	0	20232218.76	0	0	0	0	0	23339933.7	0	0	0	0	285229.84	29515.39	255714.45	0	0	0	255714.45	6800	0	23602448.15	0	1006572.19	0	0	0	0	0	0	0	1006572.19	0	0	0	0	0	1006572.19	22595875.96	0	22595875.96	23602448.15
2578	2013	259136.66	0	8136666.67	0	0	0	0	0	8395803.33	0	0	0	0	510513.8	67316	443197.8	0	0	0	443197.8	0	0	8839001.13	0	1000	0	0	0	0	0	0	0	1000	0	0	0	0	0	1000	4677334.46	4160666.67	8838001.13	8839001.13
2579	2013	4822327.63	0	156000	0	0	0	7149000	0	12127327.63	0	0	0	0	21628	0	21628	0	0	0	0	0	0	12148955.63	0	786681	0	0	0	0	0	0	0	786681	0	0	0	0	0	786681	11362274.63	0	11362274.63	12148955.63
2580	2013	4000000	0	0	0	0	0	0	0	4000000	0	0	0	0	0	0	0	0	0	0	0	0	0	4000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4000000	4000000	4000000
2581	2013	882174.79	0	7700000	0	0	0	0	0	8582174.79	0	0	0	0	0	0	0	0	0	0	0	0	0	8582174.79	0	6843	0	0	0	0	0	0	0	6843	0	0	0	0	0	6843	6575331.79	2000000	8575331.79	8582174.79
2582	2013	4635246.85	10000000	2211600	0	0	0	0	0	16846846.85	0	0	0	0	15449	10113	5336	0	0	0	5336	0	0	16852182.85	0	800000	0	0	0	0	0	0	0	800000	0	0	0	0	0	800000	10763822.85	5288360	16052182.85	16852182.85
2583	2013	2595040.12	0	0	0	0	0	0	0	2595040.12	0	0	0	0	0	0	0	0	0	0	0	0	0	2595040.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2595040.12	0	2595040.12	2595040.12
2584	2013	1960610.17	0	5150000	0	0	0	0	0	7110610.17	0	0	0	0	2706.9	772.8	1934.1	0	0	0	1934.1	0	0	7112544.27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5092044.27	2020500	7112544.27	7112544.27
2585	2013	627249.96	0	2263628	0	0	0	0	0	2890877.96	0	0	0	0	0	0	0	0	0	0	0	0	0	2890877.96	0	58000	0	0	0	0	0	0	0	58000	0	0	0	0	0	58000	2832877.96	0	2832877.96	2890877.96
2586	2013	4368086.9	0	231098	0	0	0	0	0	4599184.9	0	0	0	0	66293	22954.92	43338.08	0	0	0	43338.08	0	0	4642522.98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	430889.68	4211633.3	4642522.98	4642522.98
2587	2013	1546802.41	0	8000	100000	0	0	0	0	1654802.41	0	0	0	0	137188	119288	17900	0	0	0	17900	0	0	1672702.41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1672702.41	0	1672702.41	1672702.41
2588	2013	23727027.14	47000000	1130.87	0	0	0	0	0	70728158.01	80000000	0	0	80000000	283540	70722.48	212817.52	0	0	0	212817.52	0	0	150940975.5	0	741713.4	0	0	0	0	0	0	0	741713.4	0	0	0	0	3261256.23	4002969.63	20752217.32	126185788.6	146938005.9	150940975.5
2589	2013	498042.8	0	6000000	0	0	0	0	0	6498042.8	0	3000000	0	3000000	0	0	0	0	0	0	0	0	0	9498042.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9498042.8	0	9498042.8	9498042.8
2590	2013	280162.79	0	21000000	0	0	0	0	0	21280162.79	0	0	0	0	0	0	0	0	0	0	0	0	0	21280162.79	0	330000	0	0	0	0	0	0	0	330000	0	0	0	0	0	330000	-49837.21	21000000	20950162.79	21280162.79
2591	2013	1066800.44	0	2559000	0	0	0	0	0	3625800.44	0	0	0	0	0	0	0	0	0	0	0	0	0	3625800.44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1625800.44	2000000	3625800.44	3625800.44
2592	2013	1903735.55	0	4976125	0	0	0	0	0	6879860.55	0	0	0	0	0	0	0	0	0	0	0	0	0	6879860.55	0	111360	0	0	0	0	0	0	0	111360	0	0	0	0	0	111360	6768500.55	0	6768500.55	6879860.55
2593	2013	3077191.9	0	16400000	0	0	0	0	0	19477191.9	0	0	0	0	0	0	0	0	0	0	0	0	0	19477191.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19477191.9	0	19477191.9	19477191.9
2594	2013	7756100	0	250501.5	0	0	0	0	0	8006601.5	0	0	0	0	0	0	0	0	0	0	0	0	0	8006601.5	0	4000000	0	0	0	0	0	0	0	4000000	0	0	0	0	0	4000000	4006601.5	0	4006601.5	8006601.5
2595	2013	484832.23	0	6000000	0	0	0	0	0	6484832.23	0	0	0	0	0	0	0	0	0	0	0	0	0	6484832.23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6484832.23	0	6484832.23	6484832.23
2596	2013	1358279.31	0	4188800	0	0	0	0	0	5547079.31	0	0	0	0	176855.47	0	176855.47	0	0	0	176855.47	0	0	5723934.78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5723934.78	5723934.78	5723934.78
2597	2013	6415813.98	0	199120.7	0	0	0	0	0	6614934.68	0	0	0	0	0	0	0	0	0	0	0	0	0	6614934.68	0	4068.79	0	0	0	0	0	0	0	4068.79	0	0	0	0	0	4068.79	6610865.89	0	6610865.89	6614934.68
2598	2013	1062317.87	0	23553172.48	0	0	0	0	0	24615490.35	0	0	0	0	7879	2390.01	5488.99	0	0	0	5488.99	0	0	24620979.34	0	748800	0	0	0	0	0	0	0	748800	0	0	0	0	0	748800	17087507.85	6784671.49	23872179.34	24620979.34
2599	2013	783606.61	0	3302877.5	0	0	0	0	0	4086484.11	0	0	0	0	0	0	0	0	0	0	0	0	0	4086484.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4086484.11	0	4086484.11	4086484.11
2600	2013	38852.6	0	2458000	0	0	0	0	0	2496852.6	0	0	0	0	0	0	0	0	0	0	0	0	0	2496852.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2496852.6	0	2496852.6	2496852.6
2601	2013	865594.16	0	7740000	0	0	0	0	0	8605594.16	0	0	0	0	0	0	0	0	0	0	0	0	0	8605594.16	0	24415	0	0	0	0	0	0	0	24415	0	0	0	0	0	24415	7495309.16	1085870	8581179.16	8605594.16
2602	2013	484764.78	0	2372165.57	0	0	73198.91	0	0	3130129.26	0	0	0	0	0	0	0	0	0	0	0	0	0	3130129.26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2613426.26	516703	3130129.26	3130129.26
2603	2013	519127.56	0	4722494.53	0	0	0	0	0	5241622.09	0	0	0	0	0	0	0	0	0	0	0	0	0	5241622.09	0	1266223.7	0	0	0	0	0	0	0	1266223.7	0	0	0	0	0	1266223.7	3975398.39	0	3975398.39	5241622.09
2605	2013	15064961.53	0	35000	0	0	0	0	0	15099961.53	0	0	0	0	11580	6517.88	5062.12	0	0	0	5062.12	0	0	15105023.65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15105023.65	0	15105023.65	15105023.65
2606	2013	473171.58	8400000	37000	0	0	0	0	0	8910171.58	0	0	0	0	0	0	0	0	0	0	0	0	0	8910171.58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8910171.58	0	8910171.58	8910171.58
2607	2013	2282529.1	0	3065280	0	0	0	0	0	5347809.1	1000000	0	0	1000000	211420	121520	89900	0	0	0	89900	0	0	6437709.1	0	37935.82	0	0	0	0	0	0	0	37935.82	0	0	0	0	0	37935.82	124239.07	6275534.21	6399773.28	6437709.1
2608	2013	1690998.38	0	0	0	0	0	0	0	1690998.38	0	4000000	0	4000000	0	0	0	0	0	0	0	0	0	5690998.38	0	6000	0	0	0	0	0	0	0	6000	0	0	0	0	0	6000	5684998.38	0	5684998.38	5690998.38
2610	2013	480842.81	0	243647	0	0	0	0	0	724489.81	4000000	0	0	4000000	0	0	0	0	0	0	0	0	0	4724489.81	0	39500	0	0	0	0	0	0	0	39500	0	0	0	0	0	39500	2084989.81	2600000	4684989.81	4724489.81
2611	2013	10468205.08	0	3995.16	0	0	0	0	0	10472200.24	0	0	0	0	0	0	0	0	0	0	0	0	0	10472200.24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1639391.4	8832768.84	10472160.24	10472160.24
2612	2013	622946.4	0	2989000	0	0	0	0	0	4965646.4	0	0	0	0	6797	2835	3962	0	0	0	3962	0	0	4969608.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4969608.4	0	4969608.4	4969608.4
2613	2013	6697114.09	13238900	0	0	0	0	0	0	19936014.09	0	0	0	0	15150	14393	757	0	0	0	757	0	0	19936771.09	0	9623.4	0	0	0	0	0	0	0	9623.4	0	0	0	0	0	9623.4	19927147.69	0	19927147.69	19936771.09
2614	2013	2236814.61	0	0	0	0	0	0	0	2236814.61	12000000	0	0	12000000	44739	44739	0	0	0	0	0	0	0	14236814.61	0	400000	0	0	0	0	0	0	0	400000	0	0	0	0	0	400000	13836814.61	0	13836814.61	14236814.61
2615	2013	4644648.88	0	9633820	0	0	0	0	0	14278468.88	0	0	0	0	16360	3530.68	12829.32	0	0	0	12829.32	0	0	14291298.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12920761.1	1370537.1	14291298.2	14291298.2
2616	2013	5041487.55	0	0	0	0	0	0	0	5041487.55	0	0	0	0	0	0	0	0	0	0	0	0	0	5041487.55	0	486431.29	0	0	0	0	0	0	0	486431.29	0	0	0	0	0	486431.29	-444943.74	5000000	4555056.26	5041487.55
2617	2013	4880067.23	0	6893443.93	0	0	0	0	0	11773511.16	0	0	0	0	47948	14796	33152	0	0	0	33152	0	0	11806663.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11806663.16	0	11806663.16	11806663.16
2618	2013	5043458.4	0	5700000	0	0	0	0	0	10743458.4	0	2000000	0	2000000	0	0	0	0	0	0	0	0	0	12743458.4	0	50000	0	0	0	0	0	0	0	50000	0	0	0	0	0	50000	12693458.4	0	12693458.4	12743458.4
2619	2013	1982701.2	43455	1430000	0	0	0	0	0	3456156.2	0	10300000	0	10300000	73376	23381.47	49994.53	0	0	0	49994.53	0	0	13806150.73	0	0	0	0	0	0	0	0	0	0	13806150.73	0	13806150.73	13806150.73	0	0	0	0	0	0
2620	2013	2493116.56	0	10381000	0	0	0	0	0	12874116.56	0	0	0	0	0	0	0	0	0	0	0	0	0	12874116.56	0	30	0	0	0	0	0	0	0	30	0	0	0	0	0	30	7738830.33	5135256.23	12874086.56	12874116.56
2621	2013	3957808.4	0	0	0	0	0	0	0	3957808.4	0	0	0	0	242323	15509.85	226813.15	0	0	0	226813.15	0	0	4184621.55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4184621.55	0	4184621.55	4184621.55
2622	2013	5232848.16	0	0	0	0	0	0	0	5232848.16	0	0	0	0	0	0	0	0	0	0	0	0	0	5232848.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5232848.16	0	5232848.16	5232848.16
2623	2013	2904423.22	0	0	0	0	0	0	0	2904423.22	0	0	0	0	0	0	0	0	0	0	0	0	0	2904423.22	0	59221	0	0	0	0	0	0	0	59221	0	0	0	0	0	59221	845502.22	2000000	2845502.22	2904723.22
2624	2013	48557359.33	1049845.61	300669.43	0	0	96000	0	0	50003874.37	0	10000000	0	10000000	786152.86	398269.86	387883	0	0	0	387883	0	0	60391757.37	0	2197815	58287.48	72630.44	0	0	0	0	0	2328732.92	0	0	0	0	0	2328732.92	3681168.3	54381856.15	58063024.45	60391757.37
2625	2013	1017012.25	0	6000000	0	0	0	0	0	7017012.25	0	0	0	0	0	0	0	0	0	0	0	0	0	7017012.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6917012.25	100000	7017012.25	7017012.25
2626	2013	2151470.73	0	0	0	0	0	0	0	2151470.73	0	0	0	0	11880	0	11880	0	0	0	11880	0	0	2163350.73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2163350.73	0	2163350.73	2163350.73
2627	2013	705659.83	0	1787856	0	0	0	0	0	2493515.83	0	0	0	0	0	0	0	0	0	0	0	0	0	2493515.83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2493515.83	0	2493515.83	2493515.83
2628	2013	957016.95	0	40000	0	0	0	0	0	997016.95	1060000	0	0	1060000	7349	7349	0	0	0	0	0	0	0	2057016.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2057016.95	0	2057016.95	2057016.95
2629	2013	15174997.32	6000000	0	0	0	0	0	0	21174997.32	0	0	0	0	0	0	0	0	0	0	0	0	0	21174997.32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21174997.32	0	21174997.32	21174997.32
2630	2013	19117797.77	0	27373.48	0	0	0	0	0	19145171.25	0	0	0	0	91056	33934.41	57121.59	0	0	0	57121.59	0	0	19202292.84	0	5249.58	0	599.25	0	0	0	0	0	5848.83	0	0	0	0	0	5848.83	5073853.09	14122590.92	19196444.01	19202292.84
2631	2013	17464048.04	0	0	0	0	0	0	0	17464048.04	0	0	0	0	0	0	0	0	0	0	0	0	0	17464048.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17464048.04	0	17464048.04	17464048.04
2632	2013	1764144.96	8000000	0	0	0	0	0	0	9764144.96	0	0	0	0	0	0	0	0	0	0	0	0	0	9764144.96	0	4000	0	0	0	0	0	0	0	4000	0	0	0	0	0	4000	9760144.96	0	9760144.96	9764144.96
2634	2013	9303855.29	0	10250000	0	0	0	0	0	19553855.29	0	0	0	0	46839	25115	21724	0	0	0	21724	0	0	19575579.29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12650129.29	6925450	19575579.29	19575579.29
2635	2013	3588254.96	0	16895000	0	0	0	0	0	20483254.96	0	0	0	0	240770	218076.15	22693.85	15698	0	0	38391.85	0	0	20521646.81	0	162984.2	0	0	0	0	0	0	0	162984.2	0	0	0	0	0	162984.2	17832662.61	2526000	20358662.61	20521646.81
2636	2013	5458143.69	0	0	0	0	0	0	0	5458143.69	0	0	0	0	34427	32673.84	1753.16	0	0	0	1753.16	0	0	5459896.85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5459896.85	0	5459896.85	5459896.85
2637	2013	391936.06	3000000	26090000	19389.47	0	0	0	0	29501325.53	0	0	0	0	84860	0	84860	0	0	0	84860	0	0	29586185.53	2400000	0	0	0	0	0	0	0	0	2400000	0	0	0	0	0	2400000	27186185.53	0	27186185.53	29586185.53
2638	2013	4806568.28	0	0	0	0	0	0	0	4806568.28	0	0	0	0	0	0	0	0	0	0	0	0	0	4806568.28	0	300000	0	0	0	0	0	0	0	300000	0	0	0	0	0	300000	4506568.28	0	4506568.28	4806568.28
2640	2013	2204464.14	10000000	0	0	0	0	0	0	12204464.14	0	0	0	0	12290	5120.82	7169.18	0	0	0	7169.18	0	0	12211633.32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12211633.22	0	12211633.22	12211633.22
2642	2013	462691.61	5300000	390000	0	0	0	0	0	6152691.61	0	0	0	0	0	0	0	0	0	0	0	0	0	6152691.61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6152691.61	0	6152691.61	6152691.61
2643	2013	5935308.91	0	0	0	0	0	0	0	5935308.91	0	0	0	0	0	0	0	0	0	0	0	0	0	5935308.91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5915308.91	20000	5935308.91	5935308.91
2644	2013	2046069.31	0	30000	0	0	0	0	0	2076069.31	0	0	0	0	10500	6650.3	3849.7	0	0	0	3849.7	0	0	2079919.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2079919.01	0	2079919.01	2079919.01
2645	2013	3994505.41	57450	0	0	0	0	0	0	4051955.41	10000000	0	0	10000000	2660767	1432693.94	1228073.06	0	0	0	1228073.06	0	0	15280028.47	0	168500	0	0	0	0	0	0	0	168500	0	0	0	0	0	168500	14311528.47	800000	15111528.47	15280028.47
2646	2013	4749785.08	0	914587.4	0	0	0	0	0	5664372.48	0	0	0	0	0	0	0	0	0	0	0	0	0	5664372.48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1664372.48	4000000	5664372.48	5664372.48
2647	2013	6893330.5	0	0	0	0	0	0	0	6893330.5	0	0	0	0	0	0	0	0	0	0	0	0	0	6893330.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6893330.5	0	6893330.5	6893330.5
2648	2013	4781.76	1800000	0	0	0	0	0	0	2440781.76	0	0	0	0	15500	15069.55	430.45	0	0	0	430.45	0	0	2441212.21	0	330000	0	0	0	0	0	0	0	330000	0	0	0	0	0	330000	2111212.21	0	2111212.21	2441212.21
2649	2013	3333178.63	0	0	0	0	0	0	0	3333178.63	0	0	0	0	0	0	0	0	0	0	0	0	0	3333178.63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3333178.63	0	3333178.63	3333178.63
2652	2013	108149.7	0	0	0	0	0	0	0	108149.7	4620000	0	0	4620000	0	0	0	0	0	0	0	0	0	4728149.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4728149.7	0	4728149.7	4728149.7
2657	2013	1282410.04	0	6000000	0	0	0	0	0	7282410.04	0	0	0	0	0	0	0	0	0	0	0	0	0	7282410.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7282410.04	0	7282410.04	7282410.04
2658	2013	5487266.47	11600000	0	0	0	0	0	0	17087266.47	0	0	0	0	96090	0	96090	0	0	0	96090	0	0	17183356.47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9353356.47	7830000	17183356.47	17183356.47
2659	2013	221674935.3	0	84538943.81	0	0	0	0	0	306432192.3	0	0	0	0	5694154	5048376.59	645777.41	0	0	0	645777.41	117044	0	307195013.7	0	6358.15	0	4600.06	0	0	0	0	0	10958.21	0	0	0	0	0	10958.21	23354181.8	283829873.7	307184055.5	307195013.7
2660	2013	4577166.6	0	0	0	0	0	0	0	4577166.6	0	0	0	0	0	0	0	0	0	0	0	0	0	4577166.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4577166.6	0	4577166.6	4577166.6
2661	2013	6230077.7	0	0	0	0	0	0	0	6230077.7	0	0	0	0	0	0	0	0	0	0	0	0	0	6230077.7	0	2000000	0	0	0	0	0	0	0	2000000	0	0	0	0	0	2000000	4230077.7	0	4230077.7	6230077.7
2662	2013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2663	2013	2002119.75	0	0	0	0	0	0	0	2002119.75	0	0	0	0	0	0	0	0	0	0	0	0	0	2002119.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2002119.75	0	2002119.75	2002119.75
2664	2013	1003493.86	0	1083054.4	0	0	15266.91	0	0	2136040.49	0	0	0	0	2722356	1061718.84	1660637.16	0	0	0	1660637.16	0	0	3796677.65	0	2148084.86	0	2005.28	0	0	0	0	0	2150090.14	0	0	0	0	0	2150090.14	1646587.51	0	1646587.51	3796677.65
2665	2013	8720851.88	5000000	0	0	0	0	0	0	13720851.88	0	0	0	0	154489	0	154489	0	0	0	154489	0	0	13875340.88	0	576056	0	0	0	0	0	0	0	576056	0	0	0	0	0	576056	1479284.88	11820000	13299284.88	13875340.88
2666	2013	189197249.3	0	600000	0	0	223105.96	0	0	190020355.2	0	0	0	0	0	0	0	0	0	0	0	0	0	190020355.2	0	14882336.2	0	0	0	0	0	0	0	14882336.2	0	0	0	0	0	14882336.2	155695855	19442164.04	175138019	190020355.2
2667	2013	11599233.53	109000000	1583086.93	0	0	0	0	0	122182320.5	159014226.6	0	0	159014226.6	11509532	4770863.2	6738668.8	0	0	0	6738668.8	0	0	287935215.8	0	876815.82	0	0	0	0	0	0	0	876815.82	0	0	0	0	0	876815.82	230684177.7	56374222.32	287058400	287935215.8
2668	2013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2670	2013	17823851.22	0	0	0	0	0	0	0	17823851.22	0	0	0	0	7980	1059.25	6920.75	0	0	0	6920.75	0	0	17830771.97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13830771.97	4000000	17830771.97	17830771.97
2671	2013	3609.15	0	0	0	0	0	0	0	3609.15	0	0	0	0	6050000	1179102.67	4870897.33	0	0	0	4870897.33	0	0	4874506.48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4874506.48	0	4874506.48	4874506.48
2672	2013	2951150.13	0	0	0	0	0	0	0	2951150.13	0	0	0	0	0	0	0	0	0	0	0	0	0	2951150.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2951150.13	0	2951150.13	2951150.13
2673	2013	5617055.99	0	0	0	0	0	0	0	5617055.99	0	0	0	0	0	0	0	0	0	0	0	0	0	5617055.99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5617055.99	0	5617055.99	5617055.99
2674	2013	4386733.31	0	0	0	0	0	0	0	4386733.31	0	0	0	0	0	0	0	0	0	0	0	0	0	4386733.31	0	0	0	0	0	0	0	0	371567.7	371567.7	0	0	0	0	0	371567.7	0	4015165.61	4015165.61	4386733.31
2676	2013	141882.48	0	0	0	0	0	0	0	308170.48	0	19858404.06	0	19858404.06	71840	68248	3592	0	0	0	3592	7395	0	20177561.54	0	41189.02	12884.82	0	0	0	0	0	0	54073.84	0	0	0	0	0	54073.84	20123487.7	0	20123487.7	20177561.54
2677	2013	5588515.71	0	0	0	0	0	0	0	5588515.71	0	0	0	0	0	0	0	0	0	0	0	0	0	5588515.71	0	1050000	0	0	0	0	0	0	0	1050000	0	0	0	0	0	1050000	4538515.71	0	4538515.71	5588515.71
2678	2013	36440491.41	0	0	0	0	0	0	0	36440491.41	0	0	0	0	38377	24913.17	13463.83	0	0	0	13463.83	0	0	36453955.24	0	0	0	50	0	0	0	0	0	50	0	0	0	0	0	50	7675555.16	28778350.08	36453905.24	36453955.24
2679	2013	21221691.16	0	0	0	0	0	0	0	21221691.16	0	0	0	0	580486	495626.59	84859.41	0	0	0	84859.41	0	0	21306550.57	0	75683	0	11.36	0	0	0	0	0	75694.36	0	0	0	0	0	75694.36	21230856.21	0	21230856.21	21306550.57
2682	2013	102795852.5	0	31414105	0	0	0	0	0	134209957.5	0	0	0	0	131252	76148.14	55103.86	0	0	0	55103.86	0	0	134265061.4	0	3534285.79	0	0	0	0	0	0	0	3534285.79	0	0	0	0	926299.98	4460585.77	121326581.3	8477894.31	129804475.6	134265061.4
