ricf_oid_2013	ba_cn	fp_dt	ao_ad	ao_dd	ao_ddc	ao_ddi	ao_od	ao_odn	ao_odi	ao_nni	ao_adn	ao_ddn	ao_ddnn	ao_ddin	ao_odnn	ao_odnn.1	ao_odin	ao_nnin	ao_lst	ao_ate	ao_cc	ao_slr	ao_adex	ao_did	ao_dn	ao_dcae	ao_ncae	ao_dcan	ao_ncan	ao_use	ricf_oid	ba_uscc
580	北京市书院中国文化发展基金会	2013	1600000.0	1600000.0	500000.0	1100000.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		1594337.75	1480968.75	52915.96	60453.04								580.0	531100005938081944
581	北京市二十一世纪公益基金会	2013	2825000.0	2825000.0	2305000.0	520000.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		822668.44	754590.44	49568.0	18510.0								581.0	531100000649235689
582	北京市于若木慈善基金会	2013	374250.0	374250.0	0.0	374250.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		588521.0	569831.0	0.0	18690.0								582.0	531100007704012572
583	北京市仁爱慈善基金会	2013	4205748.16	4205748.16	2621754.85	1583993.31	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		2470570.58	2411330.3	0.0	59240.28								583.0	53110000794052864C
584	北京市企业家环保基金会	2013	35646735.67	34888633.3	5273700.0	29614933.3	758102.37	102814.55	655287.82	0.0	0	0	0	0	0	0	0	0		0.0	36979553.05	0.0	0.0								584.0	53110000682855355J
585	北京市传统文化保护发展基金会	2013	725000.0	725000.0	0.0	725000.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		721543.94	657315.0	34510.15	28297.04								585.0	5311000078395191X2
586	北京市体育基金会	2013	25031000.0	25031000.0	13855000.0	11176000.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		23330533.3	21585066.8	514699.24	1230767.26								586.0	53110000500304203E
587	北京市公安民警抚助基金会	2013	16405000.0	16405000.0	105000.0	16300000.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		13157080.68	13095104.96	17000.0	44975.72								587.0	53110000667500679A
589	北京市刘光鼎地球物理科学基金会	2013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		460895.0	428650.0	24000.0	7559.0								589.0	531100007999523356
590	北京市刘鸿儒金融教育基金会	2013	7876034.98	7876034.98	1859034.98	6017000.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		7746761.23	7040777.36	403797.8	296508.48								590.0	531100007959527921
591	北京市华侨事业基金会	2013	1550489.5	1550489.5	24531.0	1525958.5	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		896636.92	809976.94	0.0	82813.82								591.0	531100005003066474
592	北京市华夏中医药发展基金会	2013	3500.0	3500.0	3500.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		9337.0	3000.0	0.0	6337.0								592.0	53110000784801083J
593	北京市华夏人慈善基金会	2013	4377300.0	4377300.0	2319400.0	2057900.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		3636415.92	3146238.0	86580.0	129597.0								593.0	53110000692305074Y
594	北京市华夏医疗保健基金会	2013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		474390.0	474000.0	0.0	390.0								594.0	53110000692301081R
595	北京市发展侨务事业基金会	2013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		131945.53	122903.51	0.0	9042.02								595.0	531100005003085972
596	北京市吴秉铨病理学发展基金会	2013	110000.0	110000.0	110000.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		158234.4	151463.9	0.0	6770.5								596.0	53110000562050018E
598	北京市国际高尔夫发展基金会	2013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		690937.64	651676.02	12000.0	27086.12								598.0	5311000077765293XA
599	北京市壹嘉壹慈善基金会	2013	2000000.0	2000000.0	0.0	2000000.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		181841.8	180000.0	0.0	1150.0								599.0	53110000061299712R
600	北京市希思科临床肿瘤学研究基金会	2013	14611453.5	14611453.5	0.0	14611453.5	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		7133962.72	6713269.76	67783.21	352909.75								600.0	531100007747042477
601	北京市希望公益基金会	2013	316720.0	316720.0	316720.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		4153594.63	3822195.31	201160.48	130238.84								601.0	53110000754676787M
604	北京市惠民医药卫生事业发展基金会	2013	12400000.0	12400000.0	0.0	12400000.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		3796087.04	3517190.58	137364.0	141532.46								604.0	53110000682852138Q
605	北京市慈善基金会	2013	5000000.0	5000000.0	0.0	5000000.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		0.0	0.0	0.0	0.0								605.0	53110000082821274K
606	北京市戈友公益援助基金会	2013	2183312.37	2183312.37	1130796.37	1052516.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		1429975.92	1288922.99	109729.43	31323.5								606.0	53110000575153091X
607	北京市戏曲艺术发展基金会	2013	700000.0	700000.0	700000.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		7889156.02	7211231.22	60130.3	290138.83								607.0	53110000500309696U
608	北京市搜候中国城市文化基金会	2013	9000000.0	9000000.0	0.0	9000000.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		11723125.0	11723125.0	0.0	0.0								608.0	53110000772552593P
609	北京市教育基金会	2013	5427000.0	5427000.0	5177000.0	250000.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		739050.49	680600.0	33600.0	24850.49								609.0	531100005003041743
610	北京市曾宪义法学教育与法律文化基金会	2013	276196.25	276196.25	0.0	276196.25	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		313958.61	302665.6	0.0	10874.26								610.0	53110000781700703M
611	北京市李桓英医学基金会	2013	80000.0	80000.0	80000.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		1416613.0	1408313.0	0.0	8300.0								611.0	53110000777652905W
612	北京市梅兰芳艺术基金会	2013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		254223.0	227981.0	7200.0	12322.0								612.0	53110000500308423Q
613	北京市残疾人福利基金会	2013	4598610.01	4598610.01	591424.11	4007185.9	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		6842882.43	6454005.22	272886.9	115990.31								613.0	5311000069230168XJ
614	北京市永源公益基金会	2013	9907669.28	9907669.28	4600406.28	5307263.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		4175596.25	3815960.49	316840.49	42795.27								614.0	531100000717194267
615	北京市法律援助基金会	2013	5741206.0	5741206.0	0.0	5741206.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		7247499.4	6865276.71	276912.74	85627.98								615.0	53110000500310021R
616	北京市海淀教育基金会	2013	42000.0	42000.0	0.0	42000.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		255245.17	0.0	145000.0	110245.17								616.0	53110000500308781R
617	北京市温暖基金会	2013	25921405.75	25921405.75	2094543.01	23826862.74	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		21124650.46	20814801.49	172192.13	137656.84								617.0	531100005003093113
618	北京市王忠诚医学基金会	2013	1185954.4	1185954.4	60000.0	1125954.4	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		1714093.97	1371948.13	188348.0	153797.84								618.0	5311000076935334X3
619	北京市环亚青年交流发展基金会	2013	2000000.0	2000000.0	2000000.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		0.0	0.0	0.0	0.0								619.0	53110000085470756U
620	北京市第八十中学校友促进教育基金会	2013	8398861.0	8398861.0	146100.0	8252761.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		1554986.91	1509387.4	0.0	45599.51								620.0	53110000575154975J
621	北京市精益职业教育基金会	2013	5000.0	5000.0	5000.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		1217285.0	1100000.0	107100.0	10185.0								621.0	53110000500307367C
622	北京市紧急救援基金会	2013	984490.1	984490.1	670000.0	314490.1	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		14550263.58	13149291.37	936817.07	423298.33								622.0	53110000563603331G
623	北京市红十字基金会	2013	16362227.71	16176018.75	482237.39	15693781.36	186208.96	186208.96	0.0	0.0	0	0	0	0	0	0	0	0		105940184.58	104946912.95	591117.36	402154.27								623.0	53110000675052650A
624	北京市美疆助学基金会	2013	2952195.33	2952195.33	835450.33	2116745.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		4165464.54	3055001.95	16800.0	252309.14								624.0	53110000779502847L
625	北京市育英学校校友促进教育基金会	2013	1384000.0	1384000.0	14000.0	1370000.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		1088881.45	1007915.0	60000.0	20966.45								625.0	531100005603758390
626	北京市董辅礽经济科学发展基金会	2013	1150000.0	1150000.0	150000.0	1000000.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		1693534.84	1525355.0	154563.65	12444.88								626.0	53110000769903225R
627	北京市西部阳光农村发展基金会	2013	17117492.53	11751947.54	1222774.31	10529173.23	5365544.99	312340.51	5053204.48	0.0	0	0	0	0	0	0	0	0		12869886.79	11771682.16	972748.91	66926.56								627.0	5311000078860292XT
628	北京市金杜公益基金会	2013	1038676.0	1038676.0	311356.0	727320.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		1093278.0	1085320.0	0.0	7958.0								628.0	531100006705541684
629	北京市长江科技扶贫基金会	2013	18169236.08	18168986.0	7601311.0	10567675.0	250.08	250.08	0.0	0.0	0	0	0	0	0	0	0	0		12857018.08	12372343.1	321475.2	161535.55								629.0	531100005513528894
630	北京市阳光保险爱心基金会	2013	6137044.66	6137044.66	14023.66	6123021.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		2540433.4	2526793.3	0.0	13640.1								630.0	531100005530637301
631	北京市陆学艺社会学发展基金会	2013	90000.0	90000.0	40000.0	50000.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		214210.18	213848.74	0.0	360.0								631.0	53110000681955944W
632	北京市黄胄美术基金会	2013	356000.0	356000.0	18000.0	338000.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		1399838.85	1289188.64	102871.31	7778.9								632.0	531100005003012642
633	北京师范大学教育基金会	2013	172285232.47	152723732.07	4554768.26	148168963.81	19561500.4	1012774.79	18548725.61	0.0	0	0	0	0	0	0	0	0		76430192.91	72480109.55	1328279.82	266446.29								633.0	531100007985011538
634	北京幽兰文化基金会	2013	1000000.0	1000000.0	0.0	1000000.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		3312261.16	2993578.2	199541.0	119141.96								634.0	53110000560352389K
635	北京康万家慈善基金会	2013	360000.0	360000.0	270000.0	90000.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		211732.67	205000.0	0.0	6732.67								635.0	531100005938454032
636	北京康盟慈善基金会	2013	25538513.0	25538513.0	30000.0	25508513.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		23265457.87	20678293.44	1250204.52	154239.85								636.0	53110000554801061D
637	北京弘毅慈善基金会	2013	1901025.2	1898353.8	1299692.7	598661.1	2671.4	2671.4	0.0	0.0	0	0	0	0	0	0	0	0		1484667.16	1440000.0	0.0	5999.95								637.0	531100006908001350
638	北京当代艺术基金会	2013	1889152.17	1889152.17	70000.0	1819152.17	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		153611.83	136155.35	0.0	14956.48								638.0	53110000682855347P
639	北京彩虹公益基金会	2013	2083000.0	2083000.0	2083000.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		19000.0	0.0	16500.0	2500.0								639.0	53110000074168180C
640	北京彩虹桥慈善基金会	2013	1017811.65	1017811.65	381814.65	635997.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		522601.45	471313.5	50245.43	816.72								640.0	53110000599625874K
641	北京德恒公益基金会	2013	3500000.0	3500000.0	1500000.0	2000000.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		0.0	0.0	0.0	0.0								641.0	53110000080462773C
642	北京志愿服务基金会	2013	300000.0	300000.0	0.0	300000.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		13116476.96	13107364.96	0.0	9055.0								642.0	53110000693203061R
644	北京怡海公益基金会	2013	2439526.79	2404981.22	185179.52	2219801.7	34545.57	0.0	34545.57	0.0	0	0	0	0	0	0	0	0		1116298.81	1096403.6	0.0	19208.79								644.0	53110000055608574Y
645	北京惠兰医学基金会	2013	179888.5	179888.5	179888.5	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		187159.83	179888.5	0.0	7271.33								645.0	53110000774704263W
646	北京感恩公益基金会	2013	2082370.23	2082370.23	242867.24	1839502.99	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		4925729.16	4559283.55	270970.68	93903.93								646.0	53110000596063925M
647	北京慈寿公益基金会	2013	2020000.0	2020000.0	2020000.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		10023.0	0.0	3406.0	6617.0								647.0	531100000673185903
648	北京慈弘慈善基金会	2013	6269203.48	6269203.48	0.0	6269203.48	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		5351969.47	5327876.06	0.0	24093.41								648.0	53110000560350690B
649	北京慧众慈善基金会	2013	666016.61	666016.61	666016.61	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		1364065.03	1320111.0	0.0	43954.03								649.0	531100006949501730
650	北京憨福儿公益基金会	2013	2000000.0	2000000.0	2000000.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		0.0	0.0	0.0	0.0								650.0	531100000828775508
651	北京戏曲艺术教育基金会	2013	213494.4	213494.4	50000.0	163494.4	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		1216501.61	1110462.35	82650.0	23389.26								651.0	53110000500312270M
652	北京成达教育基金会	2013	2500000.0	2500000.0	500000.0	2000000.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		0.0	0.0	0.0	0.0								652.0	53110000074168164N
653	北京成龙慈善基金会	2013	23029633.22	23029633.22	241173.0	22788460.22	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		29655795.33	29190559.71	268679.94	196536.98								653.0	531100006774025541
654	北京扶助贫困儿童就医健康基金会	2013	4586200.82	4586200.82	1724481.62	2861719.2	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		3874340.39	3857929.65	0.0	16410.74								654.0	53110000500313193J
655	北京探路者公益基金会	2013	2000000.0	2000000.0	0.0	2000000.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		0.0	0.0	0.0	0.0								655.0	5311000008969559XD
656	北京故宫文物保护基金会	2013	2000000.0	2000000.0	0.0	2000000.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		1002800.53	915810.93	42657.0	44332.6								656.0	53110000560352020G
658	北京文化发展基金会	2013	8106839.03	8106839.03	700000.0	7406839.03	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		8228416.14	7964624.92	178385.11	85406.11								658.0	53110000500309514P
659	北京文化艺术基金会	2013	5050000.0	5050000.0	0.0	5050000.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		7335802.28	7129792.12	155219.81	50111.85								659.0	53110000783951901A
660	北京文物保护基金会	2013	810000.0	810000.0	10000.0	800000.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		995395.31	910000.0	71240.0	14155.31								660.0	53110000500301053J
661	北京新发展慈善基金会	2013	220780.5	220780.5	10780.5	210000.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		177548.0	170000.0	0.0	6977.0								661.0	53110000554802339B
662	北京新徽商慈善基金会	2013	2140974.0	2140974.0	298974.0	1842000.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		2063187.55	877000.0	78418.1	24424.19								662.0	53110000599640177G
663	北京新阳光慈善基金会	2013	16340660.49	16271617.0	226110.0	16045507.0	69043.49	0.0	69043.49	0.0	0	0	0	0	0	0	0	0		14830070.35	12609595.3	1069146.69	222064.12								663.0	531100006876001833
664	北京春晖博爱儿童救助公益基金会	2013	9814280.51	8741452.08	491964.74	8249487.34	1072828.43	783259.96	289568.47	0.0	0	0	0	0	0	0	0	0		10167740.64	9650211.19	428696.8	88832.65								664.0	53110000053636838L
665	北京春苗儿童救助基金会	2013	12603574.77	12360390.77	6041005.77	6319385.0	243184.0	243184.0	0.0	0.0	0	0	0	0	0	0	0	0		11056267.58	10107799.49	823453.05	80454.54								665.0	531100005620503332
666	北京晓星芭蕾艺术发展基金会	2013	330000.0	330000.0	0.0	330000.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		3043699.13	2752209.64	236017.12	55472.37								666.0	53110000563602435B
667	北京景山教育基金会	2013	13830000.0	13830000.0	12410000.0	1420000.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		8571915.34	8322858.47	114962.0	134094.87								667.0	53110000500305548A
668	北京曹雪芹文化发展基金会	2013	11560000.0	11560000.0	0.0	11560000.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		1961340.34	1907132.0	20000.0	34208.34								668.0	53110000062847063T
669	北京杏霖健康公益基金会	2013	2060000.0	2060000.0	2000000.0	60000.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		229210.95	55622.56	113367.9	60220.49								669.0	531100000628276011
670	北京林业大学教育基金会	2013	13119172.43	12923169.03	6305400.0	6617769.03	196003.4	151917.93	44085.47	0.0	0	0	0	0	0	0	0	0		14052366.62	13985949.91	0.0	49180.0								670.0	53110000795952805N
671	北京桂馨慈善基金会	2013	6907770.33	6907770.33	0.0	6907770.33	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		4750993.35	4193868.84	0.0	469976.24								671.0	531100006819525404
672	北京桥爱慈善基金会	2013	5631220.0	5631220.0	11220.0	5620000.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		2632426.01	2579851.25	0.0	52574.76								672.0	53110000064882583G
