ricf_oid_2013	ba_cn	fp_dt	cf_doc	cf_soc	cf_srvc	cf_proc	cf_govc	cf_otca	cf_atci	cf_dopc	cf_stpc	cf_psc	cf_otpc	cf_atco	cf_anc	cf_inc	cf_inrc	cf_assc	cf_oc	cf_itci	cf_aspc	cf_inpc	cf_oinc	cf_tinc	cf_intc	cf_leca	cf_tfc	cf_tfic	cf_bopc	cf_inpc.1	cf_ofc	cf_tfoc	cf_nfl	cf_exch	cf_ninc	ricf_oid	ba_uscc
2288	浙江省新台州人健康救助基金会	2013	440000.0	0.0	0.0	0.0	0.0	0.0	440000.0	174460.47	94200.0	1800.0	30055.5	300515.97	139484.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	200000.0	343.99	200343.99	0.0	0.0	20.0	20.0	200323.99	0.0	0	2288	533300005018844497
2289	浙江省新浙商创业创新基金会	2013	50000.0	0.0	0.0	0.0	0.0	270075.43	320075.43	0.0	36520.0	207073.0	25498.2	269091.2	50984.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	2289	533300005018837102
2290	浙江省李书福资助教育基金会	2013	4880000.0	0.0	0.0	0.0	0.0	1807859.94	6687859.94	2751300.0	0.0	0.0	43079.8	2794379.8	3893480.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	2290	53330000501883630E
2291	浙江省杭州滨江阳光公益基金会	2013	20000000.0	0.0	0.0	0.0	0.0	48721.4	20048721.4	0.0	0.0	0.0	3066.4	3066.4	20045655.0	0.0	0.0	0.0	0.0	0.0	0.0	20000000.0	0.0	20000000.0	-20000000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	2291	53330000A93376746G
2292	浙江省残疾人福利基金会	2013	10655777.44	0.0	0.0	0.0	0.0	524562.52	11180339.96	10263829.6	274103.3	0.0	477838.98	11015771.88	164568.08	0.0	0.0	0.0	0.0	0.0	124084.44	0.0	0.0	124084.44	-124084.44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	2292	53330000501872755N
2293	浙江省爱心事业基金会	2013	20723823.33	0.0	0.0	0.0	0.0	0.0	20723823.33	19805836.33	631114.95	0.0	335600.72	20772552.0	-48728.67	113896470.53	303073.3	0.0	0.0	114199543.83	3488954.72	113548299.82	0.0	117037254.54	-2837710.71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	2293	53330000501874064B
2294	浙江省理想慈善基金会	2013	3000.0	0.0	0.0	0.0	0.0	29000.0	32000.0	369600.0	0.0	0.0	45357.17	414957.17	-382957.17	0.0	0.0	0.0	21030.65	21030.65	0.0	0.0	0.0	0.0	21030.65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	2294	53330000501884107U
2295	浙江省瑞安中学教育发展基金会	2013	3934481.05	0.0	0.0	0.0	0.0	265350.68	4199831.73	113000.0	0.0	0.0	2240.0	115240.0	4084591.73	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	2295	53330000A933765944
2296	浙江省红黄蓝儿童慈善基金会	2013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18904.0	0.0	0.0	0.0	18904.0	-18904.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	107249.89	107249.89	0.0	0.0	0.0	0.0	107249.89	0.0	0	2296	533300005018838926
2297	浙江省绍兴县盛兴慈善基金会	2013	200000.0	0.0	0.0	0.0	0.0	65833.44	265833.44	489359.0	0.0	0.0	2580.0	491939.0	-226105.56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	2297	53330000766430506K
2299	浙江省维德慈善基金会	2013	2000000.0	0.0	0.0	0.0	0.0	22958.03	2022958.03	150000.0	0.0	0.0	1978.0	151978.0	1870980.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	2299	53330000A93376754B
2300	浙江省网易慈善基金会	2013	7500000.0	0.0	0.0	0.0	0.0	5246.68	7505246.68	7654800.0	0.0	0.0	6456.25	7661256.25	-156009.57	0.0	0.0	0.0	195040.15	195040.15	0.0	0.0	0.0	0.0	195040.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	2300	53330000501883876G
2301	浙江省老年事业发展基金会	2013	2250600.0	0.0	0.0	0.0	3991580.0	920956.87	7163136.87	4865182.46	283371.08	0.0	208788.71	5357342.25	1805794.62	0.0	0.0	0.0	0.0	0.0	14050.0	0.0	0.0	14050.0	-14050.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	2301	53330000501872827F
2302	浙江省职工送温暖基金会	2013	0.0	0.0	0.0	0.0	0.0	196963.72	196963.72	352000.0	0.0	0.0	2380.0	354380.0	-157416.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	2302	53330000501872560W
2304	浙江省舟山中浪慈善基金会	2013	388572.0	0.0	0.0	0.0	0.0	1575.35	390147.35	1613455.1	30654.86	9552.9	75728.0	1729390.86	-1339243.51	0.0	1263000.0	0.0	0.0	1263000.0	0.0	0.0	0.0	0.0	1263000.0	0.0	0.0	0.0	0.0	0.0	3478.8	3478.8	-3478.8	0.0	0	2304	533300005018841584
2305	浙江省舟山市东海教育基金会	2013	818000.0	0.0	0.0	0.0	800000.0	300000.0	1918000.0	871876.0	27195.56	3881.7	911285.0	1814238.26	103761.74	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1129.47	1129.47	0.0	0.0	0.0	0.0	1129.47	0.0	0	2305	53330000768679719T
2306	浙江省见义勇为基金会	2013	502234.0	0.0	0.0	0.0	0.0	3615.14	505849.14	481000.0	72330.0	0.0	55221.39	608551.39	-102702.25	0.0	0.0	0.0	0.0	0.0	4580.0	0.0	0.0	4580.0	-4580.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	2306	533300005018732992
2307	浙江省金融教育基金会	2013	5690007.64	0.0	0.0	0.0	0.0	8032.08	5698039.72	81900.0	0.0	0.0	1144842.17	1226742.17	4471297.55	4000000.0	1058052.22	0.0	162805.84	5220858.06	0.0	13000000.0	184335.33	13184335.33	-7963477.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	2307	53330000501872894D
2308	浙江省阳光教育基金会	2013	6816708.75	0.0	0.0	0.0	675000.0	88350.41	7580059.16	3561868.31	285932.21	0.0	64080.0	3911880.52	3668178.64	13524290.01	674128.93	0.0	0.0	14198418.94	0.0	15287723.43	0.0	15287723.43	-1089304.49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	2308	5333000050188414X4
2309	浙江省陈再爱心基金会	2013	100000.0	0.0	0.0	0.0	0.0	2985.09	102985.09	176000.0	0.0	0.0	6815.9	182815.9	-79830.81	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	2309	53330000501883614Q
2310	浙江省青少年发展基金会	2013	32415143.13	0.0	0.0	0.0	475000.0	2867900.86	35758043.99	25962666.89	269807.61	83488.4	436467.31	26752430.21	9005613.78	12032120.52	117513.9	0.0	0.0	12149634.42	14387.0	12000000.0	0.0	12014387.0	135247.42	0.0	0.0	0.0	0.0	0.0	2192.2	2192.2	-2192.2	0.0	0	2310	5333000050187243XX
2311	浙江省青少年英才奖励基金会	2013	150000.0	0.0	0.0	0.0	0.0	0.0	150000.0	349966.43	0.0	0.0	1741.3	351707.73	-201707.73	1000000.0	439810.0	0.0	51892.02	1491702.02	0.0	3000000.0	0.0	3000000.0	-1508297.98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	2311	53330000501872624T
2312	浙江省青年创业就业基金会	2013	13775956.84	0.0	0.0	0.0	0.0	646589.87	14422546.71	0.0	0.0	0.0	10313659.41	10313659.41	4108887.3	0.0	40711.0	0.0	0.0	40711.0	0.0	0.0	244652.7	244652.7	-203941.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	2312	533300005018840278
2313	浙江省革命老区发展基金会	2013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	2313	533300005018843934
2314	浙江省马寅初人口福利基金会	2013	900000.0	0.0	0.0	0.0	1000000.0	2423486.97	4323486.97	3013816.93	160784.0	221288.28	500312.79	3896202.0	427284.97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	2314	533300005018735718
2315	浙江省龙游中学奖教奖学基金会	2013	901420.0	0.0	0.0	0.0	0.0	3799.49	905219.49	0.0	0.0	0.0	359300.0	359300.0	545919.49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	2315	53330000749009293G
2316	浙江矾都慈善基金会	2013	0.0	0.0	0.0	0.0	0.0	120381.35	120381.35	191900.0	0.0	0.0	2000.0	193900.0	-73518.65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	2316	53330000501883972R
2317	浙江硕源教育基金会	2013	0.0	0.0	0.0	0.0	0.0	407657.09	407657.09	0.0	0.0	0.0	10438091.15	10438091.15	-10030434.06	124273.97	0.0	0.0	0.0	124273.97	0.0	0.0	0.0	0.0	124273.97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	2317	53330000A933765869
2318	浙江福泰隆慈善基金会	2013	0.0	0.0	0.0	0.0	0.0	1618.71	1618.71	1001900.0	60000.0	5245.4	8854.5	1075999.9	-1074381.19	0.0	3207867.12	0.0	0.0	3207867.12	0.0	3000000.0	0.0	3000000.0	207867.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	2318	533300005018842628
2319	浙江绿色共享教育基金会	2013	3911281.31	0.0	0.0	0.0	0.0	100000.0	4011281.31	3853452.13	114000.0	0.0	92337.67	4059789.8	-48508.49	8000000.0	66498.63	0.0	0.0	8066498.63	0.0	6000000.0	0.0	6000000.0	2066498.63	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	2319	5333000050188350XF
2320	浙江萤火虫慈善基金会	2013	0.0	0.0	0.0	0.0	0.0	150000.0	150000.0	0.0	8824.55	0.0	112917.32	121741.87	28258.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	2320	53330000501883649B
2321	浙江豪成慈善基金会	2013	1200000.0	0.0	0.0	0.0	0.0	4568.1	1204568.1	827732.0	72703.86	0.0	4670.0	905105.86	299462.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	62000.0	0.0	62000.0	0.0	0.0	0.0	0.0	62000.0	0.0	0	2321	53330000501883438U
2322	浙江财经大学教育基金会	2013	1300000.0	0.0	0.0	0.0	0.0	4960.65	1304960.65	0.0	0.0	0.0	0.0	0.0	1304960.65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3000000.0	3000000.0	0.0	0.0	0.0	0.0	3000000.0	0.0	0	2322	53330000A933768264
2323	浙江雪窦慈光慈善基金会	2013	333370.75	0.0	0.0	0.0	0.0	5989.02	339359.77	528161.0	4400.0	0.0	2539483.0	3072044.0	-2732684.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	2323	53330000A933762956
2324	浙江青田之家公益基金会	2013	3700000.0	0.0	0.0	0.0	0.0	69649.53	3769649.53	1756216.0	0.0	0.0	26.0	1756242.0	2013407.53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	2324	53330000A933764638
2326	海仓慈善基金会	2013	4100000.0	0.0	0.0	0.0	0.0	12044.47	4112044.47	4024000.0	16442.44	0.0	114095.66	4154538.1	-42493.63	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	2326	53100000500021254L
2336	海南南海研究基金会	2013	700000.0	0.0	0.0	0.0	0.0	5679.77	705679.77	0.0	0.0	0.0	474574.52	474574.52	231105.25	0.0	0.0	0.0	0.0	0.0	25800.0	0.0	0.0	25800.0	-25800.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	2336	53460000786647948B
2338	海南成美慈善基金会	2013	7949898.23	0.0	0.0	0.0	0.0	21193.36	7971091.59	8083904.7	379229.0	0.0	608189.32	9071323.02	-1100231.43	20000000.0	2000000.0	0.0	0.0	22000000.0	7680.0	0.0	20000000.0	20007680.0	1992320.0	2000000.0	0.0	2000000.0	0.0	0.0	0.0	0.0	2000000.0	0.0	0	2338	534600005624091826
2349	海南省李惠智教育基金会	2013	0.0	0.0	0.0	0.0	0.0	1587677.59	1587677.59	0.0	0.0	0.0	1569268.07	1569268.07	18409.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	2349	53460000665122942J
2350	海南省残疾人基金会	2013	158838.9	0.0	0.0	0.0	0.0	0.0	158838.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	2350	53460000082534662H
2360	海原县厚德慈善基金会	2013	90000.0	0.0	0.0	0.0	0.0	30628.32	120628.32	1222000.0	0.0	17581.0	0.0	1239581.0	-1118952.68	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	2360	53640000MJX173138H
2363	海宁市农业技术推广基金会	2013	0.0	0.0	0.0	0.0	0.0	103928.12	103928.12	0.0	0.0	0.0	40.0	40.0	103888.12	0.0	0.0	0.0	0.0	0.0	0.0	4000000.0	0.0	4000000.0	-4000000.0	0.0	4000000.0	4000000.0	0.0	0.0	0.0	0.0	4000000.0	0.0	0	2363	53330000A933769495
2364	海安县慈善基金会	2013	8880779.12	0.0	0.0	0.0	609848.0	4446707.1	13937334.22	7187287.1	0.0	0.0	2139582.6	9326869.7	4610464.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	2364	53320000509160752J
2365	海安县见义勇为基金会	2013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	2365	53320000509160779A
2366	海盐县农业技术推广基金会	2013	0.0	0.0	0.0	0.0	300000.0	783447.76	1083447.76	0.0	0.0	0.0	49904.75	49904.75	1033543.01	0.0	120000.0	0.0	0.0	120000.0	0.0	0.0	0.0	0.0	120000.0	0.0	4000000.0	4000000.0	0.0	0.0	0.0	0.0	4000000.0	0.0	0	2366	53330000A93376981G
2367	海门市慈善基金会	2013	13031007.2	0.0	0.0	0.0	500000.0	158461.0	13689468.2	12254989.48	121257.43	0.0	760950.1	13137197.01	552271.19	0.0	0.0	0.0	2686993.71	2686993.71	0.0	0.0	0.0	0.0	2686993.71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	2367	53320000509158978L
2368	海门市教育发展基金会	2013	12617250.0	0.0	0.0	0.0	0.0	516501.45	13133751.45	9430700.0	0.0	159945.7	1700000.0	11290645.7	1843105.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	2368	53320000509160314X
2369	海门市见义勇为基金会	2013	100000.0	0.0	0.0	0.0	0.0	426883.25	526883.25	17448.0	119340.0	0.0	415137.71	551925.71	-25042.46	0.0	1661917.0	0.0	0.0	1661917.0	15399.0	1000000.0	0.0	1015399.0	646518.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	2369	53320000509161085E
2370	海门徐有庠文教基金会	2013	616000.0	0.0	0.0	0.0	0.0	1309428.48	1925428.48	1116250.0	0.0	0.0	103299.07	1219549.07	705879.41	1300000.0	0.0	0.0	0.0	1300000.0	0.0	0.0	0.0	0.0	1300000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	2370	53320000509171494T
2371	海门文明村爱心基金会	2013	750778.0	0.0	0.0	0.0	0.0	440.97	751218.97	0.0	28200.0	405800.0	5664.5	439664.5	311554.47	0.0	346000.0	0.0	0.0	346000.0	0.0	750000.0	0.0	750000.0	-404000.0	150000.0	0.0	150000.0	100000.0	0.0	0.0	100000.0	50000.0	0.0	0	2371	533200005091604294
2374	涟水县慈善基金会	2013	285914.0	0.0	0.0	0.0	50000.0	1245.94	337159.94	250130.0	0.0	490.0	0.0	250620.0	86539.94	0.0	0.0	0.0	0.0	0.0	0.0	4917449.5	0.0	4917449.5	-4917449.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	2374	5332000050916135XN
2375	涟水县教育发展基金会	2013	12013977.78	50000.0	0.0	0.0	0.0	10935.99	12074913.77	5121029.4	0.0	0.0	17093.0	5138122.4	6936791.37	0.0	0.0	0.0	0.0	0.0	4000000.0	0.0	0.0	4000000.0	-4000000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	2375	53320000509161309K
2376	涟水县见义勇为基金会	2013	60000.0	0.0	0.0	0.0	50000.0	1344.14	111344.14	117380.0	0.0	0.0	51863.45	169243.45	-57899.31	0.0	300000.0	0.0	0.0	300000.0	0.0	0.0	0.0	0.0	300000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	2376	53320000509160875K
2377	涟源市教育基金会	2013	0.0	0.0	0.0	0.0	0.0	1295.33	1295.33	463529.0	0.0	0.0	34257.0	497786.0	-496490.67	0.0	1170000.0	0.0	0.0	1170000.0	0.0	0.0	0.0	0.0	1170000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	2377	5343000057434024XQ
2378	润慈公益基金会	2013	200.0	0.0	0.0	0.0	0.0	55246.07	55446.07	0.0	23200.0	56694.5	0.0	79894.5	-24448.43	0.0	0.0	0.0	0.0	0.0	9779.0	0.0	0.0	9779.0	-9779.0	0.0	1609456.52	1609456.52	0.0	0.0	0.0	0.0	1609456.52	0.0	0	2378	53100000717836913R
2379	淄博市淄川区杨寨爱心救助基金会	2013	0.0	0.0	0.0	0.0	0.0	1122.59	1122.59	202500.0	0.0	0.0	4050.0	206550.0	-205427.41	0.0	170000.0	0.0	0.0	170000.0	0.0	0.0	0.0	0.0	170000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	2379	53370000MJD675721D
2380	淄博市见义勇为基金会	2013	0.0	0.0	0.0	0.0	0.0	146085.09	146085.09	0.0	18000.0	0.0	659650.3	677650.3	-531565.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	2380	53370000MJD67573X5
2381	淮安信息职业技术学院教育发展基金会	2013	545856.5	0.0	0.0	0.0	0.0	8951.75	554808.25	224980.0	0.0	0.0	11012.0	235992.0	318816.25	0.0	70000.0	0.0	0.0	70000.0	0.0	0.0	0.0	0.0	70000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	2381	53320000509160357B
2382	淮安增力爱心基金会	2013	787000.0	0.0	0.0	0.0	0.0	0.0	787000.0	446800.0	24000.0	3077.0	23439.02	497316.02	289683.98	0.0	0.0	0.0	3991.53	3991.53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3991.53	0.0	0	2382	53320000509161317E
2383	淮安大众助保基金会	2013	0.0	0.0	0.0	0.0	4000134.73	15718176.36	19718311.09	3807729.88	94632.1	0.0	64001729.32	67904091.3	-48185780.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40000000.0	0.0	40000000.0	9810000.0	0.0	0.0	9810000.0	30190000.0	0.0	0	2383	533200005091584687
2384	淮安市关心下一代基金会	2013	0.0	0.0	0.0	0.0	0.0	48000.0	48000.0	48000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	2384	53320000509161739D
2386	淮安市慈善基金会	2013	7871691.85	0.0	461971.0	0.0	550000.0	5098539.08	13982201.93	9259230.81	230525.0	534608.23	6409157.17	16433521.21	-2451319.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	2386	533200005091590146
2387	淮安市淮安区慈善基金会	2013	10302274.0	0.0	0.0	0.0	0.0	157231.82	10459505.82	9428036.0	0.0	0.0	4699.49	9432735.49	1026770.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	2387	53320000509160082X
2388	淮安市淮安区见义勇为基金会	2013	2000000.0	0.0	0.0	0.0	0.0	81767.09	2081767.09	0.0	75377.0	0.0	29065.5	104442.5	1977324.59	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	2388	53320000509161296X
2389	淮安市淮阴区见义勇为基金会	2013	1076250.0	0.0	0.0	0.0	0.0	146838.99	1223088.99	127500.0	0.0	0.0	26998.89	154498.89	1068590.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2000000.0	2000000.0	-2000000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	2389	5332000050916055XT
2390	淮安市见义勇为基金会	2013	20659500.0	0.0	0.0	0.0	140000.0	164894.18	20964394.18	893180.0	13400.0	65418.0	0.0	971998.0	19992396.18	0.0	7008000.0	0.0	0.0	7008000.0	0.0	26000000.0	0.0	26000000.0	-18992000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	2390	53320000509171259T
2391	淮安昱乔创业基金会	2013	0.0	0.0	0.0	0.0	0.0	32.7	32.7	134500.0	0.0	0.0	1160.0	135660.0	-135627.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	2391	53320000509161122L
2392	淮海工学院教育发展基金会	2013	8979000.0	0.0	0.0	0.0	0.0	321297.64	9300297.64	1825000.0	0.0	7409.5	0.0	1832409.5	7467888.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	2392	533200005091609632
2393	淮阴工学院教育发展基金会	2013	11328492.65	0.0	0.0	0.0	0.0	100848.79	11429341.44	1280590.0	0.0	0.0	9514.9	1290104.9	10139236.54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18000000.0	18000000.0	-18000000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	2393	533200005091610346
2394	深圳壹基金公益基金会	2013	498833425.8	0.0	0.0	0.0	0.0	4499387.22	503332812.99	104114163.86	6164246.7	0.0	5237423.55	115515834.11	387816978.88	0.0	0.0	0.0	0.0	0.0	358151.62	0.0	0.0	358151.62	-358151.62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	2394	53440300567057518C
2395	深圳大运留学基金会	2013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	2395	53440300582701690N
2396	深圳市TCL公益基金会	2013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	2396	53440300599084043P
2400	深圳市人口基金会	2013	4083277.3	0.0	0.0	0.0	0.0	812765.66	4896042.96	818300.0	33600.0	0.0	19431.5	871331.5	4024711.46	0.0	0.0	6703.0	0.0	6703.0	0.0	167586.0	0.0	167586.0	-160883.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	2400	53440000502678145T
2401	深圳市佳兆业公益基金会	2013	0.0	32528407.0	0.0	0.0	0.0	3635.52	32532042.52	29767567.0	3019.68	0.0	0.0	29770586.68	2761455.84	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	2401	534403005747587939
2402	深圳市侨商关爱基金会	2013	2751827.74	0.0	0.0	0.0	0.0	5411.32	2757239.06	1017575.42	0.0	0.0	3623.0	1021198.42	1736040.64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	2402	534403000551121494
2403	深圳市俊才教育基金会	2013	403589.04	0.0	0.0	0.0	0.0	663.06	404252.1	225687.0	0.0	0.0	2700.0	228387.0	175865.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2649.0	0.0	0.0	2649.0	-2649.0	0.0	0	2403	53440300053980276K
2404	深圳市关爱行动公益基金会	2013	35444178.53	0.0	0.0	0.0	0.0	615347.28	36059525.81	20704318.37	206930.0	0.0	438716.3	21349964.67	14709561.14	0.0	0.0	0.0	0.0	0.0	5990.0	0.0	0.0	5990.0	-5990.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	2404	5344030057313089XG
2405	深圳市北大创新发展基金会	2013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2037882.84	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2000000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	2405	534403005867041277
