机构ID	机构名称	报表时间	接受捐赠收到的现金	收取会员费收到的现金	提供服务收到的现金	销售商品收到的现金	政府补贴收到的现金	收到的与其他业务活动有关的现金	业务活动现金流入小计	提供捐赠或者资助支付的现金	支付给员工以及为员工支付的现金	购买商品接受服务支付的现金	支付的其他与业务活动有关的现金	业务活动现金流出小计	业务活动产生的现金净流量	收回投资所收到的现金	取得投资收益所收到的现金	处置固定资产和无形资产所收回的现金	收到的其他与投资有关的现金	投资活动现金流入小计	购建固定资产和无形资产所支付的现金	对外投资所支付的现金	支付的其他与投资活动有关的现金	投资活动现金流出小计	投资活动产生的现金流量净额	借款所收到的现金	收到的其他与筹资活动有关的现金	筹资活动现金流入小计	偿还借款所支付的现金	偿还利息所支付的现金	支付的其他与筹资活动有关的现金	筹资活动现金流出小计	筹措活动产生的现金流量净额	汇率变动对现金的影响	现金及现金等价物净增加额
ricf_oid	ba_cn	fp_dt	cf_doc	cf_soc	cf_srvc	cf_proc	cf_govc	cf_otca	cf_atci	cf_dopc	cf_stpc	cf_psc	cf_otpc	cf_atco	cf_anc	cf_inc	cf_inrc	cf_assc	cf_oc	cf_itci	cf_aspc	cf_inpc	cf_oinc	cf_tinc	cf_intc	cf_leca	cf_tfc	cf_tfic	cf_bopc	cf_inpc	cf_ofc	cf_tfoc	cf_nfl	cf_exch	cf_ninc
962	哈尔滨市道里区残疾人福利基金会	2013	700000	0	0	0	426040	151448.33	1277488.33 	0.00 	0	0	1400597.59 	1400597.59 	-123109.26 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
963	哈尔滨市香坊区教育发展基金会	2013	750433	0	0	0	0	1533.38	751966.38 	307516.00 	124900	85112.31	0.00 	517528.31 	234438.07 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
964	哈尔滨市香坊区残疾人福利基金会	2013	29900	0	0	0	200000	0	229900.00 	29900.00 	6700	0	94337.50 	130937.50 	98962.50 	0.00 	0.00 	0	0	0.00 	222800.00 	0.00 	0.00 	222800.00 	-222800.00 	0	149605.17	149605.17	0	0	56.00 	56.00 	149549.17 	0	0
965	哈尔滨师范大学教育发展基金会	2013	1669085.85	0	0	0	0	2031155.91	3700241.76 	787742.10 	0	0	760849.50 	1548591.60 	2151650.16 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
966	哈尔滨文物保护基金会	2013	0	0	0	0	0	29020.51	29020.51 	0.00 	23000	0	3109.00 	26109.00 	2911.51 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
967	哈尔滨理工大学教育发展基金会	2013	311117	0	0	0	0	0	311117.00 	240517.00 	0	0	12138.96 	252655.96 	58461.04 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	7446.6	7446.6	0	0	0.00 	0.00 	7446.60 	0	0
968	响水县见义勇为基金会	2013	257300	0	0	0	0	4000	261300.00 	13000.00 	10789.12	0	0.00 	23789.12 	237510.88 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
969	嘉兴市农业技术推广基金会	2013	0	0	0	0	0	0	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
970	嘉兴市南湖区农业技术推广基金会	2013	0	0	0	0	0	4569.57	4569.57 	0.00 	0	0	0.00 	4569.57 	0.00 	0.00 	0.00 	0	5000000	5000000.00 	0.00 	0.00 	0.00 	0.00 	5000000.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
971	嘉兴市教育基金会	2013	4140541.35	0	0	0	0	30573561.41	34714102.76 	10275910.00 	6000	6243.38	30000694.00 	40288847.38 	-5574744.62 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
972	嘉兴市温商慈善基金会	2013	4215000	0	0	0	0	14232.21	4229232.21 	170981.83 	0	0	11939.90 	182921.73 	4046310.48 	0.00 	0.00 	0	0	0.00 	0.00 	4000000.00 	0.00 	4000000.00 	-4000000.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
973	嘉兴市秀洲区农业技术推广基金会	2013	0	0	0	0	0	4235.33	4235.33 	0.00 	0	0	0.00 	0.00 	4235.33 	0.00 	0.00 	0	4000000	4000000.00 	0.00 	0.00 	0.00 	0.00 	4000000.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
974	嘉兴市见义勇为基金会	2013	900000	0	0	0	0	362196.69	1262196.69 	0.00 	0	0	685767.30 	685767.30 	576429.39 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
975	嘉善县农业技术推广基金会	2013	0	0	0	0	100000	79878.33	179878.33 	0.00 	0	360	360.00 	720.00 	179158.33 	0.00 	0.00 	0	4000000	4000000.00 	0.00 	0.00 	0.00 	0.00 	4000000.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
976	四会市见义勇为基金会	2013	100000	0	0	0	0	54574.18	154574.18 	30000.00 	0	0	37156.80 	67156.80 	87417.38 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
977	四川仁爱医疗基金会	2013	753233.26	0	0	0	0	17301.94	770535.20 	650823.02 	20400	0	81160.18 	752383.20 	18152.00 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
978	四川共缘教育基金会	2013	250000	0	0	0	0	374.8	250374.80 	255000.00 	0	0	3135.00 	258135.00 	-7760.20 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
979	四川圣爱特殊儿童援助基金会	2013	248236	0	0	0	0	37331.54	285567.54 	0.00 	0	183015.5	144413.10 	327428.60 	-41861.06 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
980	四川大学教育基金会	2013	38908475.52	0	0	0	0	354402.46	39262877.98 	9981763.60 	0	0	310411.74 	10292175.34 	28970702.64 	0.00 	0.00 	0	0	0.00 	89995.30 	0.00 	0.00 	89995.30 	-89995.30 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
981	四川孔子教育基金会	2013	3003298	0	0	0	0	1003799.87	4007097.87 	915500.00 	57404.15	0	9549.03 	982453.18 	3024644.69 	2000000.00 	62700.00 	0	0	2062700.00 	0.00 	7000000.00 	0.00 	7000000.00 	-4937300.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
982	四川宜宾学院教育发展基金会	2013	0	0	0	0	0	0	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
983	四川广安中学教育发展基金会	2013	56765	0	0	0	0	46202.89	102967.89 	358674.63 	31785.18	0	0.00 	390459.81 	-28749192.00 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
984	四川德瑞教育发展基金会	2013	1700000	0	0	0	0	30086.56	1730086.56 	0.00 	117711.11	1564065.1	26361.64 	1708137.85 	21948.71 	0.00 	0.00 	0	0	0.00 	0.00 	3000000.00 	0.00 	3000000.00 	-3000000.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
985	四川成都蓝光助学基金会	2013	2361374.7	0	0	0	0	9582.05	2370956.75 	3376836.20 	37259.96	0	78528.92 	3492625.08 	-1121668.33 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
986	四川烛光教育国际交流基金会	2013	200000	0	0	0	0	6530.56	206530.56 	0.00 	0	0	5510.00 	5510.00 	201020.56 	0.00 	0.00 	0	4500000	4500000.00 	0.00 	0.00 	0.00 	0.00 	4500000.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
987	四川电子科技大学教育发展基金会	2013	31182866.81	0	0	0	0	3014730.02	34197596.83 	28257260.34 	0	0	658990.91 	28916251.25 	5281345.58 	5000000.00 	2088686.96 	0	0	7088696.96 	562222.11 	8914751.99 	0.00 	9476974.10 	-2388277.14 	0	0	0	0	0	0.00 	0.00 	0.00 	38.69	0
988	四川省体育基金会	2013	5550943	0	0	0	1000000	87298.64	6638241.64 	7294082.00 	0	0	65886.20 	7359968.20 	-721726.56 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
989	四川省儿童少年基金会	2013	9404469.97	0	0	0	4300000	47483.57	13751953.54 	7084115.76 	18098.19	0	33506.78 	7135720.73 	6616232.81 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
990	四川省光华教育发展基金会	2013	11266280	0	0	0	0	25719.37	11291999.37 	7674240.00 	262540	102840.72	12143.76 	8051764.48 	3240234.89 	4002748.94 	3985274.92 	0	3650077.59	11638101.45 	11661.00 	13000000.00 	172500.00 	13184161.00 	-1546059.55 	0	0	0	0	0	479975.90 	479975.90 	-479975.90 	0	0
991	四川省关心下一代基金会	2013	7343376.2	0	0	0	0	67324.6	7410700.80 	7362377.80 	65402	24848	121917.50 	7574555.30 	-163854.50 	4480000.00 	0.00 	0	0	4480000.00 	0.00 	0.00 	20000000.00 	20000000.00 	-15520000.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
992	四川省内江市东兴区教育基金会	2013	0	0	0	0	0	966478.95	3992844.77 	4555910.62 	0	0	308944.00 	4864854.62 	-872009.85 	0.00 	0.00 	0	0	0.00 	1900.00 	0.00 	0.00 	1900.00 	-1900.00 	0	0	0	209300	0	2300.00 	211600.00 	-211600.00 	0	0
993	四川省内江市教育基金会	2013	7375788.37	0	0	0	0	298808.6	7674596.97 	18298872.00 	10300	0	70204.10 	18379376.10 	-10704779.13 	0.00 	279632.86 	0	0	279632.86 	0.00 	0.00 	0.00 	0.00 	279632.86 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
995	四川省国电大渡河爱心帮扶基金会	2013	0	0	0	0	0	109869.82	109869.82 	10682000.00 	0	0	17163.90 	10699163.90 	-10589294.08 	0.00 	0.00 	0	0	0.00 	0.00 	20000000.00 	0.00 	20000000.00 	-20000000.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
996	四川省城乡统筹发展基金会	2013	1028689.94	0	0	0	0	69177598.95	7026288.89 	849614.20 	0	0	56641315.31 	57490929.51 	12715359.38 	0.00 	0.00 	0	0	0.00 	16314.00 	0.00 	0.00 	16314.00 	-16314.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
997	四川省大熊猫保护基金会	2013	2223000	0	0	0	0	44464.18	2267464.18 	0.00 	0	0	2605.00 	2605.00 	2264859.18 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
998	四川省妇女发展基金会	2013	9926992.73	0	203182	0	300000	503037.9	10933212.63 	8521448.30 	77799.01	0	522946.22 	9122193.53 	1811019.10 	0.00 	0.00 	0	0	0.00 	19400.00 	0.00 	0.00 	19400.00 	-19400.00 	0	4000000	4000000	0	0	0.00 	0.00 	4000000.00 	0	0
999	四川省威远县教育基金会	2013	6539973.08	0	0	0	0	3645512.05	10185485.13 	3936289.88 	68200	0	177128.59 	4181618.47 	6003866.66 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
1000	四川省宜宾市教育基金会	2013	47456485.24	0	0	0	36833255	1678280.19	85968020.43 	89848460.85 	331016.26	251921.64	284100.00 	90715498.75 	-4747478.32 	0.00 	27660.75 	0	0	27660.75 	3560.00 	0.00 	0.00 	3560.00 	24100.75 	0	0	0	0	0	2509959.38 	2509959.38 	-2509959.38 	0	0
1001	四川省巴蜀文艺发展基金会	2013	-1000000	0	0	0	0	23780.41	-976219.59 	0.00 	0	0	10520.00 	10520.00 	-986739.59 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
1002	四川省广安市教育基金会	2013	550000	0	0	0	350000	39180.43	939180.43 	450000.00 	0	0	17663.50 	467663.50 	471516.93 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
1003	四川省志愿服务基金会	2013	8136253.34	0	0	0	6600000	155634.08	14891887.42 	4536963.20 	0	0	294690.22 	4831653.42 	10060234.00 	6000000.00 	50739.73 	0	0	6050739.73 	25000.00 	8000000.00 	0.00 	8025000.00 	-1974260.27 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
1004	四川省扶贫基金会	2013	92419876.67	0	0	0	2983000	2181401.98	97584278.65 	27184032.28 	1651859.75	511983.13	173156.44 	29521031.60 	68063247.05 	0.00 	0.00 	0	0	0.00 	352610.00 	565743516.80 	0.00 	56896126.80 	-56896126.80 	0	51797.5	51797.5	0	0	73.00 	73.00 	51724.50 	0	0
1005	四川省教育基金会	2013	29350910.4	0	0	0	0	12983018.4	42333928.80 	17846393.02 	26666	0	5900216.10 	23773275.12 	18560653.68 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
1006	四川省文化艺术发展基金会	2013	0	40000	0	0	0	23160.35	63160.35 	727000.00 	60000	0	10808.50 	797808.50 	-734648.15 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
1007	四川省新农村建设开发基金会	2013	740000	0	0	0	0	1091127.81	1831127.81 	200000.00 	42926.64	0	1305812.50 	1548739.14 	282388.67 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
1008	四川省残疾人福利基金会	2013	20544975.28	0	0	0	0	9660511.9	30205487.18 	18957184.65 	113848.73	0	2254821.88 	21325855.26 	8879631.92 	0.00 	0.00 	0	0	0.00 	6650.00 	0.00 	0.00 	6650.00 	-6650.00 	0	0	0	0	0	1416.31 	1416.31 	-1416.31 	0	0
1009	四川省汶川地震灾区重建基金会	2013	18926642.8	0	0	0	0	3308.51	18929951.31 	15580880.22 	158400	0	610849.06 	16350129.28 	2579822.03 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
1010	四川省治理荒漠化基金会	2013	150000	0	0	0	150000	734202.73	1034202.73 	425480.00 	0	0	632046.68 	1057526.68 	-23323.95 	0.00 	0.00 	0	0	0.00 	5500.00 	0.00 	0.00 	5500.00 	-5500.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
1011	四川省洪雅县育才教育基金会	2013	4028400	0	0	0	0	9562.74	4037962.74 	360090.00 	0	28910	69100.00 	458100.00 	3579862.74 	0.00 	1470000.00 	0	0	1470000.00 	195167.00 	4660000.00 	0.00 	4855167.00 	-3385167.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
1012	四川省盐亭县教育基金会	2013	0	341400	0	0	0	30385.09	371785.09 	296980.00 	11166	0	101185.00 	409331.00 	-37545.91 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
1013	四川省社会科学学术基金会	2013	0	0	0	0	0	16666.17	16666.17 	270000.00 	52000	0	41628.00 	363628.00 	-346961.83 	3177596.72 	508268.98 	0	0	3685865.70 	0.00 	0.00 	0.00 	0.00 	3685865.70 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
1014	四川省科技扶贫基金会	2013	1778143.84	0	0	0	237500	2871.69	2018515.53 	1752608.13 	63800.4	0	65465.70 	1881874.23 	136641.30 	0.00 	126000.00 	0	0	126000.00 	0.00 	0.00 	6552.00 	6552.00 	119448.00 	0	0	0	0	0	42425.72 	42425.72 	-42425.72 	0	0
1015	四川省简阳市教育基金会	2013	1600834.3	0	0	0	0	45262.94	1646097.24 	1226612.90 	0	0	90624.50 	1317237.40 	328859.84 	0.00 	0.00 	0	201000	201000.00 	0.00 	0.00 	0.00 	0.00 	201000.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
1016	四川省红十字基金会	2013	4818559.61	0	0	0	0	4518001.91	9336561.52 	4184356.87 	129293.48	0	94221124.49 	98534774.84 	-89198213.32 	33556812.58 	0.00 	0	0	33556812.58 	0.00 	0.00 	0.00 	0.00 	33556812.58 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
1017	四川省见义勇为基金会	2013	1000000	0	0	0	0	347421.63	1347421.63 	1090000.00 	0	0	1085287.00 	2175287.00 	-827865.37 	4000000.00 	447600.00 	0	0	4447600.00 	0.00 	0.00 	0.00 	0.00 	4447600.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
1018	四川省贫困地区人才培育研究基金会	2013	945441	0	0	0	0	75.07	945516.07 	831178.78 	65789.78	0	15872.49 	912841.05 	32675.02 	0.00 	0.00 	0	0	0.00 	15413.00 	0.00 	0.00 	15413.00 	-15413.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
1019	四川省资中教育基金会	2013	15823134.5	0	0	0	0	728831.65	16551966.15 	13629610.28 	0	0	117115.80 	13746726.08 	2805240.07 	0.00 	0.00 	0	0	0.00 	161700.00 	0.00 	0.00 	161700.00 	-161700.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
1020	四川省隆昌教育基金会	2013	8022848.9	0	0	0	387500	9700442.25	18110791.15 	4239278.00 	144037.4	424408.55	9442677.10 	14250401.05 	3860390.10 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
1021	四川省青年创业就业基金会	2013	4076816	0	0	0	0	233060.51	4309876.51 	3770000.00 	438529.8	3002929.55	107358.87 	7318818.22 	-3008941.71 	0.00 	182958.88 	0	0	182958.88 	0.00 	0.00 	0.00 	0.00 	182958.88 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
1022	四川省青年科技基金会	2013	600000	0	0	0	0	257685.27	857685.27 	600000.00 	0	0	58031.00 	658031.00 	199654.27 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
1023	四川美丰教育基金会	2013	30000	0	0	0	0	0	30000.00 	545000.00 	0	0	4852.50 	549852.50 	-519852.50 	0.00 	600000.00 	0	2250.05	602250.05 	0.00 	0.00 	0.00 	0.00 	602250.05 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
1024	四川自贡市教育基金会	2013	40031473.92	0	0	0	0	468919.24	40500393.16 	23024344.58 	52569	0	200041.30 	23276954.88 	17223438.28 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
1027	四川西华师范大学教育发展基金会	2013	937999	0	0	0	0	18493.97	956492.97 	261587.59 	0	0	24544.50 	286132.09 	670360.88 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
1028	四川西南交通大学扬华教育基金会	2013	30624774.7	0	0	0	0	1852652.55	32477427.25 	34761640.20 	0	0	3792189.77 	38553829.97 	-6076402.72 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
1029	四川西南石油大学教育发展基金会	2013	1280474.6	0	0	0	0	5822.97	1286297.57 	1158512.00 	0	0	33400.50 	1191912.50 	94385.07 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
1030	四川西南科技大学教育发展基金会	2013	2039500	0	0	0	0	7283.07	2046783.07 	39500.00 	0	2661	0.00 	42161.00 	2004622.07 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
1031	四川西部自然保护基金会	2013	23585580.4	0	0	0	0	154102.4	23739682.80 	1013993.14 	3340376.17	4354369.31	19385313.49 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	3962737.95 	0.00 	0.00 	3962737.95 	-3962737.95 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
1032	四川资阳五月阳光教育基金会	2013	184546.5	0	0	0	0	407885.98	592432.48 	184546.50 	0	0	10270.00 	194816.50 	397615.98 	4000000.00 	0.00 	0	5000	4005000.00 	0.00 	0.00 	0.00 	0.00 	4005000.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
1033	四川音乐学院艺术教育基金会	2013	0	0	0	0	0	73909.21	73909.21 	0.00 	0	0	22966.00 	22966.00 	50943.21 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
1034	四川飞行教育基金会	2013	88436	0	0	0	0	17501.99	105937.99 	394359.69 	0	0	2800.71 	397160.40 	-291222.41 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
1035	四平市公安民警优抚基金会	2013	340000	0	0	0	0	8011.94	348011.94 	70000.00 	0	0	3800.80 	73800.80 	274211.14 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	3800	2000000	2003800	0	0	70.00 	70.00 	2003730.00 	0	0
1036	国家电网公益基金会	2013	8500000	0	0	0	0	232340.42	8732340.42 	8500000.00 	0	0	25000.00 	8525000.00 	207340.42 	100000000.00 	5320300.94 	0	0	105320300.94 	0.00 	100000000.00 	621411.00 	100621411.00 	4698889.94 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
1037	增爱公益基金会	2013	72857882.01	0	0	0	0	1803758.41	74661640.42 	9967662.43 	276487.6	0	764518.72 	11008668.75 	63652971.67 	0.00 	0.00 	0	0	0.00 	315941.01 	45000000.00 	0.00 	45315941.01 	-45315941.01 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
1038	复旦管理学奖励基金会	2013	0	0	0	0	0	187751.61	187751.61 	4054824.70 	0	207057.7	366427.90 	4628310.30 	-4440558.69 	13000000.00 	9461219.89 	0	0	22461219.89 	4499.00 	23000000.00 	0.00 	23004499.00 	-543279.11 	0	0	0	0	0	81557.00 	81557.00 	-81557.00 	0	0
1039	大丰市慈善基金会	2013	0	0	0	0	0	0	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
1040	大丰市见义勇为基金会	2013	0	0	0	0	1000000	3471.15	1003471.15 	164888.00 	24216	0	86072.00 	275176.00 	728295.15 	0.00 	900000.00 	0	0	900000.00 	0.00 	600000.00 	0.00 	600000.00 	300000.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
1041	大庆市公安民警救助基金会	2013	0	0	0	0	0	27178.01	27178.01 	2045300.00 	0	0	0.00 	2045300.00 	-2018121.99 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
1042	大庆市残疾人福利基金会	2013	65000	0	0	0	2436338	103099.85	2604437.85 	2231967.67 	232932	0	252581.17 	2717480.84 	-113042.99 	0.00 	0.00 	0	0	0.00 	9759.00 	150000.00 	0.00 	159759.00 	-159759.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
1043	大庆市老年福利基金会	2013	380000	0	521200	0	200000	313030.55	1414230.55 	802802.81 	87000	53254.17	29090.50 	972147.48 	442083.07 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	53510.42 	53510.42 	-53510.42 	0	0
1045	大连市公安民警救助基金会	2013	7498300	0	0	0	0	27045.4	7525345.40 	103000.00 	83920	0	107251.20 	294171.20 	7231174.20 	0.00 	0.00 	0	0	0.00 	6800.00 	0.00 	0.00 	6800.00 	-6800.00 	0	4000000	4000000	0	0	0.00 	0.00 	4000000.00 	0	0
1046	大连市妇女儿童发展基金会	2013	4427674.06	0	0	0	0	13527.55	4441201.61 	3050000.00 	93500	42259.35	0.00 	3185759.35 	1255442.26 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
1047	大连市教育基金会	2013	10509982.8	0	0	0	0	187160.72	10697143.52 	7751504.00 	72000	0	954762.66 	8778266.66 	1918876.86 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
1048	大连市残疾人福利基金会	2013	1610300	0	0	0	0	58151.93	1668451.93 	3268699.22 	147262.73	197989.8	1893393.10 	5507344.85 	-3838892.92 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
1049	大连市永嘉防震减灾慈善基金会	2013	0	0	0	0	0	7403.71	7403.71 	468000.00 	0	0	19755.10 	487755.10 	-480351.39 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
1050	大连市洁华艺术人才基金会	2013	0	0	0	0	0	277.99	277.99 	254997.00 	12000	10993.42	0.00 	277990.42 	-277712.43 	500000.00 	0.00 	0	114022	614022.00 	0.00 	0.00 	0.00 	0.00 	614022.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
1051	大连市职工慈善基金会	2013	3709800	0	0	0	0	47690.41	3757490.41 	4471817.93 	0	0	185223.55 	4657041.48 	-899551.07 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
1052	大连市见义勇为基金会	2013	0	0	0	0	0	68055.81	68055.81 	1379983.62 	159051.6	65861.98	0.00 	1604897.20 	-1536841.39 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	3900000	3900000	0	0	600000.00 	600000.00 	3300000.00 	0	0
