机构ID	机构名称	数据年度	货币资金	短期投资	应收款项	预付账款	存货	待摊费用	一年内到期的长期债权投资	其他流动资产	流动资产合计	长期股权投资	长期债权投资	其他长期投资	长期投资合计	固定资产原价	累计折旧	固定资产净值	在建工程	文物文化资产	固定资产清理	固定资产合计	无形资产	受托代理资产	资产合计	短期借款	应付款项	应付工资	应交税金	预收帐款 	预提费用	预计负债	一年内到期的长期负债	其他流动负债	流动负债合计	长期借款	长期应付款	其他长期负债	长期负债合计	受托代理负债	负债合计	非限定性净资产	限定性净资产	净资产合计	负债和净资产合计
ricf_id	ba_cn 	fp_yr	fp_csh 	fp_sti 	fp_rec 	fp_prp 	fp_rm 	fp_deex 	fp_onin 	fp_tofl 	fp_tofl 	fp_lost 	fp_lode 	fp_loin 	fp_loto 	fp_fior 	fp_fide 	fp_fias 	fp_inbu 	fp_clas 	fp_fifx 	fp_fito 	fp_noas 	fp_agas 	fp_asto 	fp_shbo 	fp_shpa 	fp_shsa 	fp_shta 	fp_fra 	fp_prex 	fp_prde 	fp_ode 	fp_otde	fp_flde 	fp_lobo 	fp_lopa 	fp_otld 	fp_ldto 	fp_agd 	fp_det 	fp_unls	fp_lims 	fp_ntt 	fp_tt
3265	青海省福瑞慈善基金会	2014	5094937.8	0	0	0	0.00	0	0	0	5094937.8	0	0	0	0	0	0	0	0	0	0	0	0	0	5094937.8	0	748841	0	0		0	0	0	0	748841	0	0	0	0	0	748841	75909.79	4270187.01	4346096.8	5094937.8
3266	青海省西宁市国开教育公益基金会	2014	1657618.35	0	0	0		0	0	0	1657618.35	0	0	0	0	11000	3890	7110	0	0	0	7110	0	0	1664728.35	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	1664728.35	0	1664728.35	1664728.35
3267	青海省见义勇为基金会	2014	8302414.53	0	69443	0	0.00	0	0	0	8371857.53	0	0	0	0	16750	0	16750	0	0	0	16750	0	0	8388607.53	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	8388607.53	0	8388607.53	8388607.53
3268	青海省贫困学生助学基金会	2014	3147627.9	0	0	0	0.00	0	0	0	3147627.9	0	0	0	0	11200	0	11200	0	0	0	11200	0	0	3158827.9	0	0	0	0		0	0	0	0	0	0	0	0	0	2422014.9	2422014.9	736813	0	736813	3158827.9
3269	青海省雪域仁济慈善基金会	2014	6937.44	0	0	0		0	0	0	6937.44	0	0	0	0	0	0	0	0	0	0	0	0	0	6937.44	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	-993062.56	1000000	6937.44	6937.44
3270	青海省青少年发展基金会	2014	24204207.42	0	952149.67	0	0.00	0	0	0	25156357.09	0	0	0	0	482143.7	0	482143.7	0	0	0	482143.7	0	0	25638500.79	0	217612	0	0		0	0	0	0	217612	0	0	0	0	0	217612	7448815	17972073.79	25420888.79	25638500.79
3271	青海苏曼竹巴慈善基金会	2014	2619219.2	0	0	0	0.00	0	0	0	2619219.2	0	0	0	0	0	0	0	0	0	0	0	0	0	2619219.2	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	2619219.2	0	2619219.2	2619219.2
3273	青田县人民教育基金会	2014	13761192.75	0	0	0	0.00	0	0	0	13761192.75	0	0	0	0	0	0	0	0	0	0	0	0	0	13761192.75	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	10047122.07	3714070.68	13761192.75	13761192.75
3274	靖江市慈善基金会	2014	18698653.43	0	0	0		1020430	0	0	19719083.43	0	0	0	0	3180	2416.8	763.2	0	0	0	763.2	0	0	19719846.63	0	3000000	0	0		0	0	0	0	3000000	0	0	0	0	0	3000000	5959329.63	10760517	16719846.63	19719846.63
3275	靖江市见义勇为基金会	2014	204785.69	0	1500000	0		0	0	0	1704785.69	10000000	0	0	10000000	0	0	0	0	0	0	0	0	0	11704785.69	0	1500000	0	0		0	0	0	0	1500000	0	0	0	0	0	1500000	6204785.69	4000000	10204785.69	11704785.69
3276	鞍山市公安民警英烈救助基金会	2014	4914718.82	0	0	0	0.00	0	0	0	4914718.82	0	0	0	0	0	0	0	0	0	0	0	0	0	4914718.82	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	914718.82	4000000	4914718.82	4914718.82
3277	鞍山市教育基金会	2014	5074146.93	0	1389750	0	0.00	0	0	0	6463896.93	0	0	0	0	3900	61.75	3838.25	0	0	0	3838.25	0	0	6467735.18	0	4814.65	0	0		0	0	0	0	4814.65	0	0	0	0	0	4814.65	2435248.54	4027671.99	6462920.53	6467735.18
3278	鞍山市见义勇为基金会	2014	4103214.21	0	0	0	0.00	0	0	0	4103214.21	0	0	0	0	50650	0	50650	0	0	0	50650	0	0	4153864.21	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	4153864.21	0	4153864.21	4153864.21
3279	韩美林艺术基金会	2014	17940343.25	0	0	0	0.00	9000	0	0	17949343.25	0	0	0	0	101631	11428.26	90202.74	0	3300000	0	3390202.74	0	0	21339545.99	0	0	0	480		0	0	0	0	480	0	0	0	0	0	480	21339065.99	0	21339065.99	21339545.99
3280	韬奋基金会	2014	27738216.58	0	248514.38	0	34,432,160.44	0	0	0	62418891.4	27553865.61	0	0	27553865.61	556508	128719.05	427788.95	0	0	0	427788.95	0	0	90400545.96	0	88861.64	0	5949.02		0	0	0	0	94810.66	0	0	0	0	0	94810.66	54002706.33	36303028.97	90305735.3	90400545.96
3282	韶关市教育基金会	2014	2738563.75	19500000	765149.15	0		0	0	0	23003712.9	0	0	0	0	11400	11400	0	0	0	0	0	0	0	23003712.9	0	414490.66	0	0		0	0	0	0	414490.66	0	0	0	0	0	414490.66	22383804.37	205417.87	22589222.24	23003712.9
3283	顶新公益基金会	2014	30598299.14	0	23438.49	0		29785.94	0	0	30651523.57	0	0	0	0	78541	30291.97	48249.03	0	0	0	48249.03	0	0	30699772.6	0	0	67027.3	592.93		0	0	0	0	67620.23	0	0	0	0	0	67620.23	30632152.37	0	30632152.37	30699772.6
3284	顺丰公益基金会	2014	3261521.26	18000000	10000	1158841.25	0.00	0	0	0	22430362.51	0	0	0	0	0	0	0	0	0	0	0	0	0	22430362.51	0	11200	0	-36716.32		0	0	0	0	-25516.32	0	0	0	0	0	-25516.32	22455878.83	0	22455878.83	22430362.51
3286	首都师范大学教育基金会	2014	20350257.64	0	80000	0		0	0	0	20430257.64	0	0	0	0	0	0	0	0	0	0	0	0	0	20430257.64	0	217620.46	0	0		0	0	0	0	217620.46	0	0	0	0	0	217620.46	20212637.18	0	20212637.18	20430257.64
3287	首都文明工程基金会	2014	14274734.76	0	0	0		0	0	0	14274734.76	0	0	0	0	3350980.55	1399111.26	1951869.29	0	0	0	1951869.29	0	0	16226604.05	0	1330.08	0	212.12		0	0	0	0	1542.2	0	0	0	0	0	1542.2	16225061.85	0	16225061.85	16226604.05
3288	首都文化艺术公益基金会	2014	2198024.05	0	563990	0		0	0	0	2762014.05	0	0	0	0	78690	8532.75	70157.25	0	0	0	70157.25	0	0	2832171.3	205730.5	0	0	0		0	0	0	0	205730.5	0	0	0	0	0	205730.5	2626440.8	0	2626440.8	2832171.3
3289	首都见义勇为基金会	2014	31167628.8	0	90000	0		20000	0	0	31277628.8	0	6102083.33	0	6102083.33	1518367.42	959605.56	558761.86	0	0	0	558761.86	0	0	37938473.99	0	10143.57	43065.89	1921.28		0	0	0	0	55130.74	0	0	0	0	0	55130.74	33608465.25	4274878	37883343.25	37938473.99
3290	香江社会救助基金会	2014	3573824.81	66970000	208787.33	0	0.00	0	0	0	70752612.14	0	0	0	0	10500	3879.13	6620.87	0	0	0	6620.87	0	0	70759233.01	0	24870.5	0	0		0	0	0	0	24870.5	0	0	0	0	0	24870.5	70164322.14	570040.37	70734362.51	70759233.01
3291	马海德基金会	2014	876132.29	4034195	0	0	0.00	0	0	0	4910327.29	0	0	0	0	572205.9	542751.63	29454.27	0	0	0	29454.27	0	0	4939781.56	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	4939781.56	0	4939781.56	4939781.56
3292	马鞍山二中教育基金会	2014	645474.45	2000000	0	0		0	0	0	2645474.45	0	0	0	0	0	0	0	0	0	0	0	0	0	2645474.45	0	0	0	0		0	0	0	112136.3	112136.3	0	0	0	0	0	112136.3	2533338.15	0	2533338.15	2645474.45
3293	马鞍山市见义勇为基金会	2014	4715136.5	0	0	0		0	0	0	4715136.5	0	0	0	0	0	0	0	0	0	0	0	0	0	4715136.5	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	4715136.5	0	4715136.5	4715136.5
3294	广东省肇庆市高要区教育基金会	2014	8748340.27	0	0	0		0	0	0	8748340.27	0	0	0	0	0	0	0	0	0	0	0	0	0	8748340.27	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	8748340.27	8748340.27	8748340.27
3295	高邮市慈善基金会	2014	3489698.19	22000000	0	0		0	0	9600	25499298.19	0	0	0	0	3750	0	3750	0	0	0	3750	0	0	25503048.19	0	0	0	0		0	0	0	25000	25000	0	0	0	0	0	25000	22338643.6	3139404.59	25478048.19	25503048.19
3296	高邮市见义勇为基金会	2014	62238.41	0	4832000	0		0	0	0	4894238.41	0	0	0	0	34970	20116.64	14853.36	0	0	0	14853.36	0	0	4909091.77	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	4909091.77	0	4909091.77	4909091.77
3297	鲁山县人民教育基金会	2014	4164151.53	0	640000	0	0.00	0	0	0	4804151.53	0	0	0	0	194377	62343	132034	0	0	0	132034	0	0	4936185.53	0	550000	0	0		0	0	0	0	550000	0	0	0	0	0	550000	518204.98	3867980.55	4386185.53	4936185.53
3298	鲁迅文化基金会	2014	7792187.69	23000000	49052.8	0		0	0	0	30940240.49	0	0	0	0	359136.95	68524.2	290612.75	0	0	0	290612.75	0	0	31230853.24	0	104273	0	24734		0	0	0	0	1129007	0	0	0	0	0	1129007	23353342.59	6748503.65	30101846.24	31230853.24
3299	鸡西市残疾人福利基金会	2014	1282774.63	0	0	0		0	0	0	1282774.63	0	0	0	0	101100	0	101100	0	0	0	101100	0	0	1383874.63	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	1282774.63	101100	1383874.63	1383874.63
3300	鹤岗市检察人员救助基金会	2014	4746378.42	0	0	0		0	0	0	4746378.42	0	0	0	0	0	0	0	0	0	0	0	0	0	4746378.42	0	2000000	0	0		0	0	0	0	2000000	0	0	0	0	0	2000000	2746378.42	0	2746378.42	4746378.42
3301	黄冈市见义勇为基金会	2014	4360856.21	0	0	0	0.00	0	0	0	4360856.21	0	0	0	0	13850	7894.5	5955.5	0	0	0	5955.5	0	0	4366811.71	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	4366811.71	0	4366811.71	4366811.71
3302	黄冈市青少年发展基金会	2014	5017719.57	0	35000	0	0.00	0	0	0	5052719.57	0	0	0	0	18460	6557	11903	0	0	0	11903	0	0	5064622.57	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	5064622.57	0	5064622.57	5064622.57
3303	黄奕聪慈善基金会	2014	5116064.83	15000000	0	942		0	0	0	20117006.83	0	0	0	0	0	0	0	0	0	0	0	0	0	20117006.83	0	2353.78	5351.85	684.76		0	0	0	0	8390.39	0	0	0	0	0	8390.39	20099540.44	0	20099540.44	20107930.83
3306	黑龙江中医药大学教育发展基金会	2014	4337445.06	0	0	0		0	0	0	4337445.06	0	0	0	0	0	0	0	0	0	0	0	0	0	4337445.06	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	4337445.06	0	4337445.06	4337445.06
3307	黑龙江垦区一戎水稻科技奖励基金会	2014	4221771.76	0	0	0		0	0	0	4221771.76	0	0	0	0	0	0	0	0	0	0	0	0	0	4221771.76	0	310000	0	0		0	0	0	0	310000	0	0	0	0	0	310000	0	3911771.76	3911771.76	4221771.76
3308	黑龙江大学教育发展基金会	2014	4460670.76	0	40000	0		0	0	0	4500670.76	0	0	0	0	0	0	0	0	0	0	0	0	0	4500670.76	0	107777.59	0	0		0	0	0	0	107777.59	0	0	0	0	0	107777.59	1997624.47	2395268.7	4392893.17	4500670.76
3309	黑龙江工程学院教育发展基金会	2014	1342373.19	0	2000000	2630		0	0	0	3345003.19	0	0	0	0	0	0	0	0	0	0	0	0	0	3345003.19	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	3345003.19	0	3345003.19	3345003.19
3310	黑龙江恢先地震工程学基金会	2014	7116359.66	0	57200	0		0	0	0	7173559.66	0	0	0	0	0	0	0	0	0	0	0	0	0	7173559.66	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	7173559.66	0	7173559.66	7173559.66
3311	黑龙江省东北林业大学教育发展基金会	2014	5467627.37	0	105000	0		0	0	0	5572627.37	0	0	0	0	0	0	0	0	0	0	0	0	0	5572627.37	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	2561443.3	3011184.07	5572627.37	5572627.37
3312	黑龙江省东北石油大学教育发展基金会	2014	2850586.77	0	0	0		0	0	0	2850586.77	0	0	0	0	0	0	0	0	0	0	0	0	0	2850586.77	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	2390116.27	460470.5	2850586.77	2850586.77
3313	黑龙江省中华文化发展基金会	2014	7972	0	80000	0		0	0	0	87972	0	0	0	0	0	0	0	0	0	0	0	4000000	0	4087972	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	4087972	0	4087972	4087972
3317	黑龙江省佳木斯大学教育发展基金会	2014	4600442.07	0	0	0		0	0	0	4600442.07	0	0	0	0	0	0	0	0	0	0	0	0	0	4600442.07	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	3120442.07	1480000	4600442.07	4600442.07
3319	黑龙江省公安民警英烈基金会	2014	27221728.13	0	0	0		0	0	0	27221728.13	0	0	0	0	19080	18126	954	0	0	0	954	0	6152085.16	33374767.29	0	0	0	0		0	0	0	0	0	0	0	0	0	6152085.16	6152085.16	27222682.13	0	27222682.13	33374767.29
3320	黑龙江省华侨经济文化基金会	2014	2026280.5	0	0	0		0	0	0	2026280.5	0	0	0	0	311364	0	311364	0	0	0	311364	0	0	2337644.5	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	2337644.5	0	2337644.5	2337644.5
3322	黑龙江省哈尔滨师范大学附属中学教育发展基金会	2014	3227259.47	0	0	0		0	0	0	3227259.47	0	0	0	0	0	0	0	0	0	0	0	0	0	3227259.47	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	3227259.47	0	3227259.47	3227259.47
3323	黑龙江省大庆市妇女儿童基金会	2014	4256182	0	0	0		0	0	0	4256182	0	0	0	0	1900	760	1140	0	0	0	1140	0	0	4257322	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	4257322	0	4257322	4257322
3325	黑龙江省妇女儿童基金会	2014	1340336.84	4254456.28	5400000	0		0	0	0	11063990.72	0	0	0	0	50798	47500	3298	0	0	0	3298	0	0	11067288.72	0	5519133.77	0	0		0	0	0	0	5519133.77	0	0	0	0	0	5519133.77	5548154.95	0	5548154.95	11067288.72
3327	黑龙江省残疾人福利基金会	2014	7339621.24	0	2918790	0		0	0	0	10258411.24	0	0	0	0	3734053	520146.72	3213906.28	0	0	0	3213906.28	0	0	13472317.52	0	107050	0	0		0	0	0	0	107050	0	0	0	0	0	107050	14431796.52	0	14431796.52	14538846.52
3328	黑龙江省求真经济研究基金会	2014	1006068.27	0	0	0		0	0	0	1006068.27	0	0	0	0	0	0	0	0	0	0	0	0	0	1006068.27	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	1006068.27	0	1006068.27	1006068.27
3329	黑龙江省玛克威慈善基金会	2014	2005303.96	0	0	0		0	0	0	2005303.96	0	0	0	0	0	0	0	0	0	0	0	0	0	2005303.96	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	5303.96	2000000	2005303.96	2005303.96
3332	黑龙江省见义勇为奖励基金会	2014	17494504.27	0	0	0		0	0	0	17494504.27	0	0	0	0	0	0	0	0	0	0	0	0	0	17494504.27	0	13421490.26	0	0		0	0	0	0	13421490.26	0	0	0	0	0	13421490.26	4073014.01	0	4073014.01	17494504.27
3333	黑龙江省青少年发展基金会	2014	1261371.16	20114188.3	109300	0		0	0	-3532783.97	18828074.49	0	0	0	0	753678	350392.75	403285.25	8440000	0	0	8843285.25	0	0	27671359.74	0	44330	0	-416.9		0	0	0	79911.16	123824.26	0	0	0	0	0	123824.26	1650873.65	25896661.83	27547535.48	27671359.74
3334	黑龙江省青年创业就业基金会	2014	6499157.8	0	44073	0		0	0	0	6543230.8	0	0	0	0	0	0	0	0	0	0	0	0	0	6543230.8	0	0	18531.72	0		0	0	0	0	18531.72	0	0	0	0	0	18531.72	6324699.08	200000	6524699.08	6543230.8
3335	黑龙江省齐齐哈尔医学院教育发展基金会	2014	3440994.01	0	0	0		0	0	0	3440994.01	0	0	0	0	0	0	0	0	0	0	0	0	0	3440994.01	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	3440994.01	0	3440994.01	3440994.01
3336	黑龙江省齐齐哈尔市公安民警救助基金会	2014	4152695.81	0	0	0		0	0	0	4152695.81	0	0	0	0	6850	0	6850	0	0	0	6850	0	0	4159545.81	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	4159545.81	0	4159545.81	4159545.81
3337	黑龙江省齐齐哈尔市残疾人福利基金会	2014	5354609.2	0	2200	0		0	0	0	5356809.2	0	0	0	0	44630	10825.99	33804.01	0	0	0	33804.01	0	0	5390613.21	0	26340	0	0		0	0	0	0	26340	0	0	0	0	0	26340	1364273.21	4000000	5364273.21	5390613.21
3338	黑龙江飞鹤乳业有限公司助学基金会	2014	86547.7	0	10001602	0		0	0	0	10088149.7	0	0	0	0	0	0	0	0	0	0	0	0	0	10088149.7	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	3000000	7088149.7	10088149.7	10088149.7
3339	齐齐哈尔大学教育发展基金会	2014	2203420.64	0	0	0		0	0	0	2203420.64	0	0	0	0	863993	135298.84	728694.16	0	0	0	728694.16	0	0	2932114.8	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	2932114.8	0	2932114.8	2932114.8
3340	齐齐哈尔工程学院教育发展基金会	2014	2000729.45	0	0	0		0	0	0	2000729.45	0	0	0	0	0	0	0	0	0	0	0	0	0	2000729.45	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	729.45	2000000	2000729.45	2000729.45
3342	龙岩市新罗区林国仁教育基金会	2014	1216964.58	0	0	0	0.00	0	0	0	1216964.58	0	0	0	0	10000000	950000	9050000	0	0	0	9050000	0	0	10266964.58	0	526000	0	0		0	0	0	0	526000	0	0	0	0	0	526000	9740964.58	0	9740964.58	10266964.58
3344	龙游县人民教育基金会	2014	9509360.56	0	0	0	0.00	0	0	0	9509360.56	0	0	0	0	6200	0	6200	0	0	0	6200	0	0	9515560.56	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	5515560.56	4000000	9515560.56	9515560.56
3347	东莞市教育基金会	2014	3458209.8	0	0	0		0	0	0	3458209.8	0	22100000	0	22100000	0	0	0	0	0	0	0	0	0	25558209.8	0	0	0	0		0	0	0	7136700	7136700	0	0	0	0	0	7136700	18421509.8	0	18421509.8	25558209.8
3348	宁夏银川大学教育发展基金会	2014	4147575.72	0	8024840	0		0	0	0	12172415.72	0	0	0	0	167948	98943	69005	0	0	0	69005	0	0	12241420.72	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	4550259.52	7691161.2	12241420.72	12241420.72
3350	宁夏回族自治区残疾人福利基金会	2014	13107008.6	0	1060523	0		0	0	0	23821234.98	0	0	0	0	1093718	482282.16	611435.84	0	0	0	611435.84	0	0	24432670.82	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	23964248.01	468422.81	24432670.82	24432670.82
3351	广东省绿景慈善基金会	2014	2041129.51	0	0	0		0	0	0	2041129.51	0	0	0	0	0	0	0	0	0	0	0	0	0	2041129.51	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	2041129.51	0	2041129.51	2041129.51
3352	宁夏科技创业基金会	2014	7940854.65	0	1500000	0		0	0	0	9440854.65	10900000	0	0	10900000	368280	0	368280	0	0	0	368280	0	0	20709134.65	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	20709134.65	0	20709134.65	20709134.65
3353	广东省南粤广播电视发展基金会	2014	8065544.47	0	0	0		0	0	0	8065544.47	0	0	0	0	0	0	0	0	0	0	0	0	0	8065544.47	0	50552.4	0	0		0	0	0	0	50552.4	0	0	0	0	0	50552.4	8014992.07	0	8014992.07	8065544.47
3354	宁夏煤炭职工扶贫济困基金会	2014	10334354.24	0	0	0		0	0	0	10334354.24	0	0	0	0	0	0	0	0	0	0	0	0	0	10334354.24	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	10334354.24	0	10334354.24	10334354.24
3355	深圳市教育发展基金会	2014	148776221.83	0	1284.8	0		0	0	0	148841532.63	13025725.38	0	0	13025725.38	200098.72	161905.95	38192.77	0	0	0	38192.77	0	0	161905450.78	0	41497862.01	0	3913.04		0	0	0	0	41501775.05	0	0	0	0	0	41501775.05	106283277.46	14120398.27	120403675.73	161905450.78
3356	宁夏青少年发展基金会	2014	18334314.53	0	50674	45200		0	0	0	18430188.53	0	0	0	0	182926.99	111315.36	71611.63	0	0	0	71611.63	0	0	18501800.16	0	163910	0	0		0	0	0	0	163910	0	0	0	0	0	163910	6369175.03	11968715.13	18337890.16	18501800.16
3357	宁夏文学艺术基金会	2014	4007863.34	0	44544	0		0	0	0	4052407.34	0	0	0	0	11300	7204.18	4095.82	0	0	0	4095.82	0	0	4056503.16	0	8059	0	0		0	0	0	0	17139	0	0	0	0	0	17139	1839364.16	2200000	4039364.16	4056503.16
3358	宁夏医学科研教育基金会	2014	5405890.55	0	64034.3	0		0	0	0	5469924.85	0	0	0	0	0	0	0	0	0	0	0	0	0	5469924.85	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	5469924.85	0	5469924.85	5469924.85
3359	惠来县教育基金会	2014	4014846.71	0	190000	0		0	0	0	4204846.71	162000	500000	0	662000	215592.3	0	215592.3	0	0	0	215592.3	0	0	5082439.01	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	5082439.01	0	5082439.01	5082439.01
3360	宁夏回族自治区见义勇为基金会	2014	6218251.94	0	0	0		0	0	0	6218251.94	0	0	0	0	0	0	0	0	0	0	0	0	0	6218251.94	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	878251.94	5340000	6218251.94	6218251.94
3361	宁夏回族自治区扶贫基金会	2014	22780043.77	0	0	0		0	0	0	22780043.77	581000	0	0	581000	201954	38790.64	163163.36	0	0	0	163163.36	0	0	23524207.13	0	4000000	0	0		0	0	0	0	4000000	0	0	0	0	0	4000000	822624.78	18701582.35	19524207.13	23524207.13
3363	深圳市社会福利基金会	2014	5164713.8	0	6786002	0		0	0	0	11961201.8	20500000	0	0	20500000	350401.4	327037.32	23364.08	0	100000	0	123364.08	0	0	32584565.88	0	2814408.92	14145	384.85		0	0	0	0	2828938.77	0	0	0	0	0	2828938.77	9005185.97	20750441.14	29755627.11	32584565.88
3364	宁夏回族自治区妇女儿童发展基金会	2014	9718083.05	0	5345561.6	0		0	0	0	15063644.65	0	0	0	0	319200	150623.05	168576.95	0	0	0	168576.95	0	0	15232221.6	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	235904.78	14996316.82	15232221.6	15232221.6
3365	宁夏回族自治区公安民警英烈基金会	2014	8345798.95	0	39600	0		0	0	0	8385398.95	0	0	0	0	0	0	0	0	0	0	0	0	0	8385398.95	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	3533270.44	4852128.51	8385398.95	8385398.95
3366	深圳市社会公益基金会	2014	5487445.16	0	0	4050000		45554	0	60200	9643199.16	0	0	0	0	734674	32103.2	702570.8	0	0	0	702570.8	0	0	10345769.96	0	0	0	8402.4		0	0	0	0	8402.4	0	0	0	0	0	8402.4	5315749.96	5021617.6	10337367.56	10345769.96
3367	深圳市拥军优属基金会	2014	6612637.85	0	10000	0		0	0	0	6622637.85	5000000	0	0	5000000	57911	0	57911	0	0	0	57911	0	0	11680548.85	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	6907107.63	4773441.22	11680548.85	11680548.85
3369	宁夏银川市残疾人福利基金会	2014	1364003.16	0	3000000	0		0	0	0	4364003.16	0	0	0	0	0	0	0	0	0	0	0	0	0	4364003.16	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	4364003.16	0	4364003.16	4364003.16
3370	银川市人民群众见义勇为基金会	2014	4545786.94	0	0	0		0	0	0	4545786.94	0	0	0	0	9080	6493.08	2586.92	0	0	0	2586.92	0	0	4548373.86	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	4285.77	4544088.09	4548373.86	4548373.86
3371	宁夏盐池教育发展基金会	2014	14782428	0	0	0		0	0	0	14782428	0	0	0	0	37530	0	37530	0	0	0	37530	0	0	14819958	0	2000	0	0		0	0	0	0	2000	0	0	0	0	0	2000	14817958	0	14817958	14819958
3372	广东省文物保护基金会	2014	2180330.44	0	0	0		0	0	0	2180330.44	0	0	0	0	0	0	0	0	0	0	0	0	0	2180330.44	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	2180330.44	0	2180330.44	2180330.44
3374	新疆妇女儿童发展基金会	2014	18742750.63	8700000	3901500	0	0.00	0	0	0	31344250.63	0	0	0	0	103343	70562	32781	0	0	0	32781	0	0	31377031.63	0	2034500	0	0		0	0	0	0	2034500	0	0	0	0	0	2034500	3119439.21	26223092.42	29342531.63	31377031.63
3375	广东省林若熹艺术基金会	2014	1015761.1	0	0	0		0	0	0	1015761.1	0	0	0	0	204396	382.51	204013.49	0	0	0	204013.49	0	0	1219774.59	0	0	3800	0		72476.6	0	0	0	76276.6	0	0	0	0	0	76276.6	1143497.99	0	1143497.99	1219774.59
3376	深圳市弘法寺慈善功德基金会	2014	2701469.4	0	720506.12	0		0	0	0	3421975.52	0	0	0	0	63499	9162	54337	0	0	0	54337	0	0	3476312.52	0	140167	12600	0		0	0	0	0	152767	0	0	0	0	0	152767	3631623.85	1344689.47	4976313.32	5129080.32
3377	新疆巴音郭楞蒙古自治州送温暖工程基金会	2014	926250.1	0	0	0		0	0	5534163.3	6460413.4	350000	0	0	350000	1993372.56	0	1993372.56	0	0	0	1993372.56	0	0	8803785.96	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	8803785.96	0	8803785.96	8803785.96
3378	新疆维吾尔自治区残疾人福利基金会	2014	9798721.77	0	47000	0		0	0	0	9845721.77	0	0	0	0	32695	0	32695	0	0	0	32695	0	0	9878416.77	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	525180.21	9353236.56	9878416.77	9878416.77
3379	广东省骏安慈善基金会	2014	1214383.88	0	0	0		0	0	0	1214383.88	0	0	0	0	0	0	0	0	0	0	0	0	0	1214383.88	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	1214383.88	0	1214383.88	1214383.88
3380	广东省大成慈善基金会	2014	277246.13	30000000	0	0		0	0	3450	30280696.13	0	0	0	0	14498	13089.65	1408.35	0	0	0	1408.35	0	0	30282104.48	0	0	0	3799.81		0	0	0	12059	15858.81	0	0	0	0	0	15858.81	30266245.67	0	30266245.67	30282104.48
3382	深圳市腾邦慈善基金会	2014	4392504.02	0	0	0		0	0	0	4392504.02	0	0	0	0	0	0	0	0	0	0	0	0	0	4392504.02	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	2892504.02	1500000	4392504.02	4392504.02
3383	广东省广东警官学院教育发展基金会	2014	4632304.5	0	0	0		0	0	0	4632304.5	0	0	0	0	0	0	0	0	0	0	0	0	0	4632304.5	0	70732.5	0	0		0	0	0	0	70732.5	0	0	0	0	0	70732.5	4561572	0	4561572	4632304.5
